Year,District,Taluka,Size Class,Total Holdings Number,Total Holdings Area,Area Classified as Cultivated,Area Classified as Uncultivated,Area Not Available For Agriculture,Net Sown Area,Current Fallow,Actually Uncultivated Area,Other Fallow Land,Cultivable Waste Land
2010,Satara,Phaltan,Large (>10 ha),95,1654,1548,26,81,1526,22,1,9,16
2010,Satara,Satara,Large (>10 ha),421,8786,7880,0,906,7785,95,0,0,0
2010,Satara,Wai,Large (>10 ha),60,1102,992,26,84,924,68,26,0,0
2015,Satara,Jaoli,Large (>10 ha),157,2575,2371,205,0,2371,0,205,0,0
2015,Satara,Karad,Large (>10 ha),155,2502,2501,1,0,2304,198,1,0,0
2015,Satara,Khandala,Large (>10 ha),127,1972,1972,0,0,1972,0,0,0,0
2015,Satara,Khatav,Large (>10 ha),402,6172,6160,12,0,4220,1940,12,0,0
2015,Satara,Koregaon,Large (>10 ha),164,3693,3693,0,0,3693,0,0,0,0
2015,Satara,Mahabaleshwar,Large (>10 ha),229,3710,3688,22,0,1842,1845,22,0,0
2015,Satara,Man,Large (>10 ha),672,10435,10363,73,0,9874,488,73,0,0
2015,Satara,Patan,Large (>10 ha),381,5944,5122,822,0,3594,1528,822,0,0
2015,Satara,Phaltan,Large (>10 ha),207,3937,3615,322,0,3470,145,322,0,0
2015,Satara,Satara,Large (>10 ha),460,8823,7929,894,0,4117,3812,894,0,0
2015,Satara,Wai,Large (>10 ha),160,3787,3448,339,0,3313,135,339,0,0
2010,Sindhudurg,Devgard,Marginal (Below 1 ha),35930,8367,6859,622,887,5833,1025,322,226,74
2010,Sindhudurg,Dodamarg,Marginal (Below 1 ha),8076,2368,1902,334,132,1460,442,130,120,85
2010,Sindhudurg,Kankavali,Marginal (Below 1 ha),27871,9356,7324,1843,189,5901,1423,182,805,856
2010,Sindhudurg,Kudal,Marginal (Below 1 ha),34440,8932,8432,37,462,7520,912,16,22,0
2010,Sindhudurg,Malvan,Marginal (Below 1 ha),45831,9909,7634,1673,602,6618,1016,834,697,141
2010,Sindhudurg,Sawantwadi,Marginal (Below 1 ha),28032,6429,6003,114,312,5155,847,39,70,5
2010,Sindhudurg,Vaibhavwadi,Marginal (Below 1 ha),9493,2697,2096,562,38,1251,845,21,463,78
2010,Sindhudurg,Vengurla,Marginal (Below 1 ha),23782,5602,4143,293,1166,3755,388,42,162,90
2015,Sindhudurg,Devgad,Marginal (Below 1 ha),42452,10231,8467,1764,0,7479,988,1764,0,0
2015,Sindhudurg,Dodamarg,Marginal (Below 1 ha),9477,2625,2161,464,0,1673,488,464,0,0
2015,Sindhudurg,Kankavli,Marginal (Below 1 ha),31731,9282,7223,2059,0,5243,1980,2059,0,0
2015,Sindhudurg,Kudal,Marginal (Below 1 ha),36047,9610,9089,521,0,8624,465,521,0,0
2015,Sindhudurg,Malwan,Marginal (Below 1 ha),48010,8571,6647,1924,0,5595,1052,1924,0,0
2015,Sindhudurg,Sawantwadi,Marginal (Below 1 ha),34065,8641,8049,592,0,6911,1139,592,0,0
2015,Sindhudurg,Vaibhavvadi,Marginal (Below 1 ha),12418,3727,2933,794,0,1502,1431,794,0,0
2015,Sindhudurg,Vengurla,Marginal (Below 1 ha),30565,6257,4904,1354,0,3906,998,1354,0,0
2015,Sindhudurg,Devgad,Marginal (Below 1 ha),42452,10231,8467,1764,0,7479,988,1764,0,0
2015,Sindhudurg,Dodamarg,Marginal (Below 1 ha),9477,2625,2161,464,0,1673,488,464,0,0
2015,Sindhudurg,Kankavli,Marginal (Below 1 ha),31731,9282,7223,2059,0,5243,1980,2059,0,0
2015,Sindhudurg,Kudal,Marginal (Below 1 ha),36047,9610,9089,521,0,8624,465,521,0,0
2015,Sindhudurg,Malwan,Marginal (Below 1 ha),48010,8571,6647,1924,0,5595,1052,1924,0,0
2015,Sindhudurg,Sawantwadi,Marginal (Below 1 ha),34065,8641,8049,592,0,6911,1139,592,0,0
2015,Sindhudurg,Vaibhavvadi,Marginal (Below 1 ha),12418,3727,2933,794,0,1502,1431,794,0,0
2015,Sindhudurg,Vengurla,Marginal (Below 1 ha),30565,6257,4904,1354,0,3906,998,1354,0,0
2000,Sindhudurg,Devagad,Small (1 to 2 ha),5940,8121,6501,516,1104,3665,2836,236,216,65
2000,Sindhudurg,Dodamarg,Small (1 to 2 ha),2027,3031,2258,270,504,1712,545,167,96,7
2000,Sindhudurg,Kankavali,Small (1 to 2 ha),6256,8909,5737,1842,1330,4910,827,745,695,402
2000,Sindhudurg,Kudal,Small (1 to 2 ha),8256,9353,6794,1321,1238,5824,970,690,373,258
2000,Sindhudurg,Malvan,Small (1 to 2 ha),5879,7853,5149,552,2152,3798,1351,181,153,218
2000,Sindhudurg,Sawantwadi,Small (1 to 2 ha),5124,6300,4678,626,995,3909,770,117,427,82
2000,Sindhudurg,Vaibhavwadi,Small (1 to 2 ha),3009,4394,1630,2389,375,1244,386,883,352,1154
2000,Sindhudurg,Vengurla,Small (1 to 2 ha),3388,4717,3775,310,632,3468,307,210,66,34
2010,Sindhudurg,Devgard,Small (1 to 2 ha),4641,6528,5047,797,685,4282,765,450,267,80
2010,Sindhudurg,Dodamarg,Small (1 to 2 ha),1857,2637,1899,491,247,1508,391,134,149,208
2010,Sindhudurg,Kankavali,Small (1 to 2 ha),5921,8376,5092,3072,212,3608,1484,342,1211,1519
2010,Sindhudurg,Kudal,Small (1 to 2 ha),5386,7604,7089,46,469,5901,1187,5,37,4
2010,Sindhudurg,Malvan,Small (1 to 2 ha),4535,6336,4024,1833,479,3215,809,970,653,210
2010,Sindhudurg,Sawantwadi,Small (1 to 2 ha),3668,5134,4511,255,368,3875,636,84,139,31
2010,Sindhudurg,Vaibhavwadi,Small (1 to 2 ha),1902,2698,1372,1293,33,576,796,37,1114,143
2010,Sindhudurg,Vengurla,Small (1 to 2 ha),2676,3772,2700,307,765,2415,285,41,177,89
2015,Sindhudurg,Devgad,Small (1 to 2 ha),6322,6813,5449,1364,0,4864,585,1364,0,0
2015,Sindhudurg,Dodamarg,Small (1 to 2 ha),2068,2917,2341,577,0,1241,1099,577,0,0
2015,Sindhudurg,Kankavli,Small (1 to 2 ha),7373,8469,5248,3221,0,2811,2437,3221,0,0
2015,Sindhudurg,Kudal,Small (1 to 2 ha),5941,7835,7260,575,0,6775,485,575,0,0
2015,Sindhudurg,Malwan,Small (1 to 2 ha),6388,7811,5226,2586,0,3874,1352,2586,0,0
2015,Sindhudurg,Sawantwadi,Small (1 to 2 ha),4808,5980,5115,865,0,4519,596,865,0,0
2015,Sindhudurg,Vaibhavvadi,Small (1 to 2 ha),3047,4202,2794,1409,0,895,1898,1409,0,0
2015,Sindhudurg,Vengurla,Small (1 to 2 ha),3745,4215,3118,1097,0,2520,599,1097,0,0
2000,Sindhudurg,Devagad,Semimedium (2 to 4 ha),4748,13252,10328,1188,1735,5443,4885,578,517,94
2000,Sindhudurg,Dodamarg,Semimedium (2 to 4 ha),2198,6405,4817,708,880,3142,1675,446,228,35
2000,Sindhudurg,Kankavali,Semimedium (2 to 4 ha),5298,14861,8979,3680,2202,7920,1059,1622,1373,684
2000,Sindhudurg,Kudal,Semimedium (2 to 4 ha),4850,13412,9243,2408,1761,7697,1546,1075,758,574
2000,Sindhudurg,Malvan,Semimedium (2 to 4 ha),3767,10613,6338,957,3318,4446,1892,457,256,244
2000,Sindhudurg,Sawantwadi,Semimedium (2 to 4 ha),3917,10923,7652,1637,1633,6408,1244,324,913,400
2000,Sindhudurg,Vaibhavwadi,Semimedium (2 to 4 ha),2825,8157,2672,4725,759,1984,687,1581,880,2264
2000,Sindhudurg,Vengurla,Semimedium (2 to 4 ha),2075,5708,4077,545,1086,3730,347,387,125,33
2010,Sindhudurg,Devgard,Semimedium (2 to 4 ha),3123,8721,6392,1395,934,5280,1112,845,439,110
2010,Sindhudurg,Dodamarg,Semimedium (2 to 4 ha),1540,4337,2764,1126,447,2222,542,287,429,409
2010,Sindhudurg,Kankavali,Semimedium (2 to 4 ha),3748,10381,5809,4326,246,3734,2075,608,1506,2212
2010,Sindhudurg,Kudal,Semimedium (2 to 4 ha),3303,9054,8215,153,687,6729,1486,4,145,5
2010,Sindhudurg,Malvan,Semimedium (2 to 4 ha),2811,7809,4635,2579,595,3454,1181,1414,871,293
2010,Sindhudurg,Sawantwadi,Semimedium (2 to 4 ha),2376,6586,5358,571,656,4489,869,202,270,100
2010,Sindhudurg,Vaibhavwadi,Semimedium (2 to 4 ha),1473,4118,2104,1972,42,794,1310,138,1532,303
2010,Sindhudurg,Vengurla,Semimedium (2 to 4 ha),1661,4649,3214,398,1037,2944,270,79,223,96
2015,Sindhudurg,Devgad,Semimedium (2 to 4 ha),3563,9392,7399,1993,0,6383,1016,1993,0,0
2015,Sindhudurg,Dodamarg,Semimedium (2 to 4 ha),1754,4907,3767,1140,0,1788,1978,1140,0,0
2015,Sindhudurg,Kankavli,Semimedium (2 to 4 ha),4705,11770,6685,5085,0,3227,3457,5085,0,0
2015,Sindhudurg,Kudal,Semimedium (2 to 4 ha),3449,9083,8058,1025,0,7357,701,1025,0,0
2015,Sindhudurg,Malwan,Semimedium (2 to 4 ha),4340,10803,6543,4260,0,4505,2038,4260,0,0
2015,Sindhudurg,Sawantwadi,Semimedium (2 to 4 ha),3137,8709,6770,1938,0,5693,1077,1938,0,0
2015,Sindhudurg,Vaibhavvadi,Semimedium (2 to 4 ha),2181,5420,3594,1826,0,1084,2509,1826,0,0
2015,Sindhudurg,Vengurla,Semimedium (2 to 4 ha),2097,5455,3729,1726,0,3141,588,1726,0,0
2000,Sindhudurg,Devagad,Medium (4 to 10 ha),3220,19475,15243,1971,2261,7194,8049,960,866,146
2000,Sindhudurg,Dodamarg,Medium (4 to 10 ha),1941,11990,6617,2920,2453,4165,2452,1782,1077,61
2000,Sindhudurg,Kankavali,Medium (4 to 10 ha),3250,19267,11425,5421,2421,9323,2102,2783,1693,945
2000,Sindhudurg,Kudal,Medium (4 to 10 ha),2348,14153,7667,4241,2244,6682,985,2518,939,784
2000,Sindhudurg,Malvan,Medium (4 to 10 ha),2215,13329,6914,1611,4805,4503,2411,671,540,401
2000,Sindhudurg,Sawantwadi,Medium (4 to 10 ha),2893,18086,11165,3883,3038,7828,3337,713,1809,1361
2000,Sindhudurg,Vaibhavwadi,Medium (4 to 10 ha),1961,11668,3715,6482,1472,2556,1159,2614,1125,2743
2000,Sindhudurg,Vengurla,Medium (4 to 10 ha),1013,5874,3911,570,1393,2104,1806,426,87,56
2010,Sindhudurg,Devgard,Medium (4 to 10 ha),1784,10703,6685,2008,2009,5745,940,1235,622,151
2010,Sindhudurg,Dodamarg,Medium (4 to 10 ha),1027,6108,3653,1924,531,2810,843,368,965,591
2010,Sindhudurg,Kankavali,Medium (4 to 10 ha),1954,11427,6182,4992,254,3124,3058,597,2155,2240
2010,Sindhudurg,Kudal,Medium (4 to 10 ha),1843,10796,9664,304,828,7261,2403,1,297,6
2010,Sindhudurg,Malvan,Medium (4 to 10 ha),1679,10047,5977,3226,843,3931,2046,1554,1424,248
2010,Sindhudurg,Sawantwadi,Medium (4 to 10 ha),1405,8570,6772,942,856,5513,1259,338,418,186
2010,Sindhudurg,Vaibhavwadi,Medium (4 to 10 ha),822,4872,1823,2950,99,842,980,44,2677,229
2010,Sindhudurg,Vengurla,Medium (4 to 10 ha),1008,6001,3746,502,1754,3455,291,132,285,85
2015,Sindhudurg,Devgad,Medium (4 to 10 ha),2089,12489,9488,3001,0,8540,948,3001,0,0
2015,Sindhudurg,Dodamarg,Medium (4 to 10 ha),1324,8056,5976,2080,0,2447,3529,2080,0,0
2015,Sindhudurg,Kankavli,Medium (4 to 10 ha),2185,12825,7858,4966,0,2780,5078,4966,0,0
2015,Sindhudurg,Kudal,Medium (4 to 10 ha),1858,10956,9628,1327,0,8609,1019,1327,0,0
2015,Sindhudurg,Malwan,Medium (4 to 10 ha),2102,11914,7249,4665,0,4456,2794,4665,0,0
2015,Sindhudurg,Sawantwadi,Medium (4 to 10 ha),1547,9220,6904,2316,0,5816,1088,2316,0,0
2015,Sindhudurg,Vaibhavvadi,Medium (4 to 10 ha),838,5090,3107,1983,0,1127,1979,1983,0,0
2015,Sindhudurg,Vengurla,Medium (4 to 10 ha),1265,7574,4669,2905,0,3988,681,2905,0,0
2000,Sindhudurg,Devagad,Large (>10 ha),821,12063,10000,1406,658,4445,5555,801,521,84
2000,Sindhudurg,Dodamarg,Large (>10 ha),659,11414,5870,2722,2822,2609,3261,2104,467,152
2000,Sindhudurg,Kankavali,Large (>10 ha),458,6510,3797,1905,808,1688,2109,906,458,541
2000,Sindhudurg,Kudal,Large (>10 ha),310,4637,2094,1579,964,1551,543,1209,142,228
2000,Sindhudurg,Malvan,Large (>10 ha),579,10504,5241,799,4464,2193,3048,450,254,94
2000,Sindhudurg,Sawantwadi,Large (>10 ha),765,13427,7693,4192,1542,3209,4485,495,1582,2116
2000,Sindhudurg,Vaibhavwadi,Large (>10 ha),437,7558,3477,3101,979,1847,1631,845,799,1457
2000,Sindhudurg,Vengurla,Large (>10 ha),137,1928,1335,308,284,326,1009,142,105,61
2010,Sindhudurg,Devgard,Large (>10 ha),459,7811,5505,1401,905,4787,718,899,433,68
2010,Sindhudurg,Dodamarg,Large (>10 ha),395,12379,4383,4318,3679,3649,733,636,928,2754
2010,Sindhudurg,Kankavali,Large (>10 ha),370,6210,3701,2380,128,2484,1218,176,1035,1170
2010,Sindhudurg,Kudal,Large (>10 ha),391,6754,4994,340,1420,3194,1800,192,143,5
2010,Sindhudurg,Malvan,Large (>10 ha),454,8606,5204,2459,943,4067,1137,1143,1142,174
2010,Sindhudurg,Sawantwadi,Large (>10 ha),453,9105,7140,1291,674,6551,589,488,576,227
2010,Sindhudurg,Vaibhavwadi,Large (>10 ha),201,3692,1310,1811,570,776,534,18,1631,162
2010,Sindhudurg,Vengurla,Large (>10 ha),231,3601,1776,584,1241,1483,294,216,268,100
2015,Sindhudurg,Devgad,Large (>10 ha),414,6642,4522,2121,0,3974,548,2121,0,0
2015,Sindhudurg,Dodamarg,Large (>10 ha),482,12155,5792,6363,0,2505,3287,6363,0,0
2015,Sindhudurg,Kankavli,Large (>10 ha),343,5562,3601,1961,0,2181,1420,1961,0,0
2015,Sindhudurg,Kudal,Large (>10 ha),422,7081,5379,1702,0,3926,1453,1702,0,0
2015,Sindhudurg,Malwan,Large (>10 ha),482,6754,3878,2876,0,2635,1243,2876,0,0
2015,Sindhudurg,Sawantwadi,Large (>10 ha),506,7832,5662,2170,0,4547,1115,2170,0,0
2015,Sindhudurg,Vaibhavvadi,Large (>10 ha),181,2664,873,1792,0,340,532,1792,0,0
2015,Sindhudurg,Vengurla,Large (>10 ha),270,3831,1938,1893,0,1525,413,1893,0,0
2000,Thane,Ambernath,Marginal (Below 1 ha),8821,3186,3036,4,147,3033,3,0,4,0
2000,Thane,Bhiwandi,Marginal (Below 1 ha),20546,7918,7573,16,329,7522,51,8,2,6
2000,Thane,Dahanu,Marginal (Below 1 ha),16945,7591,7340,9,242,7335,5,7,1,0
2000,Thane,Jawahar,Marginal (Below 1 ha),2667,1253,1208,6,38,1159,49,0,0,6
2000,Thane,Kalyan,Marginal (Below 1 ha),10912,3764,3555,2,208,3343,212,2,0,0
2000,Thane,Mokhada,Marginal (Below 1 ha),1445,691,653,10,27,633,20,10,0,0
2000,Thane,Murbad,Marginal (Below 1 ha),16496,7794,7228,8,558,7227,1,0,0,8
2000,Thane,Palghar,Marginal (Below 1 ha),23585,10861,10531,104,226,10513,18,14,5,85
2000,Thane,Shahapur,Marginal (Below 1 ha),14233,6056,5751,83,223,5688,63,52,2,28
2000,Thane,Talsari,Marginal (Below 1 ha),4675,2379,1959,418,3,1897,62,413,3,2
2000,Thane,Thane,Marginal (Below 1 ha),9610,2709,2650,19,39,2300,350,13,3,3
2000,Thane,Vada,Marginal (Below 1 ha),8148,3700,3542,6,152,3509,33,4,0,2
2000,Thane,Vasai,Marginal (Below 1 ha),22350,6806,6729,11,65,6491,238,0,3,8
2000,Thane,Vikarmgad,Marginal (Below 1 ha),3669,1973,1880,2,91,1868,13,1,0,0
2010,Thane,Ambernath,Marginal (Below 1 ha),10530,3602,2338,1225,38,1897,441,0,1224,1
2010,Thane,Bhiwandi,Marginal (Below 1 ha),23776,8042,6177,1800,65,5661,515,4,1524,273
2010,Thane,Dahanu,Marginal (Below 1 ha),18433,7562,5869,1411,282,5519,350,3,1205,203
2010,Thane,Javhar,Marginal (Below 1 ha),2091,934,535,388,10,452,83,33,324,31
2010,Thane,Kalyan,Marginal (Below 1 ha),10322,3328,2027,1300,0,1826,201,0,609,691
2010,Thane,Mokhada,Marginal (Below 1 ha),1443,548,186,323,39,83,103,0,302,21
2010,Thane,Murbad,Marginal (Below 1 ha),18396,7557,6115,1426,16,5744,370,2,1292,133
2010,Thane,Palghar,Marginal (Below 1 ha),23566,9728,8405,1036,288,8156,249,0,884,152
2010,Thane,Shahapur,Marginal (Below 1 ha),16057,6553,5380,1159,15,5095,284,0,945,214
2010,Thane,Talsari,Marginal (Below 1 ha),4749,2322,519,1802,0,93,427,0,1802,0
2010,Thane,Thane,Marginal (Below 1 ha),4335,1101,721,380,0,533,189,0,380,0
2010,Thane,Vada,Marginal (Below 1 ha),9343,3689,1963,1533,193,1692,271,29,758,746
2010,Thane,Vasai,Marginal (Below 1 ha),24466,5364,3912,1385,67,3243,668,0,1261,125
2010,Thane,Vikarmgad,Marginal (Below 1 ha),3663,1837,945,849,43,733,212,0,836,14
2015,Thane,Ambarnath,Marginal (Below 1 ha),14613,3882,3881,1,0,3856,25,1,0,0
2015,Thane,Bhiwandi,Marginal (Below 1 ha),24935,8226,5117,3110,0,3890,1227,3110,0,0
2015,Thane,Kalyan,Marginal (Below 1 ha),11565,3339,2732,606,0,2036,696,606,0,0
2015,Thane,Murbad,Marginal (Below 1 ha),19147,7953,6265,1688,0,5703,562,1688,0,0
2015,Thane,Shahapur,Marginal (Below 1 ha),17700,7001,5810,1191,0,5467,343,1191,0,0
2015,Thane,Thane,Marginal (Below 1 ha),4507,989,866,123,0,519,348,123,0,0
2000,Thane,Ambernath,Small (1 to 2 ha),2312,3143,2968,5,170,2967,0,0,2,3
2000,Thane,Bhiwandi,Small (1 to 2 ha),5766,8063,7660,37,365,7637,23,8,16,12
2000,Thane,Dahanu,Small (1 to 2 ha),6294,8864,8485,18,360,8484,2,10,3,5
2000,Thane,Jawahar,Small (1 to 2 ha),2371,3478,3351,9,118,3163,189,0,0,9
2000,Thane,Kalyan,Small (1 to 2 ha),2647,3711,3382,8,321,3196,186,4,0,5
2000,Thane,Mokhada,Small (1 to 2 ha),1356,2032,1900,37,94,1723,177,28,3,6
2000,Thane,Murbad,Small (1 to 2 ha),7663,11486,10580,11,895,10580,0,0,7,4
2000,Thane,Palghar,Small (1 to 2 ha),6806,9207,8948,59,200,8944,4,5,9,45
2000,Thane,Shahapur,Small (1 to 2 ha),7672,10904,10269,165,471,10140,129,115,5,45
2000,Thane,Talsari,Small (1 to 2 ha),2157,3021,2220,799,2,2182,38,784,9,5
2000,Thane,Thane,Small (1 to 2 ha),1120,1533,1505,2,25,1358,147,2,0,0
2000,Thane,Vada,Small (1 to 2 ha),5230,7613,7075,92,447,6939,136,90,1,1
2000,Thane,Vasai,Small (1 to 2 ha),1854,2240,2196,8,36,2091,105,3,0,5
2000,Thane,Vikarmgad,Small (1 to 2 ha),3546,5175,4806,5,364,4801,5,3,0,2
2010,Thane,Ambernath,Small (1 to 2 ha),2226,3141,1718,1337,85,1614,104,0,1329,8
2010,Thane,Bhiwandi,Small (1 to 2 ha),5708,8111,5781,2213,118,5632,149,13,1862,338
2010,Thane,Dahanu,Small (1 to 2 ha),6510,9192,6348,2289,555,6211,137,1,1791,497
2010,Thane,Javhar,Small (1 to 2 ha),1920,2814,1332,1401,81,1234,97,72,1226,104
2010,Thane,Kalyan,Small (1 to 2 ha),2122,3003,1376,1622,5,1309,67,0,848,774
2010,Thane,Mokhada,Small (1 to 2 ha),1051,1598,413,1016,169,339,74,2,932,82
2010,Thane,Murbad,Small (1 to 2 ha),7511,10715,7995,2689,32,7814,181,0,2385,304
2010,Thane,Palghar,Small (1 to 2 ha),6438,8971,7369,1221,381,7285,85,2,1061,158
2010,Thane,Shahapur,Small (1 to 2 ha),7447,10811,8899,1791,121,8809,90,0,1207,584
2010,Thane,Talsari,Small (1 to 2 ha),2181,3071,240,2831,0,23,218,0,2831,0
2010,Thane,Thane,Small (1 to 2 ha),382,519,314,205,0,298,17,0,205,0
2010,Thane,Vada,Small (1 to 2 ha),4728,6865,2831,3631,403,2688,142,56,1110,2465
2010,Thane,Vasai,Small (1 to 2 ha),2318,3236,2031,1141,63,1955,76,0,980,161
2010,Thane,Vikarmgad,Small (1 to 2 ha),3405,4984,1920,2995,68,1705,215,1,2922,72
2015,Thane,Ambarnath,Small (1 to 2 ha),2201,2527,2504,23,0,2492,12,23,0,0
2015,Thane,Bhiwandi,Small (1 to 2 ha),6012,7653,3929,3723,0,3422,507,3723,0,0
2015,Thane,Kalyan,Small (1 to 2 ha),2086,2918,1958,961,0,1708,250,961,0,0
2015,Thane,Murbad,Small (1 to 2 ha),8614,10037,7164,2873,0,6770,394,2873,0,0
2015,Thane,Shahapur,Small (1 to 2 ha),7629,10766,8904,1862,0,8765,138,1862,0,0
2015,Thane,Thane,Small (1 to 2 ha),441,588,481,107,0,277,204,107,0,0
2000,Thane,Ambernath,Semimedium (2 to 4 ha),1344,3540,3210,48,281,3201,10,1,47,0
2000,Thane,Bhiwandi,Semimedium (2 to 4 ha),3217,8657,8162,18,478,8126,36,4,4,10
2000,Thane,Dahanu,Semimedium (2 to 4 ha),3631,10033,9556,32,445,9551,5,14,5,13
2000,Thane,Jawahar,Semimedium (2 to 4 ha),2706,7639,7294,9,336,6671,623,0,1,8
2000,Thane,Kalyan,Semimedium (2 to 4 ha),1478,4058,3709,22,327,3265,444,16,0,6
2000,Thane,Mokhada,Semimedium (2 to 4 ha),1722,4797,4387,107,303,3755,632,83,15,10
2000,Thane,Murbad,Semimedium (2 to 4 ha),4520,12371,11341,19,1011,11341,0,0,7,12
2000,Thane,Palghar,Semimedium (2 to 4 ha),2902,8010,7770,70,171,7759,10,5,21,44
2000,Thane,Shahapur,Semimedium (2 to 4 ha),5588,15593,14597,319,677,14409,188,204,24,91
2000,Thane,Talsari,Semimedium (2 to 4 ha),1166,3189,2122,1062,4,2029,94,1061,1,0
2000,Thane,Thane,Semimedium (2 to 4 ha),435,1183,1159,6,17,1089,71,0,6,0
2000,Thane,Vada,Semimedium (2 to 4 ha),3331,9306,8533,159,614,8227,306,145,8,5
2000,Thane,Vasai,Semimedium (2 to 4 ha),1927,4819,4558,111,150,4225,333,41,1,69
2000,Thane,Vikarmgad,Semimedium (2 to 4 ha),2381,6529,5896,24,610,5896,0,22,0,2
2010,Thane,Ambernath,Semimedium (2 to 4 ha),1038,2799,1557,1131,111,1514,43,0,1098,33
2010,Thane,Bhiwandi,Semimedium (2 to 4 ha),3064,8400,5449,2765,186,5356,93,6,2347,412
2010,Thane,Dahanu,Semimedium (2 to 4 ha),3678,10043,6894,2286,863,6834,60,7,1584,695
2010,Thane,Javhar,Semimedium (2 to 4 ha),2204,6257,2704,3172,381,2596,107,230,2608,334
2010,Thane,Kalyan,Semimedium (2 to 4 ha),1175,3192,1267,1925,0,1231,36,0,963,962
2010,Thane,Mokhada,Semimedium (2 to 4 ha),1525,4270,875,2969,427,767,107,0,2712,257
2010,Thane,Murbad,Semimedium (2 to 4 ha),4464,12231,8933,3262,37,8830,103,8,2686,567
2010,Thane,Palghar,Semimedium (2 to 4 ha),2985,8042,6337,1192,513,6294,43,14,1026,152
2010,Thane,Shahapur,Semimedium (2 to 4 ha),5379,14925,12282,2411,232,12223,59,0,1551,860
2010,Thane,Talsari,Semimedium (2 to 4 ha),1281,3529,176,3353,0,51,124,0,3353,0
2010,Thane,Thane,Semimedium (2 to 4 ha),134,360,145,215,0,136,8,0,215,0
2010,Thane,Vada,Semimedium (2 to 4 ha),3038,8466,3048,4794,624,2952,97,78,1589,3127
2010,Thane,Vasai,Semimedium (2 to 4 ha),958,2599,1376,1191,32,1337,39,0,987,204
2010,Thane,Vikarmgad,Semimedium (2 to 4 ha),2335,6504,2005,4386,113,1844,161,11,4256,119
2015,Thane,Ambarnath,Semimedium (2 to 4 ha),965,2397,2317,80,0,2310,7,80,0,0
2015,Thane,Bhiwandi,Semimedium (2 to 4 ha),3490,8591,3782,4809,0,3377,405,4809,0,0
2015,Thane,Kalyan,Semimedium (2 to 4 ha),1238,3216,2008,1209,0,1823,185,1209,0,0
2015,Thane,Murbad,Semimedium (2 to 4 ha),5021,13115,8933,4182,0,8527,406,4182,0,0
2015,Thane,Shahapur,Semimedium (2 to 4 ha),5367,15390,12664,2726,0,12593,71,2726,0,0
2015,Thane,Thane,Semimedium (2 to 4 ha),171,493,346,147,0,165,181,147,0,0
2000,Thane,Ambernath,Medium (4 to 10 ha),491,2685,2509,1,175,2358,151,0,1,0
2000,Thane,Bhiwandi,Medium (4 to 10 ha),1026,5722,5348,32,342,5347,1,19,8,5
2000,Thane,Dahanu,Medium (4 to 10 ha),1505,8667,7942,80,645,7942,0,47,26,7
2000,Thane,Jawahar,Medium (4 to 10 ha),2307,14041,13164,15,862,11724,1440,15,0,0
2000,Thane,Kalyan,Medium (4 to 10 ha),635,3490,3294,8,187,2807,488,8,0,0
2000,Thane,Mokhada,Medium (4 to 10 ha),1915,12025,10278,414,1333,9096,1181,318,94,2
2000,Thane,Murbad,Medium (4 to 10 ha),1948,11168,10240,36,892,10240,0,0,5,31
2000,Thane,Palghar,Medium (4 to 10 ha),897,5120,4998,42,80,4997,1,6,8,28
2000,Thane,Shahapur,Medium (4 to 10 ha),3753,22502,20289,877,1335,19680,609,370,69,439
2000,Thane,Talsari,Medium (4 to 10 ha),541,3151,2013,1136,2,1930,83,1134,3,0
2000,Thane,Thane,Medium (4 to 10 ha),125,720,712,0,8,711,2,0,0,0
2000,Thane,Vada,Medium (4 to 10 ha),1746,10197,9203,277,717,8745,459,268,2,6
2000,Thane,Vasai,Medium (4 to 10 ha),512,2631,2433,75,124,2162,271,1,26,49
2000,Thane,Vikarmgad,Medium (4 to 10 ha),1466,8662,7317,11,1334,7149,168,5,0,6
2010,Thane,Ambernath,Medium (4 to 10 ha),417,2357,1154,1020,183,1134,20,0,1015,5
2010,Thane,Bhiwandi,Medium (4 to 10 ha),1232,7077,3924,2986,166,3878,47,9,2569,408
2010,Thane,Dahanu,Medium (4 to 10 ha),1409,8014,5376,1872,766,5356,20,0,1156,715
2010,Thane,Javhar,Medium (4 to 10 ha),2144,13284,6019,6276,990,5938,81,642,4440,1194
2010,Thane,Kalyan,Medium (4 to 10 ha),467,2687,856,1831,0,837,19,0,1047,785
2010,Thane,Mokhada,Medium (4 to 10 ha),1813,11542,1842,8382,1317,1706,136,3,7384,994
2010,Thane,Murbad,Medium (4 to 10 ha),1994,11474,8491,2951,32,8450,41,7,2361,583
2010,Thane,Palghar,Medium (4 to 10 ha),1054,6087,4536,1253,298,4519,18,25,925,303
2010,Thane,Shahapur,Medium (4 to 10 ha),3383,20153,16667,3136,350,16636,31,0,1904,1232
2010,Thane,Talsari,Medium (4 to 10 ha),628,3749,227,3522,0,167,60,0,3522,0
2010,Thane,Thane,Medium (4 to 10 ha),37,188,172,16,0,172,0,0,16,0
2010,Thane,Vada,Medium (4 to 10 ha),1847,10985,3040,7135,809,2968,71,23,2326,4787
2010,Thane,Vasai,Medium (4 to 10 ha),360,2131,1126,984,21,1111,15,0,827,156
2010,Thane,Vikarmgad,Medium (4 to 10 ha),1213,7125,2368,4690,66,2288,80,15,4551,125
