Year,District,Taluka,Size Class,Total Holdings Number,Total Holdings Area,Area Classified as Cultivated,Area Classified as Uncultivated,Area Not Available For Agriculture,Net Sown Area,Current Fallow,Actually Uncultivated Area,Other Fallow Land,Cultivable Waste Land
2010,Beed,Parali Vaijnath,Medium (4 to 10 ha),1983,11015,10997,3,16,10236,761,3,0,0
2010,Beed,Patoda,Medium (4 to 10 ha),1688,9032,9032,0,0,8383,649,0,0,0
2010,Beed,Shipur(Kasar),Medium (4 to 10 ha),1614,8771,8761,0,10,7876,886,0,0,0
2010,Beed,Vadvani,Medium (4 to 10 ha),1082,6014,6014,0,0,5961,53,0,0,0
2015,Beed,Ambejogai,Medium (4 to 10 ha),2358,12943,12864,78,0,12407,458,78,0,0
2015,Beed,Ashti,Medium (4 to 10 ha),4634,25592,25274,318,0,24081,1193,318,0,0
2015,Beed,Beed,Medium (4 to 10 ha),4830,26489,26252,237,0,25130,1122,237,0,0
2015,Beed,Dharur,Medium (4 to 10 ha),1323,7340,7319,22,0,7118,201,22,0,0
2015,Beed,Gevrai,Medium (4 to 10 ha),2446,12823,12672,150,0,12238,434,150,0,0
2015,Beed,Kej,Medium (4 to 10 ha),2679,15446,15287,160,0,14965,321,160,0,0
2015,Beed,Manjlegaon,Medium (4 to 10 ha),1962,11185,11067,118,0,10770,297,118,0,0
2015,Beed,Parli,Medium (4 to 10 ha),2054,11990,11944,46,0,11635,309,46,0,0
2015,Beed,Patoda,Medium (4 to 10 ha),2605,14461,14220,241,0,13393,827,241,0,0
2015,Beed,Shirur (Kasar),Medium (4 to 10 ha),1503,7991,7752,239,0,7621,131,239,0,0
2015,Beed,Wadwani,Medium (4 to 10 ha),901,5015,4851,164,0,4598,253,164,0,0
1995,Beed,Ambejogai,Large (>10 ha),338,5069,5026,33,10,4860,166,9,24,0
1995,Beed,Ashti,Large (>10 ha),625,9462,9374,52,37,8472,902,0,2,50
1995,Beed,Beed,Large (>10 ha),476,7648,7002,444,202,5391,1611,14,414,16
1995,Beed,Dharur,Large (>10 ha),316,4651,4634,0,17,4490,144,0,0,0
1995,Beed,Georai,Large (>10 ha),279,3993,3971,0,22,2795,1176,0,0,0
1995,Beed,Kaij,Large (>10 ha),316,4651,4634,0,17,4490,144,0,0,0
1995,Beed,Manjlegaon,Large (>10 ha),296,3875,3831,11,33,3788,43,0,1,10
1995,Beed,Parali,Large (>10 ha),338,5069,5026,33,10,4860,166,9,24,0
1995,Beed,Patoda,Large (>10 ha),352,5048,4537,501,10,4012,525,223,61,217
2000,Beed,Aambejogai,Large (>10 ha),312,4767,4462,273,31,4169,293,18,84,171
2000,Beed,Aashti,Large (>10 ha),461,7174,6726,326,122,5045,1682,1,131,194
2000,Beed,Adwani,Large (>10 ha),99,1542,1456,8,78,1302,154,0,0,8
2000,Beed,Beed,Large (>10 ha),353,5245,4908,289,48,4574,334,5,131,153
2000,Beed,Dharur,Large (>10 ha),220,3193,3190,3,0,2544,646,0,3,0
2000,Beed,Gewrai,Large (>10 ha),205,2797,2787,9,1,2782,5,9,0,0
2000,Beed,Kej,Large (>10 ha),255,3582,3194,288,101,2884,310,60,88,140
2000,Beed,Majalgoan,Large (>10 ha),182,2624,2285,324,14,2282,3,0,324,0
2000,Beed,Parali,Large (>10 ha),192,3769,3703,52,15,3521,181,16,7,29
2000,Beed,Pathoda,Large (>10 ha),150,2021,1988,31,2,1959,29,3,28,0
2000,Beed,Shisur,Large (>10 ha),100,2145,1906,174,64,1853,53,6,136,32
2010,Beed,Aashti,Large (>10 ha),271,4698,4698,0,1,4412,286,0,0,0
2010,Beed,Ambejogai,Large (>10 ha),131,1991,1944,10,37,1884,61,10,0,0
2010,Beed,Beed,Large (>10 ha),249,3832,3809,20,3,1657,2152,0,20,0
2010,Beed,Dharur,Large (>10 ha),66,1068,959,109,0,959,0,0,109,0
2010,Beed,Georai,Large (>10 ha),50,746,746,0,0,696,49,0,0,0
2010,Beed,Kej,Large (>10 ha),208,3914,3914,0,0,3481,433,0,0,0
2010,Beed,Majalgaon,Large (>10 ha),122,2203,2203,0,0,2199,4,0,0,0
2010,Beed,Parali Vaijnath,Large (>10 ha),122,1911,1911,0,0,1681,231,0,0,0
2010,Beed,Patoda,Large (>10 ha),103,3828,3828,0,0,3325,504,0,0,0
2010,Beed,Shipur(Kasar),Large (>10 ha),98,1542,1529,12,0,1026,503,0,12,0
2010,Beed,Vadvani,Large (>10 ha),82,1405,1405,0,0,1404,1,0,0,0
2015,Beed,Ambejogai,Large (>10 ha),109,1669,1669,0,0,1295,375,0,0,0
2015,Beed,Ashti,Large (>10 ha),256,4423,4369,55,0,3707,661,55,0,0
2015,Beed,Beed,Large (>10 ha),311,3993,3993,0,0,3177,816,0,0,0
2015,Beed,Dharur,Large (>10 ha),103,1614,1614,0,0,1132,483,0,0,0
2015,Beed,Gevrai,Large (>10 ha),80,1379,1379,0,0,822,557,0,0,0
2015,Beed,Kej,Large (>10 ha),130,1906,1906,0,0,1490,416,0,0,0
2015,Beed,Manjlegaon,Large (>10 ha),103,1911,1911,0,0,1232,679,0,0,0
2015,Beed,Parli,Large (>10 ha),157,3229,3180,50,0,2903,277,50,0,0
2015,Beed,Patoda,Large (>10 ha),175,2440,2376,64,0,1575,801,64,0,0
2015,Beed,Shirur (Kasar),Large (>10 ha),64,1017,1017,0,0,785,231,0,0,0
2015,Beed,Wadwani,Large (>10 ha),67,1069,1069,0,0,845,223,0,0,0
2000,Bhandara,Bhandara,Marginal (Below 1 ha),15683,7981,7867,95,19,7511,356,10,41,44
2000,Bhandara,Lakhandur,Marginal (Below 1 ha),16869,8327,8301,20,6,8082,218,4,12,4
2000,Bhandara,Lakhani,Marginal (Below 1 ha),16412,8131,8122,8,0,7998,124,0,5,3
2000,Bhandara,Mohadi,Marginal (Below 1 ha),17125,8766,8663,80,23,8314,348,19,38,23
2000,Bhandara,Pawni,Marginal (Below 1 ha),17826,8969,8892,75,3,8766,126,18,18,38
2000,Bhandara,Sakoli,Marginal (Below 1 ha),11291,4686,4670,14,2,4637,33,1,4,9
2000,Bhandara,Tumsar,Marginal (Below 1 ha),21717,9920,9911,8,2,9568,343,1,7,0
2010,Bhandara,Bhandara,Marginal (Below 1 ha),26450,12640,12521,29,90,11836,685,5,19,5
2010,Bhandara,Lakhandur,Marginal (Below 1 ha),19050,9935,9898,3,34,9584,314,0,3,0
2010,Bhandara,Lakhani,Marginal (Below 1 ha),21132,10621,10571,4,47,10460,111,1,3,0
2010,Bhandara,Mohadi,Marginal (Below 1 ha),22466,11223,10983,59,181,10847,136,56,1,3
2010,Bhandara,Pavani,Marginal (Below 1 ha),23053,11203,11126,18,59,10852,275,3,12,3
2010,Bhandara,Sakoli,Marginal (Below 1 ha),10434,4560,4527,1,31,4424,103,0,1,0
2010,Bhandara,Tumsar,Marginal (Below 1 ha),26694,12912,12797,85,30,12110,687,15,58,11
2015,Bhandara,Bhandara,Marginal (Below 1 ha),27397,12270,11940,330,0,11025,916,330,0,0
2015,Bhandara,Lakhandur,Marginal (Below 1 ha),20416,10332,10306,26,0,9941,365,26,0,0
2015,Bhandara,Lakhani,Marginal (Below 1 ha),25760,12204,12148,57,0,11701,447,57,0,0
2015,Bhandara,Mohadi,Marginal (Below 1 ha),23304,11401,11401,0,0,11247,154,0,0,0
2015,Bhandara,Pauni,Marginal (Below 1 ha),26071,12384,12332,52,0,11954,378,52,0,0
2015,Bhandara,Sakoli,Marginal (Below 1 ha),15742,6424,6363,61,0,6182,181,61,0,0
2015,Bhandara,Tumsar,Marginal (Below 1 ha),27904,11254,11193,60,0,11133,60,60,0,0
2000,Bhandara,Buldhana,Small (1 to 2 ha),11005,16376,16288,45,44,15655,633,7,20,18
2000,Bhandara,Chikhali,Small (1 to 2 ha),15434,22300,21702,362,236,20576,1127,38,145,179
2000,Bhandara,Devalgaonraja,Small (1 to 2 ha),7543,10504,10008,373,123,9762,246,9,64,300
2000,Bhandara,Jalgoan,Small (1 to 2 ha),7914,11363,11314,17,32,10932,382,2,6,9
2000,Bhandara,Khamgoan,Small (1 to 2 ha),14005,19965,19136,665,163,18250,886,42,85,538
2000,Bhandara,Lonar,Small (1 to 2 ha),9063,12989,12895,23,72,12151,743,0,2,20
2000,Bhandara,Malkapur,Small (1 to 2 ha),7785,12589,12228,229,132,11738,490,11,73,146
2000,Bhandara,Mehkar,Small (1 to 2 ha),13034,18353,18098,197,58,17222,876,31,152,14
2000,Bhandara,Motala,Small (1 to 2 ha),11005,15579,15439,90,50,14915,524,8,41,42
2000,Bhandara,Nandura,Small (1 to 2 ha),9555,13423,13334,48,41,12947,387,5,28,15
2000,Bhandara,Sangrampur,Small (1 to 2 ha),8213,11979,11946,12,21,11634,311,10,3,0
2000,Bhandara,Shegoan,Small (1 to 2 ha),8429,11994,11963,10,20,11592,372,0,6,4
2000,Bhandara,Shindkhedraja,Small (1 to 2 ha),11869,16852,16117,664,71,15264,854,58,44,561
2010,Bhandara,Bhandara,Small (1 to 2 ha),7683,10419,10219,47,153,9791,428,7,20,20
2010,Bhandara,Lakhandur,Small (1 to 2 ha),6304,9006,8873,7,126,8165,708,0,6,0
2010,Bhandara,Lakhani,Small (1 to 2 ha),5919,7985,7901,35,48,7770,131,1,14,21
2010,Bhandara,Mohadi,Small (1 to 2 ha),9597,13261,12862,69,331,12718,143,65,1,3
2010,Bhandara,Pavani,Small (1 to 2 ha),8707,11828,11649,24,155,11458,190,0,20,3
2010,Bhandara,Sakoli,Small (1 to 2 ha),2666,3620,3569,14,37,3499,70,4,4,6
2010,Bhandara,Tumsar,Small (1 to 2 ha),8035,10797,10640,138,19,10123,517,29,88,20
2015,Bhandara,Bhandara,Small (1 to 2 ha),8031,10952,10584,368,0,10041,543,368,0,0
2015,Bhandara,Lakhandur,Small (1 to 2 ha),5956,9004,8868,136,0,8561,307,136,0,0
2015,Bhandara,Lakhani,Small (1 to 2 ha),7182,9396,9303,93,0,8899,404,93,0,0
2015,Bhandara,Mohadi,Small (1 to 2 ha),9576,13371,13354,18,0,13258,96,18,0,0
2015,Bhandara,Pauni,Small (1 to 2 ha),8956,12547,12373,175,0,11977,395,175,0,0
2015,Bhandara,Sakoli,Small (1 to 2 ha),4079,6124,5990,134,0,5796,195,134,0,0
2015,Bhandara,Tumsar,Small (1 to 2 ha),8338,10643,10590,53,0,10558,32,53,0,0
2000,Bhandara,Bhandara,Semimedium (2 to 4 ha),3193,8527,8343,158,25,7939,404,40,69,50
2000,Bhandara,Lakhandur,Semimedium (2 to 4 ha),2483,6676,6640,35,0,6447,194,2,24,9
2000,Bhandara,Lakhani,Semimedium (2 to 4 ha),2085,5524,5520,4,1,5469,50,0,3,1
2000,Bhandara,Mohadi,Semimedium (2 to 4 ha),3398,9302,9083,176,43,8559,524,22,65,89
2000,Bhandara,Pawni,Semimedium (2 to 4 ha),3565,9566,9453,104,8,9249,204,31,50,23
2000,Bhandara,Sakoli,Semimedium (2 to 4 ha),992,2643,2633,5,4,2552,82,0,2,3
2000,Bhandara,Tumsar,Semimedium (2 to 4 ha),3126,8403,8317,65,21,7865,452,23,39,3
2010,Bhandara,Bhandara,Semimedium (2 to 4 ha),2903,7710,7487,82,141,7155,332,35,7,40
2010,Bhandara,Lakhandur,Semimedium (2 to 4 ha),2206,5834,5657,17,160,5372,285,6,8,3
2010,Bhandara,Lakhani,Semimedium (2 to 4 ha),1566,4147,4063,22,62,3977,86,3,16,3
2010,Bhandara,Mohadi,Semimedium (2 to 4 ha),3132,8289,7993,62,234,7784,209,46,14,1
2010,Bhandara,Pavani,Semimedium (2 to 4 ha),2964,7736,7566,39,131,7421,145,6,29,4
2010,Bhandara,Sakoli,Semimedium (2 to 4 ha),811,2143,2108,12,23,2072,36,0,10,2
2010,Bhandara,Tumsar,Semimedium (2 to 4 ha),2953,7560,7375,157,28,6979,396,42,100,15
2015,Bhandara,Bhandara,Semimedium (2 to 4 ha),2491,6542,6238,305,0,5992,246,305,0,0
2015,Bhandara,Lakhandur,Semimedium (2 to 4 ha),1618,4164,4132,33,0,4055,77,33,0,0
2015,Bhandara,Lakhani,Semimedium (2 to 4 ha),2001,5238,5115,123,0,4890,225,123,0,0
2015,Bhandara,Mohadi,Semimedium (2 to 4 ha),2860,7501,7454,47,0,7407,47,47,0,0
2015,Bhandara,Pauni,Semimedium (2 to 4 ha),2873,7714,7590,124,0,7352,238,124,0,0
2015,Bhandara,Sakoli,Semimedium (2 to 4 ha),1136,3139,2982,157,0,2828,154,157,0,0
2015,Bhandara,Tumsar,Semimedium (2 to 4 ha),3201,8576,8509,67,0,8449,60,67,0,0
2000,Bhandara,Bhandara,Medium (4 to 10 ha),1048,5784,5609,162,13,5364,245,40,83,39
2000,Bhandara,Lakhandur,Medium (4 to 10 ha),611,3402,3362,40,0,3251,111,14,23,4
2000,Bhandara,Lakhani,Medium (4 to 10 ha),403,2125,2095,28,2,2084,11,0,20,8
2000,Bhandara,Mohadi,Medium (4 to 10 ha),853,4478,4301,164,13,3970,332,4,103,57
2000,Bhandara,Pawni,Medium (4 to 10 ha),812,4438,4334,61,44,4165,168,5,51,5
2000,Bhandara,Sakoli,Medium (4 to 10 ha),309,1445,1437,5,3,1389,48,0,3,2
2000,Bhandara,Tumsar,Medium (4 to 10 ha),897,4851,4759,84,7,4448,312,0,84,0
2010,Bhandara,Bhandara,Medium (4 to 10 ha),774,4188,3991,52,145,3746,244,7,8,37
2010,Bhandara,Lakhandur,Medium (4 to 10 ha),546,2944,2734,3,207,2641,93,0,2,0
2010,Bhandara,Lakhani,Medium (4 to 10 ha),295,1596,1561,21,14,1512,49,1,15,5
2010,Bhandara,Mohadi,Medium (4 to 10 ha),626,3378,3300,17,61,3140,159,14,2,1
2010,Bhandara,Pavani,Medium (4 to 10 ha),569,3104,2968,16,120,2906,62,7,1,7
2010,Bhandara,Sakoli,Medium (4 to 10 ha),169,888,885,1,2,859,26,0,1,0
2010,Bhandara,Tumsar,Medium (4 to 10 ha),714,3922,3746,108,67,3563,183,37,47,24
2015,Bhandara,Bhandara,Medium (4 to 10 ha),520,2759,2566,193,0,2438,129,193,0,0
2015,Bhandara,Lakhandur,Medium (4 to 10 ha),395,2150,2108,41,0,2091,18,41,0,0
2015,Bhandara,Lakhani,Medium (4 to 10 ha),468,2537,2461,76,0,2302,159,76,0,0
2015,Bhandara,Mohadi,Medium (4 to 10 ha),537,2880,2851,29,0,2829,22,29,0,0
2015,Bhandara,Pauni,Medium (4 to 10 ha),549,2996,2893,103,0,2796,97,103,0,0
2015,Bhandara,Sakoli,Medium (4 to 10 ha),219,1155,1120,35,0,1102,18,35,0,0
2015,Bhandara,Tumsar,Medium (4 to 10 ha),841,4544,4499,45,0,4491,7,45,0,0
2000,Bhandara,Bhandara,Large (>10 ha),66,850,797,52,1,738,59,41,0,11
2000,Bhandara,Lakhandur,Large (>10 ha),46,633,633,0,0,619,14,0,0,0
2000,Bhandara,Lakhani,Large (>10 ha),15,196,196,0,0,182,13,0,0,0
2000,Bhandara,Mohadi,Large (>10 ha),53,694,681,12,2,518,163,4,0,8
2000,Bhandara,Pawni,Large (>10 ha),62,926,884,42,0,855,29,8,26,8
2000,Bhandara,Sakoli,Large (>10 ha),4,58,58,0,0,58,0,0,0,0
2000,Bhandara,Tumsar,Large (>10 ha),49,632,628,5,0,597,31,0,5,0
2010,Bhandara,Bhandara,Large (>10 ha),31,407,374,33,0,371,3,0,33,0
2010,Bhandara,Lakhandur,Large (>10 ha),44,665,593,73,0,591,2,0,73,0
2010,Bhandara,Lakhani,Large (>10 ha),23,316,316,0,0,316,0,0,0,0
2010,Bhandara,Mohadi,Large (>10 ha),42,627,616,10,1,466,150,10,0,0
2010,Bhandara,Pavani,Large (>10 ha),43,683,681,0,1,600,81,0,0,0
2010,Bhandara,Sakoli,Large (>10 ha),37,1070,1070,0,0,1070,0,0,0,0
2010,Bhandara,Tumsar,Large (>10 ha),34,438,412,26,1,357,55,0,26,0
2015,Bhandara,Bhandara,Large (>10 ha),52,1809,1653,156,0,1182,471,156,0,0
2015,Bhandara,Lakhandur,Large (>10 ha),24,360,360,0,0,349,12,0,0,0
2015,Bhandara,Lakhani,Large (>10 ha),44,989,987,2,0,870,117,2,0,0
2015,Bhandara,Mohadi,Large (>10 ha),51,924,924,0,0,893,31,0,0,0
2015,Bhandara,Pauni,Large (>10 ha),50,1018,987,31,0,926,61,31,0,0
2015,Bhandara,Sakoli,Large (>10 ha),68,1803,1803,0,0,1542,261,0,0,0
2015,Bhandara,Tumsar,Large (>10 ha),84,2041,2013,29,0,1979,33,29,0,0
2000,Buldhana,Buldhana,Marginal (Below 1 ha),15684,7981,7867,95,19,7511,456,10,41,44
2000,Buldhana,Chikhali,Marginal (Below 1 ha),16869,8417,8401,10,6,8081,118,4,11,4
2000,Buldhana,Deolgaon Raja,Marginal (Below 1 ha),16411,8141,8111,8,0,7998,114,0,5,4
2000,Buldhana,Jalgoan(Jamod),Marginal (Below 1 ha),17115,8766,8664,80,14,8414,448,19,48,14
2000,Buldhana,Khamgaon,Marginal (Below 1 ha),17816,8969,8891,75,4,8766,116,18,18,48
2000,Buldhana,Lonar,Marginal (Below 1 ha),11191,4686,4670,14,1,4647,44,1,4,9
2000,Buldhana,Malkapur,Marginal (Below 1 ha),11717,9910,9911,8,1,9568,444,1,7,0
2000,Buldhana,Mehkar,Marginal (Below 1 ha),7444,5579,5547,7,44,5506,44,4,0,6
2000,Buldhana,Motala,Marginal (Below 1 ha),40405,7445,7496,45,4,7464,444,0,44,4
2000,Buldhana,Nandura,Marginal (Below 1 ha),6574,4746,4644,77,47,4544,97,47,4,55
2000,Buldhana,Sangarampur,Marginal (Below 1 ha),7409,6446,6449,9,47,6044,495,4,4,5
2000,Buldhana,Shegaon,Marginal (Below 1 ha),4747,4474,4444,40,4,4454,79,0,40,49
2000,Buldhana,Shindhkhedraja,Marginal (Below 1 ha),40649,7777,7779,4,6,7767,444,0,4,0
2010,Buldhana,Buldhana,Marginal (Below 1 ha),16450,11640,11511,19,90,11846,685,5,19,5
2010,Buldhana,Chikhali,Marginal (Below 1 ha),19050,9945,9898,4,44,9584,414,0,4,0
2010,Buldhana,Deolgaon Raja,Marginal (Below 1 ha),11141,10611,10571,4,47,10460,111,1,4,0
2010,Buldhana,Jalgoan(Jamod),Marginal (Below 1 ha),11466,11114,10984,59,181,10847,146,56,1,4
2010,Buldhana,Khamgaon,Marginal (Below 1 ha),14054,11104,11116,18,59,10851,175,4,11,4
2010,Buldhana,Lonar,Marginal (Below 1 ha),10444,4560,4517,1,41,4414,104,0,1,0
2010,Buldhana,Malkapur,Marginal (Below 1 ha),16694,11911,11797,85,40,11110,687,15,58,11
2010,Buldhana,Mehkar,Marginal (Below 1 ha),4405,754,749,4,0,674,75,0,4,4
2010,Buldhana,Motala,Marginal (Below 1 ha),45477,40446,40464,47,44,9996,467,44,7,0
2010,Buldhana,Nandura,Marginal (Below 1 ha),40400,7044,6970,47,4,6774,97,44,0,6
2010,Buldhana,Sangarampur,Marginal (Below 1 ha),44974,7660,7659,0,4,7564,96,0,0,0
2010,Buldhana,Shegaon,Marginal (Below 1 ha),44466,7964,7959,0,4,7754,406,0,0,0
2010,Buldhana,Shindhkhedraja,Marginal (Below 1 ha),45409,40447,40444,0,44,9974,444,0,0,4
2015,Buldhana,Buldhana,Marginal (Below 1 ha),17497,11170,11940,440,0,11015,916,440,0,0
2015,Buldhana,Chikhali,Marginal (Below 1 ha),10416,10441,10406,16,0,9941,465,16,0,0
2015,Buldhana,Deolgaon Raja,Marginal (Below 1 ha),15760,11104,11148,57,0,11701,447,57,0,0
2015,Buldhana,Jalgoan(Jamod),Marginal (Below 1 ha),14404,11401,11401,0,0,11147,154,0,0,0
2015,Buldhana,Khamgaon,Marginal (Below 1 ha),16071,11484,11441,51,0,11954,478,51,0,0
2015,Buldhana,Lonar,Marginal (Below 1 ha),15741,6414,6464,61,0,6181,181,61,0,0
2015,Buldhana,Malkapur,Marginal (Below 1 ha),17904,11154,11194,60,0,11144,60,60,0,0
2015,Buldhana,Mehkar,Marginal (Below 1 ha),4554,4474,4474,4,9,4495,77,0,4,0
2015,Buldhana,Motala,Marginal (Below 1 ha),4446,4444,4409,0,4,4404,7,0,0,0
2015,Buldhana,Nandura,Marginal (Below 1 ha),46447,44074,40767,404,0,40550,447,404,0,9
2015,Buldhana,Sangarampur,Marginal (Below 1 ha),44577,6044,5755,476,0,5407,647,476,0,0
2015,Buldhana,Shegaon,Marginal (Below 1 ha),44907,7774,7677,474,0,7449,459,474,0,0
2015,Buldhana,Shindhkhedraja,Marginal (Below 1 ha),44447,40047,9794,454,0,9094,797,454,0,10
2000,Buldhana,Buldhana,Small (1 to 2 ha),11005,16476,16188,45,44,15655,644,7,10,18
2000,Buldhana,Chikhali,Small (1 to 2 ha),15444,11400,11701,461,146,10576,1117,48,145,179
2000,Buldhana,Deolgaon Raja,Small (1 to 2 ha),7544,10504,10008,474,114,9761,146,9,64,400
2000,Buldhana,Jalgoan(Jamod),Small (1 to 2 ha),7914,11464,11414,17,41,10941,481,1,6,9
2000,Buldhana,Khamgaon,Small (1 to 2 ha),14005,19965,19146,665,164,18150,886,41,85,548
2000,Buldhana,Lonar,Small (1 to 2 ha),9064,11989,11895,14,71,11151,744,0,1,10
2000,Buldhana,Malkapur,Small (1 to 2 ha),7785,11589,11118,119,141,11748,490,11,74,146
2000,Buldhana,Mehkar,Small (1 to 2 ha),14044,18454,18098,197,58,17111,876,41,151,14
2000,Buldhana,Motala,Small (1 to 2 ha),11005,15579,15449,90,50,14915,514,8,41,41
2000,Buldhana,Nandura,Small (1 to 2 ha),9555,14414,14444,48,41,11947,487,5,18,15
2000,Buldhana,Sangarampur,Small (1 to 2 ha),8114,11979,11946,11,11,11644,411,10,4,0
2000,Buldhana,Shegaon,Small (1 to 2 ha),8419,11994,11964,10,10,11591,471,0,6,4
2000,Buldhana,Shindhkhedraja,Small (1 to 2 ha),11869,16851,16117,664,71,15164,854,58,44,561
2010,Buldhana,Buldhana,Small (1 to 2 ha),7684,10419,10119,47,154,9791,418,7,10,10
2010,Buldhana,Chikhali,Small (1 to 2 ha),6404,9006,8874,7,116,8165,708,0,6,0
2010,Buldhana,Deolgaon Raja,Small (1 to 2 ha),5919,7985,7901,45,48,7770,141,1,14,11
2010,Buldhana,Jalgoan(Jamod),Small (1 to 2 ha),9597,14161,11861,69,441,11718,144,65,1,4
2010,Buldhana,Khamgaon,Small (1 to 2 ha),8707,11818,11649,14,155,11458,190,0,10,4
2010,Buldhana,Lonar,Small (1 to 2 ha),1666,4610,4569,14,47,4499,70,4,4,6
2010,Buldhana,Malkapur,Small (1 to 2 ha),8045,10797,10640,148,19,10114,517,19,88,10
2010,Buldhana,Mehkar,Small (1 to 2 ha),5749,4044,4779,446,0,4644,447,446,0,0
2010,Buldhana,Motala,Small (1 to 2 ha),45474,9974,9670,444,0,9447,444,444,0,0
2010,Buldhana,Nandura,Small (1 to 2 ha),4467,4954,4790,64,0,4744,57,64,0,0
2010,Buldhana,Sangarampur,Small (1 to 2 ha),7644,44444,44457,47,449,44409,47,4,4,40
2010,Buldhana,Shegaon,Small (1 to 2 ha),44494,47777,47747,44,40,47455,464,44,47,4
2010,Buldhana,Shindhkhedraja,Small (1 to 2 ha),40644,45449,44740,464,447,44544,497,65,45,454
2015,Buldhana,Buldhana,Small (1 to 2 ha),8041,10951,10584,468,0,10041,544,468,0,0
2015,Buldhana,Chikhali,Small (1 to 2 ha),5956,9004,8868,146,0,8561,407,146,0,0
2015,Buldhana,Deolgaon Raja,Small (1 to 2 ha),7181,9496,9404,94,0,8899,404,94,0,0
2015,Buldhana,Jalgoan(Jamod),Small (1 to 2 ha),9576,14471,14454,18,0,14158,96,18,0,0
2015,Buldhana,Khamgaon,Small (1 to 2 ha),8956,11547,11474,175,0,11977,495,175,0,0
2015,Buldhana,Lonar,Small (1 to 2 ha),4079,6114,5990,144,0,5796,195,144,0,0
2015,Buldhana,Malkapur,Small (1 to 2 ha),8448,10644,10590,54,0,10558,41,54,0,0
2015,Buldhana,Mehkar,Small (1 to 2 ha),44444,44777,4,45,5,477,44465,7,40,44
2015,Buldhana,Motala,Small (1 to 2 ha),44676,44474,47,47,0,447,44544,67,44,447
2015,Buldhana,Nandura,Small (1 to 2 ha),47454,47976,4,49,0,447,47444,7,0,44
2015,Buldhana,Sangarampur,Small (1 to 2 ha),4444,4957,0,4,4,459,4447,7,7,46
2015,Buldhana,Shegaon,Small (1 to 2 ha),44544,40546,47,440,6,764,44497,45,4,94
2015,Buldhana,Shindhkhedraja,Small (1 to 2 ha),47565,47446,444,5,5,440,47446,4,44,444
2000,Buldhana,Buldhana,Semimedium (2 to 4 ha),1484,6676,6640,45,0,6447,194,1,14,9
2000,Buldhana,Chikhali,Semimedium (2 to 4 ha),1085,5514,5510,4,1,5469,50,0,4,1
2000,Buldhana,Deolgaon Raja,Semimedium (2 to 4 ha),4498,9401,9084,176,44,8559,514,11,65,89
2000,Buldhana,Jalgoan(Jamod),Semimedium (2 to 4 ha),4565,9566,9454,104,8,9149,104,41,50,14
2000,Buldhana,Khamgaon,Semimedium (2 to 4 ha),991,1644,1644,5,4,1551,81,0,1,4
2000,Buldhana,Lonar,Semimedium (2 to 4 ha),4116,8404,8417,65,11,7865,451,14,49,4
2000,Buldhana,Malkapur,Semimedium (2 to 4 ha),49744,49494,0,47,5,495,49777,4,4,7
2000,Buldhana,Mehkar,Semimedium (2 to 4 ha),44594,44476,0,47,11,477,44554,4,0,4
2000,Buldhana,Motala,Semimedium (2 to 4 ha),4944,4477,0,497,56,46,4444,0,0,0
2000,Buldhana,Nandura,Semimedium (2 to 4 ha),44044,44047,569,0,5,446,44475,0,44,569
2000,Buldhana,Sangarampur,Semimedium (2 to 4 ha),45564,44740,549,0,0,4445,45044,0,0,549
2000,Buldhana,Shegaon,Semimedium (2 to 4 ha),46490,45456,477,0,0,756,46044,0,0,477
2000,Buldhana,Shindhkhedraja,Semimedium (2 to 4 ha),47707,46477,494,0,141,4049,47447,0,10,494
2010,Buldhana,Buldhana,Semimedium (2 to 4 ha),1106,5844,5657,17,160,5471,185,6,8,4
2010,Buldhana,Chikhali,Semimedium (2 to 4 ha),1566,4147,4064,11,61,4977,86,4,16,4
2010,Buldhana,Deolgaon Raja,Semimedium (2 to 4 ha),4141,8189,7994,61,144,7784,109,46,14,1
2010,Buldhana,Jalgoan(Jamod),Semimedium (2 to 4 ha),1964,7746,7566,49,141,7411,145,6,19,4
2010,Buldhana,Khamgaon,Semimedium (2 to 4 ha),811,1144,1108,11,14,1071,46,0,10,1
2010,Buldhana,Lonar,Semimedium (2 to 4 ha),1954,7560,7475,157,18,6979,496,41,100,15
2010,Buldhana,Malkapur,Semimedium (2 to 4 ha),45774,44576,699,0,0,507,45074,0,0,699
2010,Buldhana,Mehkar,Semimedium (2 to 4 ha),40474,49665,649,0,0,400,49765,0,0,649
2010,Buldhana,Motala,Semimedium (2 to 4 ha),6044,5646,405,0,0,444,5749,0,0,405
2010,Buldhana,Nandura,Semimedium (2 to 4 ha),44744,44549,6,97,0,45,44594,4,44,44
2010,Buldhana,Sangarampur,Semimedium (2 to 4 ha),44997,44740,47,45,0,404,44944,44,9,57
2010,Buldhana,Shegaon,Semimedium (2 to 4 ha),45767,44747,95,474,0,450,45476,455,467,447
2010,Buldhana,Shindhkhedraja,Semimedium (2 to 4 ha),1491,6541,6148,405,0,5991,146,405,0,0
2015,Buldhana,Buldhana,Semimedium (2 to 4 ha),1618,4164,4141,44,0,4055,77,44,0,0
2015,Buldhana,Chikhali,Semimedium (2 to 4 ha),1001,5148,5115,114,0,4890,115,114,0,0
