Year,District,Taluka,Kharif,Rabi
2016,Buldhana,Jalgaon Jamod,7100.0,4130.0
2016,Buldhana,Sangrampur,6950.0,3975.0
2016,Buldhana,Shegaon,5860.0,3840.0
2016,Buldhana,Nandura,5450.0,3550.0
2016,Buldhana,Malkapur,7210.0,4753.0
2016,Buldhana,Motala,6330.0,3540.0
2016,Buldhana,Khamgaon,6500.0,4845.0
2016,Buldhana,Mehkar,8300.0,4900.0
2016,Buldhana,Chikhali,8345.0,5460.0
2016,Buldhana,Buldhana,8228.0,5130.0
2016,Buldhana,Deulgaon Raja,7875.0,4850.0
2016,Buldhana,Sindkhed Raja,8150.0,5100.0
2016,Buldhana,Lonar,7140.0,4900.0
2017,Buldhana,Jalgaon Jamod,7250.0,4400.0
2017,Buldhana,Sangrampur,7410.0,4525.0
2017,Buldhana,Shegaon,5650.0,3945.0
2017,Buldhana,Nandura,5950.0,3900.0
2017,Buldhana,Malkapur,7840.0,5155.0
2017,Buldhana,Motala,7320.0,3945.0
2017,Buldhana,Khamgaon,9500.0,5450.0
2017,Buldhana,Mehkar,9937.0,6020.0
2017,Buldhana,Chikhali,9500.0,5900.0
2017,Buldhana,Buldhana,9390.0,5785.0
2017,Buldhana,Deulgaon Raja,7600.0,5045.0
2017,Buldhana,Sindkhed Raja,8000.0,5300.0
2017,Buldhana,Lonar,7400.0,5246.0
2018,Buldhana,Jalgaon Jamod,7000.0,650.0
2018,Buldhana,Sangrampur,6660.0,665.0
2018,Buldhana,Shegaon,5420.0,570.0
2018,Buldhana,Nandura,5530.0,615.0
2018,Buldhana,Malkapur,6970.0,795.0
2018,Buldhana,Motala,6950.0,695.0
2018,Buldhana,Khamgaon,10110.0,968.0
2018,Buldhana,Mehkar,9500.0,980.0
2018,Buldhana,Chikhali,10350.0,985.0
2018,Buldhana,Buldhana,9850.0,960.0
2018,Buldhana,Deulgaon Raja,6886.0,840.0
2018,Buldhana,Sindkhed Raja,7700.0,820.0
2018,Buldhana,Lonar,7336.0,741.0
2019,Buldhana,Jalgaon Jamod,7720.0,2725.0
2019,Buldhana,Sangrampur,7440.0,1375.0
2019,Buldhana,Shegaon,5580.0,2705.0
2019,Buldhana,Nandura,5890.0,2005.0
2019,Buldhana,Malkapur,8550.0,3230.0
2019,Buldhana,Motala,7810.0,2935.0
2019,Buldhana,Khamgaon,8750.0,3590.0
2019,Buldhana,Mehkar,9850.0,3570.0
2019,Buldhana,Chikhali,8606.0,3223.0
2019,Buldhana,Buldhana,8850.0,3085.0
2019,Buldhana,Deulgaon Raja,7310.0,2910.0
2019,Buldhana,Sindkhed Raja,7400.0,3307.0
2019,Buldhana,Lonar,6865.0,3115.0
2020,Buldhana,Jalgaon Jamod,9260.0,3110.0
2020,Buldhana,Sangrampur,9216.0,2950.0
2020,Buldhana,Shegaon,6305.0,2305.0
2020,Buldhana,Nandura,6475.0,2560.0
2020,Buldhana,Malkapur,10660.0,3550.0
2020,Buldhana,Motala,9795.0,3160.0
2020,Buldhana,Khamgaon,11340.0,3910.0
2020,Buldhana,Mehkar,11390.0,3860.0
2020,Buldhana,Chikhali,11245.0,3850.0
2020,Buldhana,Buldhana,10845.0,3500.0
2020,Buldhana,Deulgaon Raja,9805.0,3335.0
2020,Buldhana,Sindkhed Raja,10025.0,3728.0
2020,Buldhana,Lonar,9595.0,3485.0
2021,Buldhana,Jalgaon Jamod,8500.0,3680.0
2021,Buldhana,Sangrampur,8330.0,3720.0
2021,Buldhana,Shegaon,7695.0,3560.0
2021,Buldhana,Nandura,7835.0,3550.0
2021,Buldhana,Malkapur,9580.0,3915.0
2021,Buldhana,Motala,10025.0,4185.0
2021,Buldhana,Khamgaon,10850.0,4550.0
2021,Buldhana,Mehkar,11040.0,4350.0
2021,Buldhana,Chikhali,10420.0,4450.0
2021,Buldhana,Buldhana,10040.0,4270.0
2021,Buldhana,Deulgaon Raja,9669.0,3860.0
2021,Buldhana,Sindkhed Raja,10341.0,4350.0
2021,Buldhana,Lonar,9880.0,4109.0
2012,Chandrapur,Varora,6664.0,2550.0
2012,Chandrapur,Chimur,6210.0,2515.0
2012,Chandrapur,Nagbhid,5713.0,2140.0
2012,Chandrapur,Bramhapuri,6289.0,2625.0
2012,Chandrapur,Savali,5576.0,1950.0
2012,Chandrapur,Sindevahi,6173.0,2030.0
2012,Chandrapur,Bhadravati,5608.0,2301.0
2012,Chandrapur,Chandrapur,5784.0,2180.0
2012,Chandrapur,Mul,5829.0,2190.0
2012,Chandrapur,Ponbhurna,5464.0,1983.0
2012,Chandrapur,Ballarpur,5439.0,1805.0
2012,Chandrapur,Korpana,6550.0,2390.0
2012,Chandrapur,Rajura,6114.0,2410.0
2012,Chandrapur,Gondpipari,5483.0,2145.0
2012,Chandrapur,Jivati,5009.0,1769.0
2013,Chandrapur,Varora,8140.0,2562.0
2013,Chandrapur,Chimur,5968.0,2535.0
2013,Chandrapur,Nagbhid,4818.0,2174.0
2013,Chandrapur,Bramhapuri,5325.0,2639.0
2013,Chandrapur,Savali,5847.0,2012.0
2013,Chandrapur,Sindevahi,6213.0,2112.0
2013,Chandrapur,Bhadravati,5162.0,2451.0
2013,Chandrapur,Chandrapur,5951.0,2211.0
2013,Chandrapur,Mul,5221.0,2001.0
2013,Chandrapur,Ponbhurna,5612.0,1992.0
2013,Chandrapur,Ballarpur,5536.0,1845.0
2013,Chandrapur,Korpana,7141.0,2415.0
2013,Chandrapur,Rajura,7525.0,2514.0
2013,Chandrapur,Gondpipari,5569.0,2261.0
2013,Chandrapur,Jivati,5432.0,1845.0
2014,Chandrapur,Varora,11308.0,2646.0
2014,Chandrapur,Chimur,9547.0,2354.0
2014,Chandrapur,Nagbhid,4565.0,2200.0
2014,Chandrapur,Bramhapuri,5149.0,2100.0
2014,Chandrapur,Savali,3670.0,2056.0
2014,Chandrapur,Sindevahi,3441.0,2210.0
2014,Chandrapur,Bhadravati,5500.0,2263.0
2014,Chandrapur,Chandrapur,3661.0,2465.0
2014,Chandrapur,Mul,3944.0,2267.0
2014,Chandrapur,Ponbhurna,2856.0,1995.0
2014,Chandrapur,Ballarpur,1345.0,2081.0
2014,Chandrapur,Korpana,8694.0,2620.0
2014,Chandrapur,Rajura,8405.0,2496.0
2014,Chandrapur,Gondpipari,4150.0,2175.0
2014,Chandrapur,Jivati,3315.0,1792.0
2015,Chandrapur,Varora,10991.0,2393.0
2015,Chandrapur,Chimur,8175.0,2232.0
2015,Chandrapur,Nagbhid,3672.0,1905.0
2015,Chandrapur,Bramhapuri,5167.0,2092.0
2015,Chandrapur,Savali,2746.0,1569.0
2015,Chandrapur,Sindevahi,2744.0,1727.0
2015,Chandrapur,Bhadravati,4300.0,1900.0
2015,Chandrapur,Chandrapur,7947.0,2032.0
2015,Chandrapur,Mul,3676.0,1863.0
2015,Chandrapur,Ponbhurna,2357.0,1725.0
2015,Chandrapur,Ballarpur,1682.0,1641.0
2015,Chandrapur,Korpana,7131.0,2041.0
2015,Chandrapur,Rajura,7338.0,2042.0
2015,Chandrapur,Gondpipari,4652.0,2006.0
2015,Chandrapur,Jivati,2785.0,1408.0
2016,Chandrapur,Varora,7771.0,2864.0
2016,Chandrapur,Chimur,5697.0,2361.0
2016,Chandrapur,Nagbhid,4600.0,1906.0
2016,Chandrapur,Bramhapuri,5084.0,2106.0
2016,Chandrapur,Savali,4453.0,1844.0
2016,Chandrapur,Sindevahi,4436.0,1837.0
2016,Chandrapur,Bhadravati,4929.0,2042.0
2016,Chandrapur,Chandrapur,5681.0,2355.0
2016,Chandrapur,Mul,4984.0,2066.0
2016,Chandrapur,Ponbhurna,3723.0,1334.0
2016,Chandrapur,Ballarpur,2311.0,1774.0
2016,Chandrapur,Korpana,6817.0,2826.0
2016,Chandrapur,Rajura,7184.0,2976.0
2016,Chandrapur,Gondpipari,4590.0,1901.0
2016,Chandrapur,Jivati,3580.0,1234.0
2017,Chandrapur,Varora,12779.0,3719.0
2017,Chandrapur,Chimur,9267.0,2697.0
2017,Chandrapur,Nagbhid,6970.0,2028.0
2017,Chandrapur,Bramhapuri,8754.0,2547.0
2017,Chandrapur,Savali,5979.0,1740.0
2017,Chandrapur,Sindevahi,4534.0,1320.0
2017,Chandrapur,Bhadravati,8207.0,2389.0
2017,Chandrapur,Chandrapur,4476.0,1303.0
2017,Chandrapur,Mul,5814.0,1692.0
2017,Chandrapur,Ponbhurna,4034.0,1174.0
2017,Chandrapur,Ballarpur,1740.0,506.0
2017,Chandrapur,Korpana,12317.0,3584.0
2017,Chandrapur,Rajura,12553.0,3653.0
2017,Chandrapur,Gondpipari,6469.0,1883.0
2017,Chandrapur,Jivati,3883.0,1130.0
2018,Chandrapur,Varora,24830.0,7457.0
2018,Chandrapur,Chimur,1952.0,3052.0
2018,Chandrapur,Nagbhid,3236.0,1672.0
2018,Chandrapur,Bramhapuri,3494.0,766.0
2018,Chandrapur,Savali,962.0,305.0
2018,Chandrapur,Sindevahi,2976.0,369.0
2018,Chandrapur,Bhadravati,707.0,776.0
2018,Chandrapur,Chandrapur,69779.0,22418.0
2018,Chandrapur,Mul,333.0,2057.0
2018,Chandrapur,Ponbhurna,386.0,0.0
2018,Chandrapur,Ballarpur,1456.0,405.0
2018,Chandrapur,Korpana,2672.0,1463.0
2018,Chandrapur,Rajura,17928.0,6226.0
2018,Chandrapur,Gondpipari,1521.0,13.0
2018,Chandrapur,Jivati,1208.0,482.0
2019,Chandrapur,Varora,21105.0,5436.0
2019,Chandrapur,Chimur,2023.0,3800.0
2019,Chandrapur,Nagbhid,3293.0,2153.0
2019,Chandrapur,Bramhapuri,3494.0,1588.0
2019,Chandrapur,Savali,1008.0,696.0
2019,Chandrapur,Sindevahi,3124.0,649.0
2019,Chandrapur,Bhadravati,863.0,1950.0
2019,Chandrapur,Chandrapur,48234.0,7302.0
2019,Chandrapur,Mul,333.0,2435.0
2019,Chandrapur,Ponbhurna,386.0,454.0
2019,Chandrapur,Ballarpur,1456.0,606.0
2019,Chandrapur,Korpana,2672.0,3170.0
2019,Chandrapur,Rajura,13803.0,3460.0
2019,Chandrapur,Gondpipari,1521.0,1246.0
2019,Chandrapur,Jivati,1208.0,947.0
2020,Chandrapur,Varora,18046.0,6937.0
2020,Chandrapur,Chimur,15431.0,5932.0
2020,Chandrapur,Nagbhid,7016.0,2697.0
2020,Chandrapur,Bramhapuri,7938.0,3052.0
2020,Chandrapur,Savali,6888.0,2647.0
2020,Chandrapur,Sindevahi,5162.0,1984.0
2020,Chandrapur,Bhadravati,9889.0,3802.0
2020,Chandrapur,Chandrapur,4664.0,1793.0
2020,Chandrapur,Mul,6921.0,2660.0
2020,Chandrapur,Ponbhurna,5041.0,1938.0
2020,Chandrapur,Ballarpur,2064.0,793.0
2020,Chandrapur,Korpana,10506.0,4038.0
2020,Chandrapur,Rajura,11151.0,4286.0
2020,Chandrapur,Gondpipari,8671.0,3334.0
2020,Chandrapur,Jivati,4069.0,1564.0
2021,Chandrapur,Varora,19222.0,6290.0
2021,Chandrapur,Chimur,16436.0,5379.0
2021,Chandrapur,Nagbhid,7473.0,2446.0
2021,Chandrapur,Bramhapuri,8455.0,2767.0
2021,Chandrapur,Savali,7337.0,2400.0
2021,Chandrapur,Sindevahi,5499.0,1799.0
2021,Chandrapur,Bhadravati,10533.0,3448.0
2021,Chandrapur,Chandrapur,4967.0,1626.0
2021,Chandrapur,Mul,7372.0,2412.0
2021,Chandrapur,Ponbhurna,5369.0,1758.0
2021,Chandrapur,Ballarpur,2198.0,720.0
2021,Chandrapur,Korpana,11189.0,3662.0
2021,Chandrapur,Rajura,11876.0,3886.0
2021,Chandrapur,Gondpipari,9235.0,3023.0
2021,Chandrapur,Jivati,4334.0,1420.0
2012,Dhule,Shirpur,17281.0,7350.0
2012,Dhule,Shindkheda,18104.0,8451.0
2012,Dhule,Sakri,25510.0,11392.0
2012,Dhule,Dhule,21396.0,9554.0
2013,Dhule,Shirpur,14520.0,10000.0
2013,Dhule,Shindkheda,16698.0,11500.0
2013,Dhule,Sakri,22506.0,15499.0
2013,Dhule,Dhule,18876.0,12999.0
2014,Dhule,Shirpur,15819.0,11717.0
2014,Dhule,Shindkheda,18983.0,14060.0
2014,Dhule,Sakri,23729.0,17576.0
2014,Dhule,Dhule,20566.0,15232.0
2015,Dhule,Shirpur,18435.0,13328.0
2015,Dhule,Shindkheda,22122.0,15993.0
2015,Dhule,Sakri,27653.0,19991.0
2015,Dhule,Dhule,23966.0,17326.0
2016,Dhule,Shirpur,15270.0,10912.0
2016,Dhule,Shindkheda,18324.0,13094.0
2016,Dhule,Sakri,22904.0,16368.0
2016,Dhule,Dhule,19850.0,14186.0
2017,Dhule,Shirpur,15476.0,5737.0
2017,Dhule,Shindkheda,18571.0,6884.0
2017,Dhule,Sakri,23214.0,8606.0
2017,Dhule,Dhule,20119.0,7458.0
2018,Dhule,Shirpur,19921.0,11135.0
2018,Dhule,Shindkheda,22908.0,12806.0
2018,Dhule,Sakri,30877.0,17260.0
2018,Dhule,Dhule,25897.0,14476.0
2019,Dhule,Shirpur,16140.0,15259.0
2019,Dhule,Shindkheda,18561.0,17548.0
2019,Dhule,Sakri,25018.0,23652.0
2019,Dhule,Dhule,20983.0,19837.0
2020,Dhule,Shirpur,27602.0,15655.0
2020,Dhule,Shindkheda,24417.0,13849.0
2020,Dhule,Sakri,27602.0,15655.0
2020,Dhule,Dhule,26541.0,15053.0
2021,Dhule,Shirpur,35059.0,20465.0
2021,Dhule,Shindkheda,30842.0,18131.0
2021,Dhule,Sakri,35478.0,20605.0
2021,Dhule,Dhule,33807.0,19654.0
2012,Gadchiroli,Desaiganj,5619.0,471.0
2012,Gadchiroli,Aarmori,4025.0,609.0
2012,Gadchiroli,Kurkheda,4121.0,383.0
2012,Gadchiroli,Korachi,898.0,11.0
2012,Gadchiroli,Dhanora,1552.0,34.0
2012,Gadchiroli,Gadchiroli,2140.0,386.0
2012,Gadchiroli,Chomoshi,7514.0,872.0
2012,Gadchiroli,Mulchera,1429.0,76.0
2012,Gadchiroli,Etapalli,342.0,5.0
2012,Gadchiroli,Bhamragad,311.0,5.0
2012,Gadchiroli,Aheri,4135.0,476.0
2012,Gadchiroli,Sironcha,2260.0,187.0
2013,Gadchiroli,Desaiganj,2252.0,64.0
2013,Gadchiroli,Aarmori,3385.0,548.0
2013,Gadchiroli,Kurkheda,3515.0,964.0
2013,Gadchiroli,Korachi,805.0,103.0
2013,Gadchiroli,Dhanora,1710.0,245.0
2013,Gadchiroli,Gadchiroli,3417.0,742.0
2013,Gadchiroli,Chomoshi,8611.0,1324.0
2013,Gadchiroli,Mulchera,1468.0,394.0
2013,Gadchiroli,Etapalli,610.0,79.0
2013,Gadchiroli,Bhamragad,535.0,74.0
2013,Gadchiroli,Aheri,4410.0,1156.0
2013,Gadchiroli,Sironcha,3208.0,1477.0
2014,Gadchiroli,Desaiganj,4879.0,4460.0
2014,Gadchiroli,Aarmori,4784.0,1717.0
2014,Gadchiroli,Kurkheda,4073.0,835.0
2014,Gadchiroli,Korachi,603.0,83.0
2014,Gadchiroli,Dhanora,982.0,175.0
2014,Gadchiroli,Gadchiroli,3771.0,1225.0
2014,Gadchiroli,Chomoshi,9508.0,1795.0
2014,Gadchiroli,Mulchera,1915.0,458.0
2014,Gadchiroli,Etapalli,380.0,25.0
2014,Gadchiroli,Bhamragad,315.0,310.0
2014,Gadchiroli,Aheri,4647.0,1177.0
2014,Gadchiroli,Sironcha,4313.0,2097.0
2015,Gadchiroli,Desaiganj,5505.0,5023.0
2015,Gadchiroli,Aarmori,4680.0,2135.0
2015,Gadchiroli,Kurkheda,5075.0,1905.0
2015,Gadchiroli,Korachi,660.0,165.0
2015,Gadchiroli,Dhanora,1575.0,305.0
2015,Gadchiroli,Gadchiroli,4145.0,1680.0
2015,Gadchiroli,Chomoshi,9062.0,3715.0
2015,Gadchiroli,Mulchera,2470.0,985.0
2015,Gadchiroli,Etapalli,565.0,85.0
2015,Gadchiroli,Bhamragad,345.0,60.0
2015,Gadchiroli,Aheri,4235.0,1870.0
2015,Gadchiroli,Sironcha,5635.0,1625.0
2016,Gadchiroli,Desaiganj,5678.0,2106.0
2016,Gadchiroli,Aarmori,6300.0,895.0
2016,Gadchiroli,Kurkheda,5002.0,798.0
2016,Gadchiroli,Korachi,840.0,70.0
2016,Gadchiroli,Dhanora,1145.0,128.0
2016,Gadchiroli,Gadchiroli,4148.0,700.0
2016,Gadchiroli,Chomoshi,9374.0,1550.0
2016,Gadchiroli,Mulchera,3013.0,400.0
2016,Gadchiroli,Etapalli,445.0,35.0
2016,Gadchiroli,Bhamragad,400.0,25.0
2016,Gadchiroli,Aheri,5875.0,780.0
2016,Gadchiroli,Sironcha,4776.0,700.0
2017,Gadchiroli,Desaiganj,5186.0,1805.0
2017,Gadchiroli,Aarmori,6228.0,695.0
2017,Gadchiroli,Kurkheda,5827.0,797.0
2017,Gadchiroli,Korachi,887.0,70.0
2017,Gadchiroli,Dhanora,1429.0,128.0
2017,Gadchiroli,Gadchiroli,5471.0,600.0
2017,Gadchiroli,Chomoshi,11100.0,1600.0
2017,Gadchiroli,Mulchera,3078.0,430.0
2017,Gadchiroli,Etapalli,780.0,35.0
2017,Gadchiroli,Bhamragad,470.0,25.0
2017,Gadchiroli,Aheri,6500.0,780.0
2017,Gadchiroli,Sironcha,5833.0,700.0
2018,Gadchiroli,Desaiganj,5191.0,1760.0
2018,Gadchiroli,Aarmori,5655.0,2162.0
2018,Gadchiroli,Kurkheda,4245.0,2020.0
2018,Gadchiroli,Korachi,1185.0,190.0
2018,Gadchiroli,Dhanora,3325.0,615.0
2018,Gadchiroli,Gadchiroli,4875.0,1220.0
2018,Gadchiroli,Chomoshi,6457.0,3710.0
2018,Gadchiroli,Mulchera,3675.0,1030.0
2018,Gadchiroli,Etapalli,1245.0,300.0
2018,Gadchiroli,Bhamragad,1275.0,381.0
2018,Gadchiroli,Aheri,4355.0,1907.0
2018,Gadchiroli,Sironcha,6175.0,1700.0
2019,Gadchiroli,Desaiganj,7865.0,3258.0
2019,Gadchiroli,Aarmori,5738.0,2470.0
2019,Gadchiroli,Kurkheda,6243.0,2825.0
2019,Gadchiroli,Korachi,2335.0,890.0
2019,Gadchiroli,Dhanora,3713.0,1103.0
2019,Gadchiroli,Gadchiroli,5946.0,2655.0
2019,Gadchiroli,Chomoshi,9445.0,3670.0
2019,Gadchiroli,Mulchera,4145.0,1271.0
2019,Gadchiroli,Etapalli,2305.0,1062.0
2019,Gadchiroli,Bhamragad,1921.0,816.0
2019,Gadchiroli,Aheri,5808.0,1600.0
2019,Gadchiroli,Sironcha,6535.0,2560.0
2020,Gadchiroli,Desaiganj,7865.0,3258.0
2020,Gadchiroli,Aarmori,5738.0,2470.0
2020,Gadchiroli,Kurkheda,6243.0,2825.0
2020,Gadchiroli,Korachi,2335.0,890.0
2020,Gadchiroli,Dhanora,3713.0,1103.0
2020,Gadchiroli,Gadchiroli,5946.0,2655.0
2020,Gadchiroli,Chomoshi,9445.0,3670.0
2020,Gadchiroli,Mulchera,4145.0,1271.0
2020,Gadchiroli,Etapalli,2305.0,1062.0
2020,Gadchiroli,Bhamragad,1921.0,816.0
2020,Gadchiroli,Aheri,5808.0,1600.0
2020,Gadchiroli,Sironcha,6535.0,2560.0
2021,Gadchiroli,Desaiganj,8102.0,3160.0
2021,Gadchiroli,Aarmori,5703.0,2365.0
2021,Gadchiroli,Kurkheda,6525.0,2745.0
2021,Gadchiroli,Korachi,2260.0,881.0
2021,Gadchiroli,Dhanora,3449.0,1280.0
2021,Gadchiroli,Gadchiroli,5719.0,2710.0
2021,Gadchiroli,Chomoshi,9811.0,3700.0
2021,Gadchiroli,Mulchera,4273.0,1290.0
2021,Gadchiroli,Etapalli,2392.0,950.0
2021,Gadchiroli,Bhamragad,1980.0,735.0
2021,Gadchiroli,Aheri,5666.0,1910.0
2021,Gadchiroli,Sironcha,6121.0,2580.0
2012,Gondia,Tiroda,5238.0,1223.0
2012,Gondia,Goregaon,5071.0,1041.0
2012,Gondia,Gondia,7008.0,1649.0
2012,Gondia,Aamgaon,5400.0,1254.0
2012,Gondia,Salekasa,4956.0,1109.0
2012,Gondia,Sadak Arjuni,6086.0,1561.0
2012,Gondia,Arjuni Morgaon,6738.0,1731.0
2012,Gondia,Devari,4714.0,1357.0
2013,Gondia,Tiroda,7223.0,2655.0
2013,Gondia,Goregaon,5259.0,2493.0
2013,Gondia,Gondia,8898.0,2774.0
2013,Gondia,Aamgaon,5035.0,2396.0
2013,Gondia,Salekasa,4289.0,2794.0
2013,Gondia,Sadak Arjuni,4960.0,2498.0
2013,Gondia,Arjuni Morgaon,4910.0,2185.0
2013,Gondia,Devari,5555.0,2336.0
2014,Gondia,Tiroda,7806.0,3418.0
2014,Gondia,Goregaon,5420.0,2226.0
2014,Gondia,Gondia,9209.0,2808.0
2014,Gondia,Aamgaon,5066.0,2237.0
2014,Gondia,Salekasa,4503.0,2652.0
2014,Gondia,Sadak Arjuni,6934.0,2334.0
2014,Gondia,Arjuni Morgaon,4942.0,2239.0
2014,Gondia,Devari,6749.0,2218.0
2015,Gondia,Tiroda,7129.0,1750.0
2015,Gondia,Goregaon,5800.0,1226.0
2015,Gondia,Gondia,9590.0,1807.0
2015,Gondia,Aamgaon,5447.0,1237.0
2015,Gondia,Salekasa,4883.0,1250.0
2015,Gondia,Sadak Arjuni,7313.0,1750.0
2015,Gondia,Arjuni Morgaon,8187.0,1780.0
2015,Gondia,Devari,5325.0,1143.0
2016,Gondia,Tiroda,8383.5,3855.0
2016,Gondia,Goregaon,2471.55,936.8
2016,Gondia,Gondia,9556.1,2148.5
2016,Gondia,Aamgaon,6304.5,680.0
2016,Gondia,Salekasa,5515.45,2633.0
2016,Gondia,Sadak Arjuni,3551.9,1348.8
2016,Gondia,Arjuni Morgaon,5627.71,3465.0
2016,Gondia,Devari,4928.0,2935.4
2017,Gondia,Tiroda,3140.3,3855.0
2017,Gondia,Goregaon,3250.4,936.8
2017,Gondia,Gondia,3146.2,2148.5
2017,Gondia,Aamgaon,3200.8,680.0
2017,Gondia,Salekasa,1723.4,2633.0
2017,Gondia,Sadak Arjuni,3910.5,1348.8
2017,Gondia,Arjuni Morgaon,3765.7,3465.0
2017,Gondia,Devari,2210.2,2935.4
2018,Gondia,Tiroda,4291.5,1308.6
2018,Gondia,Goregaon,1693.0,1018.4
2018,Gondia,Gondia,23781.0,15529.0
2018,Gondia,Aamgaon,8704.1,6921.4
2018,Gondia,Salekasa,2553.9,1576.3
2018,Gondia,Sadak Arjuni,2101.1,1757.8
2018,Gondia,Arjuni Morgaon,3210.5,3794.4
2018,Gondia,Devari,1369.0,761.7
2019,Gondia,Tiroda,6039.0,1367.0
2019,Gondia,Goregaon,1645.0,647.0
2019,Gondia,Gondia,,
2019,Gondia,Aamgaon,,
2019,Gondia,Salekasa,,
2019,Gondia,Sadak Arjuni,,
2019,Gondia,Arjuni Morgaon,,
2019,Gondia,Devari,,
2020,Gondia,Tiroda,26836.0,11416.0
2020,Gondia,Goregaon,,
2020,Gondia,Gondia,,
2020,Gondia,Aamgaon,,
2020,Gondia,Salekasa,,
2020,Gondia,Sadak Arjuni,,
2020,Gondia,Arjuni Morgaon,,
2020,Gondia,Devari,,
2021,Gondia,Tiroda,6167.0,8502.0
2021,Gondia,Goregaon,8018.0,11054.0
2021,Gondia,Gondia,8635.0,11905.0
2021,Gondia,Aamgaon,8018.0,11054.0
2021,Gondia,Salekasa,6167.0,8502.0
2021,Gondia,Sadak Arjuni,8635.0,11905.0
2021,Gondia,Arjuni Morgaon,9251.0,12754.0
2021,Gondia,Devari,6785.0,9354.0
2012,Hingoli,Sengaon,3478.0,2079.0
2012,Hingoli,Hingoli,3973.0,2253.0
2012,Hingoli,Aundha Na,3364.0,2064.0
2012,Hingoli,Kalamanuri,3885.0,2383.0
2012,Hingoli,Vasamat,4257.0,2165.0
2013,Hingoli,Sengaon,,
2013,Hingoli,Hingoli,,
2013,Hingoli,Aundha Na,,
2013,Hingoli,Kalamanuri,,
2013,Hingoli,Vasamat,,
2014,Hingoli,Sengaon,40000.0,15000.0
2014,Hingoli,Hingoli,25000.0,30000.0
2014,Hingoli,Aundha Na,20000.0,20000.0
2014,Hingoli,Kalamanuri,30000.0,20000.0
2014,Hingoli,Vasamat,50000.0,40000.0
2015,Hingoli,Sengaon,19735.0,5339.0
2015,Hingoli,Hingoli,18738.0,2698.0
2015,Hingoli,Aundha Na,14173.0,3702.0
2015,Hingoli,Kalamanuri,17437.0,6212.0
2015,Hingoli,Vasamat,17429.0,2929.0
2016,Hingoli,Sengaon,,
2016,Hingoli,Hingoli,,
2016,Hingoli,Aundha Na,,
2016,Hingoli,Kalamanuri,,
2016,Hingoli,Vasamat,,
2017,Hingoli,Sengaon,16460.0,8886.0
2017,Hingoli,Hingoli,14402.0,7775.0
2017,Hingoli,Aundha Na,10973.0,5924.0
2017,Hingoli,Kalamanuri,13031.0,7035.0
2017,Hingoli,Vasamat,13716.0,7405.0
2018,Hingoli,Sengaon,15232.14,6001.52
2018,Hingoli,Hingoli,13311.87,5238.83
2018,Hingoli,Aundha Na,10154.76,3997.68
2018,Hingoli,Kalamanuri,12065.03,4755.37
2018,Hingoli,Vasamat,12679.45,4989.6
2019,Hingoli,Sengaon,11873.99,8883.0
2019,Hingoli,Hingoli,12573.88,9268.05
2019,Hingoli,Aundha Na,10624.09,7947.95
2019,Hingoli,Kalamanuri,13673.88,10368.05
2019,Hingoli,Vasamat,13748.82,10285.58
2020,Hingoli,Sengaon,14121.17,8034.3
2020,Hingoli,Hingoli,15057.61,8330.01
2020,Hingoli,Aundha Na,12634.73,7188.58
2020,Hingoli,Kalamanuri,16157.61,9430.01
2020,Hingoli,Vasamat,16350.83,9302.87
2021,Hingoli,Sengaon,15687.24,7433.12
2021,Hingoli,Hingoli,16788.53,7665.55
2021,Hingoli,Aundha Na,14035.95,6650.68
2021,Hingoli,Kalamanuri,17888.53,8765.55
2021,Hingoli,Vasamat,18164.17,8606.76
2013,Jalna,Bhokardan,20227.0,1756.0
2013,Jalna,Jaffrabad,16182.0,1405.0
2013,Jalna,Jalna,20227.0,1756.0
2013,Jalna,Badnapur,13485.0,1171.0
2013,Jalna,Ambad,18879.0,1640.0
2013,Jalna,Ghansawangi,18879.0,1640.0
2013,Jalna,Partur,14834.0,1288.0
2013,Jalna,Mantha,12136.0,1054.0
2014,Jalna,Bhokardan,18610.0,15079.0
2014,Jalna,Jaffrabad,14888.0,12064.0
2014,Jalna,Jalna,18610.0,15079.0
2014,Jalna,Badnapur,12407.0,10053.0
2014,Jalna,Ambad,17370.0,14074.0
2014,Jalna,Ghansawangi,17370.0,14074.0
2014,Jalna,Partur,13648.0,11058.0
2014,Jalna,Mantha,11166.0,9048.0
2015,Jalna,Bhokardan,22567.4,13342.0
2015,Jalna,Jaffrabad,13540.4,7504.7
2015,Jalna,Jalna,22567.4,12508.0
2015,Jalna,Badnapur,13540.4,7504.7
2015,Jalna,Ambad,24071.8,13342.0
2015,Jalna,Ghansawangi,24071.8,13342.0
2015,Jalna,Partur,16549.4,8338.5
2015,Jalna,Mantha,13540.4,7504.7
2016,Jalna,Bhokardan,,
2016,Jalna,Jaffrabad,,
2016,Jalna,Jalna,,
2016,Jalna,Badnapur,,
2016,Jalna,Ambad,,
2016,Jalna,Ghansawangi,,
2016,Jalna,Partur,,
2016,Jalna,Mantha,,
2017,Jalna,Bhokardan,23474.56,9864.16
2017,Jalna,Jaffrabad,14671.6,6165.1
2017,Jalna,Jalna,23474.56,9864.16
2017,Jalna,Badnapur,13204.44,5548.59
2017,Jalna,Ambad,23474.56,9864.16
2017,Jalna,Ghansawangi,22007.4,9247.65
