Year,District,Taluka,Project Size,Irrigation Beneficiary Area,Irrigated Area,Share of Beneficiary Area Irrigated
2009,Nandurbar,Akkalkuva,Big,0.0,0.0,
2009,Nandurbar,Akkalkuva,Medium,4857.0,20.18,
2009,Nandurbar,Akkalkuva,Small,23.56,23.56,
2009,Nandurbar,Akrani,Big,0.0,0.0,
2009,Nandurbar,Akrani,Medium,0.0,0.0,
2009,Nandurbar,Akrani,Small,5.38,5.38,
2009,Nandurbar,Nandurbar,Big,0.0,0.0,
2009,Nandurbar,Nandurbar,Medium,5395.0,11.307,
2009,Nandurbar,Nandurbar,Small,122.91,122.91,
2009,Nandurbar,Navapur,Big,0.0,0.0,
2009,Nandurbar,Navapur,Medium,10810.0,22.85,
2009,Nandurbar,Navapur,Small,16.2,16.2,
2009,Nandurbar,Shahada,Big,0.0,0.0,
2009,Nandurbar,Shahada,Medium,26161.0,52.13,
2009,Nandurbar,Shahada,Small,114.19,114.19,
2009,Nandurbar,Taloda,Big,0.0,0.0,
2009,Nandurbar,Taloda,Medium,0.0,0.0,
2009,Nandurbar,Taloda,Small,13.23,13.23,
2009,Ratnagiri,Chiplun,Big,0.0,0.0,
2009,Ratnagiri,Chiplun,Medium,0.0,0.0,
2009,Ratnagiri,Chiplun,Small,4111.0,23.01,
2009,Ratnagiri,Dapoli,Big,0.0,0.0,
2009,Ratnagiri,Dapoli,Medium,0.0,0.0,
2009,Ratnagiri,Dapoli,Small,2517.0,7.47,
2009,Ratnagiri,Guhagar,Big,0.0,0.0,
2009,Ratnagiri,Guhagar,Medium,0.0,0.0,
2009,Ratnagiri,Guhagar,Small,318.0,4.5,
2009,Ratnagiri,Khed,Big,0.0,0.0,
2009,Ratnagiri,Khed,Medium,2050.0,104.51,
2009,Ratnagiri,Khed,Small,7165.0,10.94,
2009,Ratnagiri,Lanja,Big,0.0,0.0,
2009,Ratnagiri,Lanja,Medium,0.0,0.0,
2009,Ratnagiri,Lanja,Small,5067.0,15.0,
2009,Ratnagiri,Mandangad,Big,0.0,0.0,
2009,Ratnagiri,Mandangad,Medium,0.0,0.0,
2009,Ratnagiri,Mandangad,Small,1519.0,0.0,
2009,Ratnagiri,Rajapur,Big,0.0,0.0,
2009,Ratnagiri,Rajapur,Medium,9204.0,0.0,
2009,Ratnagiri,Rajapur,Small,4389.0,14.0,
2009,Ratnagiri,Ratnagiri,Big,0.0,0.0,
2009,Ratnagiri,Ratnagiri,Medium,0.0,0.0,
2009,Ratnagiri,Ratnagiri,Small,346.0,0.0,
2009,Ratnagiri,Sangameshwar,Big,0.0,0.0,
2009,Ratnagiri,Sangameshwar,Medium,3110.0,0.0,
2009,Ratnagiri,Sangameshwar,Small,4413.0,23.34,
2009,Washim,Karanja,Small,4156.0,2144.0,
2009,Washim,Malegaon,Medium,42.0,,
2009,Washim,Malegaon,Small,9848.0,2985.0,
2009,Washim,Mangrulpir,Medium,3114.0,3156.0,
2009,Washim,Mangrulpir,Small,6020.0,2812.0,
2009,Washim,Manora,Small,10419.0,2909.0,
2009,Washim,Resod,Medium,936.0,936.0,
2009,Washim,Resod,Small,731.0,3523.0,
2009,Washim,Washim,Medium,2429.0,2429.0,
2009,Washim,Washim,Small,9159.0,3122.0,
2010,Nandurbar,Akkalkuva,Big,0.0,0.0,
2010,Nandurbar,Akkalkuva,Medium,4857.0,2171.0,
2010,Nandurbar,Akkalkuva,Small,7.56,7.56,
2010,Nandurbar,Akrani,Big,0.0,0.0,
2010,Nandurbar,Akrani,Medium,0.0,0.0,
2010,Nandurbar,Akrani,Small,167.58,167.58,
2010,Nandurbar,Nandurbar,Big,0.0,0.0,
2010,Nandurbar,Nandurbar,Medium,5395.0,1347.0,
2010,Nandurbar,Nandurbar,Small,78.35,78.35,
2010,Nandurbar,Navapur,Big,0.0,0.0,
2010,Nandurbar,Navapur,Medium,15210.0,4941.0,
2010,Nandurbar,Navapur,Small,133.55,133.55,
2010,Nandurbar,Shahada,Big,0.0,0.0,
2010,Nandurbar,Shahada,Medium,26161.0,6639.0,
2010,Nandurbar,Shahada,Small,137.32,137.32,
2010,Nandurbar,Taloda,Big,0.0,0.0,
2010,Nandurbar,Taloda,Medium,0.0,0.0,
2010,Nandurbar,Taloda,Small,4.7,4.7,
2010,Ratnagiri,Chiplun,Big,0.0,0.0,
2010,Ratnagiri,Chiplun,Medium,0.0,0.0,
2010,Ratnagiri,Chiplun,Small,1334.0,296.0,
2010,Ratnagiri,Dapoli,Big,0.0,0.0,
2010,Ratnagiri,Dapoli,Medium,0.0,0.0,
2010,Ratnagiri,Dapoli,Small,1495.0,997.0,
2010,Ratnagiri,Guhagar,Big,0.0,0.0,
2010,Ratnagiri,Guhagar,Medium,0.0,0.0,
2010,Ratnagiri,Guhagar,Small,207.0,5.0,
2010,Ratnagiri,Khed,Big,0.0,0.0,
2010,Ratnagiri,Khed,Medium,2390.0,126.0,
2010,Ratnagiri,Khed,Small,3068.0,1982.0,
2010,Ratnagiri,Lanja,Big,0.0,0.0,
2010,Ratnagiri,Lanja,Medium,0.0,0.0,
2010,Ratnagiri,Lanja,Small,1961.0,15.0,
2010,Ratnagiri,Mandangad,Big,0.0,0.0,
2010,Ratnagiri,Mandangad,Medium,0.0,0.0,
2010,Ratnagiri,Mandangad,Small,707.0,585.0,
2010,Ratnagiri,Rajapur,Big,0.0,0.0,
2010,Ratnagiri,Rajapur,Medium,12112.0,0.0,
2010,Ratnagiri,Rajapur,Small,1296.0,369.0,
2010,Ratnagiri,Ratnagiri,Big,0.0,0.0,
2010,Ratnagiri,Ratnagiri,Medium,0.0,0.0,
2010,Ratnagiri,Ratnagiri,Small,0.0,0.0,
2010,Ratnagiri,Sangameshwar,Big,0.0,0.0,
2010,Ratnagiri,Sangameshwar,Medium,4296.0,0.0,
2010,Ratnagiri,Sangameshwar,Small,2475.0,1019.0,
2010,Washim,Karanja,Medium,104.0,81.0,
2010,Washim,Karanja,Small,963.0,963.0,
2010,Washim,Malegaon,Medium,1156.0,,
2010,Washim,Malegaon,Small,6017.0,6017.0,
2010,Washim,Mangrulpir,Medium,3114.0,3156.0,
2010,Washim,Mangrulpir,Small,2624.0,2624.0,
2010,Washim,Manora,Small,6722.0,6722.0,
2010,Washim,Resod,Medium,936.0,936.0,
2010,Washim,Resod,Small,4117.0,4016.0,
2010,Washim,Washim,Medium,2095.0,2429.0,
2010,Washim,Washim,Small,7130.0,7130.0,
2011,Nandurbar,Akkalkuva,Big,0.0,0.0,
2011,Nandurbar,Akkalkuva,Medium,4857.0,0.0,
2011,Nandurbar,Akkalkuva,Small,166.2,166.2,
2011,Nandurbar,Akrani,Big,0.0,0.0,
2011,Nandurbar,Akrani,Medium,0.0,0.0,
2011,Nandurbar,Akrani,Small,94.46,94.46,
2011,Nandurbar,Nandurbar,Big,0.0,0.0,
2011,Nandurbar,Nandurbar,Medium,5395.0,482.0,
2011,Nandurbar,Nandurbar,Small,1212.57,1072.57,
2011,Nandurbar,Navapur,Big,0.0,0.0,
2011,Nandurbar,Navapur,Medium,15210.0,3419.0,
2011,Nandurbar,Navapur,Small,1124.7,1124.7,
2011,Nandurbar,Shahada,Big,0.0,0.0,
2011,Nandurbar,Shahada,Medium,24105.0,15073.0,
2011,Nandurbar,Shahada,Small,407.08,407.08,
2011,Nandurbar,Taloda,Big,0.0,0.0,
2011,Nandurbar,Taloda,Medium,0.0,0.0,
2011,Nandurbar,Taloda,Small,219.7,83.7,
2011,Ratnagiri,Chiplun,Big,0.0,0.0,
2011,Ratnagiri,Chiplun,Medium,0.0,0.0,
2011,Ratnagiri,Chiplun,Small,1632.0,1227.0,
2011,Ratnagiri,Dapoli,Big,0.0,0.0,
2011,Ratnagiri,Dapoli,Medium,0.0,0.0,
2011,Ratnagiri,Dapoli,Small,1840.0,1382.0,
2011,Ratnagiri,Guhagar,Big,0.0,0.0,
2011,Ratnagiri,Guhagar,Medium,0.0,0.0,
2011,Ratnagiri,Guhagar,Small,315.0,207.0,
2011,Ratnagiri,Khed,Big,0.0,0.0,
2011,Ratnagiri,Khed,Medium,2050.0,82.0,
2011,Ratnagiri,Khed,Small,3068.0,2174.0,
2011,Ratnagiri,Lanja,Big,0.0,0.0,
2011,Ratnagiri,Lanja,Medium,0.0,0.0,
2011,Ratnagiri,Lanja,Small,1961.0,620.0,
2011,Ratnagiri,Mandangad,Big,0.0,0.0,
2011,Ratnagiri,Mandangad,Medium,0.0,0.0,
2011,Ratnagiri,Mandangad,Small,707.0,585.0,
2011,Ratnagiri,Rajapur,Big,0.0,0.0,
2011,Ratnagiri,Rajapur,Medium,12112.0,0.0,
2011,Ratnagiri,Rajapur,Small,1296.0,472.0,
2011,Ratnagiri,Ratnagiri,Big,0.0,0.0,
2011,Ratnagiri,Ratnagiri,Medium,0.0,0.0,
2011,Ratnagiri,Ratnagiri,Small,0.0,0.0,
2011,Ratnagiri,Sangameshwar,Big,0.0,0.0,
2011,Ratnagiri,Sangameshwar,Medium,4296.0,0.0,
2011,Ratnagiri,Sangameshwar,Small,2475.0,1553.0,
2011,Washim,Karanja,Big,0.0,0.0,
2011,Washim,Karanja,Medium,104.0,45.0,
2011,Washim,Karanja,Small,4788.0,1955.0,
2011,Washim,Malegaon,Big,0.0,0.0,
2011,Washim,Malegaon,Medium,4270.0,1352.0,
2011,Washim,Malegaon,Small,9754.0,6156.0,
2011,Washim,Mangrulpir,Big,0.0,0.0,
2011,Washim,Mangrulpir,Medium,0.0,0.0,
2011,Washim,Mangrulpir,Small,6972.0,4330.0,
2011,Washim,Manora,Big,0.0,0.0,
2011,Washim,Manora,Medium,0.0,0.0,
2011,Washim,Manora,Small,9227.0,7688.0,
2011,Washim,Resod,Big,0.0,0.0,
2011,Washim,Resod,Medium,0.0,0.0,
2011,Washim,Resod,Small,8806.0,5830.0,
2011,Washim,Washim,Big,0.0,0.0,
2011,Washim,Washim,Medium,2995.0,1348.0,
2011,Washim,Washim,Small,11511.0,7828.0,
2011,Pune,Khed,Big,19840.0,13558.0,
2011,Pune,Khed,Medium,5928.0,5150.0,
2011,Pune,Khed,Small,10961.0,14960.0,
2011,Pune,Aambegaon,Big,22171.0,14411.0,
2011,Pune,Aambegaon,Medium,0.0,0.0,
2011,Pune,Aambegaon,Small,2667.0,2942.0,
2011,Pune,Baramati,Big,14760.0,27882.0,
2011,Pune,Baramati,Medium,1800.0,2132.0,
2011,Pune,Baramati,Small,11921.0,19657.0,
2011,Pune,Bhor,Big,0.0,561.0,
2011,Pune,Bhor,Medium,0.0,0.0,
2011,Pune,Bhor,Small,4974.0,7935.0,
2011,Pune,Daund,Big,37563.0,46974.0,
2011,Pune,Daund,Medium,0.0,0.0,
2011,Pune,Daund,Small,15444.0,39239.0,
2011,Pune,Haveli,Big,13942.0,13531.0,
2011,Pune,Haveli,Medium,0.0,0.0,
2011,Pune,Haveli,Small,9425.0,13023.0,
2011,Pune,Indapur,Big,50252.0,26243.0,
2011,Pune,Indapur,Medium,1920.0,5786.0,
2011,Pune,Indapur,Small,7894.0,19057.0,
2011,Pune,Junnar,Big,38986.0,25341.0,
2011,Pune,Junnar,Medium,8318.0,6372.0,
2011,Pune,Junnar,Small,178.0,178.0,
2011,Pune,Maval,Big,3488.0,4854.0,
2011,Pune,Maval,Medium,3552.0,627.0,
2011,Pune,Maval,Small,6739.0,7280.0,
2011,Pune,Mulashi,Big,1545.0,0.0,
2011,Pune,Mulashi,Medium,2674.0,2745.0,
2011,Pune,Mulashi,Small,10645.0,17275.0,
2011,Pune,Pune City,Big,0.0,0.0,
2011,Pune,Pune City,Medium,0.0,0.0,
2011,Pune,Pune City,Small,0.0,0.0,
2011,Pune,Purandar,Big,420.0,1670.0,
2011,Pune,Purandar,Medium,1395.0,1565.0,
2011,Pune,Purandar,Small,4693.0,7640.0,
2011,Pune,Shirur,Big,55782.0,36782.0,
2011,Pune,Shirur,Medium,0.0,0.0,
2011,Pune,Shirur,Small,8924.0,12799.0,
2011,Pune,Welhe,Big,0.0,0.0,
2011,Pune,Welhe,Medium,0.0,0.0,
2011,Pune,Welhe,Small,1774.0,3735.0,
2012,Nandurbar,Akkalkuva,Big,0.0,0.0,
2012,Nandurbar,Akkalkuva,Medium,4857.0,0.0,
2012,Nandurbar,Akkalkuva,Small,269.1,269.1,
2012,Nandurbar,Akrani,Big,0.0,0.0,
2012,Nandurbar,Akrani,Medium,0.0,0.0,
2012,Nandurbar,Akrani,Small,331.15,331.15,
2012,Nandurbar,Nandurbar,Big,0.0,0.0,
2012,Nandurbar,Nandurbar,Medium,5395.0,664.0,
2012,Nandurbar,Nandurbar,Small,162.0,162.0,
2012,Nandurbar,Navapur,Big,0.0,0.0,
2012,Nandurbar,Navapur,Medium,15210.0,3634.0,
2012,Nandurbar,Navapur,Small,630.5,390.5,
2012,Nandurbar,Shahada,Big,0.0,0.0,
2012,Nandurbar,Shahada,Medium,24105.0,15862.0,
2012,Nandurbar,Shahada,Small,110.2,110.2,
2012,Nandurbar,Taloda,Big,0.0,0.0,
2012,Nandurbar,Taloda,Medium,0.0,0.0,
2012,Nandurbar,Taloda,Small,16.2,16.2,
2012,Ratnagiri,Chiplun,Big,0.0,0.0,
2012,Ratnagiri,Chiplun,Medium,0.0,0.0,
2012,Ratnagiri,Chiplun,Small,1636.0,1227.0,
2012,Ratnagiri,Dapoli,Big,0.0,0.0,
2012,Ratnagiri,Dapoli,Medium,0.0,0.0,
2012,Ratnagiri,Dapoli,Small,1840.0,1382.0,
2012,Ratnagiri,Guhagar,Big,0.0,0.0,
2012,Ratnagiri,Guhagar,Medium,0.0,0.0,
2012,Ratnagiri,Guhagar,Small,315.0,207.0,
2012,Ratnagiri,Khed,Big,0.0,0.0,
2012,Ratnagiri,Khed,Medium,2050.0,86.0,
2012,Ratnagiri,Khed,Small,2766.0,2180.0,
2012,Ratnagiri,Lanja,Big,0.0,0.0,
2012,Ratnagiri,Lanja,Medium,0.0,0.0,
2012,Ratnagiri,Lanja,Small,723.0,620.0,
2012,Ratnagiri,Mandangad,Big,0.0,0.0,
2012,Ratnagiri,Mandangad,Medium,0.0,0.0,
2012,Ratnagiri,Mandangad,Small,707.0,585.0,
2012,Ratnagiri,Rajapur,Big,0.0,0.0,
2012,Ratnagiri,Rajapur,Medium,12112.0,0.0,
2012,Ratnagiri,Rajapur,Small,1118.0,823.0,
2012,Ratnagiri,Ratnagiri,Big,0.0,0.0,
2012,Ratnagiri,Ratnagiri,Medium,0.0,0.0,
2012,Ratnagiri,Ratnagiri,Small,0.0,0.0,
2012,Ratnagiri,Sangameshwar,Big,0.0,0.0,
2012,Ratnagiri,Sangameshwar,Medium,4296.0,0.0,
2012,Ratnagiri,Sangameshwar,Small,2114.0,1553.0,
2012,Washim,Karanja,Big,0.0,0.0,
2012,Washim,Karanja,Medium,0.0,0.0,
2012,Washim,Karanja,Small,5103.0,2270.0,
2012,Washim,Malegaon,Big,0.0,0.0,
2012,Washim,Malegaon,Medium,4270.0,3156.0,
2012,Washim,Malegaon,Small,7992.0,5249.0,
2012,Washim,Mangrulpir,Big,0.0,0.0,
2012,Washim,Mangrulpir,Medium,0.0,0.0,
2012,Washim,Mangrulpir,Small,7232.0,4590.0,
2012,Washim,Manora,Big,0.0,0.0,
2012,Washim,Manora,Medium,0.0,0.0,
2012,Washim,Manora,Small,9287.0,7688.0,
2012,Washim,Resod,Big,0.0,0.0,
2012,Washim,Resod,Medium,0.0,0.0,
2012,Washim,Resod,Small,8806.0,5830.0,
2012,Washim,Washim,Big,0.0,0.0,
2012,Washim,Washim,Medium,2625.0,2429.0,
2012,Washim,Washim,Small,9504.0,7707.0,
2012,Pune,Khed,Big,8283.0,4546.0,
2012,Pune,Khed,Medium,160.0,208.0,
2012,Pune,Khed,Small,10792.0,5017.0,
2012,Pune,Aambegaon,Big,0.0,0.0,
2012,Pune,Aambegaon,Medium,0.0,0.0,
2012,Pune,Aambegaon,Small,0.0,90.0,
2012,Pune,Baramati,Big,14760.0,33571.0,
2012,Pune,Baramati,Medium,1295.0,0.0,
2012,Pune,Baramati,Small,11741.0,7799.0,
2012,Pune,Bhor,Big,0.0,0.0,
2012,Pune,Bhor,Medium,0.0,0.0,
2012,Pune,Bhor,Small,4826.0,3083.0,
2012,Pune,Daund,Big,28055.0,40210.0,
2012,Pune,Daund,Medium,0.0,0.0,
2012,Pune,Daund,Small,13992.0,21022.0,
2012,Pune,Haveli,Big,6012.0,7062.0,
2012,Pune,Haveli,Medium,1492.0,1945.0,
2012,Pune,Haveli,Small,9802.0,5231.0,
2012,Pune,Indapur,Big,50196.0,60597.0,
2012,Pune,Indapur,Medium,1920.0,1893.0,
2012,Pune,Indapur,Small,7254.0,5360.0,
2012,Pune,Junnar,Big,0.0,0.0,
2012,Pune,Junnar,Medium,0.0,0.0,
2012,Pune,Junnar,Small,530.0,0.0,
2012,Pune,Maval,Big,3223.0,4936.0,
2012,Pune,Maval,Medium,3728.0,4558.0,
2012,Pune,Maval,Small,4631.0,3051.0,
2012,Pune,Mulashi,Big,1854.0,0.0,
2012,Pune,Mulashi,Medium,3607.0,2596.0,
2012,Pune,Mulashi,Small,10168.0,6584.0,
2012,Pune,Pune City,Big,0.0,0.0,
2012,Pune,Pune City,Medium,0.0,0.0,
2012,Pune,Pune City,Small,0.0,0.0,
2012,Pune,Purandar,Big,420.0,748.0,
2012,Pune,Purandar,Medium,1900.0,0.0,
2012,Pune,Purandar,Small,4564.0,2194.0,
2012,Pune,Shirur,Big,35887.0,24254.0,
2012,Pune,Shirur,Medium,0.0,0.0,
2012,Pune,Shirur,Small,6533.0,5601.0,
2012,Pune,Welhe,Big,0.0,0.0,
2012,Pune,Welhe,Medium,0.0,0.0,
2012,Pune,Welhe,Small,1922.0,975.0,
2012,Ahilyanagar,Akole,Big,217019.0,96121.0,
2012,Ahilyanagar,Akole,Medium,12861.0,6866.0,
2012,Ahilyanagar,Akole,Small,157.0,157.0,
2012,Ahilyanagar,Jamkhed,Big,0.0,0.0,
2012,Ahilyanagar,Jamkhed,Medium,2778.0,2404.0,
2012,Ahilyanagar,Jamkhed,Small,492.0,492.0,
2012,Ahilyanagar,Karjat,Big,0.0,0.0,
2012,Ahilyanagar,Karjat,Medium,5000.0,0.0,
2012,Ahilyanagar,Karjat,Small,0.0,0.0,
2012,Ahilyanagar,Kopargaon,Big,0.0,0.0,
2012,Ahilyanagar,Kopargaon,Medium,0.0,0.0,
2012,Ahilyanagar,Kopargaon,Small,0.0,0.0,
2012,Ahilyanagar,Nagar,Big,0.0,0.0,
2012,Ahilyanagar,Nagar,Medium,0.0,0.0,
2012,Ahilyanagar,Nagar,Small,365.0,365.0,
2012,Ahilyanagar,Nevasa,Big,0.0,0.0,
2012,Ahilyanagar,Nevasa,Medium,0.0,0.0,
2012,Ahilyanagar,Nevasa,Small,0.0,0.0,
2012,Ahilyanagar,Parner,Big,53007.0,21172.0,
2012,Ahilyanagar,Parner,Medium,4228.0,2341.0,
2012,Ahilyanagar,Parner,Small,367.0,367.0,
2012,Ahilyanagar,Pathardi,Big,0.0,0.0,
2012,Ahilyanagar,Pathardi,Medium,3408.0,2302.0,
2012,Ahilyanagar,Pathardi,Small,0.0,0.0,
2012,Ahilyanagar,Rahata,Big,0.0,0.0,
2012,Ahilyanagar,Rahata,Medium,0.0,0.0,
2012,Ahilyanagar,Rahata,Small,0.0,0.0,
2012,Ahilyanagar,Rahuri,Big,82920.0,82999.0,
2012,Ahilyanagar,Rahuri,Medium,0.0,0.0,
2012,Ahilyanagar,Rahuri,Small,0.0,0.0,
2012,Ahilyanagar,Sangamner,Big,36243.0,20158.0,
2012,Ahilyanagar,Sangamner,Medium,0.0,0.0,
2012,Ahilyanagar,Sangamner,Small,1198.0,1198.0,
2012,Ahilyanagar,Shevgaon,Big,0.0,0.0,
2012,Ahilyanagar,Shevgaon,Medium,3387.0,0.0,
2012,Ahilyanagar,Shevgaon,Small,162.0,162.0,
2012,Ahilyanagar,Srigonda,Big,0.0,0.0,
2012,Ahilyanagar,Srigonda,Medium,37200.0,2711.0,
2012,Ahilyanagar,Srigonda,Small,160.0,160.0,
2012,Ahilyanagar,Srirampur,Big,0.0,0.0,
2012,Ahilyanagar,Srirampur,Medium,1594.0,1405.0,
2012,Ahilyanagar,Srirampur,Small,0.0,0.0,
2012,Akola,Akola,Big,0.0,0.0,
2012,Akola,Akola,Medium,0.0,0.0,
2012,Akola,Akola,Small,851.0,250.0,
2012,Akola,Akot,Big,0.0,0.0,
2012,Akola,Akot,Medium,0.0,0.0,
2012,Akola,Akot,Small,3504.0,2381.0,
2012,Akola,Balapur,Big,0.0,0.0,
2012,Akola,Balapur,Medium,0.0,0.0,
2012,Akola,Balapur,Small,266.0,142.0,
2012,Akola,Barshitakali,Big,13996.0,5985.0,
2012,Akola,Barshitakali,Medium,0.0,0.0,
2012,Akola,Barshitakali,Small,4340.0,2567.0,
2012,Akola,Murtijapur,Big,0.0,0.0,
2012,Akola,Murtijapur,Medium,3168.0,956.0,
2012,Akola,Murtijapur,Small,4505.0,516.0,
2012,Akola,Patur,Big,0.0,0.0,
2012,Akola,Patur,Medium,16316.0,2646.0,
2012,Akola,Patur,Small,2163.0,893.0,
2012,Akola,Telhara,Big,25028.0,15100.0,
2012,Akola,Telhara,Medium,0.0,0.0,
2012,Akola,Telhara,Small,0.0,0.0,
2012,Amravati,Achalpur,Big,0.0,0.0,
2012,Amravati,Achalpur,Medium,16995.0,2567.0,
2012,Amravati,Achalpur,Small,1049.0,337.0,
2012,Amravati,Amravati,Big,0.0,0.0,
2012,Amravati,Amravati,Medium,0.0,0.0,
2012,Amravati,Amravati,Small,1484.0,513.0,
2012,Amravati,Anjangaon Su,Big,0.0,0.0,
2012,Amravati,Anjangaon Su,Medium,11665.0,2402.0,
2012,Amravati,Anjangaon Su,Small,465.0,170.0,
2012,Amravati,Bhatkuli,Big,0.0,0.0,
2012,Amravati,Bhatkuli,Medium,0.0,0.0,
2012,Amravati,Bhatkuli,Small,0.0,0.0,
2012,Amravati,Chandur Railway,Big,0.0,0.0,
2012,Amravati,Chandur Railway,Medium,0.0,0.0,
2012,Amravati,Chandur Railway,Small,2678.0,884.0,
2012,Amravati,Chandurbazar,Big,0.0,0.0,
2012,Amravati,Chandurbazar,Medium,8963.0,5312.0,
2012,Amravati,Chandurbazar,Small,0.0,0.0,
2012,Amravati,Chikhraldara,Big,0.0,0.0,
2012,Amravati,Chikhraldara,Medium,0.0,0.0,
2012,Amravati,Chikhraldara,Small,0.0,0.0,
2012,Amravati,Daryapur,Big,0.0,0.0,
2012,Amravati,Daryapur,Medium,0.0,0.0,
2012,Amravati,Daryapur,Small,0.0,0.0,
2012,Amravati,Dhamangaon Re,Big,0.0,0.0,
2012,Amravati,Dhamangaon Re,Medium,0.0,0.0,
2012,Amravati,Dhamangaon Re,Small,0.0,0.0,
2012,Amravati,Dharani,Big,0.0,0.0,
2012,Amravati,Dharani,Medium,0.0,0.0,
2012,Amravati,Dharani,Small,5389.0,2817.0,
2012,Amravati,Morshi,Big,104400.0,28755.0,
2012,Amravati,Morshi,Medium,0.0,0.0,
2012,Amravati,Morshi,Small,628.0,290.0,
2012,Amravati,Nandgaon Kh,Big,0.0,0.0,
2012,Amravati,Nandgaon Kh,Medium,0.0,0.0,
2012,Amravati,Nandgaon Kh,Small,1566.0,610.0,
2012,Amravati,Tivas,Big,0.0,0.0,
2012,Amravati,Tivas,Medium,0.0,0.0,
2012,Amravati,Tivas,Small,1129.0,349.0,
2012,Amravati,Warud,Big,0.0,0.0,
2012,Amravati,Warud,Medium,0.0,0.0,
2012,Amravati,Warud,Small,3847.0,2471.0,
2012,Bhandara,Bhandara,Big,10500.0,10578.0,
2012,Bhandara,Bhandara,Medium,5841.0,5373.0,
2012,Bhandara,Bhandara,Small,2128.0,2106.0,
2012,Bhandara,Lakhandur,Big,20996.0,3008.0,
2012,Bhandara,Lakhandur,Small,1793.0,1367.0,
2012,Bhandara,Lakhani,Small,2410.0,2120.0,
2012,Bhandara,Mohadi,Big,12548.0,12351.0,
2012,Bhandara,Mohadi,Medium,2248.0,2183.0,
2012,Bhandara,Mohadi,Small,1902.0,2002.0,
2012,Bhandara,Pavani,Big,22099.0,4291.0,
2012,Bhandara,Pavani,Small,1344.0,1226.0,
2012,Bhandara,Sakoli,Small,6654.0,5198.0,
2012,Bhandara,Tumsar,Big,13943.0,13688.0,
2012,Bhandara,Tumsar,Medium,10823.0,11326.0,
2012,Bhandara,Tumsar,Small,1666.0,1339.0,
2012,Chandrapur,Ballarpur,Big,0.0,,
2012,Chandrapur,Ballarpur,Medium,0.0,0.0,
2012,Chandrapur,Ballarpur,Small,110.0,0.0,
2012,Chandrapur,Bhadravati,Big,0.0,,
2012,Chandrapur,Bhadravati,Medium,0.0,0.0,
2012,Chandrapur,Bhadravati,Small,582.0,0.0,
2012,Chandrapur,Bramhapuri,Big,0.0,,
2012,Chandrapur,Bramhapuri,Medium,0.0,0.0,
2012,Chandrapur,Bramhapuri,Small,102.0,0.0,
2012,Chandrapur,Chandrapur,Big,0.0,,
2012,Chandrapur,Chandrapur,Medium,0.0,0.0,
2012,Chandrapur,Chandrapur,Small,340.0,0.0,
2012,Chandrapur,Chimur,Big,0.0,,
2012,Chandrapur,Chimur,Medium,0.0,0.0,
2012,Chandrapur,Chimur,Small,320.0,0.0,
2012,Chandrapur,Gondpipari,Big,0.0,,
2012,Chandrapur,Gondpipari,Medium,0.0,0.0,
2012,Chandrapur,Gondpipari,Small,655.0,0.0,
2012,Chandrapur,Jivati,Big,0.0,,
2012,Chandrapur,Jivati,Medium,0.0,0.0,
2012,Chandrapur,Jivati,Small,162.0,0.0,
2012,Chandrapur,Korpana,Big,0.0,,
2012,Chandrapur,Korpana,Medium,7610.0,0.0,
2012,Chandrapur,Korpana,Small,110.0,10865.0,
2012,Chandrapur,Mul,Big,0.0,,
2012,Chandrapur,Mul,Medium,0.0,0.0,
2012,Chandrapur,Mul,Small,268.0,0.0,
2012,Chandrapur,Nagbhid,Big,0.0,,
2012,Chandrapur,Nagbhid,Medium,3846.0,0.0,
2012,Chandrapur,Nagbhid,Small,184.0,19607.0,
2012,Chandrapur,Ponbhurna,Big,0.0,,
2012,Chandrapur,Ponbhurna,Medium,0.0,0.0,
2012,Chandrapur,Ponbhurna,Small,523.0,0.0,
2012,Chandrapur,Rajura,Big,0.0,,
2012,Chandrapur,Rajura,Medium,0.0,0.0,
2012,Chandrapur,Rajura,Small,644.0,0.0,
2012,Chandrapur,Savali,Big,9919.0,,
2012,Chandrapur,Savali,Medium,0.0,50858.0,
2012,Chandrapur,Savali,Small,525.0,0.0,
2012,Chandrapur,Sindevahi,Big,0.0,,
2012,Chandrapur,Sindevahi,Medium,1688.0,0.0,
2012,Chandrapur,Sindevahi,Small,169.0,7064.0,
2012,Chandrapur,Varora,Big,0.0,,
2012,Chandrapur,Varora,Medium,7410.0,0.0,
2012,Chandrapur,Varora,Small,511.0,8146.0,
2012,Dharashiv,Bhum,Big,0.0,0.0,
2012,Dharashiv,Bhum,Medium,6157.0,0.0,
2012,Dharashiv,Bhum,Small,2628.0,1971.0,
2012,Dharashiv,Dharashiv,Big,0.0,0.0,
2012,Dharashiv,Dharashiv,Medium,5962.0,0.0,
2012,Dharashiv,Dharashiv,Small,3223.0,1925.0,
2012,Dharashiv,Kalamb,Big,0.0,0.0,
2012,Dharashiv,Kalamb,Medium,2107.0,0.0,
2012,Dharashiv,Kalamb,Small,3738.0,944.0,
2012,Dharashiv,Lohara,Big,6525.0,5096.0,
2012,Dharashiv,Lohara,Medium,0.0,0.0,
2012,Dharashiv,Lohara,Small,1563.0,483.0,
2012,Dharashiv,Paranda,Big,0.0,0.0,
2012,Dharashiv,Paranda,Medium,9663.0,0.0,
