Year,District,Taluka,Total Irrigation Wells,Wells In Use With Diesel Pump,Wells In Use With Electric Pump,Irrigation Wells Not in Use
2014,Nagpur,Bhiwapur,4040,17.0,4134.0,94
2015,Nagpur,Narkhed,13550,12.0,6455.0,1645
2015,Nagpur,Katol,12366,0.0,9517.0,1721
2015,Nagpur,Kalameshwar,6382,82.0,6300.0,1522
2015,Nagpur,Sawner,5522,46.0,5458.0,1490
2015,Nagpur,Parashivani,1819,0.0,1761.0,462
2015,Nagpur,Ramtech,1265,240.0,744.0,212
2015,Nagpur,Mauda,1409,26.0,705.0,131
2015,Nagpur,Kamathi,4081,438.0,262.0,34
2015,Nagpur,Nagpur (gra),3464,65.0,2751.0,405
2015,Nagpur,Nagpur (sh),0,0.0,0.0,0
2015,Nagpur,Hingana,4310,12.0,3407.0,229
2015,Nagpur,Umred,1455,130.0,710.0,320
2015,Nagpur,Kuhi,5610,425.0,3210.0,194
2015,Nagpur,Bhiwapur,3985,0.0,2469.0,146
2016,Nagpur,Narkhed,13550,12.0,6455.0,1645
2016,Nagpur,Katol,12366,0.0,9517.0,1721
2016,Nagpur,Kalameshwar,6382,82.0,6300.0,1522
2016,Nagpur,Sawner,5522,46.0,5458.0,1490
2016,Nagpur,Parashivani,1819,0.0,1761.0,462
2016,Nagpur,Ramtech,1265,240.0,744.0,212
2016,Nagpur,Mauda,1409,26.0,705.0,131
2016,Nagpur,Kamathi,4081,438.0,262.0,34
2016,Nagpur,Nagpur (gra),3464,65.0,2751.0,405
2016,Nagpur,Nagpur (sh),0,0.0,0.0,0
2016,Nagpur,Hingana,4310,12.0,3407.0,229
2016,Nagpur,Umred,1455,130.0,710.0,320
2016,Nagpur,Kuhi,5610,425.0,3210.0,194
2016,Nagpur,Bhiwapur,3985,0.0,2469.0,146
2017,Nagpur,Narkhed,13550,12.0,6455.0,1645
2017,Nagpur,Katol,12366,0.0,9517.0,1721
2017,Nagpur,Kalameshwar,6382,82.0,6300.0,1522
2017,Nagpur,Sawner,5522,46.0,5458.0,1490
2017,Nagpur,Parashivani,1819,0.0,1761.0,462
2017,Nagpur,Ramtech,1265,240.0,744.0,212
2017,Nagpur,Mauda,1409,26.0,705.0,131
2017,Nagpur,Kamathi,4081,438.0,262.0,34
2017,Nagpur,Nagpur (gra),3464,65.0,2751.0,405
2017,Nagpur,Nagpur (sh),0,0.0,0.0,0
2017,Nagpur,Hingana,4310,12.0,3407.0,229
2017,Nagpur,Umred,1455,130.0,710.0,320
2017,Nagpur,Kuhi,5610,425.0,3210.0,194
2017,Nagpur,Bhiwapur,3985,0.0,2469.0,146
2018,Nagpur,Narkhed,31191,67.0,10735.0,1649
2018,Nagpur,Katol,12881,0.0,18782.0,1804
2018,Nagpur,Kalameshwar,6538,99.0,10121.0,1452
2018,Nagpur,Sawner,5549,94.0,7330.0,1490
2018,Nagpur,Parashivani,2980,0.0,2546.0,462
2018,Nagpur,Ramtech,1560,659.0,5115.0,212
2018,Nagpur,Mauda,2332,577.0,6603.0,185
2018,Nagpur,Kamathi,2771,168.0,498.0,285
2018,Nagpur,Nagpur (gra),3553,212.0,6016.0,389
2018,Nagpur,Nagpur (sh),0,0.0,423.0,0
2018,Nagpur,Hingana,4632,18.0,6245.0,339
2018,Nagpur,Umred,1570,330.0,4968.0,320
2018,Nagpur,Kuhi,5827,1022.0,9318.0,202
2018,Nagpur,Bhiwapur,0,0.0,5590.0,0
2019,Nagpur,Narkhed,31191,67.0,10978.0,1649
2019,Nagpur,Katol,13075,0.0,19046.0,1784
2019,Nagpur,Kalameshwar,6500,99.0,10230.0,1500
2019,Nagpur,Sawner,5549,100.0,7435.0,1490
2019,Nagpur,Parashivani,3001,55.0,2633.0,464
2019,Nagpur,Ramtech,1752,659.0,5402.0,212
2019,Nagpur,Mauda,2412,577.0,6864.0,185
2019,Nagpur,Kamathi,2781,168.0,502.0,285
2019,Nagpur,Nagpur (gra),3550,212.0,6016.0,435
2019,Nagpur,Nagpur (sh),0,0.0,423.0,0
2019,Nagpur,Hingana,4632,18.0,6245.0,339
2019,Nagpur,Umred,1580,335.0,5107.0,320
2019,Nagpur,Kuhi,5827,1022.0,9508.0,202
2019,Nagpur,Bhiwapur,0,0.0,5730.0,0
2020,Nagpur,Narkhed,31192,67.0,11039.0,1649
2020,Nagpur,Katol,13092,0.0,19280.0,1762
2020,Nagpur,Kalameshwar,6600,99.0,10395.0,1577
2020,Nagpur,Sawner,5681,100.0,7534.0,1580
2020,Nagpur,Parashivani,3001,61.0,2729.0,484
2020,Nagpur,Ramtech,1852,659.0,5545.0,212
2020,Nagpur,Mauda,2412,591.0,6934.0,191
2020,Nagpur,Kamathi,2813,188.0,518.0,275
2020,Nagpur,Nagpur (gra),3593,271.0,6016.0,423
2020,Nagpur,Nagpur (sh),0,0.0,423.0,0
2020,Nagpur,Hingana,4632,18.0,6245.0,326
2020,Nagpur,Umred,1590,350.0,5187.0,320
2020,Nagpur,Kuhi,5845,1022.0,9562.0,195
2020,Nagpur,Bhiwapur,1034,0.0,5741.0,104
2021,Nagpur,Narkhed,31192,67.0,11265.0,1649
2021,Nagpur,Katol,13092,0.0,19674.0,1762
2021,Nagpur,Kalameshwar,6600,99.0,10660.0,1577
2021,Nagpur,Sawner,5681,100.0,7627.0,1580
2021,Nagpur,Parashivani,3001,61.0,2729.0,484
2021,Nagpur,Ramtech,1852,659.0,5676.0,212
2021,Nagpur,Mauda,2412,591.0,7144.0,191
2021,Nagpur,Kamathi,2813,188.0,518.0,275
2021,Nagpur,Nagpur (gra),3593,271.0,6016.0,423
2021,Nagpur,Nagpur (sh),0,0.0,423.0,0
2021,Nagpur,Hingana,4632,18.0,6245.0,326
2021,Nagpur,Umred,1590,350.0,5330.0,320
2021,Nagpur,Kuhi,5845,1022.0,9562.0,195
2021,Nagpur,Bhiwapur,1034,0.0,6024.0,104
2014,Nanded,Mahur,2537,134.0,10230.0,34
2014,Nanded,Kinvat,1884,138.0,6408.0,23
2014,Nanded,Himalay Nagar,1589,71.0,7290.0,28
2014,Nanded,Hadgaon,2785,99.0,11880.0,53
2014,Nanded,Andhrapur,1382,62.0,7065.0,26
2014,Nanded,Nanded,1306,104.0,7216.0,41
2014,Nanded,Mudkhed,2055,111.0,3148.0,45
2014,Nanded,Bhokar,1235,67.0,5724.0,18
2014,Nanded,Umari,1172,65.0,3525.0,15
2014,Nanded,Dharmabad,1082,74.0,6111.0,17
2014,Nanded,Biloli,2219,117.0,6427.0,44
2014,Nanded,Naygaon,820,99.0,3070.0,16
2014,Nanded,Loha,1045,151.0,13820.0,12
2014,Nanded,Kandhar,1135,169.0,7488.0,22
2014,Nanded,Mukhed,1005,101.0,6989.0,15
2014,Nanded,Deglur,995,113.0,4687.0,36
2015,Nanded,Mahur,2537,134.0,10230.0,34
2015,Nanded,Kinvat,1884,138.0,6410.0,23
2015,Nanded,Himalay Nagar,1589,71.0,7290.0,28
2015,Nanded,Hadgaon,2785,99.0,11880.0,53
2015,Nanded,Andhrapur,1382,62.0,7065.0,26
2015,Nanded,Nanded,1306,104.0,7220.0,41
2015,Nanded,Mudkhed,2055,111.0,3148.0,45
2015,Nanded,Bhokar,1235,67.0,5724.0,18
2015,Nanded,Umari,1172,65.0,3525.0,15
2015,Nanded,Dharmabad,1082,74.0,6111.0,17
2015,Nanded,Biloli,2219,117.0,6427.0,44
2015,Nanded,Naygaon,820,99.0,3072.0,16
2015,Nanded,Loha,1045,151.0,13820.0,12
2015,Nanded,Kandhar,1135,169.0,7488.0,22
2015,Nanded,Mukhed,1005,101.0,6989.0,15
2015,Nanded,Deglur,995,113.0,4687.0,36
2016,Nanded,Mahur,2665,134.0,5490.0,34
2016,Nanded,Kinvat,2115,138.0,8646.0,23
2016,Nanded,Himalay Nagar,1757,71.0,9611.0,28
2016,Nanded,Hadgaon,3155,99.0,16079.0,53
2016,Nanded,Andhrapur,1442,62.0,8491.0,26
2016,Nanded,Nanded,1372,104.0,11829.0,41
2016,Nanded,Mudkhed,2132,111.0,9017.0,45
2016,Nanded,Bhokar,1595,67.0,7423.0,18
2016,Nanded,Umari,1263,65.0,3825.0,15
2016,Nanded,Dharmabad,1093,74.0,4582.0,17
2016,Nanded,Biloli,2264,117.0,3770.0,44
2016,Nanded,Naygaon,894,99.0,6590.0,16
2016,Nanded,Loha,1189,151.0,13536.0,12
2016,Nanded,Kandhar,1841,169.0,8256.0,22
2016,Nanded,Mukhed,1168,101.0,7009.0,15
2016,Nanded,Deglur,1248,113.0,8548.0,36
2017,Nanded,Mahur,2725,70.0,5311.0,308
2017,Nanded,Kinvat,2198,305.0,8232.0,290
2017,Nanded,Himalay Nagar,1820,28.0,9059.0,0
2017,Nanded,Hadgaon,3250,205.0,15328.0,358
2017,Nanded,Andhrapur,1502,17.0,7742.0,192
2017,Nanded,Nanded,1438,0.0,10841.0,0
2017,Nanded,Mudkhed,2184,44.0,7312.0,268
2017,Nanded,Bhokar,1674,1300.0,7086.0,17
2017,Nanded,Umari,1302,6.0,3729.0,0
2017,Nanded,Dharmabad,1104,0.0,4173.0,0
2017,Nanded,Biloli,2306,0.0,3529.0,0
2017,Nanded,Naygaon,968,12.0,6202.0,30
2017,Nanded,Loha,1268,0.0,12736.0,1210
2017,Nanded,Kandhar,1927,45.0,7807.0,730
2017,Nanded,Mukhed,1220,40.0,6747.0,0
2017,Nanded,Deglur,1320,2345.0,8651.0,40
2018,Nanded,Mahur,1475,70.0,5490.0,308
2018,Nanded,Kinvat,2941,305.0,8646.0,290
2018,Nanded,Himalay Nagar,1732,28.0,9611.0,0
2018,Nanded,Hadgaon,1909,205.0,16079.0,358
2018,Nanded,Andhrapur,2864,17.0,8491.0,192
2018,Nanded,Nanded,2758,0.0,11829.0,0
2018,Nanded,Mudkhed,3269,44.0,9017.0,268
2018,Nanded,Bhokar,1639,1300.0,7423.0,17
2018,Nanded,Umari,291,6.0,3825.0,0
2018,Nanded,Dharmabad,61,0.0,4582.0,0
2018,Nanded,Biloli,57,0.0,3770.0,0
2018,Nanded,Naygaon,1011,12.0,6590.0,30
2018,Nanded,Loha,4874,0.0,13536.0,1210
2018,Nanded,Kandhar,4007,45.0,8256.0,730
2018,Nanded,Mukhed,565,40.0,7009.0,0
2018,Nanded,Deglur,441,2345.0,8548.0,40
2019,Nanded,Mahur,1500,70.0,5490.0,308
2019,Nanded,Kinvat,2998,305.0,8646.0,290
2019,Nanded,Himalay Nagar,1780,28.0,9611.0,0
2019,Nanded,Hadgaon,1974,205.0,16079.0,358
2019,Nanded,Andhrapur,2893,17.0,8491.0,192
2019,Nanded,Nanded,2759,0.0,11829.0,0
2019,Nanded,Mudkhed,3315,44.0,9017.0,268
2019,Nanded,Bhokar,1766,1300.0,7423.0,17
2019,Nanded,Umari,396,6.0,3825.0,0
2019,Nanded,Dharmabad,131,0.0,4582.0,0
2019,Nanded,Biloli,113,0.0,3770.0,0
2019,Nanded,Naygaon,1045,12.0,6590.0,30
2019,Nanded,Loha,4914,0.0,13536.0,1210
2019,Nanded,Kandhar,4259,45.0,8256.0,730
2019,Nanded,Mukhed,599,40.0,7009.0,0
2019,Nanded,Deglur,470,2345.0,8548.0,40
2020,Nanded,Mahur,1565,85.0,6486.0,308
2020,Nanded,Kinvat,3053,375.0,9503.0,290
2020,Nanded,Himalay Nagar,1858,52.0,10751.0,0
2020,Nanded,Hadgaon,2091,513.0,18643.0,358
2020,Nanded,Andhrapur,2919,45.0,9841.0,192
2020,Nanded,Nanded,2768,12.0,12465.0,0
2020,Nanded,Mudkhed,3364,47.0,9714.0,268
2020,Nanded,Bhokar,1841,1435.0,8532.0,17
2020,Nanded,Umari,456,56.0,4259.0,0
2020,Nanded,Dharmabad,172,44.0,5421.0,0
2020,Nanded,Biloli,122,51.0,4361.0,0
2020,Nanded,Naygaon,1070,35.0,7201.0,30
2020,Nanded,Loha,5001,116.0,14509.0,1210
2020,Nanded,Kandhar,4384,403.0,10542.0,730
2020,Nanded,Mukhed,631,89.0,9825.0,0
2020,Nanded,Deglur,501,2359.0,10541.0,40
2021,Nanded,Mahur,1565,85.0,1565.0,308
2021,Nanded,Kinvat,3053,375.0,3053.0,290
2021,Nanded,Himalay Nagar,1858,52.0,1858.0,0
2021,Nanded,Hadgaon,2091,513.0,2091.0,358
2021,Nanded,Andhrapur,2919,45.0,2919.0,192
2021,Nanded,Nanded,2768,12.0,2768.0,0
2021,Nanded,Mudkhed,3364,47.0,3364.0,268
2021,Nanded,Bhokar,1841,1435.0,1841.0,17
2021,Nanded,Umari,456,56.0,456.0,0
2021,Nanded,Dharmabad,172,44.0,172.0,0
2021,Nanded,Biloli,122,51.0,122.0,0
2021,Nanded,Naygaon,1070,35.0,1070.0,30
2021,Nanded,Loha,5001,116.0,5001.0,1210
2021,Nanded,Kandhar,4384,403.0,4384.0,730
2021,Nanded,Mukhed,631,89.0,631.0,0
2021,Nanded,Deglur,501,2359.0,501.0,40
2006,Nandurbar,Akkalkuva,1193,104.0,1690.0,461
2006,Nandurbar,Akrani,177,60.0,62.0,34
2006,Nandurbar,Taloda,2420,85.0,1231.0,64
2006,Nandurbar,Shahada,4168,62.0,3610.0,71
2006,Nandurbar,Nandurbar,12271,685.0,10390.0,263
2006,Nandurbar,Navapur,174,290.0,336.0,27
2008,Nandurbar,Akkalkuva,1210,112.0,1851.0,345
2008,Nandurbar,Akrani,241,85.0,110.0,24
2008,Nandurbar,Taloda,2587,121.0,1385.0,49
2008,Nandurbar,Shahada,4406,151.0,3904.0,51
2008,Nandurbar,Nandurbar,12622,891.0,11206.0,224
2008,Nandurbar,Navapur,276,345.0,459.0,19
2009,Nandurbar,Akkalkuva,1240,112.0,1851.0,345
2009,Nandurbar,Akrani,225,80.0,85.0,35
2009,Nandurbar,Taloda,2610,162.0,1508.0,51
2009,Nandurbar,Shahada,4505,195.0,4102.0,53
2009,Nandurbar,Nandurbar,12675,966.0,12109.0,234
2009,Nandurbar,Navapur,289,485.0,501.0,27
2010,Nandurbar,Akkalkuva,1240,112.0,1851.0,345
2010,Nandurbar,Akrani,225,80.0,85.0,35
2010,Nandurbar,Taloda,2610,162.0,1508.0,51
2010,Nandurbar,Shahada,4505,195.0,4102.0,53
2010,Nandurbar,Nandurbar,12675,966.0,12109.0,234
2010,Nandurbar,Navapur,289,485.0,501.0,27
2011,Nandurbar,Akkalkuva,1240,112.0,1851.0,345
2011,Nandurbar,Akrani,225,80.0,85.0,35
2011,Nandurbar,Taloda,2610,162.0,1508.0,51
2011,Nandurbar,Shahada,4505,195.0,4102.0,53
2011,Nandurbar,Nandurbar,12675,966.0,12109.0,234
2011,Nandurbar,Navapur,289,485.0,501.0,27
2012,Nandurbar,Akkalkuva,1240,112.0,1851.0,345
2012,Nandurbar,Akrani,225,80.0,85.0,35
2012,Nandurbar,Taloda,2610,162.0,1508.0,51
2012,Nandurbar,Shahada,4505,195.0,4102.0,53
2012,Nandurbar,Nandurbar,12675,966.0,12109.0,234
2012,Nandurbar,Navapur,289,485.0,501.0,27
2013,Nandurbar,Akkalkuva,1240,112.0,1851.0,345
2013,Nandurbar,Akrani,225,80.0,85.0,35
2013,Nandurbar,Taloda,2610,162.0,1508.0,51
2013,Nandurbar,Shahada,4505,195.0,4102.0,53
2013,Nandurbar,Nandurbar,12675,966.0,12109.0,234
2013,Nandurbar,Navapur,289,485.0,501.0,27
2014,Nandurbar,Akkalkuva,1240,112.0,1851.0,345
2014,Nandurbar,Akrani,225,80.0,85.0,35
2014,Nandurbar,Taloda,2610,162.0,1508.0,51
2014,Nandurbar,Shahada,4505,195.0,4102.0,53
2014,Nandurbar,Nandurbar,12675,966.0,12109.0,234
2014,Nandurbar,Navapur,289,485.0,501.0,27
2015,Nandurbar,Akkalkuva,1240,112.0,1851.0,345
2015,Nandurbar,Akrani,225,80.0,85.0,35
2015,Nandurbar,Taloda,2610,162.0,1508.0,51
2015,Nandurbar,Shahada,4505,195.0,4102.0,53
2015,Nandurbar,Nandurbar,12675,966.0,12109.0,234
2015,Nandurbar,Navapur,289,485.0,501.0,27
2016,Nandurbar,Akkalkuva,1240,112.0,1851.0,345
2016,Nandurbar,Akrani,225,80.0,85.0,35
2016,Nandurbar,Taloda,2610,162.0,1508.0,51
2016,Nandurbar,Shahada,4505,195.0,4102.0,53
2016,Nandurbar,Nandurbar,12675,966.0,12109.0,234
2016,Nandurbar,Navapur,289,485.0,501.0,27
2017,Nandurbar,Akkalkuva,1240,112.0,1851.0,345
2017,Nandurbar,Akrani,225,80.0,85.0,35
2017,Nandurbar,Taloda,2610,162.0,1508.0,51
2017,Nandurbar,Shahada,4505,195.0,4102.0,53
2017,Nandurbar,Nandurbar,12675,966.0,12109.0,234
2017,Nandurbar,Navapur,289,485.0,501.0,27
2018,Nandurbar,Akkalkuva,1240,112.0,1841.0,345
2018,Nandurbar,Akrani,225,80.0,631.0,35
2018,Nandurbar,Taloda,2610,162.0,6110.0,51
2018,Nandurbar,Shahada,4505,195.0,16357.0,53
2018,Nandurbar,Nandurbar,12675,966.0,15638.0,234
2018,Nandurbar,Navapur,289,485.0,10677.0,27
2019,Nandurbar,Akkalkuva,1240,112.0,2027.0,345
2019,Nandurbar,Akrani,225,80.0,629.0,35
2019,Nandurbar,Taloda,2610,162.0,6495.0,51
2019,Nandurbar,Shahada,4505,195.0,16600.0,53
2019,Nandurbar,Nandurbar,12675,966.0,15585.0,234
2019,Nandurbar,Navapur,289,485.0,11341.0,27
2020,Nandurbar,Akkalkuva,2735,142.0,2079.0,514
2020,Nandurbar,Akrani,877,216.0,609.0,52
2020,Nandurbar,Taloda,6891,40.0,6661.0,190
2020,Nandurbar,Shahada,21085,4154.0,16673.0,258
2020,Nandurbar,Nandurbar,16691,465.0,15741.0,485
2020,Nandurbar,Navapur,12241,275.0,11568.0,398
2021,Nandurbar,Akkalkuva,,,,
2021,Nandurbar,Akrani,,,,
2021,Nandurbar,Taloda,,,,
2021,Nandurbar,Shahada,,,,
2021,Nandurbar,Nandurbar,,,,
2021,Nandurbar,Navapur,,,,
2012,Nashik,Surgana,299,0.0,0.0,0
2012,Nashik,Kalwan,9212,21.0,8927.0,1169
2012,Nashik,Devala,1021,0.0,0.0,0
2012,Nashik,Baglan,22691,427.0,16625.0,795
2012,Nashik,Malegaon,13948,1618.0,6078.0,620
2012,Nashik,Nandgaon,7795,2237.0,1470.0,75
2012,Nashik,Chandwad,8932,92.0,8331.0,509
2012,Nashik,Dindori,16684,394.0,12981.0,3310
2012,Nashik,Peth,425,35.0,0.0,777
2012,Nashik,Trimbak,1291,65.0,315.0,90
2012,Nashik,Nashik,12098,5.0,10098.0,1154
2012,Nashik,Igatpuri,1052,226.0,84.0,57
2012,Nashik,Sinner,24493,19.0,195.0,352
2012,Nashik,Nifad,30370,220.0,27605.0,2077
2012,Nashik,Yewala,3560,0.0,3500.0,318
2013,Nashik,Surgana,299,0.0,0.0,0
2013,Nashik,Kalwan,9212,21.0,8927.0,1169
2013,Nashik,Devala,1021,0.0,0.0,0
2013,Nashik,Baglan,22691,427.0,16625.0,795
2013,Nashik,Malegaon,13948,1618.0,6078.0,620
2013,Nashik,Nandgaon,7795,2237.0,1470.0,75
2013,Nashik,Chandwad,8932,92.0,8331.0,509
2013,Nashik,Dindori,16684,394.0,12981.0,3310
2013,Nashik,Peth,425,35.0,0.0,777
2013,Nashik,Trimbak,1291,65.0,315.0,90
2013,Nashik,Nashik,12098,5.0,10098.0,1154
2013,Nashik,Igatpuri,1052,226.0,84.0,57
2013,Nashik,Sinner,24493,19.0,195.0,352
2013,Nashik,Nifad,30370,220.0,27605.0,2077
2013,Nashik,Yewala,3560,0.0,3500.0,318
2014,Nashik,Surgana,0,0.0,0.0,0
2014,Nashik,Kalwan,9897,145.0,8662.0,1090
2014,Nashik,Devala,0,0.0,0.0,0
2014,Nashik,Baglan,18248,310.0,17125.0,813
2014,Nashik,Malegaon,8316,1618.0,6078.0,620
2014,Nashik,Nandgaon,3792,2237.0,1470.0,85
2014,Nashik,Chandwad,26118,0.0,23814.0,2304
2014,Nashik,Dindori,21622,0.0,19065.0,2557
2014,Nashik,Peth,92,0.0,35.0,57
2014,Nashik,Trimbak,517,82.0,350.0,85
2014,Nashik,Nashik,101292,7.0,100115.0,1170
2014,Nashik,Igatpuri,359,220.0,84.0,55
2014,Nashik,Sinner,19976,467.0,19509.0,0
2014,Nashik,Nifad,30607,242.0,30365.0,0
2014,Nashik,Yewala,3823,0.0,3500.0,323
2015,Nashik,Surgana,0,0.0,0.0,0
2015,Nashik,Kalwan,9897,145.0,8662.0,1090
2015,Nashik,Devala,0,0.0,0.0,0
2015,Nashik,Baglan,18248,310.0,17125.0,813
2015,Nashik,Malegaon,8316,1618.0,6078.0,620
2015,Nashik,Nandgaon,3792,2237.0,1470.0,85
2015,Nashik,Chandwad,26118,0.0,23814.0,2304
2015,Nashik,Dindori,21622,0.0,19065.0,2557
2015,Nashik,Peth,92,0.0,35.0,57
2015,Nashik,Trimbak,517,82.0,350.0,85
2015,Nashik,Nashik,101292,7.0,100115.0,1170
2015,Nashik,Igatpuri,359,220.0,84.0,55
2015,Nashik,Sinner,19976,467.0,19509.0,0
2015,Nashik,Nifad,30607,242.0,30365.0,0
2015,Nashik,Yewala,3823,0.0,3500.0,323
2016,Nashik,Surgana,0,0.0,0.0,0
2016,Nashik,Kalwan,9897,145.0,8662.0,1090
2016,Nashik,Devala,0,0.0,0.0,0
2016,Nashik,Baglan,18248,310.0,17125.0,813
2016,Nashik,Malegaon,8316,1618.0,6078.0,620
2016,Nashik,Nandgaon,3792,2237.0,1470.0,85
2016,Nashik,Chandwad,26118,0.0,23814.0,2304
2016,Nashik,Dindori,21622,0.0,19065.0,2557
2016,Nashik,Peth,92,0.0,35.0,57
2016,Nashik,Trimbak,517,82.0,350.0,85
2016,Nashik,Nashik,101292,7.0,100115.0,1170
2016,Nashik,Igatpuri,359,220.0,84.0,55
2016,Nashik,Sinner,19976,467.0,19509.0,0
2016,Nashik,Nifad,30607,242.0,30365.0,0
2016,Nashik,Yewala,3823,0.0,3500.0,323
2017,Nashik,Surgana,0,0.0,0.0,0
2017,Nashik,Kalwan,9897,145.0,8662.0,1090
2017,Nashik,Devala,0,0.0,0.0,0
2017,Nashik,Baglan,18248,310.0,17125.0,813
2017,Nashik,Malegaon,8316,1618.0,6078.0,620
2017,Nashik,Nandgaon,3792,2237.0,1470.0,85
2017,Nashik,Chandwad,26118,0.0,23814.0,2304
2017,Nashik,Dindori,21622,0.0,19065.0,2557
2017,Nashik,Peth,92,0.0,35.0,57
2017,Nashik,Trimbak,517,82.0,350.0,85
2017,Nashik,Nashik,101292,7.0,100115.0,1170
2017,Nashik,Igatpuri,359,220.0,84.0,55
2017,Nashik,Sinner,19976,467.0,19509.0,0
2017,Nashik,Nifad,30607,242.0,30365.0,0
2017,Nashik,Yewala,3823,0.0,3500.0,323
2018,Nashik,Surgana,0,0.0,0.0,0
2018,Nashik,Kalwan,9897,145.0,8662.0,1090
2018,Nashik,Devala,0,0.0,0.0,0
2018,Nashik,Baglan,18248,310.0,17125.0,813
2018,Nashik,Malegaon,8316,1618.0,6078.0,620
2018,Nashik,Nandgaon,3792,2237.0,1470.0,85
2018,Nashik,Chandwad,26118,0.0,23814.0,2304
2018,Nashik,Dindori,21622,0.0,19065.0,2557
2018,Nashik,Peth,92,0.0,35.0,57
2018,Nashik,Trimbak,517,82.0,350.0,85
2018,Nashik,Nashik,101292,7.0,100115.0,1170
2018,Nashik,Igatpuri,359,220.0,84.0,55
2018,Nashik,Sinner,19976,467.0,19509.0,0
2018,Nashik,Nifad,30607,242.0,30365.0,0
2018,Nashik,Yewala,3823,0.0,3500.0,323
2019,Nashik,Surgana,0,0.0,0.0,0
2019,Nashik,Kalwan,9897,145.0,8662.0,1090
2019,Nashik,Devala,0,0.0,0.0,0
2019,Nashik,Baglan,18248,310.0,17125.0,813
2019,Nashik,Malegaon,8316,1618.0,6078.0,620
2019,Nashik,Nandgaon,3792,2237.0,1470.0,85
2019,Nashik,Chandwad,26118,0.0,23814.0,2304
2019,Nashik,Dindori,21622,0.0,19065.0,2557
2019,Nashik,Peth,92,0.0,35.0,57
2019,Nashik,Trimbak,517,82.0,350.0,85
2019,Nashik,Nashik,101292,7.0,100115.0,1170
2019,Nashik,Igatpuri,359,220.0,84.0,55
2019,Nashik,Sinner,19976,467.0,19509.0,0
2019,Nashik,Nifad,30607,242.0,30365.0,0
2019,Nashik,Yewala,3823,0.0,3500.0,323
2020,Nashik,Surgana,0,0.0,2741.0,0
2020,Nashik,Kalwan,9897,145.0,14373.0,1090
2020,Nashik,Devala,0,0.0,14352.0,0
2020,Nashik,Baglan,18248,310.0,34606.0,813
2020,Nashik,Malegaon,8316,1618.0,41637.0,620
2020,Nashik,Nandgaon,3792,2237.0,18938.0,85
2020,Nashik,Chandwad,26118,0.0,27124.0,2304
2020,Nashik,Dindori,21622,0.0,20244.0,2557
2020,Nashik,Peth,92,0.0,7604.0,57
2020,Nashik,Trimbak,517,82.0,2722.0,85
2020,Nashik,Nashik,101292,7.0,21256.0,1170
2020,Nashik,Igatpuri,359,220.0,8586.0,55
2020,Nashik,Sinner,19976,467.0,40702.0,0
2020,Nashik,Nifad,30607,242.0,35306.0,0
2020,Nashik,Yewala,3823,0.0,30599.0,323
2021,Nashik,Surgana,0,0.0,2513.0,0
2021,Nashik,Kalwan,9897,145.0,15068.0,1090
2021,Nashik,Devala,0,0.0,14523.0,0
2021,Nashik,Baglan,18248,310.0,35652.0,813
2021,Nashik,Malegaon,8316,1618.0,42589.0,620
2021,Nashik,Nandgaon,3792,2237.0,20076.0,85
2021,Nashik,Chandwad,26118,0.0,28369.0,2304
2021,Nashik,Dindori,21622,0.0,15961.0,2557
2021,Nashik,Peth,92,0.0,7275.0,57
2021,Nashik,Trimbak,517,82.0,3183.0,85
2021,Nashik,Nashik,101292,7.0,23685.0,1170
2021,Nashik,Igatpuri,359,220.0,8107.0,55
2021,Nashik,Sinner,19976,467.0,33577.0,0
2021,Nashik,Nifad,30607,242.0,42526.0,0
2021,Nashik,Yewala,3823,0.0,31377.0,323
2012,Dharashiv,Paranda,684,151.0,62.0,471
2012,Dharashiv,Bhum,502,10.0,70.0,422
2012,Dharashiv,Washi,253,175.0,76.0,2
2012,Dharashiv,Kalamb,962,31.0,143.0,788
2012,Dharashiv,Dharashiv,631,89.0,128.0,414
2012,Dharashiv,Tuljapur,632,260.0,93.0,279
2012,Dharashiv,Lohara,186,43.0,75.0,68
2012,Dharashiv,Umaraga,563,83.0,152.0,328
2013,Dharashiv,Paranda,880,201.0,208.0,471
2013,Dharashiv,Bhum,549,17.0,110.0,422
2013,Dharashiv,Washi,253,175.0,76.0,2
2013,Dharashiv,Kalamb,1048,57.0,203.0,788
2013,Dharashiv,Dharashiv,1229,189.0,626.0,414
2013,Dharashiv,Tuljapur,703,281.0,143.0,279
2013,Dharashiv,Lohara,343,83.0,192.0,68
2013,Dharashiv,Umaraga,642,103.0,211.0,328
2014,Dharashiv,Paranda,880,201.0,208.0,471
2014,Dharashiv,Bhum,549,17.0,110.0,422
2014,Dharashiv,Washi,253,175.0,76.0,2
2014,Dharashiv,Kalamb,1048,57.0,203.0,788
2014,Dharashiv,Dharashiv,1229,189.0,626.0,414
2014,Dharashiv,Tuljapur,703,281.0,143.0,279
2014,Dharashiv,Lohara,343,83.0,192.0,68
2014,Dharashiv,Umaraga,642,103.0,211.0,328
2015,Dharashiv,Paranda,3344,13.0,4133.0,89
2015,Dharashiv,Bhum,4325,492.0,3857.0,1600
2015,Dharashiv,Washi,4846,45.0,5585.0,606
2015,Dharashiv,Kalamb,2300,625.0,3000.0,301
2015,Dharashiv,Dharashiv,9774,277.0,3215.0,120
