Year,District,Taluka,Total Irrigation Wells,Wells In Use With Diesel Pump,Wells In Use With Electric Pump,Irrigation Wells Not in Use
2015,Bhandara,Lakhani,2514,61.0,1651.0,62
2015,Bhandara,Pavani,4500,765.0,4059.0,371
2015,Bhandara,Lakhandur,3157,55.0,1815.0,689
2016,Bhandara,Tumsar,4552,48.0,270.0,189
2016,Bhandara,Mohadi,2627,168.0,1898.0,1017
2016,Bhandara,Bhandara,2732,312.0,861.0,179
2016,Bhandara,Sakoli,2402,574.0,1828.0,177
2016,Bhandara,Lakhani,2191,406.0,2055.0,72
2016,Bhandara,Pavani,3091,878.0,2551.0,137
2016,Bhandara,Lakhandur,4573,0.0,4588.0,210
2017,Bhandara,Tumsar,4552,48.0,270.0,189
2017,Bhandara,Mohadi,2627,168.0,1898.0,1017
2017,Bhandara,Bhandara,2732,312.0,861.0,179
2017,Bhandara,Sakoli,2402,574.0,1828.0,177
2017,Bhandara,Lakhani,2191,406.0,2055.0,72
2017,Bhandara,Pavani,3091,878.0,2551.0,137
2017,Bhandara,Lakhandur,4573,0.0,4588.0,210
2018,Bhandara,Tumsar,4552,48.0,270.0,189
2018,Bhandara,Mohadi,2627,168.0,1898.0,1017
2018,Bhandara,Bhandara,2732,312.0,861.0,179
2018,Bhandara,Sakoli,2402,574.0,1828.0,177
2018,Bhandara,Lakhani,2191,406.0,2055.0,72
2018,Bhandara,Pavani,3091,878.0,2551.0,137
2018,Bhandara,Lakhandur,4573,0.0,4588.0,210
2019,Bhandara,Tumsar,4552,48.0,270.0,189
2019,Bhandara,Mohadi,2627,168.0,1898.0,1017
2019,Bhandara,Bhandara,2732,312.0,861.0,179
2019,Bhandara,Sakoli,2402,574.0,1828.0,177
2019,Bhandara,Lakhani,2191,406.0,2055.0,72
2019,Bhandara,Pavani,3091,878.0,2551.0,137
2019,Bhandara,Lakhandur,4573,0.0,4588.0,210
2020,Bhandara,Tumsar,3314,419.0,2554.0,341
2020,Bhandara,Mohadi,2582,256.0,2086.0,204
2020,Bhandara,Bhandara,4046,0.0,1735.0,947
2020,Bhandara,Sakoli,5211,0.0,5092.0,119
2020,Bhandara,Lakhani,3736,375.0,3763.0,15
2020,Bhandara,Pavani,6925,837.0,3782.0,208
2020,Bhandara,Lakhandur,5636,143.0,5125.0,391
2021,Bhandara,Tumsar,3314,419.0,2554.0,341
2021,Bhandara,Mohadi,2917,187.0,2421.0,456
2021,Bhandara,Bhandara,4046,0.0,1802.0,866
2021,Bhandara,Sakoli,5211,0.0,5092.0,119
2021,Bhandara,Lakhani,5378,250.0,5185.0,61
2021,Bhandara,Pavani,6925,837.0,3782.0,208
2021,Bhandara,Lakhandur,5636,143.0,5125.0,391
2013,Buldhana,Jalgaon Jamod,1860,0.0,22.0,0
2013,Buldhana,Sangrampur,185,0.0,162.0,72
2013,Buldhana,Shegaon,0,4.0,1885.0,896
2013,Buldhana,Nandura,870,15.0,1435.0,1455
2013,Buldhana,Malkapur,2321,0.0,2321.0,1600
2013,Buldhana,Motala,30,45.0,8027.0,1023
2013,Buldhana,Khamgaon,125,15.0,4925.0,1320
2013,Buldhana,Mehkar,32,304.0,21030.0,260
2013,Buldhana,Chikhali,5690,85.0,5409.0,775
2013,Buldhana,Buldhana,0,13.0,8144.0,1065
2013,Buldhana,Deulgaon Raja,1050,1510.0,1490.0,216
2013,Buldhana,Sindkhed Raja,1320,14.0,1720.0,390
2013,Buldhana,Lonar,637,253.0,4880.0,975
2014,Buldhana,Jalgaon Jamod,3057,613.0,2260.0,184
2014,Buldhana,Sangrampur,1588,51.0,845.0,692
2014,Buldhana,Shegaon,1918,85.0,1450.0,383
2014,Buldhana,Nandura,3024,539.0,2427.0,58
2014,Buldhana,Malkapur,2596,673.0,1833.0,90
2014,Buldhana,Motala,3962,5.0,3510.0,447
2014,Buldhana,Khamgaon,7130,38.0,6907.0,185
2014,Buldhana,Mehkar,1991,149.0,1798.0,44
2014,Buldhana,Chikhali,6687,53.0,5841.0,793
2014,Buldhana,Buldhana,3401,0.0,3401.0,0
2014,Buldhana,Deulgaon Raja,3171,20.0,3151.0,0
2014,Buldhana,Sindkhed Raja,5451,4.0,5436.0,11
2014,Buldhana,Lonar,9355,5.0,7843.0,1507
2015,Buldhana,Jalgaon Jamod,3180,613.0,2260.0,184
2015,Buldhana,Sangrampur,1588,51.0,845.0,692
2015,Buldhana,Shegaon,1939,85.0,1450.0,383
2015,Buldhana,Nandura,3030,539.0,2427.0,58
2015,Buldhana,Malkapur,2596,673.0,1833.0,90
2015,Buldhana,Motala,3962,5.0,3510.0,447
2015,Buldhana,Khamgaon,7136,38.0,6907.0,185
2015,Buldhana,Mehkar,2204,149.0,1798.0,44
2015,Buldhana,Chikhali,6703,53.0,5841.0,793
2015,Buldhana,Buldhana,3401,0.0,3401.0,0
2015,Buldhana,Deulgaon Raja,3171,20.0,3151.0,0
2015,Buldhana,Sindkhed Raja,5451,4.0,5436.0,11
2015,Buldhana,Lonar,9355,5.0,7843.0,1507
2016,Buldhana,Jalgaon Jamod,2001,0.0,1841.0,160
2016,Buldhana,Sangrampur,689,48.0,440.0,207
2016,Buldhana,Shegaon,813,52.0,768.0,412
2016,Buldhana,Nandura,3735,0.0,2995.0,740
2016,Buldhana,Malkapur,5249,71.0,3245.0,1910
2016,Buldhana,Motala,9193,38.0,7597.0,1394
2016,Buldhana,Khamgaon,6350,10.0,3920.0,1412
2016,Buldhana,Mehkar,4906,26.0,4318.0,1223
2016,Buldhana,Chikhali,6050,215.0,5690.0,1052
2016,Buldhana,Buldhana,7467,8.0,7192.0,267
2016,Buldhana,Deulgaon Raja,1714,0.0,1645.0,386
2016,Buldhana,Sindkhed Raja,4996,160.0,4450.0,386
2016,Buldhana,Lonar,6108,360.0,5203.0,545
2017,Buldhana,Jalgaon Jamod,10551,5.0,9029.0,1517
2017,Buldhana,Sangrampur,925,65.0,655.0,205
2017,Buldhana,Shegaon,2271,62.0,1299.0,910
2017,Buldhana,Nandura,4600,0.0,3858.0,742
2017,Buldhana,Malkapur,8195,13.0,5967.0,2215
2017,Buldhana,Motala,10614,40.0,9169.0,1405
2017,Buldhana,Khamgaon,7765,10.0,6340.0,1415
2017,Buldhana,Mehkar,6129,26.0,4880.0,1223
2017,Buldhana,Chikhali,13202,230.0,11920.0,1052
2017,Buldhana,Buldhana,7734,8.0,7459.0,267
2017,Buldhana,Deulgaon Raja,4071,0.0,3759.0,312
2017,Buldhana,Sindkhed Raja,8861,160.0,7840.0,861
2017,Buldhana,Lonar,9031,222.0,8153.0,656
2018,Buldhana,Jalgaon Jamod,10596,7.0,9072.0,1517
2018,Buldhana,Sangrampur,1523,70.0,886.0,567
2018,Buldhana,Shegaon,2318,1180.0,228.0,910
2018,Buldhana,Nandura,9966,0.0,8896.0,1070
2018,Buldhana,Malkapur,7904,0.0,6271.0,1633
2018,Buldhana,Motala,10707,40.0,9167.0,1500
2018,Buldhana,Khamgaon,6626,10.0,6340.0,276
2018,Buldhana,Mehkar,6129,26.0,4880.0,1223
2018,Buldhana,Chikhali,14355,230.0,12070.0,2055
2018,Buldhana,Buldhana,8732,8.0,7489.0,1235
2018,Buldhana,Deulgaon Raja,4145,0.0,3759.0,386
2018,Buldhana,Sindkhed Raja,10224,16.0,9470.0,738
2018,Buldhana,Lonar,8754,158.0,7936.0,660
2019,Buldhana,Jalgaon Jamod,7895,7.0,6434.0,1217
2019,Buldhana,Sangrampur,871,0.0,1741.0,415
2019,Buldhana,Shegaon,2250,125.0,1310.0,810
2019,Buldhana,Nandura,9965,0.0,4070.0,1058
2019,Buldhana,Malkapur,7510,2.0,1299.0,1102
2019,Buldhana,Motala,10722,38.0,7630.0,1405
2019,Buldhana,Khamgaon,7765,10.0,3920.0,1415
2019,Buldhana,Mehkar,6129,26.0,4318.0,1223
2019,Buldhana,Chikhali,13360,230.0,5096.0,1060
2019,Buldhana,Buldhana,7832,5.0,7702.0,267
2019,Buldhana,Deulgaon Raja,8331,0.0,7889.0,312
2019,Buldhana,Sindkhed Raja,10347,160.0,8476.0,861
2019,Buldhana,Lonar,8064,259.0,6193.0,643
2020,Buldhana,Jalgaon Jamod,7895,7.0,6434.0,1217
2020,Buldhana,Sangrampur,871,0.0,1741.0,415
2020,Buldhana,Shegaon,2250,125.0,1310.0,810
2020,Buldhana,Nandura,9965,0.0,4070.0,1058
2020,Buldhana,Malkapur,7510,2.0,1299.0,1102
2020,Buldhana,Motala,10722,38.0,7630.0,1405
2020,Buldhana,Khamgaon,7765,10.0,3920.0,1415
2020,Buldhana,Mehkar,6129,26.0,4318.0,1223
2020,Buldhana,Chikhali,13360,230.0,5096.0,1060
2020,Buldhana,Buldhana,7832,5.0,7702.0,267
2020,Buldhana,Deulgaon Raja,8331,0.0,7889.0,312
2020,Buldhana,Sindkhed Raja,10347,160.0,8476.0,861
2020,Buldhana,Lonar,8064,259.0,6193.0,643
2021,Buldhana,Jalgaon Jamod,7895,7.0,6434.0,1217
2021,Buldhana,Sangrampur,871,0.0,1741.0,415
2021,Buldhana,Shegaon,2250,125.0,1310.0,810
2021,Buldhana,Nandura,9965,0.0,4070.0,1058
2021,Buldhana,Malkapur,7510,2.0,1299.0,1102
2021,Buldhana,Motala,10722,38.0,7630.0,1405
2021,Buldhana,Khamgaon,7765,10.0,3920.0,1415
2021,Buldhana,Mehkar,6129,26.0,4318.0,1223
2021,Buldhana,Chikhali,13360,230.0,5096.0,1060
2021,Buldhana,Buldhana,7832,5.0,7702.0,267
2021,Buldhana,Deulgaon Raja,8331,0.0,7889.0,312
2021,Buldhana,Sindkhed Raja,10347,160.0,8476.0,861
2021,Buldhana,Lonar,8064,259.0,6193.0,643
2012,Chandrapur,Varora,6311,518.0,5201.0,592
2012,Chandrapur,Chimur,4825,491.0,4012.0,322
2012,Chandrapur,Nagbhid,3129,277.0,2654.0,198
2012,Chandrapur,Bramhapuri,3456,399.0,2910.0,147
2012,Chandrapur,Savali,1355,261.0,985.0,109
2012,Chandrapur,Sindevahi,3010,467.0,2514.0,29
2012,Chandrapur,Bhadravati,2486,461.0,1945.0,80
2012,Chandrapur,Chandrapur,2347,327.0,1990.0,30
2012,Chandrapur,Mul,2011,321.0,1581.0,109
2012,Chandrapur,Ponbhurna,1329,213.0,1075.0,41
2012,Chandrapur,Ballarpur,1841,210.0,1296.0,335
2012,Chandrapur,Korpana,5146,527.0,4573.0,46
2012,Chandrapur,Rajura,5046,476.0,4467.0,103
2012,Chandrapur,Gondpipari,2201,481.0,1712.0,8
2012,Chandrapur,Jivati,345,32.0,267.0,46
2013,Chandrapur,Varora,6313,519.0,5203.0,591
2013,Chandrapur,Chimur,4828,492.0,4015.0,321
2013,Chandrapur,Nagbhid,3129,277.0,2654.0,198
2013,Chandrapur,Bramhapuri,3457,400.0,2911.0,146
2013,Chandrapur,Savali,1356,261.0,986.0,109
2013,Chandrapur,Sindevahi,3011,468.0,2515.0,28
2013,Chandrapur,Bhadravati,2487,463.0,1946.0,78
2013,Chandrapur,Chandrapur,2350,329.0,1991.0,30
2013,Chandrapur,Mul,2017,325.0,1583.0,109
2013,Chandrapur,Ponbhurna,1333,215.0,1076.0,42
2013,Chandrapur,Ballarpur,1845,213.0,1297.0,335
2013,Chandrapur,Korpana,5148,528.0,4574.0,46
2013,Chandrapur,Rajura,5044,476.0,4467.0,101
2013,Chandrapur,Gondpipari,2202,481.0,1713.0,8
2013,Chandrapur,Jivati,348,35.0,268.0,45
2014,Chandrapur,Varora,6307,525.0,5218.0,564
2014,Chandrapur,Chimur,4820,504.0,4024.0,292
2014,Chandrapur,Nagbhid,3107,282.0,2655.0,170
2014,Chandrapur,Bramhapuri,3479,420.0,2929.0,130
2014,Chandrapur,Savali,1373,274.0,1001.0,98
2014,Chandrapur,Sindevahi,3008,470.0,2520.0,18
2014,Chandrapur,Bhadravati,2507,469.0,1976.0,62
2014,Chandrapur,Chandrapur,2370,340.0,2007.0,23
2014,Chandrapur,Mul,2025,339.0,1594.0,92
2014,Chandrapur,Ponbhurna,1340,220.0,1086.0,34
2014,Chandrapur,Ballarpur,1850,218.0,1312.0,320
2014,Chandrapur,Korpana,5160,530.0,4594.0,36
2014,Chandrapur,Rajura,5050,484.0,4476.0,90
2014,Chandrapur,Gondpipari,2230,490.0,1734.0,6
2014,Chandrapur,Jivati,350,41.0,268.0,41
2015,Chandrapur,Varora,6306,525.0,5220.0,561
2015,Chandrapur,Chimur,4811,496.0,4031.0,284
2015,Chandrapur,Nagbhid,3115,289.0,2662.0,164
2015,Chandrapur,Bramhapuri,3483,416.0,2941.0,126
2015,Chandrapur,Savali,1386,278.0,1014.0,94
2015,Chandrapur,Sindevahi,3015,462.0,2535.0,18
2015,Chandrapur,Bhadravati,2517,474.0,1985.0,58
2015,Chandrapur,Chandrapur,2377,336.0,2021.0,20
2015,Chandrapur,Mul,2032,343.0,1605.0,84
2015,Chandrapur,Ponbhurna,1353,231.0,1092.0,30
2015,Chandrapur,Ballarpur,1820,218.0,1318.0,284
2015,Chandrapur,Korpana,5188,536.0,4614.0,38
2015,Chandrapur,Rajura,5045,486.0,4484.0,75
2015,Chandrapur,Gondpipari,2242,496.0,1739.0,7
2015,Chandrapur,Jivati,352,36.0,275.0,41
2016,Chandrapur,Varora,3456,1078.0,1077.0,290
2016,Chandrapur,Chimur,2006,76.0,1015.0,448
2016,Chandrapur,Nagbhid,2531,676.0,1170.0,66
2016,Chandrapur,Bramhapuri,3255,397.0,1838.0,68
2016,Chandrapur,Savali,437,1484.0,97.0,43
2016,Chandrapur,Sindevahi,1363,0.0,159.0,28
2016,Chandrapur,Bhadravati,1165,650.0,398.0,92
2016,Chandrapur,Chandrapur,1683,385.0,302.0,290
2016,Chandrapur,Mul,924,322.0,739.0,111
2016,Chandrapur,Ponbhurna,1239,595.0,320.0,88
2016,Chandrapur,Ballarpur,803,122.0,217.0,21
2016,Chandrapur,Korpana,965,402.0,563.0,17
2016,Chandrapur,Rajura,779,520.0,244.0,0
2016,Chandrapur,Gondpipari,697,52.0,0.0,31
2016,Chandrapur,Jivati,0,402.0,155.0,0
2017,Chandrapur,Varora,0,0.0,0.0,0
2017,Chandrapur,Chimur,1250,76.0,1015.0,8
2017,Chandrapur,Nagbhid,2531,676.0,1170.0,66
2017,Chandrapur,Bramhapuri,3965,412.0,3010.0,459
2017,Chandrapur,Savali,437,1884.0,97.0,43
2017,Chandrapur,Sindevahi,1457,648.0,1483.0,94
2017,Chandrapur,Bhadravati,1260,660.0,598.0,126
2017,Chandrapur,Chandrapur,1695,387.0,305.0,291
2017,Chandrapur,Mul,1400,465.0,822.0,94
2017,Chandrapur,Ponbhurna,1305,606.0,325.0,88
2017,Chandrapur,Ballarpur,803,122.0,217.0,21
2017,Chandrapur,Korpana,965,402.0,563.0,17
2017,Chandrapur,Rajura,779,520.0,244.0,0
2017,Chandrapur,Gondpipari,597,48.0,0.0,27
2017,Chandrapur,Jivati,0,402.0,155.0,0
2018,Chandrapur,Varora,0,1078.0,1539.0,287
2018,Chandrapur,Chimur,1281,5.0,3039.0,8
2018,Chandrapur,Nagbhid,2610,676.0,3791.0,53
2018,Chandrapur,Bramhapuri,3620,430.0,5291.0,23
2018,Chandrapur,Savali,437,1884.0,1638.0,43
2018,Chandrapur,Sindevahi,1475,648.0,3674.0,28
2018,Chandrapur,Bhadravati,1260,660.0,4393.0,126
2018,Chandrapur,Chandrapur,2408,402.0,2634.0,297
2018,Chandrapur,Mul,1430,485.0,2186.0,91
2018,Chandrapur,Ponbhurna,1775,650.0,3355.0,88
2018,Chandrapur,Ballarpur,868,128.0,4657.0,21
2018,Chandrapur,Korpana,661,365.0,8011.0,12
2018,Chandrapur,Rajura,788,61.0,1887.0,67
2018,Chandrapur,Gondpipari,0,916.0,512.0,0
2018,Chandrapur,Jivati,0,376.0,5468.0,0
2019,Chandrapur,Varora,0,1078.0,8165.0,287
2019,Chandrapur,Chimur,1281,5.0,5791.0,8
2019,Chandrapur,Nagbhid,2610,676.0,3838.0,53
2019,Chandrapur,Bramhapuri,3620,430.0,5374.0,23
2019,Chandrapur,Savali,437,1884.0,1686.0,43
2019,Chandrapur,Sindevahi,1475,648.0,3717.0,28
2019,Chandrapur,Bhadravati,1260,660.0,3369.0,126
2019,Chandrapur,Chandrapur,2408,402.0,2679.0,297
2019,Chandrapur,Mul,1430,485.0,2278.0,91
2019,Chandrapur,Ponbhurna,1775,650.0,1936.0,88
2019,Chandrapur,Ballarpur,868,128.0,1565.0,21
2019,Chandrapur,Korpana,661,365.0,4683.0,12
2019,Chandrapur,Rajura,788,61.0,4433.0,67
2019,Chandrapur,Gondpipari,0,916.0,3069.0,0
2019,Chandrapur,Jivati,0,376.0,540.0,0
2020,Chandrapur,Varora,0,1078.0,8567.0,287
2020,Chandrapur,Chimur,1281,5.0,5998.0,8
2020,Chandrapur,Nagbhid,2610,676.0,4033.0,53
2020,Chandrapur,Bramhapuri,3620,430.0,5657.0,23
2020,Chandrapur,Savali,437,1884.0,1800.0,43
2020,Chandrapur,Sindevahi,1475,648.0,3980.0,28
2020,Chandrapur,Bhadravati,1260,660.0,3493.0,126
2020,Chandrapur,Chandrapur,2408,402.0,2741.0,297
2020,Chandrapur,Mul,1430,485.0,2325.0,91
2020,Chandrapur,Ponbhurna,1775,650.0,2063.0,88
2020,Chandrapur,Ballarpur,868,128.0,1615.0,21
2020,Chandrapur,Korpana,661,365.0,4840.0,12
2020,Chandrapur,Rajura,788,61.0,4633.0,67
2020,Chandrapur,Gondpipari,0,916.0,3325.0,0
2020,Chandrapur,Jivati,0,376.0,641.0,0
2021,Chandrapur,Varora,2155,410.0,8788.0,200
2021,Chandrapur,Chimur,1827,91.0,6100.0,8
2021,Chandrapur,Nagbhid,2097,660.0,4204.0,53
2021,Chandrapur,Bramhapuri,2208,1078.0,5966.0,20
2021,Chandrapur,Savali,1436,10.0,1846.0,43
2021,Chandrapur,Sindevahi,1448,1884.0,4319.0,25
2021,Chandrapur,Bhadravati,1586,542.0,3535.0,126
2021,Chandrapur,Chandrapur,1257,230.0,2833.0,299
2021,Chandrapur,Mul,1820,770.0,2406.0,91
2021,Chandrapur,Ponbhurna,2583,485.0,2248.0,54
2021,Chandrapur,Ballarpur,645,745.0,1625.0,35
2021,Chandrapur,Korpana,863,785.0,4971.0,12
2021,Chandrapur,Rajura,1344,365.0,4700.0,47
2021,Chandrapur,Gondpipari,1247,376.0,3370.0,0
2021,Chandrapur,Jivati,256,42.0,700.0,0
2012,Dhule,Shirpur,5535,11.0,5179.0,939
2012,Dhule,Shindkheda,5280,0.0,2151.0,680
2012,Dhule,Sakri,2143,700.0,1738.0,271
2012,Dhule,Dhule,4519,0.0,1875.0,0
2013,Dhule,Shirpur,5535,11.0,5179.0,939
2013,Dhule,Shindkheda,5280,0.0,2151.0,680
2013,Dhule,Sakri,2143,700.0,1738.0,271
2013,Dhule,Dhule,4519,0.0,1875.0,0
2014,Dhule,Shirpur,5535,11.0,5179.0,939
2014,Dhule,Shindkheda,5280,0.0,2151.0,680
2014,Dhule,Sakri,2143,700.0,1738.0,271
2014,Dhule,Dhule,4519,0.0,1875.0,0
2015,Dhule,Shirpur,5535,11.0,5179.0,939
2015,Dhule,Shindkheda,5280,0.0,2151.0,680
2015,Dhule,Sakri,2143,700.0,1738.0,271
2015,Dhule,Dhule,4519,0.0,1875.0,0
2016,Dhule,Shirpur,5535,11.0,5179.0,939
2016,Dhule,Shindkheda,5280,0.0,2151.0,680
2016,Dhule,Sakri,2143,700.0,1738.0,271
2016,Dhule,Dhule,4519,0.0,1875.0,0
2017,Dhule,Shirpur,5535,11.0,5179.0,939
2017,Dhule,Shindkheda,5280,0.0,2151.0,680
2017,Dhule,Sakri,2143,700.0,1738.0,271
2017,Dhule,Dhule,4519,0.0,1875.0,0
2018,Dhule,Shirpur,5535,11.0,5179.0,939
2018,Dhule,Shindkheda,5280,0.0,2151.0,680
2018,Dhule,Sakri,2143,700.0,1738.0,271
2018,Dhule,Dhule,4519,0.0,1875.0,0
2019,Dhule,Shirpur,5535,11.0,5179.0,939
2019,Dhule,Shindkheda,5280,0.0,2151.0,680
2019,Dhule,Sakri,2143,700.0,1738.0,271
2019,Dhule,Dhule,4519,0.0,1875.0,0
2020,Dhule,Shirpur,14743,3252.0,11038.0,453
2020,Dhule,Shindkheda,18659,23.0,17937.0,699
2020,Dhule,Sakri,21845,247.0,20114.0,1484
2020,Dhule,Dhule,34770,24.0,33460.0,1286
2021,Dhule,Shirpur,14743,3252.0,11038.0,453
2021,Dhule,Shindkheda,18659,23.0,17937.0,699
2021,Dhule,Sakri,21845,247.0,20114.0,1484
2021,Dhule,Dhule,34770,24.0,33460.0,1286
2012,Gadchiroli,Desaiganj,239,110.0,,43
2012,Gadchiroli,Aarmori,770,150.0,,211
2012,Gadchiroli,Kurkheda,1353,330.0,,110
2012,Gadchiroli,Korachi,413,122.0,,27
2012,Gadchiroli,Dhanora,847,29.0,,160
2012,Gadchiroli,Gadchiroli,983,285.0,,131
2012,Gadchiroli,Chomoshi,602,309.0,,181
2012,Gadchiroli,Mulchera,1140,25.0,,10
2012,Gadchiroli,Etapalli,465,25.0,,39
2012,Gadchiroli,Bhamragad,256,53.0,,51
2012,Gadchiroli,Aheri,216,155.0,,45
2012,Gadchiroli,Sironcha,161,26.0,,67
2013,Gadchiroli,Desaiganj,673,281.0,625.0,61
2013,Gadchiroli,Aarmori,1813,510.0,345.0,117
2013,Gadchiroli,Kurkheda,2438,960.0,1015.0,125
2013,Gadchiroli,Korachi,479,62.0,19.0,20
2013,Gadchiroli,Dhanora,2554,896.0,210.0,174
2013,Gadchiroli,Gadchiroli,1515,134.0,47.0,353
2013,Gadchiroli,Chomoshi,1941,808.0,295.0,98
2013,Gadchiroli,Mulchera,265,444.0,51.0,15
2013,Gadchiroli,Etapalli,515,130.0,59.0,102
2013,Gadchiroli,Bhamragad,248,359.0,4.0,0
2013,Gadchiroli,Aheri,405,393.0,94.0,25
2013,Gadchiroli,Sironcha,1190,332.0,993.0,75
2014,Gadchiroli,Desaiganj,673,81.0,125.0,61
2014,Gadchiroli,Aarmori,1813,250.0,100.0,123
2014,Gadchiroli,Kurkheda,2438,920.0,737.0,125
2014,Gadchiroli,Korachi,523,0.0,44.0,38
2014,Gadchiroli,Dhanora,2554,718.0,136.0,140
2014,Gadchiroli,Gadchiroli,1694,306.0,255.0,140
2014,Gadchiroli,Chomoshi,1960,450.0,160.0,98
2014,Gadchiroli,Mulchera,265,396.0,51.0,15
2014,Gadchiroli,Etapalli,540,118.0,40.0,102
2014,Gadchiroli,Bhamragad,270,191.0,4.0,25
2014,Gadchiroli,Aheri,405,175.0,70.0,25
2014,Gadchiroli,Sironcha,1210,278.0,935.0,75
2015,Gadchiroli,Desaiganj,546,201.0,219.0,97
2015,Gadchiroli,Aarmori,1793,610.0,705.0,158
2015,Gadchiroli,Kurkheda,2387,920.0,737.0,125
2015,Gadchiroli,Korachi,523,0.0,47.0,38
2015,Gadchiroli,Dhanora,2554,718.0,136.0,173
2015,Gadchiroli,Gadchiroli,1745,325.0,263.0,140
2015,Gadchiroli,Chomoshi,1972,527.0,423.0,140
2015,Gadchiroli,Mulchera,265,396.0,51.0,15
2015,Gadchiroli,Etapalli,545,118.0,40.0,102
2015,Gadchiroli,Bhamragad,284,300.0,4.0,9
2015,Gadchiroli,Aheri,396,255.0,12.0,107
2015,Gadchiroli,Sironcha,1195,265.0,925.0,76
2016,Gadchiroli,Desaiganj,546,201.0,219.0,97
2016,Gadchiroli,Aarmori,1793,610.0,705.0,158
2016,Gadchiroli,Kurkheda,2387,920.0,737.0,125
2016,Gadchiroli,Korachi,523,0.0,47.0,38
2016,Gadchiroli,Dhanora,2554,718.0,136.0,173
2016,Gadchiroli,Gadchiroli,1745,325.0,263.0,140
2016,Gadchiroli,Chomoshi,1972,527.0,423.0,140
2016,Gadchiroli,Mulchera,265,396.0,51.0,15
2016,Gadchiroli,Etapalli,545,118.0,40.0,102
2016,Gadchiroli,Bhamragad,284,300.0,4.0,9
2016,Gadchiroli,Aheri,396,255.0,12.0,107
2016,Gadchiroli,Sironcha,1195,265.0,925.0,76
2017,Gadchiroli,Desaiganj,710,150.0,366.0,103
2017,Gadchiroli,Aarmori,1865,295.0,729.0,195
2017,Gadchiroli,Kurkheda,1553,102.0,93.0,270
2017,Gadchiroli,Korachi,497,0.0,47.0,54
2017,Gadchiroli,Dhanora,954,560.0,250.0,144
2017,Gadchiroli,Gadchiroli,3508,420.0,603.0,140
2017,Gadchiroli,Chomoshi,2055,603.0,445.0,307
2017,Gadchiroli,Mulchera,280,396.0,51.0,15
2017,Gadchiroli,Etapalli,588,198.0,48.0,105
2017,Gadchiroli,Bhamragad,328,0.0,4.0,0
2017,Gadchiroli,Aheri,396,826.0,32.0,107
2017,Gadchiroli,Sironcha,1196,265.0,930.0,114
2018,Gadchiroli,Desaiganj,1205,150.0,2446.0,92
2018,Gadchiroli,Aarmori,1530,295.0,2518.0,0
2018,Gadchiroli,Kurkheda,1620,102.0,3276.0,270
2018,Gadchiroli,Korachi,1048,0.0,311.0,58
2018,Gadchiroli,Dhanora,1003,560.0,970.0,144
2018,Gadchiroli,Gadchiroli,1304,420.0,1849.0,310
2018,Gadchiroli,Chomoshi,1607,603.0,4304.0,307
2018,Gadchiroli,Mulchera,1154,396.0,704.0,0
2018,Gadchiroli,Etapalli,992,198.0,269.0,105
2018,Gadchiroli,Bhamragad,738,0.0,94.0,0
2018,Gadchiroli,Aheri,1295,826.0,548.0,194
2018,Gadchiroli,Sironcha,1241,265.0,2315.0,114
2019,Gadchiroli,Desaiganj,1205,150.0,2559.0,103
2019,Gadchiroli,Aarmori,1530,895.0,2587.0,195
2019,Gadchiroli,Kurkheda,1620,79.0,3429.0,270
2019,Gadchiroli,Korachi,1048,19.0,345.0,56
2019,Gadchiroli,Dhanora,1003,560.0,974.0,144
2019,Gadchiroli,Gadchiroli,1304,430.0,1866.0,90
2019,Gadchiroli,Chomoshi,1607,630.0,4540.0,307
2019,Gadchiroli,Mulchera,1154,412.0,725.0,0
2019,Gadchiroli,Etapalli,992,198.0,271.0,105
2019,Gadchiroli,Bhamragad,738,0.0,94.0,0
2019,Gadchiroli,Aheri,1295,905.0,614.0,194
2019,Gadchiroli,Sironcha,1241,265.0,2359.0,114
2020,Gadchiroli,Desaiganj,1205,210.0,2623.0,88
2020,Gadchiroli,Aarmori,1530,895.0,2637.0,195
2020,Gadchiroli,Kurkheda,1620,79.0,3439.0,270
2020,Gadchiroli,Korachi,1048,19.0,345.0,56
2020,Gadchiroli,Dhanora,1003,450.0,981.0,46
2020,Gadchiroli,Gadchiroli,1304,430.0,1908.0,90
2020,Gadchiroli,Chomoshi,1607,630.0,4564.0,307
2020,Gadchiroli,Mulchera,1154,498.0,745.0,0
2020,Gadchiroli,Etapalli,992,198.0,272.0,105
2020,Gadchiroli,Bhamragad,738,0.0,98.0,0
2020,Gadchiroli,Aheri,1295,905.0,619.0,194
2020,Gadchiroli,Sironcha,1241,265.0,2387.0,114
2021,Gadchiroli,Desaiganj,1205,210.0,2808.0,88
2021,Gadchiroli,Aarmori,1530,895.0,2725.0,195
2021,Gadchiroli,Kurkheda,1620,90.0,3844.0,293
2021,Gadchiroli,Korachi,1048,389.0,350.0,372
2021,Gadchiroli,Dhanora,1003,450.0,981.0,46
2021,Gadchiroli,Gadchiroli,1304,430.0,1919.0,90
2021,Gadchiroli,Chomoshi,1607,630.0,4596.0,307
2021,Gadchiroli,Mulchera,1154,504.0,761.0,0
2021,Gadchiroli,Etapalli,992,198.0,271.0,105
2021,Gadchiroli,Bhamragad,738,0.0,94.0,0
2021,Gadchiroli,Aheri,1295,905.0,629.0,194
