Year,District,Taluka,Marginal (Below 1 ha),Small (1 to 2 ha),Semimedium (2 to 4 ha),Medium (4 to 10 ha),Large (>10 ha)
2010,Thane,Vikarmgad,1837.0,4984.0,6504.0,7125.0,3595.0
2010,Wardha,Aarvi,4124.0,15748.0,17437.0,13859.0,3597.0
2010,Wardha,Aashti,3180.0,9431.0,7581.0,3941.0,543.0
2010,Wardha,Deoli,3047.0,16517.0,17787.0,14188.0,3460.0
2010,Wardha,Hinganghat,2705.0,16921.0,25014.0,25819.0,4983.0
2010,Wardha,Karanja,3254.0,12542.0,13611.0,10512.0,1770.0
2010,Wardha,Samudrapur,2774.0,16797.0,26761.0,25969.0,4392.0
2010,Wardha,Selu,3133.0,14121.0,16071.0,11673.0,2412.0
2010,Wardha,Wardha,3331.0,18044.0,21306.0,16784.0,3428.0
2010,Washim,Karanja,7002.0,22862.0,20290.0,17192.0,4148.0
2010,Washim,Malegaon,6058.0,17416.0,17319.0,14378.0,3229.0
2010,Washim,Manglurpeer,7121.0,19992.0,17314.0,13548.0,2612.0
2010,Washim,Manora,3553.0,15329.0,15871.0,11832.0,2781.0
2010,Washim,Risod,6789.0,18373.0,20078.0,17321.0,3052.0
2010,Washim,Washim,7217.0,18015.0,21015.0,18950.0,4010.0
2010,Yavatmal,Aarni,1764.0,21887.0,20420.0,9971.0,2111.0
2010,Yavatmal,Babhulgaon,1150.0,12745.0,13437.0,9786.0,2816.0
2010,Yavatmal,Darvha,1341.0,25722.0,22153.0,12364.0,1853.0
2010,Yavatmal,Digras,877.0,13918.0,13877.0,7612.0,1535.0
2010,Yavatmal,Ghatanji,297.0,15375.0,20208.0,17375.0,5153.0
2010,Yavatmal,Kalam,504.0,13656.0,16205.0,12507.0,4743.0
2010,Yavatmal,Kelapur,235.0,12400.0,16897.0,15877.0,5695.0
2010,Yavatmal,Maregaon,439.0,10021.0,15731.0,14344.0,3891.0
2010,Yavatmal,Mohgaon,3588.0,19877.0,17065.0,9613.0,2590.0
2010,Yavatmal,Ner,1277.0,19829.0,16761.0,11686.0,2550.0
2010,Yavatmal,Pusad,5745.0,24645.0,22711.0,14032.0,2285.0
2010,Yavatmal,Ralegaon,556.0,19649.0,21928.0,11512.0,3065.0
2010,Yavatmal,Umarkhed,6287.0,25505.0,20774.0,11513.0,1961.0
2010,Yavatmal,Vani,1261.0,18836.0,23373.0,18676.0,2994.0
2010,Yavatmal,Yeotmal,325.0,10420.0,13988.0,13119.0,5023.0
2010,Yavatmal,Zarijamani,366.0,8627.0,10299.0,11586.0,3236.0
2015,Ahilyanagar,Akola,15254.0,20877.0,29520.0,47904.0,6446.0
2015,Ahilyanagar,Jamkhed,13535.0,20317.0,22574.0,28050.0,2420.0
2015,Ahilyanagar,Karjat,16641.0,25276.0,36939.0,56572.0,9471.0
2015,Ahilyanagar,Kopargaon,12160.0,20538.0,16699.0,20170.0,3389.0
2015,Ahilyanagar,Nagar,15944.0,22487.0,32005.0,55564.0,10303.0
2015,Ahilyanagar,Nevasa,26130.0,40342.0,29368.0,17982.0,4802.0
2015,Ahilyanagar,Parner,22487.0,37332.0,39683.0,51454.0,6342.0
2015,Ahilyanagar,Pathardi,21895.0,26767.0,27972.0,32582.0,2358.0
2015,Ahilyanagar,Rahata,12738.0,22001.0,15541.0,15018.0,2858.0
2015,Ahilyanagar,Rahuri,19120.0,25479.0,19289.0,13290.0,1782.0
2015,Ahilyanagar,Sangamner,27314.0,31296.0,32275.0,37954.0,7044.0
2015,Ahilyanagar,Shevgaon,20658.0,27132.0,25297.0,21272.0,2106.0
2015,Ahilyanagar,Shrigonda,28136.0,37870.0,38225.0,30862.0,2760.0
2015,Ahilyanagar,Shrirampur,9070.0,13413.0,14071.0,13934.0,4977.0
2015,Akola,Akola,14217.0,26784.0,29633.0,18800.0,3985.0
2015,Akola,Akot,11788.0,23629.0,18588.0,10620.0,2458.0
2015,Akola,Balapur,8665.0,19423.0,17854.0,8083.0,1674.0
2015,Akola,Barshitakli,8038.0,20701.0,16756.0,7861.0,1395.0
2015,Akola,Murtijapur,6526.0,19520.0,20439.0,13249.0,2105.0
2015,Akola,Patur,6497.0,15585.0,12883.0,6545.0,2158.0
2015,Akola,Telhara,8886.0,17455.0,16837.0,9948.0,1903.0
2015,Amravati,Achalpur,11071.0,22043.0,15008.0,6503.0,1881.0
2015,Amravati,Amravati,6042.0,15563.0,18665.0,13739.0,3536.0
2015,Amravati,Anjangaon,8871.0,16290.0,12542.0,7545.0,1058.0
2015,Amravati,Bhatkuli,10047.0,17808.0,13717.0,8568.0,1934.0
2015,Amravati,Chandur Railway,4024.0,15783.0,13541.0,11487.0,2959.0
2015,Amravati,Chandurbazar,9984.0,20484.0,16937.0,10640.0,1499.0
2015,Amravati,Chikhaldara,1952.0,6033.0,10006.0,12029.0,1640.0
2015,Amravati,Daryapur,10049.0,20698.0,21109.0,18890.0,2752.0
2015,Amravati,Dhamangaon Railway,5469.0,21002.0,19872.0,14038.0,2566.0
2015,Amravati,Dharni,2460.0,7370.0,14878.0,18213.0,3188.0
2015,Amravati,Morshi,9287.0,22207.0,16293.0,10297.0,4428.0
2015,Amravati,Nandgaon-Khandeshwar,5857.0,21756.0,21107.0,14252.0,3395.0
2015,Amravati,Tivasa,5342.0,16208.0,14353.0,9715.0,2223.0
2015,Amravati,Warud,10141.0,19855.0,14565.0,8411.0,2667.0
2015,Beed,Ambejogai,13786.0,21049.0,24120.0,12943.0,1669.0
2015,Beed,Ashti,20613.0,33078.0,38649.0,25592.0,4423.0
2015,Beed,Beed,24071.0,38541.0,36654.0,26489.0,3993.0
2015,Beed,Dharur,9126.0,14259.0,11289.0,7340.0,1614.0
2015,Beed,Gevrai,31120.0,41915.0,35262.0,12823.0,1379.0
2015,Beed,Kej,19740.0,30471.0,31818.0,15446.0,1906.0
2015,Beed,Manjlegaon,15791.0,23165.0,22390.0,11185.0,1911.0
2015,Beed,Parli,13782.0,18347.0,19561.0,11990.0,3229.0
2015,Beed,Patoda,10409.0,17795.0,21162.0,14461.0,2440.0
2015,Beed,Shirur (Kasar),11347.0,16294.0,15392.0,7991.0,1017.0
2015,Beed,Wadwani,7003.0,11305.0,9983.0,5015.0,1069.0
2015,Bhandara,Bhandara,12270.0,10952.0,6542.0,2759.0,1809.0
2015,Bhandara,Lakhandur,10332.0,9004.0,4164.0,2150.0,360.0
2015,Bhandara,Lakhani,12204.0,9396.0,5238.0,2537.0,989.0
2015,Bhandara,Mohadi,11401.0,13371.0,7501.0,2880.0,924.0
2015,Bhandara,Pauni,12384.0,12547.0,7714.0,2996.0,1018.0
2015,Bhandara,Sakoli,6424.0,6124.0,3139.0,1155.0,1803.0
2015,Bhandara,Tumsar,11254.0,10643.0,8576.0,4544.0,2041.0
2015,Buldhana,Buldhana,12003.0,20880.0,16495.0,7149.0,656.0
2015,Buldhana,Chikhli,13874.0,30051.0,26813.0,13653.0,2066.0
2015,Buldhana,Deulgaon Raja,13342.0,16420.0,7100.0,2642.0,1103.0
2015,Buldhana,Jalgaon (Jamod),7261.0,16346.0,10694.0,3475.0,491.0
2015,Buldhana,Khamgaon,8148.0,21699.0,23784.0,14133.0,3901.0
2015,Buldhana,Lonar,11088.0,19802.0,13340.0,5849.0,1271.0
2015,Buldhana,Malkapur,7743.0,15483.0,11418.0,4966.0,1223.0
2015,Buldhana,Mehkar,10590.0,22317.0,26250.0,14832.0,2795.0
2015,Buldhana,Motala,8150.0,20448.0,17151.0,6955.0,681.0
2015,Buldhana,Nandura,9251.0,17618.0,15755.0,5347.0,627.0
2015,Buldhana,Sangrampur,10059.0,20161.0,9196.0,3246.0,1323.0
2015,Buldhana,Shegaon,6951.0,14310.0,13017.0,5548.0,1150.0
2015,Buldhana,Sindkhed Raja,11639.0,19392.0,17733.0,6465.0,464.0
2015,Chandrapur,Ballarpur,1414.0,4098.0,4489.0,4406.0,1246.0
2015,Chandrapur,Bhadravati,4148.0,14040.0,16604.0,14012.0,2464.0
2015,Chandrapur,Brahmapuri,6996.0,9899.0,16040.0,4848.0,884.0
2015,Chandrapur,Chandrapur,2469.0,8284.0,8609.0,4964.0,1160.0
2015,Chandrapur,Chimur,8889.0,18088.0,26694.0,15541.0,4218.0
2015,Chandrapur,Gondpipri,2499.0,6846.0,16288.0,18484.0,2948.0
2015,Chandrapur,Korpana,1416.0,9646.0,16661.0,14416.0,2224.0
2015,Chandrapur,Mul,6282.0,9686.0,9889.0,6901.0,894.0
2015,Chandrapur,Nagbhid,8944.0,10482.0,9424.0,4868.0,426.0
2015,Chandrapur,Pombhurna,2624.0,4486.0,6894.0,6182.0,1465.0
2015,Chandrapur,Rajura,4885.0,14946.0,22698.0,18926.0,2868.0
2015,Chandrapur,Sawali,8421.0,12168.0,10461.0,6869.0,1628.0
2015,Chandrapur,Sindewahi,6509.0,8484.0,6200.0,1846.0,424.0
2015,Chandrapur,Warora,4482.0,16299.0,28696.0,19944.0,2649.0
2015,Dhule,Dhule,15511.0,33580.0,37733.0,29601.0,8312.0
2015,Dhule,Sakri,13933.0,36864.0,43457.0,41109.0,7875.0
2015,Dhule,Shirpur,8151.0,18747.0,20693.0,14439.0,2652.0
2015,Dhule,Sindkheda,13833.0,28322.0,31705.0,25582.0,4576.0
2015,Gadchiroli,Aheri,1984.0,4576.0,7379.0,5592.0,1910.0
2015,Gadchiroli,Armori,4997.0,8476.0,7741.0,3119.0,486.0
2015,Gadchiroli,Bhamragad,518.0,1669.0,2760.0,3656.0,499.0
2015,Gadchiroli,Chamorshi,5969.0,10240.0,13105.0,8381.0,1810.0
2015,Gadchiroli,Dhanora,1811.0,4701.0,7420.0,7873.0,2296.0
2015,Gadchiroli,Etapalli,1232.0,3030.0,6962.0,6317.0,1361.0
2015,Gadchiroli,Gadchiroli,4329.0,7116.0,8474.0,4567.0,1116.0
2015,Gadchiroli,Korchi,1336.0,2800.0,4495.0,6147.0,2384.0
2015,Gadchiroli,Kurkheda,3272.0,6489.0,5535.0,2528.0,467.0
2015,Gadchiroli,Mulchera,749.0,2812.0,3970.0,1116.0,172.0
2015,Gadchiroli,Sironcha,3916.0,6000.0,7017.0,4414.0,1136.0
2015,Gadchiroli,Vadasa,3222.0,4337.0,2321.0,939.0,405.0
2015,Gondia,Amgaon,15911.0,4947.0,6552.0,13933.0,17296.0
2015,Gondia,Arjuni Morgaon,37249.0,18064.0,36864.0,23853.0,8032.0
2015,Gondia,Deori,14439.0,43457.0,23197.0,5958.0,36450.0
2015,Gondia,Gondiya,8155.0,6479.0,610.0,778.0,4576.0
2015,Gondia,Goregaon,4357.0,1293.0,14409.0,8151.0,17637.0
2015,Gondia,Sadak-Arjuni,6681.0,35398.0,18747.0,19554.0,35110.0
2015,Gondia,Salekasa,45445.0,20693.0,14887.0,28750.0,23290.0
2015,Gondia,Tiroda,25582.0,2369.0,7370.0,4993.0,7114.0
2015,Hingoli,Aundha (Nagnath),4478.0,7736.0,9566.0,11828.0,16376.0
2015,Hingoli,Basmath,4560.0,7981.0,9920.0,11979.0,16852.0
2015,Hingoli,Hingoli,4686.0,7985.0,9935.0,11994.0,18353.0
2015,Hingoli,Kalamnuri,5238.0,8131.0,10332.0,12204.0,19965.0
2015,Hingoli,Sengaon,5524.0,8289.0,10419.0,12270.0,22300.0
2015,Jalna,All Tehsils,,,218122.0,,
2015,Jalna,Ambad,27855.0,32126.0,26872.0,1286.0,2112.0
2015,Jalna,Badnapur,22755.0,22056.0,20364.0,1717.0,2527.0
2015,Jalna,Bhokardan,25276.0,33426.0,26854.0,22186.0,2222.0
2015,Jalna,Ghansawangi,22665.0,27563.0,32361.0,20402.0,2632.0
2015,Jalna,Jaffrabad,23280.0,22032.0,22488.0,20824.0,2533.0
2015,Jalna,Jalna,24342.0,23482.0,28580.0,20228.0,3026.0
2015,Jalna,Mantha,20118.0,22326.0,22046.0,22025.0,2542.0
2015,Jalna,Partur,1834.0,27018.0,,24373.0,23240.0
2015,Kolhapur,Ajra,9851.0,10119.0,6887.0,4029.0,2154.0
2015,Kolhapur,Bhudargad,12022.0,8567.0,7621.0,4695.0,2916.0
2015,Kolhapur,Chandgad,13240.0,10877.0,13698.0,9918.0,4611.0
2015,Kolhapur,Gadhinglaj,17644.0,12314.0,8756.0,2813.0,1068.0
2015,Kolhapur,Gaganbavda,2250.0,3117.0,3582.0,2830.0,1994.0
2015,Kolhapur,Hatkanangle,18729.0,15379.0,7804.0,4058.0,2106.0
2015,Kolhapur,Kagal,17602.0,12162.0,6830.0,3344.0,7287.0
2015,Kolhapur,Karvir,16833.0,12370.0,10876.0,4499.0,3644.0
2015,Kolhapur,Panhala,14539.0,9303.0,6270.0,3923.0,2303.0
2015,Kolhapur,Radhanagari,13448.0,7981.0,7330.0,5753.0,4531.0
2015,Kolhapur,Shahuwadi,13834.0,10993.0,11087.0,7814.0,4580.0
2015,Kolhapur,Shirol,18121.0,15720.0,6168.0,2163.0,1065.0
2015,Latur,Ahmadpur,11707.0,21943.0,21472.0,13445.0,2157.0
2015,Latur,Ausa,16154.0,35851.0,32297.0,20502.0,2929.0
2015,Latur,Chakur,9040.0,17772.0,18492.0,11908.0,1684.0
2015,Latur,Deoni,5855.0,11417.0,10865.0,6206.0,760.0
2015,Latur,Jalkot,4329.0,7771.0,10704.0,6655.0,804.0
2015,Latur,Latur,12920.0,25944.0,27798.0,18330.0,3125.0
2015,Latur,Nilanga,15949.0,32760.0,25841.0,13425.0,1192.0
2015,Latur,Renapur,9050.0,16549.0,14877.0,7880.0,857.0
2015,Latur,Shirur-Anantpal,5061.0,10228.0,7504.0,3383.0,201.0
2015,Latur,Udgir,9708.0,20241.0,22600.0,16283.0,1990.0
2015,Nagpur,Bhiwapur,7478.0,32.0,2779.0,8771.0,1715.0
2015,Nagpur,Hingna,17996.0,5104.0,9439.0,16656.0,7683.0
2015,Nagpur,Kalameshwar,13710.0,1382.0,20312.0,15976.0,9687.0
2015,Nagpur,Kamptee,1297.0,7479.0,8956.0,206.0,2402.0
2015,Nagpur,Katol,7871.0,10159.0,1800.0,14143.0,3739.0
2015,Nagpur,Kuhi,14607.0,13178.0,2217.0,17358.0,26508.0
2015,Nagpur,Mauda,10294.0,2241.0,65.0,8936.0,16056.0
2015,Nagpur,Nagpur (Rural),3725.0,13250.0,15537.0,5674.0,0.0
2015,Nagpur,Nagpur (Urban),3965.0,13661.0,8661.0,4697.0,6737.0
2015,Nagpur,Narkhed,12064.0,13597.0,1985.0,11404.0,7604.0
2015,Nagpur,Parseoni,14851.0,2246.0,7224.0,15181.0,11528.0
2015,Nagpur,Ramtek,9808.0,5485.0,18720.0,3362.0,2868.0
2015,Nagpur,Savner,0.0,6658.0,16179.0,1374.0,2360.0
2015,Nagpur,Umred,8627.0,10780.0,2375.0,11975.0,52.0
2015,Nanded,Ardhapur,15050.0,11511.0,14115.0,1051.0,19433.0
2015,Nanded,Bhokar,15143.0,11910.0,14193.0,1935.0,1093.0
2015,Nanded,Biloli,15391.0,11991.0,14533.0,4505.0,1103.0
2015,Nanded,Deglur,31141.0,14109.0,15554.0,4549.0,1119.0
2015,Nanded,Dharmabad,499.0,14113.0,451.0,5530.0,4351.0
2015,Nanded,Hadgaon,945.0,14595.0,511.0,9091.0,9959.0
2015,Nanded,Himayatnagar,1410.0,15554.0,1545.0,9115.0,11144.0
2015,Nanded,Kandhar,4114.0,514.0,4119.0,9310.0,11419.0
2015,Nanded,Kinwat,5099.0,1090.0,4439.0,11343.0,11435.0
2015,Nanded,Loha,9345.0,3194.0,4994.0,11354.0,11500.0
2015,Nanded,Mahur,9555.0,4159.0,4994.0,19133.0,11909.0
2015,Nanded,Mudkhed,9945.0,4593.0,9995.0,19939.0,11919.0
2015,Nanded,Mukhed,11194.0,9109.0,10539.0,31193.0,11945.0
2015,Nanded,Naigaon (Khairgaon),11450.0,9359.0,11514.0,193.0,14903.0
2015,Nanded,Nanded,11945.0,9444.0,13541.0,1155.0,19445.0
2015,Nanded,Umri,14914.0,10954.0,14455.0,1499.0,34993.0
2015,Nandurbar,Akkalkuwa,3188.0,7518.0,11271.0,10337.0,2381.0
2015,Nandurbar,Akrani,1856.0,3799.0,6782.0,7135.0,1050.0
2015,Nandurbar,Nandurbar,7288.0,21668.0,25394.0,19979.0,4036.0
2015,Nandurbar,Nawapur,5846.0,18281.0,19383.0,15028.0,3387.0
2015,Nandurbar,Shahada,7289.0,25273.0,27281.0,17517.0,5983.0
2015,Nandurbar,Taloda,2351.0,9244.0,9637.0,4412.0,481.0
2015,Nashik,Baglan,14166.0,28951.0,30113.0,13733.0,2614.0
2015,Nashik,Chandvad,12052.0,18046.0,22468.0,17494.0,4779.0
2015,Nashik,Deola,7358.0,13472.0,12489.0,6201.0,1563.0
2015,Nashik,Dindori,13796.0,27398.0,27666.0,19077.0,4353.0
2015,Nashik,Igatpuri,10602.0,11215.0,14327.0,12921.0,4841.0
2015,Nashik,Kalwan,6917.0,14448.0,15271.0,9821.0,2388.0
2015,Nashik,Malegaon,22123.0,39297.0,37822.0,20051.0,6504.0
2015,Nashik,Nandgaon,6928.0,16987.0,22407.0,22767.0,3963.0
2015,Nashik,Nashik,9940.0,11255.0,14262.0,10679.0,5939.0
2015,Nashik,Niphad,20369.0,28781.0,24321.0,11753.0,3402.0
2015,Nashik,Peth,2641.0,6140.0,8791.0,8262.0,1498.0
2015,Nashik,Sinnar,16895.0,25697.0,32376.0,21456.0,6659.0
2015,Nashik,Surgana,4339.0,8676.0,12586.0,10266.0,1772.0
2015,Nashik,Trimbakeshwar,4290.0,6738.0,13212.0,16791.0,6474.0
2015,Nashik,Yevla,11598.0,24917.0,25609.0,16311.0,4197.0
2015,Dharashiv,Bhum,8649.0,19196.0,22349.0,21528.0,3411.0
2015,Dharashiv,Kalamb,12794.0,25510.0,26141.0,17376.0,3859.0
2015,Dharashiv,Lohara,4485.0,14049.0,17308.0,12951.0,1578.0
2015,Dharashiv,Dharashiv,12149.0,34615.0,35863.0,27745.0,4504.0
2015,Dharashiv,Paranda,12790.0,22456.0,28967.0,12965.0,1798.0
2015,Dharashiv,Tuljapur,11218.0,35497.0,38483.0,32493.0,8811.0
2015,Dharashiv,Umarga,10037.0,29476.0,26897.0,19970.0,3437.0
2015,Dharashiv,Washi,5500.0,11420.0,15373.0,15531.0,5015.0
2015,Palghar,Dahanu,8657.0,9104.0,9353.0,6603.0,4880.0
2015,Palghar,Jawhar,1070.0,2512.0,6311.0,13957.0,8328.0
2015,Palghar,Mokhada,638.0,1752.0,4445.0,11722.0,10075.0
2015,Palghar,Palghar,10100.0,9680.0,7788.0,6462.0,3671.0
2015,Palghar,Talasari,2498.0,3135.0,3788.0,3010.0,3422.0
2015,Palghar,Vada,3732.0,7082.0,8285.0,10361.0,4846.0
2015,Palghar,Vasai,5244.0,2482.0,2424.0,1964.0,1181.0
2015,Palghar,Vikramgad,1944.0,5130.0,7070.0,8442.0,3407.0
2015,Parbhani,Gangakhed,11801.0,19276.0,17547.0,9194.0,3158.0
2015,Parbhani,Jintur,14732.0,33456.0,32688.0,17822.0,3794.0
2015,Parbhani,Manwat,5856.0,14882.0,15205.0,9568.0,1714.0
2015,Parbhani,Palam,7226.0,14283.0,14276.0,7988.0,1796.0
2015,Parbhani,Parbhani,14517.0,30661.0,32510.0,20705.0,6591.0
2015,Parbhani,Pathri,6808.0,15359.0,16943.0,7700.0,924.0
2015,Parbhani,Purna,11201.0,19471.0,18520.0,8829.0,1349.0
2015,Parbhani,Selu,9961.0,19713.0,22302.0,10745.0,2759.0
2015,Parbhani,Sonpeth,6380.0,12306.0,11030.0,5113.0,830.0
2015,Pune,Ambegaon,12515.0,16395.0,19980.0,16841.0,6354.0
2015,Pune,Baramati,20673.0,32170.0,28939.0,15335.0,4102.0
2015,Pune,Bhor,10898.0,9450.0,12561.0,12718.0,7253.0
2015,Pune,Daund,20991.0,28412.0,27324.0,14727.0,7844.0
2015,Pune,Haveli,12480.0,13795.0,12927.0,12395.0,4489.0
2015,Pune,Indapur,21296.0,30618.0,34507.0,19843.0,6530.0
2015,Pune,Junnar,18149.0,23725.0,24611.0,20318.0,7775.0
2015,Pune,Khed,16242.0,18292.0,24935.0,27019.0,8250.0
2015,Pune,Mawal,10330.0,10231.0,14363.0,19117.0,11001.0
2015,Pune,Mulshi,11881.0,9743.0,12243.0,11866.0,11761.0
2015,Pune,Pune City,0.0,0.0,0.0,0.0,0.0
2015,Pune,Purandhar,14620.0,17076.0,23248.0,20493.0,8735.0
2015,Pune,Shirur,20172.0,32253.0,38456.0,28269.0,8211.0
2015,Pune,Velhe,5390.0,7144.0,7024.0,9754.0,4772.0
2015,Raigad,Alibag,10143.0,5542.0,2591.0,1782.0,1241.0
2015,Raigad,Karjat,5659.0,5784.0,7567.0,9576.0,6667.0
2015,Raigad,Khalapur,4107.0,3200.0,3107.0,3065.0,1223.0
2015,Raigad,Mahad,9726.0,11243.0,12813.0,15913.0,6280.0
2015,Raigad,Mangaon,10125.0,8317.0,9134.0,9552.0,5451.0
2015,Raigad,Mhasla,4507.0,4234.0,5303.0,4472.0,2864.0
2015,Raigad,Murud,3223.0,2284.0,1894.0,1959.0,1379.0
2015,Raigad,Panvel,5976.0,3861.0,4116.0,3440.0,3686.0
2015,Raigad,Pen,6823.0,3998.0,2832.0,2816.0,3180.0
2015,Raigad,Poladpur,3715.0,4114.0,6326.0,9365.0,3763.0
2015,Raigad,Roha,7191.0,4943.0,5256.0,6448.0,4262.0
2015,Raigad,Shrivardhan,4239.0,2978.0,3006.0,2926.0,2124.0
2015,Raigad,Sudhagad,4070.0,4046.0,4877.0,5413.0,4450.0
2015,Raigad,Tala,2591.0,2704.0,3994.0,4750.0,2566.0
2015,Raigad,Uran,2561.0,1023.0,697.0,685.0,444.0
2015,Ratnagiri,Chiplun,18113.0,14175.0,18365.0,20875.0,15068.0
2015,Ratnagiri,Dapoli,11537.0,10412.0,15631.0,18720.0,8282.0
2015,Ratnagiri,Guhagar,8486.0,7422.0,12282.0,14870.0,4637.0
2015,Ratnagiri,Khed,12919.0,11975.0,17954.0,22703.0,7228.0
2015,Ratnagiri,Lanja,9010.0,9454.0,13655.0,16769.0,9631.0
2015,Ratnagiri,Mandangad,5967.0,6294.0,7540.0,9346.0,4628.0
2015,Ratnagiri,Rajapur,10508.0,11860.0,21122.0,29238.0,15929.0
2015,Ratnagiri,Ratnagiri,10720.0,9550.0,14688.0,14587.0,4236.0
2015,Ratnagiri,Sangameshwar,16078.0,13766.0,24072.0,26934.0,10496.0
2015,Sangli,Atpadi,9898.0,11177.0,20333.0,21046.0,5476.0
2015,Sangli,Jat,17339.0,37442.0,55996.0,61868.0,16957.0
2015,Sangli,Kadegaon,11614.0,13192.0,12457.0,4925.0,1922.0
2015,Sangli,Kavathe Mahankal,10666.0,14278.0,16748.0,11720.0,6122.0
2015,Sangli,Khanapur,13883.0,16188.0,19157.0,10847.0,2388.0
2015,Sangli,Miraj,25349.0,23902.0,19687.0,5843.0,2544.0
2015,Sangli,Palus,8887.0,7906.0,3991.0,1309.0,941.0
2015,Sangli,Shirala,10380.0,8066.0,7715.0,5131.0,3110.0
2015,Sangli,Tasgaon,15347.0,13929.0,16936.0,13021.0,6816.0
2015,Sangli,Walwa,20838.0,14258.0,12718.0,7210.0,4666.0
2015,Satara,Jaoli,10148.0,7074.0,8804.0,4885.0,2575.0
2015,Satara,Karad,31907.0,24426.0,16741.0,6235.0,2502.0
2015,Satara,Khandala,8885.0,8817.0,7865.0,4418.0,1972.0
2015,Satara,Khatav,36000.0,28439.0,22846.0,13575.0,6172.0
2015,Satara,Koregaon,23378.0,17704.0,20259.0,10079.0,3693.0
2015,Satara,Mahabaleshwar,3961.0,5098.0,6462.0,6713.0,3710.0
2015,Satara,Man,25343.0,26195.0,27153.0,17576.0,10435.0
2015,Satara,Patan,20494.0,17767.0,19039.0,15734.0,5944.0
2015,Satara,Phaltan,15731.0,12531.0,9774.0,7844.0,3937.0
2015,Satara,Satara,24580.0,14395.0,12172.0,12461.0,8823.0
2015,Satara,Wai,15705.0,9980.0,4703.0,3182.0,3787.0
2015,Sindhudurg,Devgad,10231.0,6813.0,9392.0,12489.0,6642.0
2015,Sindhudurg,Dodamarg,2625.0,2917.0,4907.0,8056.0,12155.0
2015,Sindhudurg,Kankavli,9282.0,8469.0,11770.0,12825.0,5562.0
2015,Sindhudurg,Kudal,9610.0,7835.0,9083.0,10956.0,7081.0
2015,Sindhudurg,Malwan,8571.0,7811.0,10803.0,11914.0,6754.0
2015,Sindhudurg,Sawantwadi,8641.0,5980.0,8709.0,9220.0,7832.0
2015,Sindhudurg,Vaibhavvadi,3727.0,4202.0,5420.0,5090.0,2664.0
2015,Sindhudurg,Vengurla,6257.0,4215.0,5455.0,7574.0,3831.0
2015,Thane,Ambarnath,3882.0,2527.0,2397.0,2566.0,1324.0
2015,Thane,Bhiwandi,8226.0,7653.0,8591.0,6790.0,1945.0
2015,Thane,Kalyan,3339.0,2918.0,3216.0,2871.0,1027.0
2015,Thane,Murbad,7953.0,10037.0,13115.0,12842.0,4128.0
2015,Thane,Shahapur,7001.0,10766.0,15390.0,20827.0,11454.0
2015,Thane,Thane,989.0,588.0,493.0,248.0,255.0
2015,Wardha,Arvi,4416.0,17181.0,17842.0,12156.0,2516.0
2015,Wardha,Ashti,3543.0,10204.0,8017.0,5171.0,1371.0
2015,Wardha,Deoli,3315.0,17700.0,18143.0,14730.0,3122.0
2015,Wardha,Hinganghat,3284.0,18208.0,26889.0,23894.0,3564.0
2015,Wardha,Karanja,3833.0,12944.0,14563.0,10778.0,1444.0
2015,Wardha,Samudrapur,3184.0,22064.0,28147.0,22977.0,3058.0
2015,Wardha,Seloo,3683.0,15843.0,16335.0,10146.0,1483.0
2015,Wardha,Wardha,3180.0,17921.0,23059.0,18821.0,3573.0
2015,Washim,Karanja,7461.0,22891.0,21359.0,14275.0,2417.0
2015,Washim,Malegaon,8036.0,21470.0,19350.0,12429.0,1922.0
2015,Washim,Mangrulpir,8741.0,24107.0,16297.0,10286.0,1960.0
2015,Washim,Manora,4935.0,16747.0,18762.0,12184.0,1965.0
2015,Washim,Risod,11066.0,20103.0,19413.0,14849.0,2573.0
2015,Washim,Washim,11587.0,21889.0,18415.0,12685.0,2668.0
2015,Yavatmal,Arni,1904.0,17075.0,25740.0,13801.0,2349.0
2015,Yavatmal,Babulgaon,1332.0,13083.0,14995.0,11284.0,2608.0
2015,Yavatmal,Darwha,1679.0,22814.0,29952.0,20831.0,2420.0
2015,Yavatmal,Digras,920.0,13634.0,15296.0,7070.0,1378.0
2015,Yavatmal,Ghatanji,578.0,13487.0,21808.0,19762.0,6133.0
2015,Yavatmal,Kalamb,701.0,12091.0,19235.0,15383.0,5430.0
2015,Yavatmal,Kelapur,301.0,13370.0,19274.0,17533.0,4963.0
2015,Yavatmal,Mahagaon,5102.0,20864.0,19986.0,10413.0,2746.0
2015,Yavatmal,Maregaon,672.0,10882.0,15819.0,15572.0,3359.0
2015,Yavatmal,Ner,1506.0,19329.0,18634.0,11129.0,2169.0
2015,Yavatmal,Pusad,6666.0,25714.0,22370.0,12961.0,1281.0
2015,Yavatmal,Ralegaon,623.0,18478.0,23245.0,13187.0,3216.0
2015,Yavatmal,Umarkhed,7378.0,25241.0,18667.0,9131.0,1564.0
2015,Yavatmal,Wani,1597.0,18165.0,28245.0,19221.0,2579.0
2015,Yavatmal,Yavatmal,563.0,13285.0,18872.0,18906.0,4884.0
2015,Yavatmal,Zari-Jamani,497.0,8261.0,12833.0,13435.0,3639.0
