Year,District,Taluka,Ponds or Village Lakes,Storage Dams,Irrigation Wells,Diesel Pumps,Electric Pumps
2020,Beed,Ambajogai,138.0,0,591.0,0,15335.0
2021,Beed,Ashti,795.0,0,819.0,0,20028.0
2021,Beed,Patoda,505.0,0,772.0,0,7680.0
2021,Beed,Shirur Kasar,210.0,0,132.0,0,10325.0
2021,Beed,Gevrai,267.0,0,914.0,0,26020.0
2021,Beed,Majalgaon,31.0,0,806.0,0,11471.0
2021,Beed,Wadwani,75.0,0,460.0,0,13638.0
2021,Beed,Beed,283.0,0,1151.0,0,26065.0
2021,Beed,Cage,188.0,0,1129.0,0,20936.0
2021,Beed,Dharur,82.0,0,257.0,0,10582.0
2021,Beed,Parli,131.0,0,775.0,0,13952.0
2021,Beed,Ambajogai,138.0,0,1161.0,0,15567.0
2012,Bhandara,Tumsar,3.0,34,2968.0,731,2442.0
2012,Bhandara,Mohadi,3.0,14,2610.0,423,1575.0
2012,Bhandara,Bhandara,5.0,10,1593.0,189,565.0
2012,Bhandara,Sakoli,0.0,38,1714.0,120,920.0
2012,Bhandara,Lakhani,2.0,20,2058.0,60,483.0
2012,Bhandara,Pavani,2.0,15,1067.0,582,3455.0
2012,Bhandara,Lakhandur,0.0,14,3335.0,108,3542.0
2013,Bhandara,Tumsar,3.0,38,2968.0,731,4924.0
2013,Bhandara,Mohadi,3.0,14,2610.0,423,4806.0
2013,Bhandara,Bhandara,5.0,10,1593.0,189,3466.0
2013,Bhandara,Sakoli,0.0,70,1737.0,202,4332.0
2013,Bhandara,Lakhani,2.0,35,2058.0,60,4327.0
2013,Bhandara,Pavani,2.0,18,1067.0,582,7250.0
2013,Bhandara,Lakhandur,0.0,41,1563.0,839,4823.0
2014,Bhandara,Tumsar,3.0,41,3085.0,659,5086.0
2014,Bhandara,Mohadi,3.0,14,2824.0,419,4992.0
2014,Bhandara,Bhandara,5.0,10,2824.0,176,3658.0
2014,Bhandara,Sakoli,0.0,70,2320.0,194,4843.0
2014,Bhandara,Lakhani,2.0,35,2650.0,61,4853.0
2014,Bhandara,Pavani,2.0,19,4950.0,560,7926.0
2014,Bhandara,Lakhandur,0.0,41,3477.0,785,5329.0
2015,Bhandara,Tumsar,3.0,43,3174.0,659,5175.0
2015,Bhandara,Mohadi,3.0,39,3246.0,532,5414.0
2015,Bhandara,Bhandara,5.0,10,3100.0,176,3934.0
2015,Bhandara,Sakoli,0.0,70,2981.0,194,5504.0
2015,Bhandara,Lakhani,2.0,35,3300.0,61,5503.0
2015,Bhandara,Pavani,2.0,22,5392.0,578,8368.0
2015,Bhandara,Lakhandur,0.0,50,3518.0,988,5370.0
2016,Bhandara,Tumsar,3.0,57,3174.0,659,5431.0
2016,Bhandara,Mohadi,3.0,39,3246.0,574,5853.0
2016,Bhandara,Bhandara,5.0,10,3100.0,176,4344.0
2016,Bhandara,Sakoli,0.0,70,2981.0,194,6157.0
2016,Bhandara,Lakhani,2.0,35,3300.0,61,6327.0
2016,Bhandara,Pavani,2.0,23,5425.0,611,8839.0
2016,Bhandara,Lakhandur,0.0,50,3611.0,1081,5753.0
2017,Bhandara,Tumsar,3.0,61,3184.0,662,5611.0
2017,Bhandara,Mohadi,3.0,39,2949.0,579,6253.0
2017,Bhandara,Bhandara,5.0,10,3113.0,179,4532.0
2017,Bhandara,Sakoli,0.0,70,3004.0,196,6460.0
2017,Bhandara,Lakhani,2.0,35,3312.0,63,6645.0
2017,Bhandara,Pavani,2.0,24,2004.0,611,9204.0
2017,Bhandara,Lakhandur,0.0,50,1736.0,1088,6253.0
2018,Bhandara,Tumsar,129.0,55,3198.0,662,5625.0
2018,Bhandara,Mohadi,76.0,64,2995.0,579,6299.0
2018,Bhandara,Bhandara,206.0,91,3139.0,179,4558.0
2018,Bhandara,Sakoli,188.0,27,3053.0,196,6509.0
2018,Bhandara,Lakhani,248.0,106,3383.0,63,6716.0
2018,Bhandara,Pavani,195.0,60,2009.0,611,9209.0
2018,Bhandara,Lakhandur,127.0,64,1736.0,1088,6253.0
2019,Bhandara,Tumsar,129.0,113,3288.0,662,5715.0
2019,Bhandara,Mohadi,76.0,84,3393.0,579,6697.0
2019,Bhandara,Bhandara,206.0,59,3324.0,179,4743.0
2019,Bhandara,Sakoli,188.0,111,3247.0,196,6703.0
2019,Bhandara,Lakhani,248.0,62,3720.0,63,7053.0
2019,Bhandara,Pavani,195.0,34,2229.0,611,9429.0
2019,Bhandara,Lakhandur,127.0,71,1838.0,1088,6355.0
2020,Bhandara,Tumsar,129.0,121,3314.0,419,5875.0
2020,Bhandara,Mohadi,76.0,84,2582.0,256,6904.0
2020,Bhandara,Bhandara,206.0,62,4046.0,0,4950.0
2020,Bhandara,Sakoli,188.0,115,5211.0,0,7022.0
2020,Bhandara,Lakhani,248.0,63,3736.0,375,7334.0
2020,Bhandara,Pavani,195.0,35,6925.0,837,9608.0
2020,Bhandara,Lakhandur,127.0,78,5636.0,143,6482.0
2021,Bhandara,Tumsar,129.0,127,3314.0,419,6022.0
2021,Bhandara,Mohadi,76.0,87,2917.0,187,7030.0
2021,Bhandara,Bhandara,206.0,66,4046.0,0,5003.0
2021,Bhandara,Sakoli,188.0,115,5211.0,0,7247.0
2021,Bhandara,Lakhani,248.0,63,5378.0,250,7487.0
2021,Bhandara,Pavani,195.0,37,6925.0,837,9781.0
2021,Bhandara,Lakhandur,127.0,78,5636.0,143,6605.0
2013,Buldhana,Jalgaon Jamod,4.0,,,,9026.0
2013,Buldhana,Sangrampur,2.0,,,,8704.0
2013,Buldhana,Shegaon,0.0,,,,2321.0
2013,Buldhana,Nandura,0.0,,,,8797.0
2013,Buldhana,Malkapur,2.0,,,,6862.0
2013,Buldhana,Motala,8.0,,,,11358.0
2013,Buldhana,Khamgaon,7.0,,,,13754.0
2013,Buldhana,Mehkar,11.0,,,,10605.0
2013,Buldhana,Chikhali,24.0,,,,13429.0
2013,Buldhana,Buldhana,6.0,,,,14795.0
2013,Buldhana,Deulgaon Raja,11.0,,,,9015.0
2013,Buldhana,Sindkhed Raja,28.0,,,,12475.0
2013,Buldhana,Lonar,7.0,,,,7967.0
2014,Buldhana,Jalgaon Jamod,4.0,,3057.0,613,9428.0
2014,Buldhana,Sangrampur,2.0,,1588.0,51,9238.0
2014,Buldhana,Shegaon,0.0,,1918.0,85,3963.0
2014,Buldhana,Nandura,0.0,,3024.0,539,8927.0
2014,Buldhana,Malkapur,2.0,,2596.0,673,7459.0
2014,Buldhana,Motala,10.0,,3962.0,5,10822.0
2014,Buldhana,Khamgaon,7.0,,7130.0,38,13376.0
2014,Buldhana,Mehkar,13.0,,1991.0,149,12362.0
2014,Buldhana,Chikhali,26.0,,6687.0,53,14389.0
2014,Buldhana,Buldhana,6.0,,3401.0,0,14329.0
2014,Buldhana,Deulgaon Raja,11.0,,3171.0,20,9502.0
2014,Buldhana,Sindkhed Raja,32.0,,5451.0,4,12231.0
2014,Buldhana,Lonar,13.0,,9355.0,5,8366.0
2015,Buldhana,Jalgaon Jamod,4.0,,,,9996.0
2015,Buldhana,Sangrampur,2.0,,,,9923.0
2015,Buldhana,Shegaon,0.0,,,,3204.0
2015,Buldhana,Nandura,0.0,,,,9811.0
2015,Buldhana,Malkapur,2.0,,,,7617.0
2015,Buldhana,Motala,10.0,,,,12618.0
2015,Buldhana,Khamgaon,8.0,,,,15617.0
2015,Buldhana,Mehkar,14.0,,,,12820.0
2015,Buldhana,Chikhali,29.0,,,,14451.0
2015,Buldhana,Buldhana,8.0,,,,16077.0
2015,Buldhana,Deulgaon Raja,11.0,,,,9588.0
2015,Buldhana,Sindkhed Raja,33.0,,,,13589.0
2015,Buldhana,Lonar,13.0,,,,9204.0
2016,Buldhana,Jalgaon Jamod,9.0,10,2873.0,613,10320.0
2016,Buldhana,Sangrampur,8.0,9,896.0,51,10676.0
2016,Buldhana,Shegaon,3.0,0,1535.0,85,3289.0
2016,Buldhana,Nandura,0.0,6,2966.0,539,9908.0
2016,Buldhana,Malkapur,5.0,11,2506.0,613,7766.0
2016,Buldhana,Motala,23.0,8,3515.0,5,12762.0
2016,Buldhana,Khamgaon,33.0,7,6945.0,38,11487.0
2016,Buldhana,Mehkar,33.0,0,1947.0,149,13009.0
2016,Buldhana,Chikhali,76.0,11,5894.0,53,14755.0
2016,Buldhana,Buldhana,31.0,4,3401.0,0,16382.0
2016,Buldhana,Deulgaon Raja,27.0,15,3171.0,20,9640.0
2016,Buldhana,Sindkhed Raja,61.0,14,5440.0,4,13681.0
2016,Buldhana,Lonar,34.0,4,7848.0,5,9282.0
2017,Buldhana,Jalgaon Jamod,13.0,48,9034.0,5,10692.0
2017,Buldhana,Sangrampur,8.0,30,720.0,65,10607.0
2017,Buldhana,Shegaon,3.0,3,1361.0,62,3443.0
2017,Buldhana,Nandura,0.0,6,3858.0,0,10468.0
2017,Buldhana,Malkapur,6.0,11,5980.0,13,8219.0
2017,Buldhana,Motala,30.0,8,9209.0,40,13383.0
2017,Buldhana,Khamgaon,38.0,14,6350.0,10,16656.0
2017,Buldhana,Mehkar,43.0,0,4906.0,26,13718.0
2017,Buldhana,Chikhali,98.0,13,12150.0,230,15639.0
2017,Buldhana,Buldhana,34.0,8,7467.0,8,17096.0
2017,Buldhana,Deulgaon Raja,37.0,23,3759.0,0,9840.0
2017,Buldhana,Sindkhed Raja,92.0,20,8000.0,160,14347.0
2017,Buldhana,Lonar,42.0,4,8375.0,222,9875.0
2018,Buldhana,Jalgaon Jamod,13.0,90,10596.0,7,11095.0
2018,Buldhana,Sangrampur,8.0,63,1523.0,70,10953.0
2018,Buldhana,Shegaon,3.0,9,2318.0,1180,3655.0
2018,Buldhana,Nandura,0.0,14,9966.0,0,11177.0
2018,Buldhana,Malkapur,7.0,16,7904.0,0,8624.0
2018,Buldhana,Motala,30.0,11,10707.0,40,13940.0
2018,Buldhana,Khamgaon,38.0,26,6626.0,10,17175.0
2018,Buldhana,Mehkar,43.0,8,6129.0,26,14454.0
2018,Buldhana,Chikhali,98.0,16,14355.0,230,16597.0
2018,Buldhana,Buldhana,34.0,9,8732.0,8,17739.0
2018,Buldhana,Deulgaon Raja,37.0,23,4145.0,0,10164.0
2018,Buldhana,Sindkhed Raja,95.0,26,10224.0,16,14873.0
2018,Buldhana,Lonar,42.0,14,8754.0,158,10306.0
2019,Buldhana,Jalgaon Jamod,13.0,90,7895.0,7,10789.0
2019,Buldhana,Sangrampur,8.0,63,871.0,0,10303.0
2019,Buldhana,Shegaon,3.0,9,2250.0,125,3666.0
2019,Buldhana,Nandura,0.0,14,9965.0,0,11247.0
2019,Buldhana,Malkapur,7.0,16,7510.0,2,7686.0
2019,Buldhana,Motala,30.0,11,10722.0,38,11674.0
2019,Buldhana,Khamgaon,38.0,26,7765.0,10,17123.0
2019,Buldhana,Mehkar,43.0,8,6129.0,26,14086.0
2019,Buldhana,Chikhali,98.0,16,13360.0,230,16250.0
2019,Buldhana,Buldhana,34.0,9,7832.0,5,16439.0
2019,Buldhana,Deulgaon Raja,37.0,23,8331.0,0,9650.0
2019,Buldhana,Sindkhed Raja,95.0,26,10347.0,160,13714.0
2019,Buldhana,Lonar,42.0,14,8064.0,259,8773.0
2020,Buldhana,Jalgaon Jamod,13.0,90,,7,11255.0
2020,Buldhana,Sangrampur,8.0,63,,0,11124.0
2020,Buldhana,Shegaon,3.0,9,,125,3724.0
2020,Buldhana,Nandura,0.0,17,,0,11310.0
2020,Buldhana,Malkapur,6.0,28,,2,8728.0
2020,Buldhana,Motala,30.0,20,,38,14188.0
2020,Buldhana,Khamgaon,39.0,40,,10,17420.0
2020,Buldhana,Mehkar,43.0,17,,26,14657.0
2020,Buldhana,Chikhali,103.0,22,,230,16731.0
2020,Buldhana,Buldhana,34.0,32,,5,17972.0
2020,Buldhana,Deulgaon Raja,37.0,25,,0,10285.0
2020,Buldhana,Sindkhed Raja,92.0,44,,160,15017.0
2020,Buldhana,Lonar,42.0,21,,259,10504.0
2021,Buldhana,Jalgaon Jamod,13.0,90,7895.0,7,11398.0
2021,Buldhana,Sangrampur,8.0,63,871.0,0,11187.0
2021,Buldhana,Shegaon,3.0,10,2250.0,125,3802.0
2021,Buldhana,Nandura,0.0,18,9965.0,0,11397.0
2021,Buldhana,Malkapur,7.0,28,7510.0,2,8863.0
2021,Buldhana,Motala,30.0,21,10722.0,38,14259.0
2021,Buldhana,Khamgaon,39.0,40,7765.0,10,17710.0
2021,Buldhana,Mehkar,44.0,18,6129.0,26,14791.0
2021,Buldhana,Chikhali,103.0,22,13360.0,230,16850.0
2021,Buldhana,Buldhana,35.0,34,7832.0,5,18148.0
2021,Buldhana,Deulgaon Raja,37.0,25,8331.0,0,10340.0
2021,Buldhana,Sindkhed Raja,92.0,49,10347.0,160,15048.0
2021,Buldhana,Lonar,44.0,21,8064.0,259,10872.0
2012,Chandrapur,Varora,3.0,0,6311.0,518,5201.0
2012,Chandrapur,Chimur,0.0,0,4825.0,491,4012.0
2012,Chandrapur,Nagbhid,0.0,0,3129.0,277,2654.0
2012,Chandrapur,Bramhapuri,0.0,0,3456.0,399,2910.0
2012,Chandrapur,Savali,0.0,0,1355.0,261,985.0
2012,Chandrapur,Sindevahi,0.0,0,3010.0,467,2514.0
2012,Chandrapur,Bhadravati,0.0,0,2486.0,461,1945.0
2012,Chandrapur,Chandrapur,1.0,0,2347.0,327,1990.0
2012,Chandrapur,Mul,0.0,0,2011.0,321,1581.0
2012,Chandrapur,Ponbhurna,0.0,0,1329.0,213,1075.0
2012,Chandrapur,Ballarpur,1.0,0,1841.0,210,1296.0
2012,Chandrapur,Korpana,0.0,0,5146.0,527,4573.0
2012,Chandrapur,Rajura,0.0,0,5046.0,476,4467.0
2012,Chandrapur,Gondpipari,0.0,0,2201.0,481,1712.0
2012,Chandrapur,Jivati,0.0,0,345.0,32,267.0
2013,Chandrapur,Varora,3.0,0,6313.0,519,5203.0
2013,Chandrapur,Chimur,0.0,0,4828.0,492,4015.0
2013,Chandrapur,Nagbhid,0.0,0,3129.0,277,2654.0
2013,Chandrapur,Bramhapuri,0.0,0,3457.0,400,2911.0
2013,Chandrapur,Savali,0.0,0,1356.0,261,986.0
2013,Chandrapur,Sindevahi,0.0,0,3011.0,468,2515.0
2013,Chandrapur,Bhadravati,0.0,0,2487.0,463,1946.0
2013,Chandrapur,Chandrapur,1.0,0,2350.0,329,1991.0
2013,Chandrapur,Mul,0.0,0,2017.0,325,1583.0
2013,Chandrapur,Ponbhurna,0.0,0,1333.0,215,1076.0
2013,Chandrapur,Ballarpur,1.0,0,1845.0,213,1297.0
2013,Chandrapur,Korpana,0.0,0,5148.0,528,4574.0
2013,Chandrapur,Rajura,0.0,0,5044.0,476,4467.0
2013,Chandrapur,Gondpipari,0.0,0,2202.0,481,1713.0
2013,Chandrapur,Jivati,0.0,0,348.0,35,268.0
2014,Chandrapur,Varora,3.0,0,6320.0,525,5218.0
2014,Chandrapur,Chimur,0.0,0,4830.0,504,4024.0
2014,Chandrapur,Nagbhid,0.0,0,3132.0,282,2655.0
2014,Chandrapur,Bramhapuri,0.0,0,3464.0,420,2929.0
2014,Chandrapur,Savali,0.0,0,1365.0,274,1001.0
2014,Chandrapur,Sindevahi,0.0,0,3015.0,470,2520.0
2014,Chandrapur,Bhadravati,0.0,0,2494.0,469,1976.0
2014,Chandrapur,Chandrapur,1.0,1,2374.0,340,2007.0
2014,Chandrapur,Mul,0.0,0,2025.0,339,1594.0
2014,Chandrapur,Ponbhurna,0.0,0,1340.0,220,1086.0
2014,Chandrapur,Ballarpur,1.0,0,1847.0,218,1312.0
2014,Chandrapur,Korpana,0.0,0,5159.0,530,4594.0
2014,Chandrapur,Rajura,0.0,0,5048.0,484,4476.0
2014,Chandrapur,Gondpipari,0.0,0,2212.0,490,1734.0
2014,Chandrapur,Jivati,0.0,0,351.0,41,268.0
2015,Chandrapur,Varora,3.0,0,6306.0,525,5220.0
2015,Chandrapur,Chimur,0.0,0,4811.0,496,4031.0
2015,Chandrapur,Nagbhid,0.0,0,3115.0,289,2662.0
2015,Chandrapur,Bramhapuri,0.0,0,3483.0,416,2941.0
2015,Chandrapur,Savali,0.0,0,1386.0,278,1014.0
2015,Chandrapur,Sindevahi,0.0,0,3015.0,462,2535.0
2015,Chandrapur,Bhadravati,0.0,0,2517.0,474,1985.0
2015,Chandrapur,Chandrapur,1.0,1,2377.0,336,2021.0
2015,Chandrapur,Mul,0.0,0,2032.0,343,1605.0
2015,Chandrapur,Ponbhurna,0.0,0,1353.0,231,1092.0
2015,Chandrapur,Ballarpur,1.0,0,1820.0,218,1318.0
2015,Chandrapur,Korpana,0.0,0,5188.0,536,4614.0
2015,Chandrapur,Rajura,0.0,0,5045.0,486,4484.0
2015,Chandrapur,Gondpipari,0.0,0,2242.0,496,1739.0
2015,Chandrapur,Jivati,0.0,0,352.0,36,275.0
2016,Chandrapur,Varora,3.0,0,540.0,0,0.0
2016,Chandrapur,Chimur,0.0,0,279.0,0,0.0
2016,Chandrapur,Nagbhid,0.0,0,438.0,0,0.0
2016,Chandrapur,Bramhapuri,0.0,0,533.0,1,0.0
2016,Chandrapur,Savali,0.0,0,636.0,0,0.0
2016,Chandrapur,Sindevahi,0.0,0,518.0,0,0.0
2016,Chandrapur,Bhadravati,0.0,0,675.0,0,0.0
2016,Chandrapur,Chandrapur,1.0,1,1011.0,1,0.0
2016,Chandrapur,Mul,0.0,0,893.0,0,0.0
2016,Chandrapur,Ponbhurna,0.0,0,285.0,0,0.0
2016,Chandrapur,Ballarpur,1.0,0,643.0,0,0.0
2016,Chandrapur,Korpana,0.0,0,900.0,0,0.0
2016,Chandrapur,Rajura,0.0,0,492.0,1,0.0
2016,Chandrapur,Gondpipari,0.0,0,184.0,0,0.0
2016,Chandrapur,Jivati,0.0,0,74.0,0,0.0
2017,Chandrapur,Varora,3.0,0,1105.0,0,8353.0
2017,Chandrapur,Chimur,0.0,0,506.0,76,6216.0
2017,Chandrapur,Nagbhid,0.0,0,1134.0,676,4206.0
2017,Chandrapur,Bramhapuri,0.0,0,1126.0,412,5585.0
2017,Chandrapur,Savali,0.0,0,614.0,1884,2383.0
2017,Chandrapur,Sindevahi,0.0,0,786.0,648,3550.0
2017,Chandrapur,Bhadravati,0.0,0,767.0,660,3780.0
2017,Chandrapur,Chandrapur,1.0,1,654.0,387,3255.0
2017,Chandrapur,Mul,0.0,0,826.0,465,2604.0
2017,Chandrapur,Ponbhurna,0.0,0,777.0,606,1842.0
2017,Chandrapur,Ballarpur,1.0,0,321.0,122,2074.0
2017,Chandrapur,Korpana,0.0,0,306.0,402,5606.0
2017,Chandrapur,Rajura,0.0,0,630.0,520,5279.0
2017,Chandrapur,Gondpipari,0.0,0,655.0,48,2954.0
2017,Chandrapur,Jivati,0.0,0,93.0,402,778.0
2018,Chandrapur,Varora,8.0,0,1397.0,1078,1539.0
2018,Chandrapur,Chimur,3.0,0,852.0,5,3039.0
2018,Chandrapur,Nagbhid,0.0,0,1383.0,676,3791.0
2018,Chandrapur,Bramhapuri,0.0,0,1406.0,430,5291.0
2018,Chandrapur,Savali,3.0,0,847.0,1884,1638.0
2018,Chandrapur,Sindevahi,0.0,0,940.0,648,3674.0
2018,Chandrapur,Bhadravati,0.0,0,1001.0,660,4393.0
2018,Chandrapur,Chandrapur,1.0,1,834.0,402,2634.0
2018,Chandrapur,Mul,0.0,0,1110.0,485,2186.0
2018,Chandrapur,Ponbhurna,3.0,0,1361.0,650,3355.0
2018,Chandrapur,Ballarpur,1.0,0,414.0,128,4657.0
2018,Chandrapur,Korpana,2.0,0,462.0,365,8011.0
2018,Chandrapur,Rajura,6.0,0,818.0,61,1887.0
2018,Chandrapur,Gondpipari,1.0,0,797.0,916,512.0
2018,Chandrapur,Jivati,3.0,0,138.0,376,5468.0
2019,Chandrapur,Varora,8.0,0,1689.0,1078,8165.0
2019,Chandrapur,Chimur,3.0,0,1198.0,5,5791.0
2019,Chandrapur,Nagbhid,0.0,0,1636.0,676,3838.0
2019,Chandrapur,Bramhapuri,0.0,0,1686.0,430,5374.0
2019,Chandrapur,Savali,3.0,0,1083.0,1884,1686.0
2019,Chandrapur,Sindevahi,0.0,0,1116.0,648,3717.0
2019,Chandrapur,Bhadravati,0.0,0,1234.0,660,3369.0
2019,Chandrapur,Chandrapur,1.0,1,1016.0,402,2679.0
2019,Chandrapur,Mul,0.0,0,1402.0,485,2278.0
2019,Chandrapur,Ponbhurna,3.0,0,1946.0,650,1936.0
2019,Chandrapur,Ballarpur,1.0,0,513.0,128,1565.0
2019,Chandrapur,Korpana,2.0,0,618.0,365,4683.0
2019,Chandrapur,Rajura,6.0,0,1009.0,61,4433.0
2019,Chandrapur,Gondpipari,1.0,0,962.0,916,3069.0
2019,Chandrapur,Jivati,3.0,0,183.0,376,540.0
2020,Chandrapur,Varora,8.0,0,1850.0,1078,8567.0
2020,Chandrapur,Chimur,3.0,0,1450.0,5,5998.0
2020,Chandrapur,Nagbhid,0.0,0,1819.0,676,4033.0
2020,Chandrapur,Bramhapuri,0.0,0,1845.0,430,5657.0
2020,Chandrapur,Savali,3.0,0,1191.0,1884,1800.0
2020,Chandrapur,Sindevahi,0.0,0,1227.0,648,3980.0
2020,Chandrapur,Bhadravati,0.0,0,1344.0,660,3493.0
2020,Chandrapur,Chandrapur,1.0,1,1070.0,402,2741.0
2020,Chandrapur,Mul,0.0,0,1502.0,485,2325.0
2020,Chandrapur,Ponbhurna,3.0,0,1998.0,650,2063.0
2020,Chandrapur,Ballarpur,1.0,0,546.0,128,1615.0
2020,Chandrapur,Korpana,2.0,0,707.0,365,4840.0
2020,Chandrapur,Rajura,6.0,0,1153.0,61,4633.0
2020,Chandrapur,Gondpipari,1.0,0,1080.0,916,3325.0
2020,Chandrapur,Jivati,3.0,0,209.0,376,641.0
2021,Chandrapur,Varora,8.0,74,2155.0,410,8788.0
2021,Chandrapur,Chimur,3.0,207,1827.0,91,6100.0
2021,Chandrapur,Nagbhid,0.0,258,2097.0,660,4204.0
2021,Chandrapur,Bramhapuri,0.0,195,2208.0,1078,5966.0
2021,Chandrapur,Savali,3.0,175,1436.0,10,1846.0
2021,Chandrapur,Sindevahi,0.0,129,1448.0,1884,4319.0
2021,Chandrapur,Bhadravati,0.0,98,1586.0,542,3535.0
2021,Chandrapur,Chandrapur,1.0,82,1257.0,230,2833.0
2021,Chandrapur,Mul,0.0,120,1820.0,770,2406.0
2021,Chandrapur,Ponbhurna,3.0,66,2583.0,485,2248.0
2021,Chandrapur,Ballarpur,1.0,51,645.0,745,1625.0
2021,Chandrapur,Korpana,2.0,46,863.0,785,4971.0
2021,Chandrapur,Rajura,6.0,102,1344.0,365,4700.0
2021,Chandrapur,Gondpipari,1.0,112,1247.0,376,3370.0
2021,Chandrapur,Jivati,3.0,92,256.0,42,700.0
2012,Dhule,Shirpur,176.0,118,5533.0,25,5185.0
2012,Dhule,Shindkheda,223.0,113,5280.0,0,2302.0
2012,Dhule,Sakri,459.0,557,2143.0,700,1738.0
2012,Dhule,Dhule,385.0,245,4519.0,0,1875.0
2013,Dhule,Shirpur,176.0,124,5533.0,25,5185.0
2013,Dhule,Shindkheda,223.0,113,5280.0,0,2302.0
2013,Dhule,Sakri,464.0,573,2143.0,700,1738.0
2013,Dhule,Dhule,385.0,249,4519.0,0,1875.0
2014,Dhule,Shirpur,63.0,123,5533.0,25,5185.0
2014,Dhule,Shindkheda,57.0,180,5280.0,0,2302.0
2014,Dhule,Sakri,135.0,587,2143.0,700,1738.0
2014,Dhule,Dhule,129.0,271,4519.0,0,1875.0
2015,Dhule,Shirpur,63.0,147,5533.0,25,5185.0
2015,Dhule,Shindkheda,57.0,215,5280.0,0,2302.0
2015,Dhule,Sakri,135.0,643,2143.0,700,1738.0
2015,Dhule,Dhule,129.0,319,4519.0,0,1875.0
2016,Dhule,Shirpur,63.0,147,5533.0,25,5185.0
2016,Dhule,Shindkheda,57.0,215,5280.0,0,2302.0
2016,Dhule,Sakri,135.0,650,2143.0,700,1738.0
2016,Dhule,Dhule,129.0,379,4519.0,0,1875.0
2017,Dhule,Shirpur,63.0,181,5533.0,25,5185.0
2017,Dhule,Shindkheda,57.0,236,5280.0,0,2302.0
2017,Dhule,Sakri,135.0,746,2143.0,700,1738.0
2017,Dhule,Dhule,129.0,381,4519.0,0,1875.0
2018,Dhule,Shirpur,63.0,118,1033.0,25,15987.0
2018,Dhule,Shindkheda,56.0,211,2989.0,0,19484.0
2018,Dhule,Sakri,135.0,786,3074.0,700,27002.0
2018,Dhule,Dhule,129.0,378,4330.0,0,28346.0
2019,Dhule,Shirpur,130.0,210,1171.0,25,16141.0
2019,Dhule,Shindkheda,158.0,254,3315.0,0,19592.0
2019,Dhule,Sakri,207.0,802,3322.0,700,27069.0
2019,Dhule,Dhule,190.0,424,4569.0,0,28361.0
2020,Dhule,Shirpur,130.0,236,14743.0,3252,11038.0
2020,Dhule,Shindkheda,157.0,258,18659.0,23,17937.0
2020,Dhule,Sakri,207.0,790,21845.0,247,20114.0
2020,Dhule,Dhule,190.0,408,34770.0,24,33460.0
2021,Dhule,Shirpur,130.0,236,14743.0,3252,11038.0
2021,Dhule,Shindkheda,157.0,258,18659.0,23,17937.0
2021,Dhule,Sakri,207.0,790,21845.0,247,20114.0
2021,Dhule,Dhule,190.0,408,34770.0,24,33460.0
2012,Gadchiroli,Desaiganj,0.0,0,634.0,37,1413.0
2012,Gadchiroli,Aarmori,0.0,0,833.0,107,1305.0
2012,Gadchiroli,Kurkheda,0.0,0,1726.0,699,1729.0
2012,Gadchiroli,Korachi,0.0,0,324.0,66,75.0
2012,Gadchiroli,Dhanora,0.0,0,867.0,391,150.0
2012,Gadchiroli,Gadchiroli,0.0,0,1292.0,412,745.0
2012,Gadchiroli,Chomoshi,0.0,0,1221.0,142,1254.0
2012,Gadchiroli,Mulchera,0.0,0,574.0,165,145.0
2012,Gadchiroli,Etapalli,0.0,0,929.0,358,19.0
2012,Gadchiroli,Bhamragad,0.0,0,309.0,159,3.0
2012,Gadchiroli,Aheri,0.0,0,957.0,314,163.0
2012,Gadchiroli,Sironcha,0.0,0,1272.0,84,1605.0
2013,Gadchiroli,Desaiganj,0.0,0,673.0,37,1413.0
2013,Gadchiroli,Aarmori,0.0,0,1813.0,107,1305.0
2013,Gadchiroli,Kurkheda,0.0,0,2438.0,699,1729.0
2013,Gadchiroli,Korachi,0.0,0,479.0,66,75.0
2013,Gadchiroli,Dhanora,0.0,0,2554.0,391,150.0
2013,Gadchiroli,Gadchiroli,0.0,0,1515.0,412,745.0
2013,Gadchiroli,Chomoshi,0.0,0,1941.0,142,1254.0
2013,Gadchiroli,Mulchera,0.0,0,265.0,165,145.0
2013,Gadchiroli,Etapalli,0.0,0,515.0,358,19.0
2013,Gadchiroli,Bhamragad,0.0,0,248.0,159,3.0
2013,Gadchiroli,Aheri,0.0,0,405.0,314,163.0
2013,Gadchiroli,Sironcha,0.0,0,1190.0,84,1605.0
2014,Gadchiroli,Desaiganj,0.0,0,673.0,37,1945.0
2014,Gadchiroli,Aarmori,0.0,0,1813.0,110,1826.0
2014,Gadchiroli,Kurkheda,0.0,0,2438.0,701,2109.0
2014,Gadchiroli,Korachi,0.0,0,523.0,66,190.0
2014,Gadchiroli,Dhanora,0.0,0,2554.0,412,382.0
2014,Gadchiroli,Gadchiroli,0.0,0,1694.0,480,1039.0
2014,Gadchiroli,Chomoshi,0.0,0,1960.0,289,2413.0
2014,Gadchiroli,Mulchera,0.0,0,265.0,215,416.0
2014,Gadchiroli,Etapalli,0.0,0,540.0,396,61.0
2014,Gadchiroli,Bhamragad,0.0,0,270.0,160,18.0
2014,Gadchiroli,Aheri,0.0,0,405.0,342,333.0
2014,Gadchiroli,Sironcha,0.0,0,1210.0,84,1904.0
