Year,District,Taluka,Small (Local),Small (State),Medium,Big
2018,Bhandara,Pavani,25.0,4.0,,1
2018,Bhandara,Sakoli,37.0,18.0,,
2018,Bhandara,Tumsar,24.0,7.0,2.0,1
2019,Bhandara,Bhandara,20.0,7.0,,
2019,Bhandara,Lakhandur,4.0,6.0,,0
2019,Bhandara,Lakhani,13.0,9.0,,
2019,Bhandara,Mohadi,21.0,8.0,2.0,
2019,Bhandara,Pavani,25.0,4.0,,1
2019,Bhandara,Sakoli,37.0,18.0,,
2019,Bhandara,Tumsar,24.0,7.0,2.0,1
2020,Bhandara,Bhandara,20.0,7.0,1.0,
2020,Bhandara,Lakhandur,4.0,6.0,,
2020,Bhandara,Lakhani,13.0,9.0,,
2020,Bhandara,Mohadi,21.0,8.0,2.0,
2020,Bhandara,Pavani,25.0,4.0,,1
2020,Bhandara,Sakoli,37.0,18.0,,
2020,Bhandara,Tumsar,24.0,7.0,2.0,1
2021,Bhandara,Bhandara,20.0,7.0,1.0,
2021,Bhandara,Lakhandur,4.0,6.0,,
2021,Bhandara,Lakhani,13.0,9.0,,
2021,Bhandara,Mohadi,21.0,8.0,2.0,
2021,Bhandara,Pavani,25.0,4.0,,1
2021,Bhandara,Sakoli,37.0,18.0,,
2021,Bhandara,Tumsar,24.0,7.0,2.0,1
2013,Buldhana,Buldhana,5.0,8.0,0.0,0
2013,Buldhana,Chikhali,1.0,5.0,0.0,0
2013,Buldhana,Deulgaon Raja,5.0,6.0,0.0,1
2013,Buldhana,Jalgaon Jamod,3.0,2.0,0.0,0
2013,Buldhana,Khamgaon,10.0,7.0,4.0,0
2013,Buldhana,Lonar,3.0,12.0,0.0,0
2013,Buldhana,Malkapur,1.0,0.0,0.0,0
2013,Buldhana,Mehkar,5.0,5.0,2.0,1
2013,Buldhana,Motala,4.0,5.0,1.0,1
2013,Buldhana,Nandura,1.0,0.0,0.0,1
2013,Buldhana,Sangrampur,0.0,0.0,0.0,0
2013,Buldhana,Shegaon,3.0,1.0,0.0,0
2013,Buldhana,Sindkhed Raja,4.0,10.0,0.0,0
2014,Buldhana,Buldhana,2.0,10.0,0.0,0
2014,Buldhana,Chikhali,0.0,10.0,0.0,0
2014,Buldhana,Deulgaon Raja,2.0,5.0,0.0,1
2014,Buldhana,Jalgaon Jamod,1.0,1.0,0.0,0
2014,Buldhana,Khamgaon,1.0,17.0,4.0,0
2014,Buldhana,Lonar,2.0,12.0,0.0,0
2014,Buldhana,Malkapur,0.0,0.0,0.0,0
2014,Buldhana,Mehkar,3.0,7.0,2.0,1
2014,Buldhana,Motala,1.0,8.0,1.0,1
2014,Buldhana,Nandura,0.0,1.0,0.0,1
2014,Buldhana,Sangrampur,0.0,0.0,0.0,0
2014,Buldhana,Shegaon,0.0,4.0,0.0,0
2014,Buldhana,Sindkhed Raja,2.0,7.0,0.0,0
2015,Buldhana,Buldhana,2.0,11.0,0.0,0
2015,Buldhana,Chikhali,0.0,11.0,0.0,0
2015,Buldhana,Deulgaon Raja,2.0,5.0,0.0,1
2015,Buldhana,Jalgaon Jamod,1.0,4.0,0.0,0
2015,Buldhana,Khamgaon,1.0,15.0,4.0,0
2015,Buldhana,Lonar,2.0,11.0,0.0,0
2015,Buldhana,Malkapur,0.0,0.0,0.0,0
2015,Buldhana,Mehkar,3.0,9.0,2.0,1
2015,Buldhana,Motala,1.0,9.0,1.0,1
2015,Buldhana,Nandura,0.0,2.0,0.0,1
2015,Buldhana,Sangrampur,0.0,0.0,0.0,0
2015,Buldhana,Shegaon,0.0,0.0,0.0,0
2015,Buldhana,Sindkhed Raja,2.0,7.0,0.0,0
2016,Buldhana,Buldhana,2.0,11.0,0.0,0
2016,Buldhana,Chikhali,1.0,11.0,0.0,0
2016,Buldhana,Deulgaon Raja,2.0,5.0,0.0,1
2016,Buldhana,Jalgaon Jamod,1.0,4.0,0.0,0
2016,Buldhana,Khamgaon,2.0,15.0,5.0,0
2016,Buldhana,Lonar,2.0,12.0,0.0,0
2016,Buldhana,Malkapur,0.0,0.0,0.0,1
2016,Buldhana,Mehkar,3.0,9.0,1.0,1
2016,Buldhana,Motala,1.0,9.0,1.0,0
2016,Buldhana,Nandura,0.0,2.0,0.0,1
2016,Buldhana,Sangrampur,0.0,0.0,0.0,0
2016,Buldhana,Shegaon,0.0,1.0,0.0,0
2016,Buldhana,Sindkhed Raja,2.0,7.0,0.0,0
2017,Buldhana,Buldhana,10.0,11.0,0.0,0
2017,Buldhana,Chikhali,15.0,11.0,0.0,0
2017,Buldhana,Deulgaon Raja,6.0,5.0,0.0,1
2017,Buldhana,Jalgaon Jamod,2.0,4.0,0.0,0
2017,Buldhana,Khamgaon,8.0,15.0,4.0,0
2017,Buldhana,Lonar,6.0,12.0,0.0,0
2017,Buldhana,Malkapur,0.0,1.0,0.0,0
2017,Buldhana,Mehkar,15.0,10.0,2.0,1
2017,Buldhana,Motala,11.0,9.0,1.0,1
2017,Buldhana,Nandura,0.0,2.0,0.0,1
2017,Buldhana,Sangrampur,3.0,0.0,0.0,0
2017,Buldhana,Shegaon,1.0,4.0,0.0,0
2017,Buldhana,Sindkhed Raja,12.0,12.0,0.0,0
2018,Buldhana,Buldhana,10.0,11.0,0.0,0
2018,Buldhana,Chikhali,15.0,12.0,0.0,0
2018,Buldhana,Deulgaon Raja,6.0,5.0,0.0,1
2018,Buldhana,Jalgaon Jamod,2.0,4.0,0.0,0
2018,Buldhana,Khamgaon,8.0,17.0,5.0,0
2018,Buldhana,Lonar,6.0,12.0,0.0,0
2018,Buldhana,Malkapur,0.0,0.0,0.0,1
2018,Buldhana,Mehkar,15.0,9.0,1.0,1
2018,Buldhana,Motala,11.0,8.0,1.0,0
2018,Buldhana,Nandura,0.0,2.0,0.0,0
2018,Buldhana,Sangrampur,3.0,0.0,0.0,1
2018,Buldhana,Shegaon,1.0,1.0,0.0,0
2018,Buldhana,Sindkhed Raja,12.0,7.0,0.0,0
2019,Buldhana,Buldhana,10.0,11.0,0.0,0
2019,Buldhana,Chikhali,15.0,12.0,0.0,0
2019,Buldhana,Deulgaon Raja,6.0,5.0,0.0,1
2019,Buldhana,Jalgaon Jamod,2.0,4.0,0.0,0
2019,Buldhana,Khamgaon,8.0,17.0,5.0,0
2019,Buldhana,Lonar,6.0,12.0,0.0,0
2019,Buldhana,Malkapur,0.0,0.0,0.0,1
2019,Buldhana,Mehkar,15.0,9.0,1.0,1
2019,Buldhana,Motala,11.0,8.0,1.0,0
2019,Buldhana,Nandura,0.0,2.0,0.0,0
2019,Buldhana,Sangrampur,3.0,0.0,0.0,1
2019,Buldhana,Shegaon,1.0,1.0,0.0,0
2019,Buldhana,Sindkhed Raja,12.0,7.0,0.0,0
2020,Buldhana,Buldhana,10.0,11.0,0.0,0
2020,Buldhana,Chikhali,15.0,11.0,0.0,0
2020,Buldhana,Deulgaon Raja,6.0,5.0,0.0,1
2020,Buldhana,Jalgaon Jamod,2.0,4.0,0.0,0
2020,Buldhana,Khamgaon,7.0,15.0,5.0,0
2020,Buldhana,Lonar,6.0,12.0,0.0,0
2020,Buldhana,Malkapur,0.0,0.0,0.0,1
2020,Buldhana,Mehkar,15.0,10.0,1.0,1
2020,Buldhana,Motala,11.0,9.0,1.0,0
2020,Buldhana,Nandura,0.0,2.0,0.0,1
2020,Buldhana,Sangrampur,3.0,0.0,0.0,0
2020,Buldhana,Shegaon,1.0,1.0,0.0,0
2020,Buldhana,Sindkhed Raja,12.0,7.0,0.0,0
2021,Buldhana,Buldhana,10.0,11.0,0.0,0
2021,Buldhana,Chikhali,15.0,11.0,0.0,0
2021,Buldhana,Deulgaon Raja,6.0,5.0,0.0,1
2021,Buldhana,Jalgaon Jamod,2.0,4.0,0.0,0
2021,Buldhana,Khamgaon,7.0,15.0,5.0,0
2021,Buldhana,Lonar,6.0,12.0,0.0,0
2021,Buldhana,Malkapur,0.0,0.0,0.0,1
2021,Buldhana,Mehkar,15.0,10.0,1.0,1
2021,Buldhana,Motala,11.0,9.0,1.0,0
2021,Buldhana,Nandura,0.0,2.0,0.0,1
2021,Buldhana,Sangrampur,3.0,0.0,0.0,0
2021,Buldhana,Shegaon,1.0,1.0,0.0,0
2021,Buldhana,Sindkhed Raja,12.0,7.0,0.0,0
2012,Chandrapur,Ballarpur,0.0,0.0,0.0,0
2012,Chandrapur,Bhadravati,1.0,0.0,0.0,0
2012,Chandrapur,Bramhapuri,2.0,0.0,0.0,0
2012,Chandrapur,Chandrapur,1.0,0.0,0.0,0
2012,Chandrapur,Chimur,2.0,0.0,0.0,0
2012,Chandrapur,Gondpipari,1.0,0.0,0.0,0
2012,Chandrapur,Jivati,1.0,0.0,0.0,0
2012,Chandrapur,Korpana,0.0,0.0,2.0,0
2012,Chandrapur,Mul,1.0,0.0,0.0,0
2012,Chandrapur,Nagbhid,1.0,0.0,1.0,0
2012,Chandrapur,Ponbhurna,1.0,0.0,0.0,0
2012,Chandrapur,Rajura,2.0,0.0,0.0,0
2012,Chandrapur,Savali,0.0,0.0,0.0,1
2012,Chandrapur,Sindevahi,0.0,0.0,1.0,0
2012,Chandrapur,Varora,4.0,0.0,3.0,0
2013,Chandrapur,Ballarpur,0.0,0.0,0.0,0
2013,Chandrapur,Bhadravati,2.0,0.0,0.0,0
2013,Chandrapur,Bramhapuri,1.0,0.0,0.0,0
2013,Chandrapur,Chandrapur,2.0,0.0,0.0,0
2013,Chandrapur,Chimur,3.0,0.0,0.0,0
2013,Chandrapur,Gondpipari,2.0,0.0,0.0,0
2013,Chandrapur,Jivati,1.0,0.0,0.0,0
2013,Chandrapur,Korpana,0.0,0.0,2.0,0
2013,Chandrapur,Mul,2.0,0.0,0.0,0
2013,Chandrapur,Nagbhid,2.0,0.0,1.0,0
2013,Chandrapur,Ponbhurna,1.0,0.0,0.0,0
2013,Chandrapur,Rajura,3.0,0.0,0.0,0
2013,Chandrapur,Savali,0.0,0.0,0.0,1
2013,Chandrapur,Sindevahi,0.0,0.0,1.0,0
2013,Chandrapur,Varora,5.0,0.0,3.0,0
2014,Chandrapur,Ballarpur,0.0,0.0,0.0,0
2014,Chandrapur,Bhadravati,2.0,0.0,0.0,0
2014,Chandrapur,Bramhapuri,1.0,0.0,0.0,0
2014,Chandrapur,Chandrapur,2.0,0.0,0.0,0
2014,Chandrapur,Chimur,3.0,0.0,0.0,0
2014,Chandrapur,Gondpipari,2.0,0.0,0.0,0
2014,Chandrapur,Jivati,1.0,0.0,0.0,0
2014,Chandrapur,Korpana,0.0,0.0,2.0,0
2014,Chandrapur,Mul,2.0,0.0,0.0,0
2014,Chandrapur,Nagbhid,2.0,0.0,1.0,0
2014,Chandrapur,Ponbhurna,1.0,0.0,0.0,0
2014,Chandrapur,Rajura,3.0,0.0,0.0,0
2014,Chandrapur,Savali,0.0,0.0,0.0,1
2014,Chandrapur,Sindevahi,0.0,0.0,1.0,0
2014,Chandrapur,Varora,5.0,0.0,3.0,0
2015,Chandrapur,Ballarpur,0.0,0.0,0.0,0
2015,Chandrapur,Bhadravati,1.0,0.0,0.0,0
2015,Chandrapur,Bramhapuri,4.0,0.0,0.0,0
2015,Chandrapur,Chandrapur,1.0,0.0,0.0,0
2015,Chandrapur,Chimur,4.0,0.0,0.0,0
2015,Chandrapur,Gondpipari,1.0,0.0,0.0,0
2015,Chandrapur,Jivati,1.0,0.0,0.0,0
2015,Chandrapur,Korpana,0.0,0.0,2.0,0
2015,Chandrapur,Mul,1.0,0.0,0.0,0
2015,Chandrapur,Nagbhid,4.0,0.0,1.0,0
2015,Chandrapur,Ponbhurna,0.0,0.0,0.0,0
2015,Chandrapur,Rajura,0.0,0.0,0.0,0
2015,Chandrapur,Savali,0.0,0.0,0.0,1
2015,Chandrapur,Sindevahi,1.0,0.0,1.0,0
2015,Chandrapur,Varora,0.0,0.0,3.0,0
2016,Chandrapur,Ballarpur,3.0,0.0,0.0,0
2016,Chandrapur,Bhadravati,3.0,0.0,0.0,0
2016,Chandrapur,Bramhapuri,6.0,0.0,0.0,0
2016,Chandrapur,Chandrapur,2.0,0.0,0.0,0
2016,Chandrapur,Chimur,11.0,0.0,0.0,0
2016,Chandrapur,Gondpipari,2.0,0.0,0.0,0
2016,Chandrapur,Jivati,0.0,0.0,0.0,0
2016,Chandrapur,Korpana,0.0,0.0,2.0,0
2016,Chandrapur,Mul,9.0,0.0,0.0,0
2016,Chandrapur,Nagbhid,13.0,0.0,1.0,0
2016,Chandrapur,Ponbhurna,6.0,0.0,0.0,0
2016,Chandrapur,Rajura,1.0,0.0,0.0,0
2016,Chandrapur,Savali,9.0,0.0,0.0,1
2016,Chandrapur,Sindevahi,20.0,0.0,1.0,0
2016,Chandrapur,Varora,3.0,0.0,3.0,0
2017,Chandrapur,Ballarpur,0.0,3.0,0.0,0
2017,Chandrapur,Bhadravati,1.0,3.0,0.0,0
2017,Chandrapur,Bramhapuri,0.0,6.0,0.0,0
2017,Chandrapur,Chandrapur,1.0,2.0,0.0,0
2017,Chandrapur,Chimur,0.0,11.0,0.0,0
2017,Chandrapur,Gondpipari,1.0,2.0,0.0,0
2017,Chandrapur,Jivati,1.0,0.0,0.0,0
2017,Chandrapur,Korpana,0.0,0.0,2.0,0
2017,Chandrapur,Mul,1.0,9.0,0.0,0
2017,Chandrapur,Nagbhid,0.0,13.0,1.0,0
2017,Chandrapur,Ponbhurna,0.0,6.0,0.0,0
2017,Chandrapur,Rajura,0.0,1.0,0.0,0
2017,Chandrapur,Savali,0.0,9.0,0.0,1
2017,Chandrapur,Sindevahi,0.0,20.0,1.0,0
2017,Chandrapur,Varora,0.0,3.0,3.0,0
2018,Chandrapur,Ballarpur,0.0,3.0,0.0,0
2018,Chandrapur,Bhadravati,1.0,1.0,0.0,0
2018,Chandrapur,Bramhapuri,0.0,8.0,0.0,0
2018,Chandrapur,Chandrapur,1.0,3.0,0.0,0
2018,Chandrapur,Chimur,0.0,11.0,0.0,0
2018,Chandrapur,Gondpipari,1.0,4.0,0.0,0
2018,Chandrapur,Jivati,1.0,0.0,0.0,0
2018,Chandrapur,Korpana,0.0,0.0,2.0,0
2018,Chandrapur,Mul,1.0,11.0,0.0,0
2018,Chandrapur,Nagbhid,0.0,13.0,1.0,0
2018,Chandrapur,Ponbhurna,0.0,4.0,0.0,0
2018,Chandrapur,Rajura,0.0,1.0,0.0,0
2018,Chandrapur,Savali,0.0,9.0,0.0,1
2018,Chandrapur,Sindevahi,0.0,16.0,1.0,0
2018,Chandrapur,Varora,0.0,4.0,3.0,0
2019,Chandrapur,Ballarpur,3.0,3.0,0.0,0
2019,Chandrapur,Bhadravati,12.0,1.0,0.0,0
2019,Chandrapur,Bramhapuri,2.0,8.0,0.0,0
2019,Chandrapur,Chandrapur,4.0,3.0,0.0,0
2019,Chandrapur,Chimur,6.0,11.0,0.0,0
2019,Chandrapur,Gondpipari,8.0,4.0,0.0,0
2019,Chandrapur,Jivati,4.0,0.0,0.0,0
2019,Chandrapur,Korpana,2.0,0.0,2.0,0
2019,Chandrapur,Mul,6.0,11.0,0.0,0
2019,Chandrapur,Nagbhid,4.0,13.0,1.0,0
2019,Chandrapur,Ponbhurna,8.0,4.0,0.0,0
2019,Chandrapur,Rajura,12.0,1.0,0.0,0
2019,Chandrapur,Savali,7.0,9.0,0.0,1
2019,Chandrapur,Sindevahi,2.0,16.0,1.0,0
2019,Chandrapur,Varora,10.0,4.0,3.0,0
2020,Chandrapur,Ballarpur,0.0,3.0,0.0,0
2020,Chandrapur,Bhadravati,0.0,1.0,0.0,0
2020,Chandrapur,Bramhapuri,0.0,8.0,0.0,0
2020,Chandrapur,Chandrapur,0.0,3.0,0.0,0
2020,Chandrapur,Chimur,0.0,11.0,0.0,0
2020,Chandrapur,Gondpipari,0.0,4.0,0.0,0
2020,Chandrapur,Jivati,0.0,0.0,0.0,0
2020,Chandrapur,Korpana,0.0,0.0,2.0,0
2020,Chandrapur,Mul,0.0,11.0,0.0,0
2020,Chandrapur,Nagbhid,0.0,13.0,1.0,0
2020,Chandrapur,Ponbhurna,0.0,4.0,0.0,0
2020,Chandrapur,Rajura,0.0,1.0,0.0,0
2020,Chandrapur,Savali,0.0,9.0,0.0,1
2020,Chandrapur,Sindevahi,0.0,16.0,1.0,0
2020,Chandrapur,Varora,0.0,4.0,3.0,0
2021,Chandrapur,Ballarpur,3.0,3.0,0.0,0
2021,Chandrapur,Bhadravati,12.0,1.0,0.0,0
2021,Chandrapur,Bramhapuri,2.0,8.0,0.0,0
2021,Chandrapur,Chandrapur,4.0,3.0,0.0,0
2021,Chandrapur,Chimur,7.0,11.0,0.0,0
2021,Chandrapur,Gondpipari,8.0,4.0,0.0,0
2021,Chandrapur,Jivati,4.0,0.0,0.0,0
2021,Chandrapur,Korpana,2.0,0.0,2.0,0
2021,Chandrapur,Mul,6.0,11.0,0.0,0
2021,Chandrapur,Nagbhid,4.0,13.0,1.0,0
2021,Chandrapur,Ponbhurna,8.0,4.0,0.0,0
2021,Chandrapur,Rajura,12.0,1.0,0.0,0
2021,Chandrapur,Savali,7.0,9.0,0.0,1
2021,Chandrapur,Sindevahi,2.0,16.0,1.0,0
2021,Chandrapur,Varora,11.0,4.0,3.0,0
2012,Dharashiv,Bhum,10.0,5.0,4.0,0
2012,Dharashiv,Dharashiv,38.0,7.0,3.0,0
2012,Dharashiv,Kalamb,11.0,5.0,1.0,0
2012,Dharashiv,Lohara,10.0,4.0,0.0,1
2012,Dharashiv,Paranda,9.0,3.0,3.0,0
2012,Dharashiv,Tuljapur,54.0,21.0,3.0,0
2012,Dharashiv,Umaraga,30.0,7.0,3.0,0
2012,Dharashiv,Washi,10.0,2.0,0.0,0
2013,Dharashiv,Bhum,120.0,0.0,4.0,0
2013,Dharashiv,Dharashiv,99.0,3.0,3.0,0
2013,Dharashiv,Kalamb,50.0,2.0,1.0,0
2013,Dharashiv,Lohara,24.0,0.0,0.0,1
2013,Dharashiv,Paranda,129.0,0.0,4.0,0
2013,Dharashiv,Tuljapur,180.0,0.0,3.0,0
2013,Dharashiv,Umaraga,49.0,0.0,3.0,0
2013,Dharashiv,Washi,26.0,1.0,0.0,0
2014,Dharashiv,Bhum,194.0,0.0,4.0,0
2014,Dharashiv,Dharashiv,109.0,3.0,3.0,0
2014,Dharashiv,Kalamb,82.0,2.0,1.0,0
2014,Dharashiv,Lohara,31.0,0.0,0.0,0
2014,Dharashiv,Paranda,174.0,0.0,4.0,0
2014,Dharashiv,Tuljapur,222.0,1.0,3.0,0
2014,Dharashiv,Umaraga,75.0,0.0,3.0,1
2014,Dharashiv,Washi,42.0,1.0,0.0,0
2015,Dharashiv,Bhum,194.0,8.0,4.0,0
2015,Dharashiv,Dharashiv,109.0,36.0,3.0,0
2015,Dharashiv,Kalamb,82.0,11.0,1.0,0
2015,Dharashiv,Lohara,39.0,14.0,0.0,1
2015,Dharashiv,Paranda,174.0,21.0,4.0,0
2015,Dharashiv,Tuljapur,222.0,61.0,3.0,0
2015,Dharashiv,Umaraga,75.0,26.0,3.0,0
2015,Dharashiv,Washi,42.0,10.0,0.0,0
2016,Dharashiv,Bhum,204.0,8.0,4.0,0
2016,Dharashiv,Dharashiv,197.0,36.0,3.0,0
2016,Dharashiv,Kalamb,178.0,11.0,1.0,0
2016,Dharashiv,Lohara,72.0,11.0,0.0,1
2016,Dharashiv,Paranda,231.0,21.0,3.0,0
2016,Dharashiv,Tuljapur,317.0,63.0,4.0,0
2016,Dharashiv,Umaraga,155.0,30.0,3.0,0
2016,Dharashiv,Washi,72.0,10.0,0.0,0
2017,Dharashiv,Bhum,235.0,8.0,3.0,0
2017,Dharashiv,Dharashiv,151.0,36.0,3.0,0
2017,Dharashiv,Kalamb,95.0,11.0,1.0,0
2017,Dharashiv,Lohara,57.0,11.0,0.0,1
2017,Dharashiv,Paranda,212.0,21.0,4.0,1
2017,Dharashiv,Tuljapur,286.0,63.0,4.0,0
2017,Dharashiv,Umaraga,118.0,30.0,3.0,0
2017,Dharashiv,Washi,45.0,10.0,0.0,0
2018,Dharashiv,Bhum,235.0,9.0,3.0,0
2018,Dharashiv,Dharashiv,151.0,32.0,3.0,0
2018,Dharashiv,Kalamb,95.0,10.0,1.0,0
2018,Dharashiv,Lohara,57.0,11.0,0.0,1
2018,Dharashiv,Paranda,212.0,4.0,4.0,1
2018,Dharashiv,Tuljapur,286.0,63.0,4.0,0
2018,Dharashiv,Umaraga,118.0,30.0,3.0,0
2018,Dharashiv,Washi,45.0,9.0,0.0,0
2019,Dharashiv,Bhum,3.0,9.0,3.0,0
2019,Dharashiv,Dharashiv,7.0,32.0,3.0,0
2019,Dharashiv,Kalamb,1.0,10.0,1.0,0
2019,Dharashiv,Lohara,0.0,11.0,0.0,1
2019,Dharashiv,Paranda,3.0,4.0,4.0,1
2019,Dharashiv,Tuljapur,11.0,63.0,4.0,0
2019,Dharashiv,Umaraga,2.0,30.0,3.0,0
2019,Dharashiv,Washi,1.0,9.0,0.0,0
2020,Dharashiv,Bhum,3.0,9.0,3.0,0
2020,Dharashiv,Dharashiv,7.0,32.0,3.0,0
2020,Dharashiv,Kalamb,1.0,10.0,1.0,0
2020,Dharashiv,Lohara,0.0,12.0,0.0,1
2020,Dharashiv,Paranda,3.0,7.0,4.0,1
2020,Dharashiv,Tuljapur,11.0,70.0,4.0,0
2020,Dharashiv,Umaraga,2.0,50.0,3.0,0
2020,Dharashiv,Washi,1.0,9.0,0.0,0
2021,Dharashiv,Bhum,0.0,9.0,3.0,0
2021,Dharashiv,Dharashiv,4.0,32.0,3.0,0
2021,Dharashiv,Kalamb,0.0,10.0,1.0,0
2021,Dharashiv,Lohara,0.0,11.0,0.0,1
2021,Dharashiv,Paranda,1.0,7.0,4.0,1
2021,Dharashiv,Tuljapur,11.0,63.0,4.0,0
2021,Dharashiv,Umaraga,2.0,31.0,3.0,0
2021,Dharashiv,Washi,0.0,9.0,0.0,0
2012,Dhule,Dhule,0.0,4.0,1.0,0
2012,Dhule,Sakri,0.0,2.0,5.0,0
2012,Dhule,Shindkheda,0.0,0.0,4.0,0
2012,Dhule,Shirpur,2.0,2.0,2.0,0
2013,Dhule,Dhule,0.0,7.0,1.0,0
2013,Dhule,Sakri,0.0,8.0,5.0,0
2013,Dhule,Shindkheda,0.0,21.0,4.0,0
2013,Dhule,Shirpur,2.0,6.0,2.0,0
2014,Dhule,Dhule,0.0,14.0,1.0,0
2014,Dhule,Sakri,0.0,11.0,5.0,0
2014,Dhule,Shindkheda,0.0,21.0,4.0,0
2014,Dhule,Shirpur,2.0,8.0,2.0,0
2015,Dhule,Dhule,0.0,19.0,1.0,0
2015,Dhule,Sakri,0.0,12.0,5.0,0
2015,Dhule,Shindkheda,0.0,3.0,4.0,0
2015,Dhule,Shirpur,2.0,13.0,2.0,0
2016,Dhule,Dhule,0.0,20.0,1.0,0
2016,Dhule,Sakri,0.0,12.0,5.0,0
2016,Dhule,Shindkheda,0.0,3.0,4.0,0
2016,Dhule,Shirpur,2.0,14.0,2.0,0
2017,Dhule,Dhule,0.0,20.0,1.0,0
2017,Dhule,Sakri,0.0,12.0,5.0,0
2017,Dhule,Shindkheda,0.0,3.0,4.0,0
2017,Dhule,Shirpur,2.0,13.0,2.0,0
2018,Dhule,Dhule,0.0,20.0,1.0,0
2018,Dhule,Sakri,0.0,12.0,5.0,0
2018,Dhule,Shindkheda,0.0,3.0,4.0,0
2018,Dhule,Shirpur,2.0,13.0,2.0,0
2019,Dhule,Dhule,0.0,20.0,1.0,0
2019,Dhule,Sakri,0.0,12.0,5.0,0
2019,Dhule,Shindkheda,0.0,3.0,4.0,0
2019,Dhule,Shirpur,2.0,13.0,2.0,0
2020,Dhule,Dhule,0.0,20.0,1.0,0
2020,Dhule,Sakri,0.0,12.0,5.0,0
2020,Dhule,Shindkheda,0.0,3.0,4.0,0
2020,Dhule,Shirpur,2.0,13.0,2.0,0
2021,Dhule,Dhule,0.0,20.0,1.0,0
2021,Dhule,Sakri,0.0,12.0,5.0,0
2021,Dhule,Shindkheda,0.0,3.0,4.0,0
2021,Dhule,Shirpur,2.0,13.0,2.0,0
2012,Gadchiroli,Aarmori,2.0,1.0,1.0,1
2012,Gadchiroli,Aheri,2.0,0.0,2.0,0
2012,Gadchiroli,Bhamragad,0.0,0.0,0.0,0
2012,Gadchiroli,Chomoshi,1.0,1.0,3.0,1
2012,Gadchiroli,Desaiganj,0.0,0.0,0.0,1
2012,Gadchiroli,Dhanora,1.0,1.0,0.0,0
2012,Gadchiroli,Etapalli,0.0,0.0,0.0,0
2012,Gadchiroli,Gadchiroli,4.0,0.0,1.0,0
2012,Gadchiroli,Korachi,3.0,0.0,0.0,0
2012,Gadchiroli,Kurkheda,3.0,1.0,0.0,0
2012,Gadchiroli,Mulchera,2.0,0.0,0.0,0
2012,Gadchiroli,Sironcha,2.0,0.0,1.0,0
2013,Gadchiroli,Aarmori,2.0,1.0,1.0,1
2013,Gadchiroli,Aheri,2.0,0.0,2.0,0
2013,Gadchiroli,Bhamragad,0.0,0.0,0.0,0
2013,Gadchiroli,Chomoshi,1.0,1.0,3.0,1
2013,Gadchiroli,Desaiganj,0.0,0.0,0.0,1
2013,Gadchiroli,Dhanora,1.0,1.0,0.0,0
2013,Gadchiroli,Etapalli,0.0,0.0,0.0,0
2013,Gadchiroli,Gadchiroli,4.0,0.0,1.0,0
2013,Gadchiroli,Korachi,3.0,0.0,0.0,0
2013,Gadchiroli,Kurkheda,3.0,1.0,0.0,0
2013,Gadchiroli,Mulchera,2.0,0.0,0.0,0
2013,Gadchiroli,Sironcha,2.0,0.0,1.0,0
2014,Gadchiroli,Aarmori,2.0,1.0,1.0,1
2014,Gadchiroli,Aheri,2.0,0.0,2.0,0
2014,Gadchiroli,Bhamragad,0.0,0.0,0.0,0
2014,Gadchiroli,Chomoshi,1.0,1.0,3.0,1
2014,Gadchiroli,Desaiganj,0.0,0.0,0.0,1
2014,Gadchiroli,Dhanora,1.0,1.0,0.0,0
2014,Gadchiroli,Etapalli,0.0,0.0,0.0,0
2014,Gadchiroli,Gadchiroli,4.0,0.0,1.0,0
2014,Gadchiroli,Korachi,3.0,0.0,0.0,0
2014,Gadchiroli,Kurkheda,3.0,1.0,0.0,0
2014,Gadchiroli,Mulchera,2.0,0.0,0.0,0
2014,Gadchiroli,Sironcha,2.0,0.0,1.0,0
2015,Gadchiroli,Aarmori,2.0,0.0,1.0,1
2015,Gadchiroli,Aheri,1.0,1.0,0.0,0
2015,Gadchiroli,Bhamragad,0.0,0.0,0.0,0
2015,Gadchiroli,Chomoshi,2.0,6.0,4.0,1
2015,Gadchiroli,Desaiganj,4.0,2.0,0.0,1
2015,Gadchiroli,Dhanora,1.0,1.0,0.0,0
2015,Gadchiroli,Etapalli,0.0,0.0,0.0,0
2015,Gadchiroli,Gadchiroli,0.0,1.0,2.0,0
2015,Gadchiroli,Korachi,0.0,0.0,0.0,0
2015,Gadchiroli,Kurkheda,0.0,0.0,0.0,0
2015,Gadchiroli,Mulchera,0.0,1.0,0.0,0
2015,Gadchiroli,Sironcha,2.0,1.0,1.0,0
2016,Gadchiroli,Aarmori,2.0,2.0,1.0,1
2016,Gadchiroli,Aheri,2.0,2.0,0.0,0
2016,Gadchiroli,Bhamragad,0.0,0.0,0.0,0
2016,Gadchiroli,Chomoshi,2.0,4.0,2.0,2
2016,Gadchiroli,Desaiganj,0.0,6.0,0.0,0
2016,Gadchiroli,Dhanora,1.0,1.0,1.0,0
2016,Gadchiroli,Etapalli,0.0,0.0,1.0,0
2016,Gadchiroli,Gadchiroli,4.0,4.0,1.0,1
2016,Gadchiroli,Korachi,3.0,0.0,0.0,0
2016,Gadchiroli,Kurkheda,3.0,0.0,0.0,0
2016,Gadchiroli,Mulchera,2.0,1.0,1.0,0
