Year,District,Taluka,Size Class,Irrigated Area,Unirrigated Area,Gross Cropped Area,Share of Cropped Area Irrigated,Share of Total Land Holdings Cropped,Unnamed: 9,Total Holding Number,Total Holding Area
2000,Ahilyanagar,Ahamad Nagar,Marginal (Below 1 ha),3577,14951,18528,19.30591537132988,0.9912,,39639,18692
2000,Ahilyanagar,Akola,Marginal (Below 1 ha),1670,10471,12141,13.75504488921835,0.9609,,25897,12635
2000,Ahilyanagar,Jamkhed,Marginal (Below 1 ha),1406,8435,9841,14.28716593842089,0.9545,,19524,10310
2000,Ahilyanagar,Karjat,Marginal (Below 1 ha),3187,12908,16095,19.80118049083566,0.9376,,30683,17166
2000,Ahilyanagar,Kopargoan,Marginal (Below 1 ha),4926,4200,9126,53.9776462853386,0.9129,,16994,9997
2000,Ahilyanagar,Newasa,Marginal (Below 1 ha),11423,10301,21724,52.5823973485546,0.9674,,38491,22456
2000,Ahilyanagar,Parner,Marginal (Below 1 ha),2066,16236,18303,11.28776703272688,1.1309,,34167,16185
2000,Ahilyanagar,Pathardi,Marginal (Below 1 ha),1570,19855,21425,7.327887981330222,1.003,,45403,21360
2000,Ahilyanagar,Rahata,Marginal (Below 1 ha),5683,4512,10195,55.74301128003923,0.9604,,20854,10615
2000,Ahilyanagar,Rahuri,Marginal (Below 1 ha),11867,3417,15284,77.64328709761843,0.9403,,30383,16255
2000,Ahilyanagar,Sangamner,Marginal (Below 1 ha),7086,17649,24735,28.64766525166768,0.9585,,47560,25806
2000,Ahilyanagar,Shirirampur,Marginal (Below 1 ha),5281,2304,7584,69.6334388185654,0.9724,,14481,7799
2000,Ahilyanagar,Showgoan,Marginal (Below 1 ha),2724,12731,15455,17.62536395988353,0.9775,,30138,15811
2000,Ahilyanagar,Shrigonda,Marginal (Below 1 ha),10838,13606,24444,44.33807887416135,0.9791,,39438,24967
2010,Ahilyanagar,Ahamad Nagar,Marginal (Below 1 ha),1587,27614,29201,5.434745385432006,1.5486,,41446,18856
2010,Ahilyanagar,Akola,Marginal (Below 1 ha),2570,10816,13387,19.19772914021065,0.9603,,31711,13940
2010,Ahilyanagar,Jamkhed,Marginal (Below 1 ha),1084,8301,9384,11.55157715260017,0.9665,,19009,9709
2010,Ahilyanagar,Karjat,Marginal (Below 1 ha),10940,11216,22156,49.37714388878859,1.2628,,33270,17545
2010,Ahilyanagar,Kopargoan,Marginal (Below 1 ha),8314,6227,14541,57.17626022969534,1.1738,,21613,12388
2010,Ahilyanagar,Nevasa,Marginal (Below 1 ha),10623,22495,33118,32.07621233166254,1.402,,41597,23622
2010,Ahilyanagar,Parner,Marginal (Below 1 ha),74,37181,37255,0.1986310562340625,1.6782,,48164,22199
2010,Ahilyanagar,Pathardi,Marginal (Below 1 ha),657,23589,24246,2.709725315515961,1.1561,,45109,20973
2010,Ahilyanagar,Rahata,Marginal (Below 1 ha),7803,10359,18162,42.96333002973241,1.3683,,25414,13273
2010,Ahilyanagar,Rahuri,Marginal (Below 1 ha),14609,18638,33247,43.94080668932535,1.8622,,35900,17854
2010,Ahilyanagar,Sangamner,Marginal (Below 1 ha),10532,19798,30330,34.72469502143093,1.2047,,51073,25177
2010,Ahilyanagar,Shevgoan,Marginal (Below 1 ha),3933,32175,36108,10.89232303090728,1.9271,,35045,18737
2010,Ahilyanagar,Shirirampur,Marginal (Below 1 ha),8967,1662,10628,84.37147158449379,1.0837,,17993,9807
2010,Ahilyanagar,Shrigonda,Marginal (Below 1 ha),23015,12820,35835,64.22491977117343,1.3877,,50312,25824
2015,Ahilyanagar,Akola,Marginal (Below 1 ha),3219,12188,15408,20.8917445482866,1.0101,,36587,15254
2015,Ahilyanagar,Jamkhed,Marginal (Below 1 ha),1709,11636,13345,12.80629449231922,0.986,,30470,13535
2015,Ahilyanagar,Karjat,Marginal (Below 1 ha),10902,11378,22280,48.93177737881508,1.3389,,37484,16641
2015,Ahilyanagar,Kopargaon,Marginal (Below 1 ha),9481,6806,16287,58.2120709768527,1.3394,,26522,12160
2015,Ahilyanagar,Nagar,Marginal (Below 1 ha),1322,22973,24295,5.441448857789669,1.5238,,45126,15944
2015,Ahilyanagar,Nevasa,Marginal (Below 1 ha),12782,26105,38887,32.8695965232597,1.4882,,51150,26130
2015,Ahilyanagar,Parner,Marginal (Below 1 ha),1999,34502,36501,5.476562285964768,1.6232,,57872,22487
2015,Ahilyanagar,Pathardi,Marginal (Below 1 ha),823,25105,25928,3.174174637457575,1.1842,,52253,21895
2015,Ahilyanagar,Rahata,Marginal (Below 1 ha),8284,10482,18766,44.1436640733241,1.4732,,37150,12738
2015,Ahilyanagar,Rahuri,Marginal (Below 1 ha),14945,20610,35555,42.03346927295739,1.8596,,40509,19120
2015,Ahilyanagar,Sangamner,Marginal (Below 1 ha),13648,21391,35039,38.95088330146408,1.2828,,63989,27314
2015,Ahilyanagar,Shevgaon,Marginal (Below 1 ha),4148,34503,38651,10.73193449069882,1.871,,43200,20658
2015,Ahilyanagar,Shrigonda,Marginal (Below 1 ha),29596,11044,40639,72.82659514259701,1.4444,,55916,28136
2015,Ahilyanagar,Shrirampur,Marginal (Below 1 ha),9267,1819,11086,83.59191773407902,1.2223,,27911,9070
2000,Ahilyanagar,Ahamad Nagar,Small (1 to 2 ha),6271,21205,27476,22.82355510263503,0.9152,,21026,30023
2000,Ahilyanagar,Akola,Small (1 to 2 ha),1397,17980,19377,7.209578366104144,0.92,,14683,21061
2000,Ahilyanagar,Jamkhed,Small (1 to 2 ha),2684,17510,20195,13.29041842040109,1.0151,,13280,19894
2000,Ahilyanagar,Karjat,Small (1 to 2 ha),6037,27068,33105,18.23591602476967,0.9448,,23480,35038
2000,Ahilyanagar,Kopargoan,Small (1 to 2 ha),10635,9194,19828,53.63627193867259,0.8927,,15125,22212
2000,Ahilyanagar,Newasa,Small (1 to 2 ha),23530,24159,47689,49.34051877791524,0.9677,,34288,49282
2000,Ahilyanagar,Parner,Small (1 to 2 ha),3473,34782,38254,9.078789146233074,1.0916,,24283,35043
2000,Ahilyanagar,Pathardi,Small (1 to 2 ha),2127,25935,28062,7.579645071627112,0.9647,,21656,29090
2000,Ahilyanagar,Rahata,Small (1 to 2 ha),10270,7964,18234,56.32335197981793,0.9795,,13153,18615
2000,Ahilyanagar,Rahuri,Small (1 to 2 ha),18121,6562,24683,73.41490094396953,0.9232,,19472,26737
2000,Ahilyanagar,Sangamner,Small (1 to 2 ha),7800,23372,31172,25.02245605030155,0.9303,,24536,33507
2000,Ahilyanagar,Shirirampur,Small (1 to 2 ha),9382,5167,14549,64.48553165165991,0.9577,,10313,15192
2000,Ahilyanagar,Showgoan,Small (1 to 2 ha),6526,21111,27637,23.61327206281435,0.9552,,21604,28934
2000,Ahilyanagar,Shrigonda,Small (1 to 2 ha),18529,18684,37213,49.79173944589256,0.9646,,26550,38577
2010,Ahilyanagar,Ahamad Nagar,Small (1 to 2 ha),5382,35631,41013,13.12266842220759,1.4337,,20021,28607
2010,Ahilyanagar,Akola,Small (1 to 2 ha),2202,17992,20194,10.90422897890462,0.9373,,15114,21545
2010,Ahilyanagar,Jamkhed,Small (1 to 2 ha),2808,15554,18362,15.29245180263588,1.0014,,12750,18336
2010,Ahilyanagar,Karjat,Small (1 to 2 ha),19834,22171,42005,47.21818831091537,1.2467,,23474,33692
2010,Ahilyanagar,Kopargoan,Small (1 to 2 ha),15140,11197,26338,57.48348393955501,1.185,,15861,22227
2010,Ahilyanagar,Nevasa,Small (1 to 2 ha),19228,46376,65603,29.30963523009619,1.449,,32160,45276
2010,Ahilyanagar,Parner,Small (1 to 2 ha),85,55317,55402,0.1534240641132089,1.5708,,24564,35269
2010,Ahilyanagar,Pathardi,Small (1 to 2 ha),2207,28675,30882,7.146557865423224,1.1191,,19576,27595
2010,Ahilyanagar,Rahata,Small (1 to 2 ha),10305,18203,28508,36.14774800056125,1.4343,,14140,19876
2010,Ahilyanagar,Rahuri,Small (1 to 2 ha),17240,31689,48928,35.23544800523218,1.8554,,18907,26370
2010,Ahilyanagar,Sangamner,Small (1 to 2 ha),13352,27837,41189,32.4164218602054,1.1891,,24643,34639
2010,Ahilyanagar,Shevgoan,Small (1 to 2 ha),8765,48058,56823,15.42509195220245,1.9148,,21195,29675
2010,Ahilyanagar,Shirirampur,Small (1 to 2 ha),15534,1999,17533,88.59864255974448,1.0792,,11624,16246
2010,Ahilyanagar,Shrigonda,Small (1 to 2 ha),35108,17643,52751,66.5541885461887,1.3016,,28704,40528
2015,Ahilyanagar,Akola,Small (1 to 2 ha),2306,16968,19274,11.96430424405935,0.9232,,16361,20877
2015,Ahilyanagar,Jamkhed,Small (1 to 2 ha),3479,17334,20813,16.71551434199779,1.0244,,14114,20317
2015,Ahilyanagar,Karjat,Small (1 to 2 ha),15528,17407,32934,47.1488431408271,1.303,,22422,25276
2015,Ahilyanagar,Kopargaon,Small (1 to 2 ha),15587,11207,26794,58.17347167276255,1.3046,,15122,20538
2015,Ahilyanagar,Nagar,Small (1 to 2 ha),4073,27568,31641,12.87253879460194,1.4071,,20415,22487
2015,Ahilyanagar,Nevasa,Small (1 to 2 ha),18642,41075,59717,31.21724132156672,1.4803,,31643,40342
2015,Ahilyanagar,Parner,Small (1 to 2 ha),2421,54765,57186,4.233553666981429,1.5318,,24913,37332
2015,Ahilyanagar,Pathardi,Small (1 to 2 ha),2470,28181,30652,8.058201748662404,1.1451,,20057,26767
2015,Ahilyanagar,Rahata,Small (1 to 2 ha),12831,19127,31958,40.14957131234745,1.4526,,13717,22001
2015,Ahilyanagar,Rahuri,Small (1 to 2 ha),15461,30779,46240,33.4364186851211,1.8148,,18865,25479
2015,Ahilyanagar,Sangamner,Small (1 to 2 ha),14490,24880,39370,36.80467360934722,1.258,,24950,31296
2015,Ahilyanagar,Shevgaon,Small (1 to 2 ha),7562,41433,48995,15.43422798244719,1.8058,,20810,27132
2015,Ahilyanagar,Shrigonda,Small (1 to 2 ha),38480,13076,51556,74.63728760958958,1.3614,,28001,37870
2015,Ahilyanagar,Shrirampur,Small (1 to 2 ha),14343,2257,16600,86.40361445783132,1.2376,,12297,13413
2000,Ahilyanagar,Ahamad Nagar,Semimedium (2 to 4 ha),5635,22365,28000,20.125,0.822,,13005,34064
2000,Ahilyanagar,Akola,Semimedium (2 to 4 ha),694,24646,25339,2.738861044240104,0.8889,,9757,28506
2000,Ahilyanagar,Jamkhed,Semimedium (2 to 4 ha),3281,24612,27893,11.76280787294303,1.0163,,9900,27445
2000,Ahilyanagar,Karjat,Semimedium (2 to 4 ha),7456,35928,43384,17.18605937672875,0.9259,,16859,46856
2000,Ahilyanagar,Kopargoan,Semimedium (2 to 4 ha),7483,7008,14491,51.63894831274585,0.8133,,6698,17817
2000,Ahilyanagar,Newasa,Semimedium (2 to 4 ha),11054,19434,30488,36.25688795591708,0.9572,,12734,31850
2000,Ahilyanagar,Parner,Semimedium (2 to 4 ha),7935,43783,51717,15.34311735019433,1.0709,,17703,48293
2000,Ahilyanagar,Pathardi,Semimedium (2 to 4 ha),2089,23798,25887,8.069687487928304,0.9071,,11174,28537
2000,Ahilyanagar,Rahata,Semimedium (2 to 4 ha),6498,8384,14882,43.66348609057923,0.9305,,5733,15993
2000,Ahilyanagar,Rahuri,Semimedium (2 to 4 ha),10492,7187,17679,59.34724814751966,0.905,,7578,19535
2000,Ahilyanagar,Sangamner,Semimedium (2 to 4 ha),4497,24358,28855,15.58482065499913,0.8943,,12417,32266
2000,Ahilyanagar,Shirirampur,Semimedium (2 to 4 ha),6240,5468,11708,53.29689101469081,0.9466,,4626,12369
2000,Ahilyanagar,Showgoan,Semimedium (2 to 4 ha),4005,19871,23876,16.77416652705646,0.9236,,9920,25852
2000,Ahilyanagar,Shrigonda,Semimedium (2 to 4 ha),19682,22839,42521,46.28771665765152,0.9407,,16849,45200
2010,Ahilyanagar,Ahamad Nagar,Semimedium (2 to 4 ha),9395,27867,37262,25.2133540872739,1.2067,,11492,30879
2010,Ahilyanagar,Akola,Semimedium (2 to 4 ha),1125,23747,24872,4.523158571888067,0.8996,,10081,27649
2010,Ahilyanagar,Jamkhed,Semimedium (2 to 4 ha),4675,17802,22477,20.7990390176625,0.9686,,8556,23205
2010,Ahilyanagar,Karjat,Semimedium (2 to 4 ha),16553,26159,42712,38.75491665105825,1.148,,13980,37204
2010,Ahilyanagar,Kopargoan,Semimedium (2 to 4 ha),10183,7409,17591,57.88755613666079,1.1358,,5891,15488
2010,Ahilyanagar,Nevasa,Semimedium (2 to 4 ha),13676,29068,42744,31.99513381995134,1.4601,,11358,29274
2010,Ahilyanagar,Parner,Semimedium (2 to 4 ha),668,60962,61630,1.083887717020931,1.4987,,15275,41123
2010,Ahilyanagar,Pathardi,Semimedium (2 to 4 ha),2959,24559,27518,10.75296169779781,1.1074,,9315,24850
2010,Ahilyanagar,Rahata,Semimedium (2 to 4 ha),7046,14669,21715,32.44761685470873,1.4584,,5588,14890
2010,Ahilyanagar,Rahuri,Semimedium (2 to 4 ha),7891,26425,34316,22.99510432451335,1.9088,,6900,17978
2010,Ahilyanagar,Sangamner,Semimedium (2 to 4 ha),9789,28054,37844,25.86671599196702,1.1804,,12003,32061
2010,Ahilyanagar,Shevgoan,Semimedium (2 to 4 ha),8699,33059,41758,20.83193639542123,1.8358,,8712,22746
2010,Ahilyanagar,Shirirampur,Semimedium (2 to 4 ha),10438,2029,12467,83.72503408999759,1.0563,,4479,11803
2010,Ahilyanagar,Shrigonda,Semimedium (2 to 4 ha),25856,19713,45569,56.74032785446247,1.2552,,13848,36303
2015,Ahilyanagar,Akola,Semimedium (2 to 4 ha),1376,25014,26390,5.214096248579008,0.894,,10751,29520
2015,Ahilyanagar,Jamkhed,Semimedium (2 to 4 ha),5966,18449,24415,24.43579766536965,1.0816,,8338,22574
2015,Ahilyanagar,Karjat,Semimedium (2 to 4 ha),17944,28414,46358,38.70745070969412,1.255,,14328,36939
2015,Ahilyanagar,Kopargaon,Semimedium (2 to 4 ha),13187,8865,22052,59.79956466533648,1.3206,,6729,16699
2015,Ahilyanagar,Nagar,Semimedium (2 to 4 ha),9218,29963,39181,23.52670937444169,1.2242,,12890,32005
2015,Ahilyanagar,Nevasa,Semimedium (2 to 4 ha),15262,30337,45599,33.47003223754907,1.5527,,11541,29368
2015,Ahilyanagar,Parner,Semimedium (2 to 4 ha),3571,56015,59586,5.993018494277178,1.5015,,15515,39683
2015,Ahilyanagar,Pathardi,Semimedium (2 to 4 ha),4174,28721,32895,12.68885848913209,1.176,,10130,27972
2015,Ahilyanagar,Rahata,Semimedium (2 to 4 ha),9284,15647,24931,37.23877903012314,1.6042,,5537,15541
2015,Ahilyanagar,Rahuri,Semimedium (2 to 4 ha),8801,26495,35296,24.93483680870354,1.8299,,7712,19289
2015,Ahilyanagar,Sangamner,Semimedium (2 to 4 ha),12227,29126,41354,29.56666827876384,1.2813,,12365,32275
2015,Ahilyanagar,Shevgaon,Semimedium (2 to 4 ha),9139,33080,42218,21.64716471647165,1.6689,,9262,25297
2015,Ahilyanagar,Shrigonda,Semimedium (2 to 4 ha),33260,19211,52471,63.38739494196795,1.3727,,15265,38225
2015,Ahilyanagar,Shrirampur,Semimedium (2 to 4 ha),15003,3147,18150,82.66115702479338,1.2899,,5278,14071
2000,Ahilyanagar,Ahamad Nagar,Medium (4 to 10 ha),3313,13062,16375,20.23206106870229,0.7279,,4081,22496
2000,Ahilyanagar,Akola,Medium (4 to 10 ha),314,21285,21599,1.453771007917033,0.7869,,4519,27448
2000,Ahilyanagar,Jamkhed,Medium (4 to 10 ha),2214,15573,17787,12.44729296677349,1.0033,,3233,17728
2000,Ahilyanagar,Karjat,Medium (4 to 10 ha),3402,17313,20714,16.42367480930772,0.8436,,4365,24554
2000,Ahilyanagar,Kopargoan,Medium (4 to 10 ha),3105,2339,5444,57.03526818515797,0.6764,,1500,8049
2000,Ahilyanagar,Newasa,Medium (4 to 10 ha),1575,6224,7799,20.19489678163867,0.8974,,1648,8691
2000,Ahilyanagar,Parner,Medium (4 to 10 ha),7182,34329,41511,17.30143817301438,1.0715,,7103,38740
2000,Ahilyanagar,Pathardi,Medium (4 to 10 ha),943,9675,10618,8.88114522508947,0.8003,,2669,13268
2000,Ahilyanagar,Rahata,Medium (4 to 10 ha),1440,4250,5690,25.30755711775044,0.8066,,1276,7054
2000,Ahilyanagar,Rahuri,Medium (4 to 10 ha),1964,3530,5495,35.74158325750683,0.8102,,1265,6782
2000,Ahilyanagar,Sangamner,Medium (4 to 10 ha),896,13233,14129,6.341566989878972,0.8454,,3237,16713
2000,Ahilyanagar,Shirirampur,Medium (4 to 10 ha),1990,2495,4484,44.3800178412132,0.8383,,1001,5349
2000,Ahilyanagar,Showgoan,Medium (4 to 10 ha),1028,7926,8954,11.4809023899933,0.8594,,1927,10419
2000,Ahilyanagar,Shrigonda,Medium (4 to 10 ha),5528,11326,16853,32.80128167091912,0.902,,3369,18685
2010,Ahilyanagar,Ahamad Nagar,Medium (4 to 10 ha),8001,14245,22246,35.96601636249213,0.9986,,3966,22278
2010,Ahilyanagar,Akola,Medium (4 to 10 ha),684,19899,20582,3.323292197065397,0.8464,,4211,24316
2010,Ahilyanagar,Jamkhed,Medium (4 to 10 ha),4220,10104,14324,29.4610444010053,0.9463,,2735,15137
2010,Ahilyanagar,Karjat,Medium (4 to 10 ha),6070,12745,18815,32.26149348923731,0.9956,,3426,18898
2010,Ahilyanagar,Kopargoan,Medium (4 to 10 ha),4035,2835,6871,58.72507640809198,1.0763,,1187,6384
2010,Ahilyanagar,Nevasa,Medium (4 to 10 ha),2925,9054,11979,24.41773102930128,1.4804,,1528,8092
2010,Ahilyanagar,Parner,Medium (4 to 10 ha),327,31603,31930,1.024115252113999,1.2909,,4487,24734
2010,Ahilyanagar,Pathardi,Medium (4 to 10 ha),2382,15104,17486,13.62232643257463,1.0132,,3061,17259
2010,Ahilyanagar,Rahata,Medium (4 to 10 ha),2701,6846,9546,28.29457364341085,1.4405,,1204,6627
2010,Ahilyanagar,Rahuri,Medium (4 to 10 ha),1511,9462,10972,13.77141815530441,1.9092,,1079,5747
2010,Ahilyanagar,Sangamner,Medium (4 to 10 ha),3878,19282,23161,16.74366391779284,1.2366,,3330,18729
2010,Ahilyanagar,Shevgoan,Medium (4 to 10 ha),4141,10548,14689,28.19116345564708,1.6334,,1667,8993
2010,Ahilyanagar,Shirirampur,Medium (4 to 10 ha),3903,902,4805,81.22788761706555,0.9418,,952,5102
2010,Ahilyanagar,Shrigonda,Medium (4 to 10 ha),6288,11719,18008,34.91781430475344,1.3249,,2499,13592
2015,Ahilyanagar,Akola,Medium (4 to 10 ha),1102,23184,24286,4.537593675368525,1.0139,,4233,23952
2015,Ahilyanagar,Jamkhed,Medium (4 to 10 ha),6875,10940,17815,38.59107493685097,1.2702,,2488,14025
2015,Ahilyanagar,Karjat,Medium (4 to 10 ha),10104,22962,33067,30.55614358726222,1.169,,5031,28286
2015,Ahilyanagar,Kopargaon,Medium (4 to 10 ha),8326,5080,13407,62.10188707391661,1.3294,,1958,10085
2015,Ahilyanagar,Nagar,Medium (4 to 10 ha),10582,19447,30029,35.23926870691665,1.0809,,5053,27782
2015,Ahilyanagar,Nevasa,Medium (4 to 10 ha),4143,11138,15281,27.11209999345592,1.6996,,1764,8991
2015,Ahilyanagar,Parner,Medium (4 to 10 ha),2742,30827,33568,8.168493803622498,1.3048,,4684,25727
2015,Ahilyanagar,Pathardi,Medium (4 to 10 ha),3797,16311,20108,18.88303162920231,1.2343,,2953,16291
2015,Ahilyanagar,Rahata,Medium (4 to 10 ha),5208,8333,13542,38.45813026140895,1.8034,,1340,7509
2015,Ahilyanagar,Rahuri,Medium (4 to 10 ha),3143,8763,11907,26.39623750734862,1.7919,,1334,6645
2015,Ahilyanagar,Sangamner,Medium (4 to 10 ha),5608,22037,27645,20.28576596129499,1.4568,,3411,18977
2015,Ahilyanagar,Shevgaon,Medium (4 to 10 ha),4947,12625,17572,28.15274300022764,1.6521,,1888,10636
2015,Ahilyanagar,Shrigonda,Medium (4 to 10 ha),11114,13326,24440,45.4746317512275,1.5838,,2661,15431
2015,Ahilyanagar,Shrirampur,Medium (4 to 10 ha),7820,2099,9919,78.83859260006048,1.4237,,1268,6967
2000,Ahilyanagar,Ahamad Nagar,Large (>10 ha),235,1612,1846,12.73022751895991,0.4328,,305,4265
2000,Ahilyanagar,Akola,Large (>10 ha),21,6396,6417,0.3272557269752221,0.764,,597,8399
2000,Ahilyanagar,Jamkhed,Large (>10 ha),218,3057,3275,6.656488549618321,0.9526,,237,3438
2000,Ahilyanagar,Karjat,Large (>10 ha),275,2641,2915,9.433962264150944,0.7271,,244,4009
2000,Ahilyanagar,Kopargoan,Large (>10 ha),20,225,245,8.16326530612245,0.2689,,69,911
2000,Ahilyanagar,Newasa,Large (>10 ha),54,1758,1812,2.980132450331126,0.8856,,70,2046
2000,Ahilyanagar,Parner,Large (>10 ha),1628,10316,11945,13.62913352867309,1.0137,,773,11783
2000,Ahilyanagar,Pathardi,Large (>10 ha),63,1716,1779,3.541315345699832,0.7043,,159,2526
2000,Ahilyanagar,Rahata,Large (>10 ha),0,3681,3681,0.0,1.0,,119,3681
2000,Ahilyanagar,Rahuri,Large (>10 ha),46,2781,2827,1.627166607711355,0.7842,,111,3605
2000,Ahilyanagar,Sangamner,Large (>10 ha),42,2935,2978,1.410342511752854,0.5706,,384,5219
2000,Ahilyanagar,Shirirampur,Large (>10 ha),5,7316,7320,0.06830601092896176,0.9639,,79,7594
2000,Ahilyanagar,Showgoan,Large (>10 ha),69,1215,1284,5.373831775700935,0.8436,,82,1522
2000,Ahilyanagar,Shrigonda,Large (>10 ha),602,3360,3962,15.19434628975265,0.8938,,248,4433
2010,Ahilyanagar,Ahamad Nagar,Large (>10 ha),1505,1871,3375,44.5925925925926,0.8605,,287,3922
2010,Ahilyanagar,Akola,Large (>10 ha),270,4876,5145,5.247813411078718,0.7442,,503,6913
2010,Ahilyanagar,Jamkhed,Large (>10 ha),495,1671,2165,22.86374133949192,0.7131,,199,3036
2010,Ahilyanagar,Karjat,Large (>10 ha),617,2850,3467,17.79636573406403,0.6568,,273,5279
2010,Ahilyanagar,Kopargoan,Large (>10 ha),1831,722,2552,71.74764890282131,1.1009,,118,2318
2010,Ahilyanagar,Nevasa,Large (>10 ha),212,1053,1266,16.74565560821485,1.1436,,56,1107
2010,Ahilyanagar,Parner,Large (>10 ha),159,13797,13956,1.139294926913156,1.8136,,429,7695
2010,Ahilyanagar,Pathardi,Large (>10 ha),301,1461,1762,17.08286038592509,1.0092,,138,1746
2010,Ahilyanagar,Rahata,Large (>10 ha),506,385,891,56.79012345679012,0.515,,90,1730
2010,Ahilyanagar,Rahuri,Large (>10 ha),0,3219,3219,0.0,2.0006,,85,1609
2010,Ahilyanagar,Shrigonda,Large (>10 ha),621,2589,3210,19.34579439252336,1.4042,,157,2286
2010,Ahilyanagar,Sangamner,Large (>10 ha),1612,5544,7156,22.52655114589156,1.2195,,359,5868
2010,Ahilyanagar,Shevgoan,Large (>10 ha),260,2067,2327,11.1731843575419,0.9301,,133,2502
2010,Ahilyanagar,Shirirampur,Large (>10 ha),686,0,686,100.0,0.5688,,68,1206
2015,Ahilyanagar,Akola,Large (>10 ha),326,5852,6178,5.276788604726448,0.9584,,451,6446
2015,Ahilyanagar,Jamkhed,Large (>10 ha),817,1861,2679,30.49645390070922,1.107,,146,2420
2015,Ahilyanagar,Karjat,Large (>10 ha),1420,4917,6337,22.408079532902,0.6691,,617,9471
2015,Ahilyanagar,Kopargaon,Large (>10 ha),5159,1716,6875,75.03999999999999,2.0286,,167,3389
2015,Ahilyanagar,Nagar,Large (>10 ha),11703,6058,17761,65.8915601599009,1.7239,,457,10303
2015,Ahilyanagar,Nevasa,Large (>10 ha),835,2180,3014,27.70404777704048,0.6277,,137,4802
2015,Ahilyanagar,Parner,Large (>10 ha),497,8068,8565,5.802685347343841,1.3505,,295,6342
2015,Ahilyanagar,Pathardi,Large (>10 ha),630,3278,3908,16.12077789150461,1.6573,,140,2358
2015,Ahilyanagar,Rahata,Large (>10 ha),1839,681,2520,72.97619047619047,0.8817,,134,2858
2015,Ahilyanagar,Rahuri,Large (>10 ha),146,3346,3492,4.18098510882016,1.9596,,108,1782
2015,Ahilyanagar,Sangamner,Large (>10 ha),1814,8666,10480,17.30916030534351,1.4878,,348,7044
2015,Ahilyanagar,Shevgaon,Large (>10 ha),227,2411,2638,8.605003790750569,1.2526,,105,2106
2015,Ahilyanagar,Shrigonda,Large (>10 ha),2073,2733,4806,43.13358302122347,1.7413,,178,2760
2015,Ahilyanagar,Shrirampur,Large (>10 ha),8402,0,8402,100.0,1.6882,,167,4977
2000,Akola,Telhara,Marginal (Below 1 ha),346,6336,6673,5.185074179529447,0.9991,,7114,6679
2000,Akola,Akot,Marginal (Below 1 ha),647,6694,7341,8.813513145348045,1.0034,,10406,7316
2000,Akola,Balapur,Marginal (Below 1 ha),103,4467,4660,2.210300429184549,0.9819,,6674,4746
2000,Akola,Akola,Marginal (Below 1 ha),3,6139,6141,0.04885197850512946,0.9677,,7309,6346
2000,Akola,Murtijapur,Marginal (Below 1 ha),74,3331,3406,2.172636523781562,0.9807,,3737,3473
2000,Akola,Patur,Marginal (Below 1 ha),619,7364,7773,7.96346327029461,0.9995,,10639,7777
2000,Akola,Barshitakali,Marginal (Below 1 ha),9,669,677,1.329394387001477,0.8896,,1306,761
2010,Akola,Telhara,Marginal (Below 1 ha),1766,7364,10009,17.64412029173744,0.9684,,16377,10336
2010,Akola,Akot,Marginal (Below 1 ha),699,9316,9714,7.195799876466954,1.3855,,10300,7011
2010,Akola,Balapur,Marginal (Below 1 ha),736,7737,7663,9.604593501239723,1.0004,,13973,7660
2010,Akola,Akola,Marginal (Below 1 ha),1764,6993,7766,22.7143960855009,0.9753,,11466,7963
2010,Akola,Murtijapur,Marginal (Below 1 ha),1616,7601,10017,16.13257462314066,0.969,,16409,10337
2010,Akola,Patur,Marginal (Below 1 ha),364,9019,9373,3.883495145631068,2.7805,,4663,3371
2010,Akola,Barshitakali,Marginal (Below 1 ha),763,641,1403,54.38346400570207,0.9943,,3336,1411
2015,Akola,Telhara,Marginal (Below 1 ha),3707,9443,13160,28.16869300911854,1.1887,,16347,11071
2015,Akola,Akot,Marginal (Below 1 ha),630,6337,6767,9.309886212501848,1.1198,,13677,6043
2015,Akola,Balapur,Marginal (Below 1 ha),3043,7461,9493,32.05519856736543,1.2216,,13907,7771
2015,Akola,Akola,Marginal (Below 1 ha),41,9643,9674,0.4238164151333471,0.9629,,14337,10047
2015,Akola,Murtijapur,Marginal (Below 1 ha),369,3730,4079,9.046334886001471,1.0112,,6719,4034
2015,Akola,Patur,Marginal (Below 1 ha),3339,7137,11477,29.09296854578723,1.1507,,16373,9974
2015,Akola,Barshitakali,Marginal (Below 1 ha),0,1769,1769,0.0,0.9012,,3167,1963
2000,Akola,Telhara,Small (1 to 2 ha),961,13463,13414,7.16415685105114,1.0076,,7633,13313
2000,Akola,Akot,Small (1 to 2 ha),3631,14039,17660,20.56058890147225,0.9934,,13493,17777
2000,Akola,Balapur,Small (1 to 2 ha),473,14304,14676,3.222949032433906,0.8993,,10611,16319
2000,Akola,Akola,Small (1 to 2 ha),43,13960,13991,0.3073404331355872,1.0494,,9367,13333
2000,Akola,Murtijapur,Small (1 to 2 ha),310,11113,11433,2.711449313391061,0.9792,,7703,11676
2000,Akola,Patur,Small (1 to 2 ha),3166,16009,17164,18.44558378000466,0.9885,,11300,17363
2000,Akola,Barshitakali,Small (1 to 2 ha),10,3969,3979,0.2513194269917065,1.1935,,3343,3334
2010,Akola,Telhara,Small (1 to 2 ha),6663,14916,30679,21.71843932331562,0.9699,,16369,31631
