Year,District,Taluka,Size Class,Irrigated Area,Unirrigated Area,Gross Cropped Area,Share of Cropped Area Irrigated,Share of Total Land Holdings Cropped,Unnamed: 9,Total Holding Number,Total Holding Area
2015,Dhule,Sindkheda,Semimedium (2 to 4 ha),2013,30836,32849,6.128040427410271,1.0361,,12278,31705
2000,Dhule,Dhule,Medium (4 to 10 ha),2099,25314,27413,7.656951081603619,0.9535,,5070,28750
2000,Dhule,Sakari,Medium (4 to 10 ha),1671,30755,32426,5.153272065626349,0.8674,,6524,37381
2000,Dhule,Shindkheda,Medium (4 to 10 ha),673,20751,21424,3.141336818521284,0.8793,,4271,24366
2000,Dhule,Shirpur,Medium (4 to 10 ha),1944,9547,11491,16.91758767731268,0.947,,2224,12134
2010,Dhule,Dhule,Medium (4 to 10 ha),17860,19734,37593,47.50884473173197,1.3359,,4990,28140
2010,Dhule,Sakari,Medium (4 to 10 ha),12094,28835,40928,29.54945269741986,1.1229,,6584,36450
2010,Dhule,Shindhkheda,Medium (4 to 10 ha),944,18092,19036,4.959025005253205,0.8173,,4170,23290
2010,Dhule,Shirpur,Medium (4 to 10 ha),8067,7357,15424,52.30160788381743,1.2572,,2199,12269
2015,Dhule,Dhule,Medium (4 to 10 ha),10991,20539,31530,34.85886457342214,1.0652,,5253,29601
2015,Dhule,Sakri,Medium (4 to 10 ha),4702,28540,33242,14.1447566331749,0.8086,,7459,41109
2015,Dhule,Shirpur,Medium (4 to 10 ha),8908,8083,16991,52.42775587075511,1.1767,,2587,14439
2015,Dhule,Sindkheda,Medium (4 to 10 ha),2067,27130,29197,7.079494468609789,1.1413,,4599,25582
1995,Dhule,Akkalkuwa,Large (>10 ha),0,2159,2159,0.0,0.9872,,159,2187
1995,Dhule,Akrani (M),Large (>10 ha),5,1245,1250,0.4,0.9294,,101,1345
1995,Dhule,Dhulia,Large (>10 ha),374,9104,9478,3.945980164591686,0.7655,,673,12382
1995,Dhule,Nandurbar,Large (>10 ha),578,4524,5102,11.32889063112505,0.7875,,430,6479
1995,Dhule,Navapur,Large (>10 ha),108,2062,2170,4.976958525345622,0.916,,181,2369
1995,Dhule,Sakri,Large (>10 ha),330,10862,11192,2.948534667619728,0.8829,,806,12676
1995,Dhule,Shahada,Large (>10 ha),441,1834,2275,19.38461538461538,0.889,,186,2559
1995,Dhule,Shindkheda,Large (>10 ha),330,4782,5112,6.455399061032864,0.8323,,435,6142
1995,Dhule,Shirpur,Large (>10 ha),146,1374,1520,9.605263157894736,0.714,,145,2129
1995,Dhule,Taloda,Large (>10 ha),229,348,577,39.68804159445407,0.9459,,45,610
2000,Dhule,Dhule,Large (>10 ha),243,6476,6719,3.616609614525971,0.9117,,400,7370
2000,Dhule,Sakari,Large (>10 ha),72,5063,5134,1.402415270744059,0.7156,,452,7174
2000,Dhule,Shindkheda,Large (>10 ha),59,4343,4402,1.340299863698319,0.8406,,364,5237
2000,Dhule,Shirpur,Large (>10 ha),149,1360,1509,9.874088800530153,0.9246,,110,1632
2010,Dhule,Dhule,Large (>10 ha),7284,4172,11456,63.58240223463687,1.6406,,374,6983
2010,Dhule,Sakari,Large (>10 ha),207,568,775,26.70967741935484,0.9961,,48,778
2010,Dhule,Shindhkheda,Large (>10 ha),37,2774,2811,1.316257559587336,0.563,,294,4993
2010,Dhule,Shirpur,Large (>10 ha),1427,889,2316,61.61485319516407,1.381,,109,1677
2015,Dhule,Dhule,Large (>10 ha),858,6843,7700,11.14285714285714,0.9264,,441,8312
2015,Dhule,Sakri,Large (>10 ha),273,3570,3842,7.105674128058304,0.4879,,463,7875
2015,Dhule,Shirpur,Large (>10 ha),786,1042,1828,42.99781181619256,0.6893,,176,2652
2015,Dhule,Sindkheda,Large (>10 ha),163,5965,6128,2.659921671018277,1.3392,,281,4576
2000,Gadchiroli,Alveri,Marginal (Below 1 ha),0,0,0,,,,0,0
2000,Gadchiroli,Armori,Marginal (Below 1 ha),0,0,0,,,,0,0
2000,Gadchiroli,Bhramgad,Marginal (Below 1 ha),0,0,0,,,,0,0
2000,Gadchiroli,Charmoshi,Marginal (Below 1 ha),2,0,2,100.0,1.0,,3,2
2000,Gadchiroli,Desaiganj,Marginal (Below 1 ha),4,0,4,100.0,2.0,,4,2
2000,Gadchiroli,Dhanora,Marginal (Below 1 ha),0,0,0,,,,0,0
2000,Gadchiroli,Gadchiroli,Marginal (Below 1 ha),3,1,3,100.0,1.0,,6,3
2000,Gadchiroli,Itapali,Marginal (Below 1 ha),0,0,0,,,,0,0
2000,Gadchiroli,Korchi,Marginal (Below 1 ha),0,0,0,,,,1,0
2000,Gadchiroli,Kurkheda,Marginal (Below 1 ha),0,2,2,0.0,1.0,,4,2
2000,Gadchiroli,Mulchera,Marginal (Below 1 ha),0,3,3,0.0,1.0,,5,3
2000,Gadchiroli,Shironcha,Marginal (Below 1 ha),0,0,0,,,,1,0
2010,Gadchiroli,Aarmori,Marginal (Below 1 ha),2560,1953,4513,56.72501661865721,1.0178,,7514,4434
2010,Gadchiroli,Aheri,Marginal (Below 1 ha),143,1443,1586,9.01639344262295,0.8762,,3794,1810
2010,Gadchiroli,Bhamragad,Marginal (Below 1 ha),56,504,561,9.982174688057041,0.9212,,1220,609
2010,Gadchiroli,Chamorshi,Marginal (Below 1 ha),3654,1608,5262,69.4412770809578,0.9712,,10577,5418
2010,Gadchiroli,Desaiganj(Wadsa),Marginal (Below 1 ha),2190,878,3068,71.3820078226858,0.9475,,6020,3238
2010,Gadchiroli,Dhanora,Marginal (Below 1 ha),321,1183,1504,21.34308510638298,0.961,,2647,1565
2010,Gadchiroli,Gadchiroli,Marginal (Below 1 ha),1595,4489,6084,26.21630506245891,1.4756,,7394,4123
2010,Gadchiroli,Ittapalli,Marginal (Below 1 ha),87,891,978,8.895705521472392,0.9477,,2184,1032
2010,Gadchiroli,Korchi,Marginal (Below 1 ha),12,941,953,1.259181532004197,0.8501,,1975,1121
2010,Gadchiroli,Kurkheda,Marginal (Below 1 ha),1371,1729,3100,44.2258064516129,1.0211,,4968,3036
2010,Gadchiroli,Mulchera,Marginal (Below 1 ha),149,264,413,36.07748184019371,0.8446,,962,489
2010,Gadchiroli,Sironcha,Marginal (Below 1 ha),1375,1895,3270,42.04892966360856,0.8795,,8087,3718
2015,Gadchiroli,Aheri,Marginal (Below 1 ha),382,2505,2887,13.23172843782473,1.4551,,3814,1984
2015,Gadchiroli,Armori,Marginal (Below 1 ha),3628,2021,5649,64.22375641706498,1.1305,,9274,4997
2015,Gadchiroli,Bhamragad,Marginal (Below 1 ha),2,442,445,0.4494382022471911,0.8591,,1102,518
2015,Gadchiroli,Chamorshi,Marginal (Below 1 ha),5388,1540,6927,77.78258986574275,1.1605,,11245,5969
2015,Gadchiroli,Dhanora,Marginal (Below 1 ha),558,2034,2593,21.51947551099113,1.4318,,2982,1811
2015,Gadchiroli,Etapalli,Marginal (Below 1 ha),108,1034,1142,9.457092819614711,0.9269,,2267,1232
2015,Gadchiroli,Gadchiroli,Marginal (Below 1 ha),3516,3365,6882,51.08979947689625,1.5897,,8952,4329
2015,Gadchiroli,Korchi,Marginal (Below 1 ha),61,801,862,7.076566125290023,0.6452,,2289,1336
2015,Gadchiroli,Kurkheda,Marginal (Below 1 ha),2046,1633,3679,55.61293829845066,1.1244,,5707,3272
2015,Gadchiroli,Mulchera,Marginal (Below 1 ha),211,543,754,27.9840848806366,1.0067,,1297,749
2015,Gadchiroli,Sironcha,Marginal (Below 1 ha),2396,1963,4359,54.96673548979124,1.1131,,8769,3916
2015,Gadchiroli,Vadasa,Marginal (Below 1 ha),2757,759,3516,78.41296928327644,1.0912,,6225,3222
2000,Gadchiroli,Alveri,Small (1 to 2 ha),199,2868,3067,6.488425171177046,0.8758,,2455,3502
2000,Gadchiroli,Armori,Small (1 to 2 ha),2507,4645,7152,35.05313199105146,1.0341,,4901,6916
2000,Gadchiroli,Bhramgad,Small (1 to 2 ha),4,1332,1336,0.2994011976047904,0.9598,,957,1392
2000,Gadchiroli,Charmoshi,Small (1 to 2 ha),4494,4834,9328,48.17753001715266,0.9641,,6705,9675
2000,Gadchiroli,Desaiganj,Small (1 to 2 ha),2826,1539,4365,64.74226804123711,1.0962,,2950,3982
2000,Gadchiroli,Dhanora,Small (1 to 2 ha),689,3240,3929,17.53626877067956,0.9682,,2819,4058
2000,Gadchiroli,Gadchiroli,Small (1 to 2 ha),2191,2934,5125,42.75121951219512,0.9554,,3808,5364
2000,Gadchiroli,Itapali,Small (1 to 2 ha),117,2398,2515,4.652087475149106,0.961,,1785,2617
2000,Gadchiroli,Korchi,Small (1 to 2 ha),15,1553,1568,0.9566326530612245,0.8774,,1254,1787
2000,Gadchiroli,Kurkheda,Small (1 to 2 ha),2171,3436,5608,38.71255349500714,0.9842,,4007,5698
2000,Gadchiroli,Mulchera,Small (1 to 2 ha),277,1935,2212,12.52260397830018,0.8531,,1819,2593
2000,Gadchiroli,Shironcha,Small (1 to 2 ha),433,3320,3753,11.53743671729283,0.9089,,2846,4129
2010,Gadchiroli,Aarmori,Small (1 to 2 ha),4061,3727,7788,52.14432460195172,1.022,,5482,7620
2010,Gadchiroli,Aheri,Small (1 to 2 ha),175,3300,3475,5.035971223021583,0.8519,,2863,4079
2010,Gadchiroli,Bhamragad,Small (1 to 2 ha),87,1236,1324,6.570996978851963,0.8874,,1038,1492
2010,Gadchiroli,Chamorshi,Small (1 to 2 ha),5663,4426,10089,56.13043909208049,0.9785,,7135,10311
2010,Gadchiroli,Desaiganj(Wadsa),Small (1 to 2 ha),2710,1298,4008,67.61477045908184,0.952,,3069,4210
2010,Gadchiroli,Dhanora,Small (1 to 2 ha),790,3360,4151,19.03155866056372,0.9471,,3045,4383
2010,Gadchiroli,Gadchiroli,Small (1 to 2 ha),2375,7083,9458,25.11101712835694,1.4135,,4777,6691
2010,Gadchiroli,Ittapalli,Small (1 to 2 ha),296,2376,2672,11.07784431137724,0.9618,,1934,2778
2010,Gadchiroli,Korchi,Small (1 to 2 ha),8,2076,2084,0.3838771593090211,0.8376,,1730,2488
2010,Gadchiroli,Kurkheda,Small (1 to 2 ha),2976,3541,6517,45.66518336657971,1.0126,,4573,6436
2010,Gadchiroli,Mulchera,Small (1 to 2 ha),618,1955,2573,24.01865526622619,0.9439,,1885,2726
2010,Gadchiroli,Sironcha,Small (1 to 2 ha),1953,2937,4889,39.9468193904684,0.8787,,3957,5564
2015,Gadchiroli,Aheri,Small (1 to 2 ha),2539,2445,4985,50.93279839518555,1.0894,,3212,4576
2015,Gadchiroli,Armori,Small (1 to 2 ha),4861,4289,9150,53.12568306010929,1.0795,,6774,8476
2015,Gadchiroli,Bhamragad,Small (1 to 2 ha),46,1337,1383,3.326102675343456,0.8286,,1444,1669
2015,Gadchiroli,Chamorshi,Small (1 to 2 ha),6760,4494,11254,60.06753154433979,1.099,,7361,10240
2015,Gadchiroli,Dhanora,Small (1 to 2 ha),1061,5610,6671,15.90466196971968,1.4191,,3533,4701
2015,Gadchiroli,Etapalli,Small (1 to 2 ha),233,2508,2740,8.503649635036496,0.9043,,2166,3030
2015,Gadchiroli,Gadchiroli,Small (1 to 2 ha),3140,7080,10219,30.7270770134064,1.4361,,5386,7116
2015,Gadchiroli,Korchi,Small (1 to 2 ha),18,1948,1966,0.9155645981688708,0.7021,,1923,2800
2015,Gadchiroli,Kurkheda,Small (1 to 2 ha),3449,3419,6868,50.21840419336051,1.0584,,5180,6489
2015,Gadchiroli,Mulchera,Small (1 to 2 ha),305,2380,2686,11.35517498138496,0.9552,,1718,2812
2015,Gadchiroli,Sironcha,Small (1 to 2 ha),2856,3318,6173,46.26599708407581,1.0288,,4814,6000
2015,Gadchiroli,Vadasa,Small (1 to 2 ha),3142,1429,4570,68.7527352297593,1.0537,,3360,4337
2000,Gadchiroli,Ahamad Nagar,Semimedium (2 to 4 ha),5635,22365,28000,20.125,0.822,,13005,34064
2000,Gadchiroli,Akola,Semimedium (2 to 4 ha),694,24646,25339,2.738861044240104,0.8889,,9757,28506
2000,Gadchiroli,Jamkhed,Semimedium (2 to 4 ha),3281,24612,27893,11.76280787294303,1.0163,,9900,27445
2000,Gadchiroli,Karjat,Semimedium (2 to 4 ha),7456,35928,43384,17.18605937672875,0.9259,,16859,46856
2000,Gadchiroli,Kopargoan,Semimedium (2 to 4 ha),7483,7008,14491,51.63894831274585,0.8133,,6698,17817
2000,Gadchiroli,Newasa,Semimedium (2 to 4 ha),11054,19434,30488,36.25688795591708,0.9572,,12734,31850
2000,Gadchiroli,Parner,Semimedium (2 to 4 ha),7935,43783,51717,15.34311735019433,1.0709,,17703,48293
2000,Gadchiroli,Pathardi,Semimedium (2 to 4 ha),2089,23798,25887,8.069687487928304,0.9071,,11174,28537
2000,Gadchiroli,Rahata,Semimedium (2 to 4 ha),6498,8384,14882,43.66348609057923,0.9305,,5733,15993
2000,Gadchiroli,Rahuri,Semimedium (2 to 4 ha),10492,7187,17679,59.34724814751966,0.905,,7578,19535
