Year,District,Taluka,All Tubewells,High Capacity Tubewells,Successful Tubewells,Hand Pumps,Electric Pumps
2020,Nanded,Bhokar,649.0,114.0,624.0,606.0,18.0
2020,Nanded,Umari,472.0,82.0,457.0,423.0,34.0
2020,Nanded,Dharmabad,446.0,111.0,427.0,401.0,26.0
2020,Nanded,Biloli,758.0,100.0,747.0,718.0,29.0
2020,Nanded,Naygaon,870.0,108.0,843.0,799.0,44.0
2020,Nanded,Loha,837.0,101.0,824.0,752.0,72.0
2020,Nanded,Kandhar,728.0,97.0,722.0,648.0,74.0
2020,Nanded,Mukhed,802.0,88.0,781.0,763.0,18.0
2020,Nanded,Deglur,616.0,85.0,615.0,577.0,38.0
2021,Nanded,Mahur,11.0,3.0,11.0,11.0,0.0
2021,Nanded,Kinvat,1.0,1.0,1.0,1.0,0.0
2021,Nanded,Himalay Nagar,11.0,4.0,11.0,10.0,0.0
2021,Nanded,Hadgaon,2.0,2.0,2.0,0.0,0.0
2021,Nanded,Andhrapur,13.0,7.0,13.0,13.0,0.0
2021,Nanded,Nanded,26.0,16.0,26.0,24.0,0.0
2021,Nanded,Mudkhed,9.0,3.0,9.0,9.0,0.0
2021,Nanded,Bhokar,27.0,9.0,27.0,27.0,0.0
2021,Nanded,Umari,0.0,0.0,0.0,0.0,0.0
2021,Nanded,Dharmabad,14.0,7.0,14.0,14.0,0.0
2021,Nanded,Biloli,20.0,11.0,20.0,20.0,0.0
2021,Nanded,Naygaon,26.0,8.0,26.0,24.0,0.0
2021,Nanded,Loha,7.0,1.0,7.0,7.0,0.0
2021,Nanded,Kandhar,2.0,0.0,2.0,2.0,0.0
2021,Nanded,Mukhed,5.0,1.0,5.0,5.0,0.0
2021,Nanded,Deglur,9.0,2.0,9.0,9.0,0.0
2006,Nandurbar,Akkalkuva,,,34.0,31.0,0.0
2006,Nandurbar,Akrani,,,54.0,50.0,0.0
2006,Nandurbar,Taloda,,,11.0,11.0,0.0
2006,Nandurbar,Shahada,,,7.0,7.0,0.0
2006,Nandurbar,Nandurbar,,,9.0,8.0,0.0
2006,Nandurbar,Navapur,,,31.0,30.0,0.0
2008,Nandurbar,Akkalkuva,,,35.0,35.0,0.0
2008,Nandurbar,Akrani,,,32.0,32.0,0.0
2008,Nandurbar,Taloda,,,2.0,2.0,0.0
2008,Nandurbar,Shahada,,,0.0,0.0,0.0
2008,Nandurbar,Nandurbar,,,12.0,12.0,0.0
2008,Nandurbar,Navapur,,,39.0,39.0,0.0
2009,Nandurbar,Akkalkuva,106.0,0.0,106.0,106.0,0.0
2009,Nandurbar,Akrani,192.0,0.0,192.0,192.0,0.0
2009,Nandurbar,Taloda,43.0,0.0,43.0,33.0,22.0
2009,Nandurbar,Shahada,78.0,2.0,78.0,34.0,44.0
2009,Nandurbar,Nandurbar,7.0,0.0,5.0,110.0,52.0
2009,Nandurbar,Navapur,103.0,0.0,103.0,193.0,31.0
2010,Nandurbar,Akkalkuva,114.0,0.0,114.0,114.0,0.0
2010,Nandurbar,Akrani,192.0,0.0,192.0,192.0,0.0
2010,Nandurbar,Taloda,25.0,0.0,25.0,25.0,22.0
2010,Nandurbar,Shahada,29.0,0.0,29.0,29.0,44.0
2010,Nandurbar,Nandurbar,7.0,0.0,5.0,5.0,52.0
2010,Nandurbar,Navapur,110.0,0.0,110.0,110.0,31.0
2011,Nandurbar,Akkalkuva,117.0,0.0,115.0,115.0,0.0
2011,Nandurbar,Akrani,155.0,0.0,152.0,152.0,0.0
2011,Nandurbar,Taloda,23.0,4.0,19.0,18.0,4.0
2011,Nandurbar,Shahada,45.0,3.0,36.0,33.0,3.0
2011,Nandurbar,Nandurbar,46.0,0.0,42.0,39.0,0.0
2011,Nandurbar,Navapur,179.0,0.0,173.0,173.0,0.0
2012,Nandurbar,Akkalkuva,131.0,4.0,123.0,119.0,4.0
2012,Nandurbar,Akrani,93.0,2.0,88.0,86.0,2.0
2012,Nandurbar,Taloda,18.0,14.0,16.0,10.0,4.0
2012,Nandurbar,Shahada,40.0,10.0,33.0,23.0,10.0
2012,Nandurbar,Nandurbar,66.0,2.0,58.0,54.0,2.0
2012,Nandurbar,Navapur,258.0,8.0,240.0,232.0,8.0
2013,Nandurbar,Akkalkuva,1268.0,18.0,1268.0,1243.0,18.0
2013,Nandurbar,Akrani,1247.0,4.0,1247.0,1232.0,4.0
2013,Nandurbar,Taloda,552.0,82.0,552.0,460.0,82.0
2013,Nandurbar,Shahada,963.0,219.0,963.0,661.0,219.0
2013,Nandurbar,Nandurbar,1020.0,131.0,1020.0,793.0,131.0
2013,Nandurbar,Navapur,1754.0,38.0,1754.0,1702.0,38.0
2014,Nandurbar,Akkalkuva,59.0,0.0,50.0,50.0,0.0
2014,Nandurbar,Akrani,93.0,0.0,93.0,93.0,0.0
2014,Nandurbar,Taloda,7.0,0.0,7.0,7.0,0.0
2014,Nandurbar,Shahada,27.0,0.0,26.0,26.0,0.0
2014,Nandurbar,Nandurbar,3.0,0.0,3.0,3.0,0.0
2014,Nandurbar,Navapur,97.0,0.0,97.0,97.0,0.0
2015,Nandurbar,Akkalkuva,122.0,0.0,122.0,122.0,0.0
2015,Nandurbar,Akrani,117.0,0.0,117.0,117.0,0.0
2015,Nandurbar,Taloda,38.0,0.0,38.0,38.0,0.0
2015,Nandurbar,Shahada,55.0,0.0,51.0,51.0,0.0
2015,Nandurbar,Nandurbar,9.0,0.0,9.0,9.0,0.0
2015,Nandurbar,Navapur,150.0,0.0,146.0,146.0,0.0
2016,Nandurbar,Akkalkuva,379.0,0.0,377.0,377.0,0.0
2016,Nandurbar,Akrani,154.0,0.0,150.0,150.0,0.0
2016,Nandurbar,Taloda,1.0,0.0,1.0,1.0,0.0
2016,Nandurbar,Shahada,19.0,0.0,17.0,17.0,0.0
2016,Nandurbar,Nandurbar,7.0,0.0,5.0,5.0,0.0
2016,Nandurbar,Navapur,34.0,0.0,34.0,34.0,0.0
2017,Nandurbar,Akkalkuva,356.0,0.0,354.0,354.0,0.0
2017,Nandurbar,Akrani,340.0,0.0,336.0,336.0,0.0
2017,Nandurbar,Taloda,45.0,0.0,45.0,45.0,0.0
2017,Nandurbar,Shahada,59.0,0.0,57.0,57.0,0.0
2017,Nandurbar,Nandurbar,35.0,0.0,32.0,32.0,0.0
2017,Nandurbar,Navapur,158.0,0.0,155.0,155.0,0.0
2018,Nandurbar,Akkalkuva,468.0,0.0,447.0,447.0,0.0
2018,Nandurbar,Akrani,505.0,0.0,466.0,466.0,0.0
2018,Nandurbar,Taloda,66.0,0.0,65.0,65.0,0.0
2018,Nandurbar,Shahada,74.0,0.0,71.0,71.0,0.0
2018,Nandurbar,Nandurbar,65.0,0.0,61.0,61.0,0.0
2018,Nandurbar,Navapur,158.0,0.0,155.0,155.0,0.0
2019,Nandurbar,Akkalkuva,51.0,0.0,51.0,51.0,0.0
2019,Nandurbar,Akrani,93.0,0.0,93.0,93.0,0.0
2019,Nandurbar,Taloda,17.0,0.0,17.0,17.0,0.0
2019,Nandurbar,Shahada,21.0,0.0,21.0,21.0,0.0
2019,Nandurbar,Nandurbar,56.0,0.0,56.0,56.0,0.0
2019,Nandurbar,Navapur,30.0,0.0,30.0,30.0,0.0
2020,Nandurbar,Akkalkuva,28.0,10.0,28.0,28.0,0.0
2020,Nandurbar,Akrani,31.0,8.0,31.0,31.0,0.0
2020,Nandurbar,Taloda,9.0,9.0,9.0,9.0,0.0
2020,Nandurbar,Shahada,11.0,8.0,11.0,11.0,0.0
2020,Nandurbar,Nandurbar,27.0,8.0,27.0,27.0,0.0
2020,Nandurbar,Navapur,30.0,15.0,30.0,30.0,0.0
2021,Nandurbar,Akkalkuva,,,,,
2021,Nandurbar,Akrani,,,,,
2021,Nandurbar,Taloda,,,,,
2021,Nandurbar,Shahada,,,,,
2021,Nandurbar,Nandurbar,,,,,
2021,Nandurbar,Navapur,,,,,
2012,Nashik,Surgana,10.0,1.0,6.0,6.0,
2012,Nashik,Kalwan,8.0,2.0,8.0,8.0,
2012,Nashik,Devala,12.0,,9.0,9.0,
2012,Nashik,Baglan,15.0,1.0,12.0,12.0,
2012,Nashik,Malegaon,12.0,1.0,11.0,11.0,
2012,Nashik,Nandgaon,10.0,1.0,9.0,8.0,
2012,Nashik,Chandwad,11.0,,10.0,10.0,
2012,Nashik,Dindori,24.0,2.0,15.0,14.0,1.0
2012,Nashik,Peth,,,,,
2012,Nashik,Trimbak,13.0,1.0,11.0,11.0,
2012,Nashik,Nashik,12.0,1.0,9.0,9.0,
2012,Nashik,Igatpuri,10.0,1.0,7.0,7.0,
2012,Nashik,Sinner,10.0,1.0,8.0,8.0,
2012,Nashik,Nifad,17.0,2.0,16.0,15.0,1.0
2012,Nashik,Yewala,19.0,1.0,10.0,10.0,
2013,Nashik,Surgana,20.0,4.0,15.0,15.0,0.0
2013,Nashik,Kalwan,16.0,4.0,14.0,14.0,0.0
2013,Nashik,Devala,0.0,0.0,0.0,0.0,0.0
2013,Nashik,Baglan,19.0,1.0,19.0,19.0,0.0
2013,Nashik,Malegaon,7.0,1.0,7.0,7.0,0.0
2013,Nashik,Nandgaon,9.0,1.0,9.0,9.0,0.0
2013,Nashik,Chandwad,8.0,0.0,7.0,7.0,0.0
2013,Nashik,Dindori,10.0,2.0,7.0,7.0,0.0
2013,Nashik,Peth,6.0,0.0,5.0,5.0,0.0
2013,Nashik,Trimbak,21.0,5.0,19.0,19.0,0.0
2013,Nashik,Nashik,26.0,8.0,18.0,18.0,0.0
2013,Nashik,Igatpuri,45.0,5.0,29.0,29.0,0.0
2013,Nashik,Sinner,35.0,2.0,26.0,26.0,0.0
2013,Nashik,Nifad,21.0,5.0,18.0,18.0,0.0
2013,Nashik,Yewala,13.0,1.0,7.0,7.0,0.0
2014,Nashik,Surgana,9.0,0.0,7.0,7.0,0.0
2014,Nashik,Kalwan,13.0,5.0,12.0,12.0,0.0
2014,Nashik,Devala,8.0,1.0,8.0,8.0,0.0
2014,Nashik,Baglan,11.0,2.0,11.0,10.0,1.0
2014,Nashik,Malegaon,5.0,0.0,5.0,5.0,0.0
2014,Nashik,Nandgaon,13.0,2.0,12.0,12.0,0.0
2014,Nashik,Chandwad,8.0,1.0,8.0,8.0,0.0
2014,Nashik,Dindori,25.0,4.0,16.0,15.0,1.0
2014,Nashik,Peth,8.0,0.0,7.0,7.0,0.0
2014,Nashik,Trimbak,7.0,0.0,4.0,4.0,0.0
2014,Nashik,Nashik,2.0,0.0,1.0,1.0,0.0
2014,Nashik,Igatpuri,16.0,0.0,8.0,8.0,0.0
2014,Nashik,Sinner,16.0,1.0,10.0,9.0,1.0
2014,Nashik,Nifad,26.0,6.0,22.0,12.0,2.0
2014,Nashik,Yewala,8.0,0.0,5.0,5.0,0.0
2015,Nashik,Surgana,10.0,2.0,10.0,10.0,0.0
2015,Nashik,Kalwan,9.0,1.0,8.0,8.0,0.0
2015,Nashik,Devala,8.0,0.0,7.0,7.0,0.0
2015,Nashik,Baglan,10.0,1.0,10.0,10.0,0.0
2015,Nashik,Malegaon,15.0,0.0,10.0,10.0,0.0
2015,Nashik,Nandgaon,10.0,0.0,6.0,6.0,0.0
2015,Nashik,Chandwad,3.0,0.0,3.0,3.0,0.0
2015,Nashik,Dindori,8.0,1.0,6.0,6.0,0.0
2015,Nashik,Peth,0.0,0.0,0.0,0.0,0.0
2015,Nashik,Trimbak,8.0,0.0,5.0,5.0,0.0
2015,Nashik,Nashik,3.0,0.0,3.0,3.0,0.0
2015,Nashik,Igatpuri,18.0,2.0,15.0,15.0,0.0
2015,Nashik,Sinner,20.0,0.0,14.0,13.0,1.0
2015,Nashik,Nifad,18.0,2.0,15.0,14.0,1.0
2015,Nashik,Yewala,3.0,0.0,2.0,2.0,0.0
2016,Nashik,Surgana,12.0,1.0,11.0,11.0,0.0
2016,Nashik,Kalwan,4.0,1.0,4.0,4.0,0.0
2016,Nashik,Devala,4.0,0.0,4.0,4.0,0.0
2016,Nashik,Baglan,5.0,1.0,5.0,5.0,0.0
2016,Nashik,Malegaon,6.0,0.0,6.0,6.0,0.0
2016,Nashik,Nandgaon,4.0,1.0,4.0,4.0,0.0
2016,Nashik,Chandwad,6.0,0.0,3.0,3.0,0.0
2016,Nashik,Dindori,2.0,0.0,1.0,1.0,0.0
2016,Nashik,Peth,6.0,0.0,6.0,6.0,0.0
2016,Nashik,Trimbak,1.0,0.0,0.0,0.0,0.0
2016,Nashik,Nashik,3.0,0.0,2.0,2.0,0.0
2016,Nashik,Igatpuri,4.0,0.0,3.0,3.0,0.0
2016,Nashik,Sinner,2.0,0.0,1.0,1.0,0.0
2016,Nashik,Nifad,13.0,2.0,12.0,12.0,0.0
2016,Nashik,Yewala,10.0,0.0,5.0,5.0,0.0
2017,Nashik,Surgana,10.0,0.0,9.0,9.0,0.0
2017,Nashik,Kalwan,7.0,0.0,7.0,6.0,0.0
2017,Nashik,Devala,5.0,0.0,5.0,5.0,0.0
2017,Nashik,Baglan,8.0,0.0,8.0,8.0,0.0
2017,Nashik,Malegaon,3.0,0.0,3.0,3.0,0.0
2017,Nashik,Nandgaon,4.0,0.0,3.0,3.0,0.0
2017,Nashik,Chandwad,0.0,0.0,0.0,0.0,0.0
2017,Nashik,Dindori,3.0,0.0,3.0,3.0,0.0
2017,Nashik,Peth,7.0,0.0,5.0,5.0,0.0
2017,Nashik,Trimbak,6.0,0.0,3.0,3.0,0.0
2017,Nashik,Nashik,9.0,0.0,6.0,5.0,0.0
2017,Nashik,Igatpuri,6.0,0.0,6.0,6.0,0.0
2017,Nashik,Sinner,6.0,0.0,6.0,6.0,0.0
2017,Nashik,Nifad,1.0,0.0,1.0,0.0,0.0
2017,Nashik,Yewala,3.0,0.0,3.0,3.0,0.0
2018,Nashik,Surgana,8.0,0.0,6.0,6.0,0.0
2018,Nashik,Kalwan,6.0,0.0,6.0,6.0,0.0
2018,Nashik,Devala,0.0,0.0,0.0,0.0,0.0
2018,Nashik,Baglan,4.0,0.0,4.0,4.0,0.0
2018,Nashik,Malegaon,0.0,0.0,0.0,0.0,0.0
2018,Nashik,Nandgaon,4.0,0.0,4.0,4.0,0.0
2018,Nashik,Chandwad,0.0,0.0,0.0,0.0,0.0
2018,Nashik,Dindori,6.0,0.0,5.0,5.0,0.0
2018,Nashik,Peth,0.0,0.0,0.0,0.0,0.0
2018,Nashik,Trimbak,0.0,0.0,0.0,0.0,0.0
2018,Nashik,Nashik,0.0,0.0,0.0,0.0,0.0
2018,Nashik,Igatpuri,3.0,0.0,1.0,1.0,0.0
2018,Nashik,Sinner,0.0,0.0,0.0,0.0,0.0
2018,Nashik,Nifad,22.0,2.0,22.0,22.0,0.0
2018,Nashik,Yewala,0.0,0.0,0.0,0.0,0.0
2019,Nashik,Surgana,15.0,1.0,15.0,15.0,0.0
2019,Nashik,Kalwan,4.0,0.0,4.0,4.0,0.0
2019,Nashik,Devala,14.0,1.0,14.0,14.0,0.0
2019,Nashik,Baglan,10.0,1.0,10.0,10.0,0.0
2019,Nashik,Malegaon,10.0,0.0,10.0,10.0,0.0
2019,Nashik,Nandgaon,0.0,0.0,0.0,0.0,0.0
2019,Nashik,Chandwad,7.0,0.0,7.0,7.0,0.0
2019,Nashik,Dindori,11.0,2.0,11.0,11.0,0.0
2019,Nashik,Peth,0.0,0.0,0.0,0.0,0.0
2019,Nashik,Trimbak,0.0,0.0,0.0,0.0,0.0
2019,Nashik,Nashik,4.0,0.0,3.0,3.0,0.0
2019,Nashik,Igatpuri,17.0,2.0,12.0,12.0,0.0
2019,Nashik,Sinner,3.0,0.0,2.0,2.0,0.0
2019,Nashik,Nifad,29.0,3.0,29.0,29.0,0.0
2019,Nashik,Yewala,4.0,0.0,3.0,3.0,0.0
2020,Nashik,Surgana,1.0,0.0,0.0,0.0,0.0
2020,Nashik,Kalwan,0.0,0.0,0.0,0.0,0.0
2020,Nashik,Devala,0.0,0.0,0.0,0.0,0.0
2020,Nashik,Baglan,0.0,0.0,0.0,0.0,0.0
2020,Nashik,Malegaon,0.0,0.0,0.0,0.0,0.0
2020,Nashik,Nandgaon,0.0,0.0,0.0,0.0,0.0
2020,Nashik,Chandwad,0.0,0.0,0.0,0.0,0.0
2020,Nashik,Dindori,0.0,0.0,0.0,0.0,0.0
2020,Nashik,Peth,0.0,0.0,0.0,0.0,0.0
2020,Nashik,Trimbak,0.0,0.0,0.0,0.0,0.0
2020,Nashik,Nashik,0.0,0.0,0.0,0.0,0.0
2020,Nashik,Igatpuri,0.0,0.0,0.0,0.0,0.0
2020,Nashik,Sinner,0.0,0.0,0.0,0.0,0.0
2020,Nashik,Nifad,0.0,0.0,0.0,0.0,0.0
2020,Nashik,Yewala,0.0,0.0,0.0,0.0,0.0
2021,Nashik,Surgana,0.0,0.0,0.0,0.0,0.0
2021,Nashik,Kalwan,2.0,0.0,2.0,2.0,0.0
2021,Nashik,Devala,0.0,0.0,0.0,0.0,0.0
2021,Nashik,Baglan,5.0,0.0,5.0,5.0,0.0
2021,Nashik,Malegaon,4.0,0.0,4.0,4.0,0.0
2021,Nashik,Nandgaon,10.0,0.0,10.0,10.0,0.0
2021,Nashik,Chandwad,2.0,0.0,2.0,2.0,0.0
2021,Nashik,Dindori,0.0,0.0,0.0,0.0,0.0
2021,Nashik,Peth,0.0,0.0,0.0,0.0,0.0
2021,Nashik,Trimbak,0.0,0.0,0.0,0.0,0.0
2021,Nashik,Nashik,0.0,0.0,0.0,0.0,0.0
2021,Nashik,Igatpuri,12.0,0.0,10.0,10.0,0.0
2021,Nashik,Sinner,1.0,0.0,1.0,1.0,0.0
2021,Nashik,Nifad,7.0,0.0,6.0,6.0,0.0
2021,Nashik,Yewala,9.0,0.0,8.0,8.0,0.0
2012,Dharashiv,Paranda,58.0,8.0,56.0,48.0,8.0
2012,Dharashiv,Bhum,67.0,6.0,54.0,48.0,6.0
2012,Dharashiv,Washi,16.0,8.0,16.0,8.0,8.0
2012,Dharashiv,Kalamb,38.0,22.0,25.0,3.0,22.0
2012,Dharashiv,Dharashiv,74.0,39.0,47.0,8.0,39.0
2012,Dharashiv,Tuljapur,45.0,24.0,34.0,10.0,24.0
2012,Dharashiv,Lohara,19.0,13.0,18.0,5.0,13.0
2012,Dharashiv,Umaraga,31.0,20.0,27.0,7.0,20.0
2013,Dharashiv,Paranda,133.0,21.0,129.0,118.0,11.0
2013,Dharashiv,Bhum,91.0,6.0,59.0,53.0,6.0
2013,Dharashiv,Washi,72.0,2.0,72.0,70.0,2.0
2013,Dharashiv,Kalamb,62.0,17.0,35.0,18.0,17.0
2013,Dharashiv,Dharashiv,0.0,0.0,0.0,0.0,0.0
2013,Dharashiv,Tuljapur,0.0,0.0,0.0,0.0,0.0
2013,Dharashiv,Lohara,0.0,0.0,0.0,0.0,0.0
2013,Dharashiv,Umaraga,65.0,37.0,59.0,20.0,39.0
2014,Dharashiv,Paranda,9.0,0.0,9.0,9.0,0.0
2014,Dharashiv,Bhum,24.0,0.0,24.0,24.0,0.0
2014,Dharashiv,Washi,4.0,0.0,4.0,4.0,0.0
2014,Dharashiv,Kalamb,46.0,12.0,46.0,34.0,12.0
2014,Dharashiv,Dharashiv,74.0,39.0,47.0,8.0,39.0
2014,Dharashiv,Tuljapur,45.0,24.0,34.0,10.0,24.0
2014,Dharashiv,Lohara,11.0,13.0,18.0,5.0,13.0
2014,Dharashiv,Umaraga,31.0,20.0,27.0,7.0,20.0
2015,Dharashiv,Paranda,64.0,12.0,54.0,42.0,12.0
2015,Dharashiv,Bhum,49.0,4.0,41.0,22.0,4.0
2015,Dharashiv,Washi,4.0,0.0,4.0,4.0,0.0
2015,Dharashiv,Kalamb,43.0,42.0,43.0,1.0,39.0
2015,Dharashiv,Dharashiv,190.0,121.0,189.0,68.0,119.0
2015,Dharashiv,Tuljapur,45.0,24.0,34.0,10.0,24.0
2015,Dharashiv,Lohara,20.0,14.0,19.0,5.0,14.0
2015,Dharashiv,Umaraga,33.0,20.0,27.0,7.0,20.0
2016,Dharashiv,Paranda,60.0,5.0,60.0,50.0,10.0
2016,Dharashiv,Bhum,47.0,6.0,47.0,41.0,6.0
2016,Dharashiv,Washi,35.0,2.0,35.0,25.0,10.0
2016,Dharashiv,Kalamb,39.0,26.0,39.0,4.0,35.0
2016,Dharashiv,Dharashiv,114.0,101.0,114.0,1.0,101.0
2016,Dharashiv,Tuljapur,28.0,5.0,23.0,5.0,18.0
2016,Dharashiv,Lohara,42.0,1.0,42.0,8.0,34.0
2016,Dharashiv,Umaraga,59.0,48.0,59.0,11.0,48.0
2017,Dharashiv,Paranda,61.0,11.0,61.0,50.0,11.0
2017,Dharashiv,Bhum,35.0,6.0,35.0,29.0,6.0
2017,Dharashiv,Washi,27.0,4.0,27.0,23.0,4.0
2017,Dharashiv,Kalamb,60.0,35.0,60.0,0.0,60.0
2017,Dharashiv,Dharashiv,110.0,98.0,98.0,0.0,98.0
2017,Dharashiv,Tuljapur,51.0,3.0,23.0,5.0,18.0
2017,Dharashiv,Lohara,35.0,2.0,33.0,0.0,33.0
2017,Dharashiv,Umaraga,1.0,1.0,1.0,0.0,1.0
2018,Dharashiv,Paranda,8.0,0.0,8.0,8.0,0.0
2018,Dharashiv,Bhum,3.0,0.0,3.0,3.0,0.0
2018,Dharashiv,Washi,0.0,0.0,0.0,0.0,0.0
2018,Dharashiv,Kalamb,5.0,3.0,4.0,3.0,1.0
2018,Dharashiv,Dharashiv,14.0,11.0,12.0,4.0,8.0
2018,Dharashiv,Tuljapur,0.0,0.0,0.0,0.0,0.0
2018,Dharashiv,Lohara,28.0,16.0,27.0,10.0,17.0
2018,Dharashiv,Umaraga,3.0,2.0,3.0,0.0,3.0
2019,Dharashiv,Paranda,1.0,1.0,1.0,0.0,1.0
2019,Dharashiv,Bhum,0.0,0.0,0.0,0.0,0.0
2019,Dharashiv,Washi,0.0,0.0,0.0,0.0,0.0
2019,Dharashiv,Kalamb,7.0,7.0,7.0,0.0,7.0
2019,Dharashiv,Dharashiv,2.0,2.0,2.0,0.0,2.0
2019,Dharashiv,Tuljapur,0.0,0.0,0.0,0.0,0.0
2019,Dharashiv,Lohara,1.0,1.0,1.0,0.0,1.0
2019,Dharashiv,Umaraga,11.0,11.0,11.0,0.0,11.0
2020,Dharashiv,Paranda,1.0,1.0,1.0,0.0,1.0
2020,Dharashiv,Bhum,0.0,0.0,0.0,0.0,0.0
2020,Dharashiv,Washi,0.0,0.0,0.0,0.0,0.0
2020,Dharashiv,Kalamb,0.0,0.0,0.0,0.0,0.0
2020,Dharashiv,Dharashiv,0.0,0.0,0.0,0.0,0.0
2020,Dharashiv,Tuljapur,0.0,0.0,0.0,0.0,0.0
2020,Dharashiv,Lohara,0.0,0.0,0.0,0.0,0.0
2020,Dharashiv,Umaraga,0.0,0.0,0.0,0.0,0.0
2021,Dharashiv,Paranda,7.0,7.0,7.0,3.0,4.0
2021,Dharashiv,Bhum,1.0,1.0,1.0,0.0,1.0
2021,Dharashiv,Washi,1.0,1.0,1.0,0.0,1.0
2021,Dharashiv,Kalamb,10.0,10.0,10.0,0.0,10.0
2021,Dharashiv,Dharashiv,11.0,11.0,11.0,0.0,11.0
2021,Dharashiv,Tuljapur,0.0,0.0,0.0,0.0,0.0
2021,Dharashiv,Lohara,2.0,2.0,2.0,0.0,2.0
2021,Dharashiv,Umaraga,4.0,4.0,4.0,0.0,4.0
2014,Palghar,Talasari,41.0,12.0,39.0,39.0,0.0
2014,Palghar,Dahanu,26.0,3.0,24.0,24.0,0.0
2014,Palghar,Vikramgad,47.0,8.0,43.0,43.0,0.0
2014,Palghar,Javhar,0.0,0.0,0.0,0.0,0.0
2014,Palghar,Mokhada,24.0,4.0,23.0,23.0,0.0
2014,Palghar,Wada,0.0,0.0,0.0,0.0,0.0
2014,Palghar,Palghar,19.0,7.0,18.0,18.0,0.0
2014,Palghar,Vasai,22.0,4.0,16.0,16.0,0.0
2015,Palghar,Talasari,58.0,8.0,58.0,57.0,1.0
2015,Palghar,Dahanu,37.0,6.0,37.0,36.0,1.0
2015,Palghar,Vikramgad,48.0,10.0,48.0,48.0,0.0
2015,Palghar,Javhar,3.0,0.0,3.0,3.0,0.0
2015,Palghar,Mokhada,19.0,4.0,19.0,19.0,0.0
2015,Palghar,Wada,3.0,0.0,3.0,3.0,0.0
2015,Palghar,Palghar,38.0,9.0,38.0,38.0,0.0
2015,Palghar,Vasai,57.0,11.0,57.0,51.0,6.0
2016,Palghar,Talasari,8.0,4.0,8.0,8.0,0.0
2016,Palghar,Dahanu,33.0,10.0,25.0,25.0,0.0
2016,Palghar,Vikramgad,6.0,2.0,6.0,6.0,0.0
2016,Palghar,Javhar,4.0,0.0,4.0,4.0,0.0
2016,Palghar,Mokhada,2.0,0.0,2.0,2.0,0.0
2016,Palghar,Wada,93.0,11.0,83.0,83.0,0.0
2016,Palghar,Palghar,34.0,8.0,33.0,33.0,0.0
2016,Palghar,Vasai,10.0,6.0,10.0,10.0,0.0
2017,Palghar,Talasari,20.0,4.0,19.0,19.0,0.0
2017,Palghar,Dahanu,53.0,10.0,48.0,48.0,0.0
2017,Palghar,Vikramgad,51.0,9.0,38.0,38.0,0.0
2017,Palghar,Javhar,6.0,0.0,3.0,3.0,0.0
2017,Palghar,Mokhada,5.0,0.0,3.0,3.0,0.0
2017,Palghar,Wada,70.0,11.0,57.0,51.0,0.0
2017,Palghar,Palghar,62.0,8.0,58.0,57.0,0.0
2017,Palghar,Vasai,40.0,6.0,37.0,36.0,0.0
2018,Palghar,Talasari,29.0,0.0,25.0,25.0,0.0
2018,Palghar,Dahanu,70.0,0.0,56.0,55.0,0.0
2018,Palghar,Vikramgad,44.0,0.0,30.0,29.0,0.0
2018,Palghar,Javhar,23.0,0.0,17.0,12.0,1.0
2018,Palghar,Mokhada,10.0,0.0,5.0,5.0,0.0
2018,Palghar,Wada,84.0,0.0,59.0,52.0,4.0
2018,Palghar,Palghar,59.0,0.0,55.0,50.0,0.0
2018,Palghar,Vasai,44.0,0.0,38.0,34.0,2.0
2019,Palghar,Talasari,3.0,0.0,3.0,3.0,0.0
2019,Palghar,Dahanu,34.0,3.0,32.0,32.0,0.0
2019,Palghar,Vikramgad,17.0,2.0,14.0,14.0,0.0
2019,Palghar,Javhar,10.0,0.0,9.0,9.0,0.0
2019,Palghar,Mokhada,0.0,0.0,0.0,0.0,0.0
2019,Palghar,Wada,34.0,1.0,30.0,30.0,0.0
2019,Palghar,Palghar,41.0,3.0,38.0,38.0,0.0
2019,Palghar,Vasai,19.0,2.0,17.0,17.0,0.0
2020,Palghar,Talasari,37.0,7.0,37.0,37.0,0.0
2020,Palghar,Dahanu,78.0,4.0,76.0,76.0,0.0
2020,Palghar,Vikramgad,60.0,4.0,55.0,55.0,0.0
2020,Palghar,Javhar,21.0,0.0,18.0,18.0,0.0
2020,Palghar,Mokhada,5.0,0.0,5.0,5.0,0.0
2020,Palghar,Wada,90.0,6.0,87.0,87.0,0.0
2020,Palghar,Palghar,39.0,5.0,36.0,36.0,0.0
2020,Palghar,Vasai,13.0,0.0,13.0,13.0,0.0
2021,Palghar,Talasari,38.0,2.0,33.0,33.0,0.0
2021,Palghar,Dahanu,78.0,8.0,78.0,78.0,0.0
2021,Palghar,Vikramgad,60.0,3.0,52.0,52.0,0.0
2021,Palghar,Javhar,21.0,0.0,17.0,17.0,0.0
2021,Palghar,Mokhada,5.0,0.0,4.0,4.0,0.0
2021,Palghar,Wada,87.0,4.0,79.0,79.0,0.0
2021,Palghar,Palghar,39.0,5.0,36.0,36.0,0.0
2021,Palghar,Vasai,13.0,1.0,13.0,13.0,0.0
2013,Parbhani,Selu,82.0,0.0,82.0,82.0,0.0
2013,Parbhani,Jintur,243.0,0.0,243.0,243.0,0.0
