Year,District,Taluka,All Tubewells,High Capacity Tubewells,Successful Tubewells,Hand Pumps,Electric Pumps
2019,Kolhapur,Karveer,4.0,0.0,3.0,1.0,0.0
2019,Kolhapur,Gaganbavada,3.0,0.0,3.0,3.0,0.0
2019,Kolhapur,Radhanagari,19.0,0.0,12.0,6.0,0.0
2019,Kolhapur,Kagal,6.0,0.0,4.0,4.0,0.0
2019,Kolhapur,Bhudargad,5.0,0.0,5.0,5.0,0.0
2019,Kolhapur,Ajara,9.0,0.0,7.0,4.0,0.0
2019,Kolhapur,Gadhinglaj,4.0,0.0,4.0,3.0,0.0
2019,Kolhapur,Chandgad,4.0,0.0,3.0,3.0,0.0
2020,Kolhapur,Shahuwadi,6.0,0.0,5.0,2.0,0.0
2020,Kolhapur,Panhala,4.0,2.0,3.0,0.0,0.0
2020,Kolhapur,Hatkanangale,2.0,0.0,2.0,2.0,0.0
2020,Kolhapur,Shirol,1.0,1.0,1.0,1.0,0.0
2020,Kolhapur,Karveer,3.0,2.0,3.0,0.0,0.0
2020,Kolhapur,Gaganbavada,2.0,1.0,1.0,1.0,0.0
2020,Kolhapur,Radhanagari,0.0,0.0,0.0,0.0,0.0
2020,Kolhapur,Kagal,1.0,0.0,1.0,0.0,0.0
2020,Kolhapur,Bhudargad,1.0,0.0,1.0,1.0,0.0
2020,Kolhapur,Ajara,3.0,0.0,3.0,3.0,0.0
2020,Kolhapur,Gadhinglaj,6.0,3.0,6.0,1.0,0.0
2020,Kolhapur,Chandgad,0.0,0.0,0.0,0.0,0.0
2021,Kolhapur,Shahuwadi,2.0,1.0,2.0,1.0,0.0
2021,Kolhapur,Panhala,4.0,0.0,3.0,3.0,0.0
2021,Kolhapur,Hatkanangale,12.0,1.0,11.0,11.0,0.0
2021,Kolhapur,Shirol,5.0,4.0,5.0,5.0,0.0
2021,Kolhapur,Karveer,5.0,0.0,2.0,2.0,0.0
2021,Kolhapur,Gaganbavada,4.0,2.0,4.0,4.0,0.0
2021,Kolhapur,Radhanagari,1.0,1.0,1.0,0.0,0.0
2021,Kolhapur,Kagal,1.0,0.0,1.0,1.0,0.0
2021,Kolhapur,Bhudargad,3.0,0.0,1.0,0.0,0.0
2021,Kolhapur,Ajara,1.0,1.0,1.0,1.0,0.0
2021,Kolhapur,Gadhinglaj,5.0,4.0,3.0,2.0,0.0
2021,Kolhapur,Chandgad,6.0,6.0,6.0,3.0,0.0
2012,Latur,Latur,37.0,6.0,36.0,27.0,5.0
2012,Latur,Renapur,21.0,7.0,21.0,10.0,0.0
2012,Latur,Ahamadpur,51.0,1.0,21.0,30.0,11.0
2012,Latur,Jalkot,1.0,0.0,1.0,1.0,0.0
2012,Latur,Chakur,0.0,0.0,0.0,0.0,0.0
2012,Latur,Shirur-Anantpal,0.0,0.0,0.0,0.0,0.0
2012,Latur,Aosa,27.0,0.0,20.0,2.0,20.0
2012,Latur,Nilanga,86.0,52.0,83.0,19.0,60.0
2012,Latur,Devani,14.0,7.0,14.0,13.0,1.0
2012,Latur,Udgir,253.0,160.0,231.0,74.0,150.0
2013,Latur,Latur,76.0,19.0,73.0,35.0,17.0
2013,Latur,Renapur,13.0,4.0,13.0,5.0,2.0
2013,Latur,Ahamadpur,43.0,12.0,50.0,31.0,15.0
2013,Latur,Jalkot,16.0,2.0,16.0,12.0,0.0
2013,Latur,Chakur,1.0,1.0,1.0,1.0,0.0
2013,Latur,Shirur-Anantpal,16.0,1.0,13.0,7.0,1.0
2013,Latur,Aosa,76.0,14.0,68.0,10.0,36.0
2013,Latur,Nilanga,123.0,76.0,94.0,26.0,73.0
2013,Latur,Devani,10.0,2.0,10.0,3.0,1.0
2013,Latur,Udgir,256.0,52.0,44.0,20.0,9.0
2014,Latur,Latur,114.0,32.0,98.0,44.0,22.0
2014,Latur,Renapur,17.0,3.0,17.0,8.0,1.0
2014,Latur,Ahamadpur,98.0,34.0,74.0,53.0,21.0
2014,Latur,Jalkot,3.0,1.0,3.0,3.0,0.0
2014,Latur,Chakur,40.0,14.0,37.0,9.0,11.0
2014,Latur,Shirur-Anantpal,13.0,3.0,13.0,6.0,0.0
2014,Latur,Aosa,91.0,17.0,64.0,7.0,48.0
2014,Latur,Nilanga,102.0,26.0,91.0,7.0,76.0
2014,Latur,Devani,22.0,9.0,20.0,6.0,5.0
2014,Latur,Udgir,35.0,17.0,31.0,6.0,7.0
2015,Latur,Latur,1096.0,364.0,775.0,323.0,452.0
2015,Latur,Renapur,5.0,3.0,5.0,2.0,3.0
2015,Latur,Ahamadpur,16.0,6.0,16.0,10.0,6.0
2015,Latur,Jalkot,60.0,14.0,10.0,8.0,2.0
2015,Latur,Chakur,78.0,18.0,68.0,38.0,30.0
2015,Latur,Shirur-Anantpal,14.0,4.0,10.0,5.0,5.0
2015,Latur,Aosa,68.0,30.0,63.0,3.0,60.0
2015,Latur,Nilanga,23.0,4.0,13.0,7.0,6.0
2015,Latur,Devani,2.0,1.0,2.0,2.0,0.0
2015,Latur,Udgir,195.0,176.0,176.0,57.0,119.0
2016,Latur,Latur,1089.0,366.0,766.0,321.0,445.0
2016,Latur,Renapur,104.0,59.0,100.0,81.0,19.0
2016,Latur,Ahamadpur,31.0,8.0,31.0,10.0,21.0
2016,Latur,Jalkot,32.0,11.0,11.0,5.0,6.0
2016,Latur,Chakur,1.0,1.0,1.0,1.0,0.0
2016,Latur,Shirur-Anantpal,32.0,12.0,17.0,5.0,12.0
2016,Latur,Aosa,81.0,60.0,81.0,0.0,59.0
2016,Latur,Nilanga,93.0,14.0,77.0,0.0,76.0
2016,Latur,Devani,25.0,11.0,11.0,1.0,10.0
2016,Latur,Udgir,232.0,16.0,192.0,42.0,150.0
2017,Latur,Latur,1368.0,1015.0,1368.0,353.0,1015.0
2017,Latur,Renapur,104.0,61.0,100.0,81.0,19.0
2017,Latur,Ahamadpur,40.0,19.0,37.0,9.0,28.0
2017,Latur,Jalkot,34.0,4.0,30.0,26.0,4.0
2017,Latur,Chakur,54.0,35.0,49.0,12.0,36.0
2017,Latur,Shirur-Anantpal,37.0,18.0,30.0,12.0,18.0
2017,Latur,Aosa,73.0,34.0,67.0,3.0,63.0
2017,Latur,Nilanga,75.0,8.0,68.0,0.0,68.0
2017,Latur,Devani,28.0,14.0,15.0,1.0,14.0
2017,Latur,Udgir,257.0,104.0,249.0,57.0,188.0
2018,Latur,Latur,1478.0,643.0,0.0,357.0,1053.0
2018,Latur,Renapur,14.0,10.0,0.0,0.0,10.0
2018,Latur,Ahamadpur,38.0,12.0,0.0,7.0,12.0
2018,Latur,Jalkot,21.0,5.0,0.0,16.0,5.0
2018,Latur,Chakur,13.0,6.0,0.0,0.0,6.0
2018,Latur,Shirur-Anantpal,40.0,18.0,0.0,9.0,18.0
2018,Latur,Aosa,95.0,52.0,0.0,12.0,72.0
2018,Latur,Nilanga,97.0,39.0,0.0,5.0,82.0
2018,Latur,Devani,29.0,12.0,0.0,4.0,16.0
2018,Latur,Udgir,234.0,10.0,0.0,57.0,173.0
2019,Latur,Latur,1403.0,942.0,1401.0,358.0,1039.0
2019,Latur,Renapur,120.0,11.0,110.0,90.0,20.0
2019,Latur,Ahamadpur,15.0,9.0,14.0,0.0,13.0
2019,Latur,Jalkot,40.0,8.0,40.0,32.0,4.0
2019,Latur,Chakur,54.0,15.0,54.0,12.0,42.0
2019,Latur,Shirur-Anantpal,75.0,53.0,63.0,9.0,54.0
2019,Latur,Aosa,54.0,38.0,44.0,0.0,39.0
2019,Latur,Nilanga,77.0,24.0,76.0,1.0,74.0
2019,Latur,Devani,18.0,10.0,16.0,0.0,16.0
2019,Latur,Udgir,235.0,179.0,234.0,55.0,179.0
2020,Latur,Latur,1400.0,938.0,1398.0,356.0,1039.0
2020,Latur,Renapur,71.0,10.0,69.0,61.0,8.0
2020,Latur,Ahamadpur,4.0,4.0,4.0,0.0,4.0
2020,Latur,Jalkot,2.0,0.0,2.0,1.0,0.0
2020,Latur,Chakur,54.0,15.0,54.0,12.0,42.0
2020,Latur,Shirur-Anantpal,56.0,32.0,43.0,7.0,32.0
2020,Latur,Aosa,8.0,6.0,8.0,0.0,5.0
2020,Latur,Nilanga,74.0,28.0,74.0,0.0,71.0
2020,Latur,Devani,19.0,9.0,16.0,0.0,15.0
2020,Latur,Udgir,3.0,1.0,3.0,0.0,1.0
2021,Latur,Latur,1305.0,1160.0,1305.0,254.0,1051.0
2021,Latur,Renapur,124.0,14.0,114.0,90.0,24.0
2021,Latur,Ahamadpur,6.0,4.0,4.0,0.0,4.0
2021,Latur,Jalkot,3.0,2.0,3.0,0.0,2.0
2021,Latur,Chakur,3.0,2.0,3.0,0.0,3.0
2021,Latur,Shirur-Anantpal,43.0,24.0,31.0,7.0,24.0
2021,Latur,Aosa,4.0,4.0,4.0,0.0,2.0
2021,Latur,Nilanga,19.0,5.0,19.0,0.0,17.0
2021,Latur,Devani,13.0,4.0,11.0,0.0,11.0
2021,Latur,Udgir,14.0,14.0,14.0,0.0,14.0
2013,Mumbai,Mumbai City,493.0,493.0,493.0,0.0,493.0
2014,Mumbai,Mumbai City,500.0,500.0,500.0,0.0,500.0
2015,Mumbai,Mumbai City,556.0,556.0,556.0,0.0,556.0
2016,Mumbai,Mumbai City,601.0,601.0,601.0,0.0,601.0
2017,Mumbai,Mumbai City,148.0,148.0,148.0,0.0,148.0
2018,Mumbai,Mumbai City,85.0,85.0,85.0,0.0,85.0
2019,Mumbai,Mumbai City,121.0,121.0,121.0,0.0,121.0
2020,Mumbai,Mumbai City,37.0,37.0,37.0,0.0,37.0
2021,Mumbai,Mumbai City,47.0,47.0,47.0,0.0,47.0
2016,Mumbai Suburban,Adheri,109.0,109.0,109.0,0.0,109.0
2016,Mumbai Suburban,Borivali,193.0,193.0,193.0,0.0,193.0
2016,Mumbai Suburban,Kurla,166.0,166.0,166.0,0.0,166.0
2017,Mumbai Suburban,Adheri,140.0,140.0,140.0,0.0,140.0
2017,Mumbai Suburban,Borivali,155.0,155.0,155.0,0.0,155.0
2017,Mumbai Suburban,Kurla,118.0,166.0,118.0,0.0,118.0
2018,Mumbai Suburban,Adheri,126.0,126.0,126.0,0.0,126.0
2018,Mumbai Suburban,Borivali,186.0,186.0,186.0,0.0,186.0
2018,Mumbai Suburban,Kurla,132.0,132.0,132.0,0.0,132.0
2019,Mumbai Suburban,Adheri,24.0,24.0,24.0,0.0,24.0
2019,Mumbai Suburban,Borivali,68.0,68.0,68.0,0.0,68.0
2019,Mumbai Suburban,Kurla,50.0,50.0,50.0,0.0,50.0
2020,Mumbai Suburban,Adheri,33.0,33.0,33.0,0.0,33.0
2020,Mumbai Suburban,Borivali,109.0,109.0,109.0,0.0,109.0
2020,Mumbai Suburban,Kurla,82.0,82.0,82.0,0.0,82.0
2021,Mumbai Suburban,Adheri,76.0,76.0,76.0,0.0,76.0
2021,Mumbai Suburban,Borivali,221.0,221.0,221.0,0.0,221.0
2021,Mumbai Suburban,Kurla,136.0,136.0,136.0,0.0,136.0
2012,Nagpur,Narkhed,471.0,19.0,462.0,7.0,2.0
2012,Nagpur,Katol,436.0,0.0,436.0,0.0,0.0
2012,Nagpur,Kalameshwar,451.0,10.0,443.0,0.0,0.0
2012,Nagpur,Sawner,468.0,33.0,459.0,0.0,13.0
2012,Nagpur,Parashivani,512.0,28.0,497.0,1.0,16.0
2012,Nagpur,Ramtech,1020.0,50.0,946.0,87.0,25.0
2012,Nagpur,Mauda,703.0,12.0,685.0,1.0,0.0
2012,Nagpur,Kamathi,716.0,45.0,681.0,0.0,21.0
2012,Nagpur,Nagpur (gra),1390.0,48.0,1174.0,8.0,19.0
2012,Nagpur,Nagpur (sh),210.0,0.0,210.0,210.0,0.0
2012,Nagpur,Hingana,875.0,12.0,762.0,0.0,3.0
2012,Nagpur,Umred,427.0,29.0,376.0,0.0,4.0
2012,Nagpur,Kuhi,840.0,34.0,702.0,0.0,1.0
2012,Nagpur,Bhiwapur,442.0,36.0,393.0,0.0,7.0
2013,Nagpur,Narkhed,471.0,19.0,462.0,27.0,4.0
2013,Nagpur,Katol,436.0,0.0,436.0,68.0,0.0
2013,Nagpur,Kalameshwar,451.0,10.0,443.0,84.0,2.0
2013,Nagpur,Sawner,468.0,33.0,459.0,50.0,6.0
2013,Nagpur,Parashivani,512.0,28.0,497.0,51.0,4.0
2013,Nagpur,Ramtech,1020.0,50.0,946.0,98.0,7.0
2013,Nagpur,Mauda,703.0,12.0,685.0,55.0,1.0
2013,Nagpur,Kamathi,716.0,45.0,681.0,69.0,8.0
2013,Nagpur,Nagpur (gra),1390.0,48.0,1174.0,117.0,3.0
2013,Nagpur,Nagpur (sh),329.0,0.0,329.0,445.0,0.0
2013,Nagpur,Hingana,875.0,12.0,762.0,148.0,1.0
2013,Nagpur,Umred,427.0,29.0,376.0,62.0,1.0
2013,Nagpur,Kuhi,840.0,34.0,702.0,92.0,2.0
2013,Nagpur,Bhiwapur,442.0,36.0,393.0,54.0,4.0
2014,Nagpur,Narkhed,475.0,19.0,465.0,27.0,4.0
2014,Nagpur,Katol,447.0,0.0,438.0,68.0,0.0
2014,Nagpur,Kalameshwar,454.0,10.0,446.0,84.0,2.0
2014,Nagpur,Sawner,477.0,33.0,464.0,50.0,6.0
2014,Nagpur,Parashivani,516.0,28.0,501.0,51.0,4.0
2014,Nagpur,Ramtech,1025.0,50.0,949.0,98.0,7.0
2014,Nagpur,Mauda,714.0,12.0,683.0,55.0,1.0
2014,Nagpur,Kamathi,737.0,45.0,684.0,69.0,8.0
2014,Nagpur,Nagpur (gra),1408.0,48.0,1181.0,117.0,3.0
2014,Nagpur,Nagpur (sh),329.0,0.0,331.0,445.0,0.0
2014,Nagpur,Hingana,897.0,12.0,765.0,148.0,1.0
2014,Nagpur,Umred,435.0,29.0,378.0,62.0,1.0
2014,Nagpur,Kuhi,844.0,34.0,706.0,92.0,2.0
2014,Nagpur,Bhiwapur,482.0,36.0,395.0,54.0,4.0
2015,Nagpur,Narkhed,551.0,19.0,525.0,36.0,0.0
2015,Nagpur,Katol,398.0,0.0,398.0,20.0,0.0
2015,Nagpur,Kalameshwar,479.0,10.0,471.0,25.0,0.0
2015,Nagpur,Sawner,544.0,33.0,531.0,67.0,46.0
2015,Nagpur,Parashivani,590.0,28.0,516.0,15.0,0.0
2015,Nagpur,Ramtech,1098.0,50.0,1022.0,73.0,9.0
2015,Nagpur,Mauda,764.0,12.0,733.0,50.0,0.0
2015,Nagpur,Kamathi,768.0,45.0,714.0,32.0,0.0
2015,Nagpur,Nagpur (gra),1688.0,48.0,1461.0,280.0,0.0
2015,Nagpur,Nagpur (sh),0.0,0.0,0.0,65.0,0.0
2015,Nagpur,Hingana,1082.0,12.0,932.0,158.0,0.0
2015,Nagpur,Umred,460.0,29.0,397.0,19.0,0.0
2015,Nagpur,Kuhi,721.0,34.0,761.0,55.0,0.0
2015,Nagpur,Bhiwapur,528.0,42.0,441.0,46.0,0.0
2016,Nagpur,Narkhed,33.0,0.0,33.0,33.0,6.0
2016,Nagpur,Katol,83.0,0.0,83.0,32.0,0.0
2016,Nagpur,Kalameshwar,25.0,0.0,25.0,25.0,0.0
2016,Nagpur,Sawner,37.0,3.0,37.0,43.0,0.0
2016,Nagpur,Parashivani,22.0,0.0,22.0,22.0,11.0
2016,Nagpur,Ramtech,42.0,2.0,42.0,59.0,0.0
2016,Nagpur,Mauda,79.0,0.0,79.0,79.0,0.0
2016,Nagpur,Kamathi,58.0,0.0,58.0,53.0,0.0
2016,Nagpur,Nagpur (gra),46.0,3.0,46.0,46.0,0.0
2016,Nagpur,Nagpur (sh),0.0,0.0,60.0,60.0,0.0
2016,Nagpur,Hingana,147.0,0.0,146.0,146.0,0.0
2016,Nagpur,Umred,49.0,2.0,45.0,45.0,0.0
2016,Nagpur,Kuhi,85.0,6.0,84.0,84.0,0.0
2016,Nagpur,Bhiwapur,69.0,3.0,65.0,69.0,0.0
2017,Nagpur,Narkhed,56.0,0.0,56.0,54.0,0.0
2017,Nagpur,Katol,92.0,2.0,92.0,88.0,0.0
2017,Nagpur,Kalameshwar,54.0,0.0,54.0,54.0,0.0
2017,Nagpur,Sawner,17.0,4.0,17.0,17.0,0.0
2017,Nagpur,Parashivani,37.0,5.0,37.0,34.0,0.0
2017,Nagpur,Ramtech,18.0,2.0,18.0,17.0,0.0
2017,Nagpur,Mauda,72.0,0.0,72.0,72.0,0.0
2017,Nagpur,Kamathi,58.0,0.0,58.0,53.0,0.0
2017,Nagpur,Nagpur (gra),145.0,3.0,145.0,144.0,0.0
2017,Nagpur,Nagpur (sh),60.0,0.0,60.0,60.0,0.0
2017,Nagpur,Hingana,114.0,3.0,114.0,109.0,0.0
2017,Nagpur,Umred,51.0,2.0,51.0,49.0,0.0
2017,Nagpur,Kuhi,45.0,4.0,45.0,45.0,2.0
2017,Nagpur,Bhiwapur,59.0,3.0,59.0,58.0,0.0
2018,Nagpur,Narkhed,82.0,0.0,79.0,79.0,0.0
2018,Nagpur,Katol,91.0,0.0,87.0,87.0,0.0
2018,Nagpur,Kalameshwar,12.0,0.0,10.0,8.0,0.0
2018,Nagpur,Sawner,79.0,4.0,74.0,71.0,1.0
2018,Nagpur,Parashivani,36.0,5.0,35.0,35.0,0.0
2018,Nagpur,Ramtech,4.0,0.0,4.0,4.0,0.0
2018,Nagpur,Mauda,83.0,3.0,83.0,80.0,1.0
2018,Nagpur,Kamathi,26.0,1.0,26.0,25.0,0.0
2018,Nagpur,Nagpur (gra),36.0,0.0,35.0,35.0,0.0
2018,Nagpur,Nagpur (sh),50.0,21.0,50.0,36.0,2.0
2018,Nagpur,Hingana,109.0,3.0,104.0,101.0,2.0
2018,Nagpur,Umred,33.0,0.0,33.0,33.0,0.0
2018,Nagpur,Kuhi,59.0,2.0,59.0,59.0,0.0
2018,Nagpur,Bhiwapur,45.0,0.0,45.0,45.0,0.0
2019,Nagpur,Narkhed,16.0,1.0,16.0,15.0,4.0
2019,Nagpur,Katol,15.0,0.0,15.0,15.0,10.0
2019,Nagpur,Kalameshwar,16.0,2.0,16.0,16.0,9.0
2019,Nagpur,Sawner,35.0,3.0,34.0,34.0,16.0
2019,Nagpur,Parashivani,8.0,0.0,7.0,7.0,6.0
2019,Nagpur,Ramtech,7.0,2.0,7.0,7.0,8.0
2019,Nagpur,Mauda,17.0,4.0,17.0,16.0,6.0
2019,Nagpur,Kamathi,14.0,3.0,14.0,14.0,5.0
2019,Nagpur,Nagpur (gra),16.0,1.0,16.0,16.0,12.0
2019,Nagpur,Nagpur (sh),454.0,454.0,454.0,441.0,0.0
2019,Nagpur,Hingana,48.0,0.0,48.0,48.0,29.0
2019,Nagpur,Umred,8.0,0.0,8.0,7.0,3.0
2019,Nagpur,Kuhi,8.0,1.0,8.0,8.0,6.0
2019,Nagpur,Bhiwapur,0.0,0.0,0.0,0.0,0.0
2020,Nagpur,Narkhed,0.0,0.0,0.0,0.0,0.0
2020,Nagpur,Katol,0.0,0.0,0.0,0.0,0.0
2020,Nagpur,Kalameshwar,0.0,0.0,0.0,0.0,0.0
2020,Nagpur,Sawner,0.0,0.0,0.0,0.0,0.0
2020,Nagpur,Parashivani,0.0,0.0,0.0,0.0,0.0
2020,Nagpur,Ramtech,0.0,0.0,0.0,0.0,0.0
2020,Nagpur,Mauda,0.0,0.0,0.0,0.0,0.0
2020,Nagpur,Kamathi,0.0,0.0,0.0,0.0,0.0
2020,Nagpur,Nagpur (gra),0.0,0.0,0.0,0.0,0.0
2020,Nagpur,Nagpur (sh),0.0,0.0,0.0,0.0,0.0
2020,Nagpur,Hingana,0.0,0.0,0.0,0.0,0.0
2020,Nagpur,Umred,0.0,0.0,0.0,0.0,0.0
2020,Nagpur,Kuhi,0.0,0.0,0.0,0.0,0.0
2020,Nagpur,Bhiwapur,0.0,0.0,0.0,0.0,0.0
2021,Nagpur,Narkhed,0.0,0.0,0.0,0.0,0.0
2021,Nagpur,Katol,0.0,0.0,0.0,0.0,0.0
2021,Nagpur,Kalameshwar,0.0,0.0,0.0,0.0,0.0
2021,Nagpur,Sawner,0.0,0.0,0.0,0.0,0.0
2021,Nagpur,Parashivani,0.0,0.0,0.0,0.0,0.0
2021,Nagpur,Ramtech,0.0,0.0,0.0,0.0,0.0
2021,Nagpur,Mauda,0.0,0.0,0.0,0.0,0.0
2021,Nagpur,Kamathi,0.0,0.0,0.0,0.0,0.0
2021,Nagpur,Nagpur (gra),0.0,0.0,0.0,0.0,0.0
2021,Nagpur,Nagpur (sh),0.0,0.0,0.0,0.0,0.0
2021,Nagpur,Hingana,0.0,0.0,0.0,0.0,0.0
2021,Nagpur,Umred,0.0,0.0,0.0,0.0,0.0
2021,Nagpur,Kuhi,0.0,0.0,0.0,0.0,0.0
2021,Nagpur,Bhiwapur,0.0,0.0,0.0,0.0,0.0
2014,Nanded,Mahur,294.0,39.0,294.0,275.0,15.0
2014,Nanded,Kinvat,815.0,101.0,815.0,793.0,25.0
2014,Nanded,Himalay Nagar,530.0,19.0,530.0,505.0,19.0
2014,Nanded,Hadgaon,883.0,28.0,883.0,846.0,27.0
2014,Nanded,Andhrapur,415.0,25.0,415.0,360.0,24.0
2014,Nanded,Nanded,561.0,47.0,561.0,530.0,33.0
2014,Nanded,Mudkhed,291.0,14.0,291.0,282.0,12.0
2014,Nanded,Bhokar,435.0,20.0,435.0,423.0,18.0
2014,Nanded,Umari,399.0,35.0,399.0,359.0,34.0
2014,Nanded,Dharmabad,331.0,27.0,331.0,308.0,26.0
2014,Nanded,Biloli,637.0,35.0,637.0,609.0,29.0
2014,Nanded,Naygaon,756.0,45.0,756.0,708.0,44.0
2014,Nanded,Loha,737.0,73.0,737.0,665.0,72.0
2014,Nanded,Kandhar,707.0,80.0,707.0,633.0,74.0
2014,Nanded,Mukhed,778.0,19.0,778.0,760.0,18.0
2014,Nanded,Deglur,556.0,40.0,556.0,518.0,38.0
2015,Nanded,Mahur,294.0,39.0,294.0,275.0,15.0
2015,Nanded,Kinvat,815.0,101.0,815.0,790.0,25.0
2015,Nanded,Himalay Nagar,530.0,19.0,530.0,505.0,19.0
2015,Nanded,Hadgaon,883.0,28.0,883.0,846.0,27.0
2015,Nanded,Andhrapur,423.0,25.0,423.0,360.0,29.0
2015,Nanded,Nanded,566.0,47.0,566.0,530.0,33.0
2015,Nanded,Mudkhed,297.0,14.0,297.0,282.0,12.0
2015,Nanded,Bhokar,461.0,20.0,461.0,423.0,27.0
2015,Nanded,Umari,399.0,35.0,399.0,359.0,34.0
2015,Nanded,Dharmabad,340.0,27.0,340.0,308.0,30.0
2015,Nanded,Biloli,643.0,35.0,643.0,609.0,31.0
2015,Nanded,Naygaon,757.0,45.0,757.0,708.0,45.0
2015,Nanded,Loha,737.0,73.0,737.0,665.0,72.0
2015,Nanded,Kandhar,707.0,80.0,707.0,633.0,74.0
2015,Nanded,Mukhed,778.0,19.0,778.0,760.0,18.0
2015,Nanded,Deglur,556.0,40.0,556.0,518.0,38.0
2016,Nanded,Mahur,294.0,39.0,294.0,274.0,15.0
2016,Nanded,Kinvat,817.0,102.0,817.0,793.0,25.0
2016,Nanded,Himalay Nagar,571.0,33.0,560.0,536.0,19.0
2016,Nanded,Hadgaon,918.0,34.0,916.0,874.0,27.0
2016,Nanded,Andhrapur,436.0,34.0,435.0,367.0,24.0
2016,Nanded,Nanded,612.0,53.0,608.0,562.0,33.0
2016,Nanded,Mudkhed,308.0,17.0,306.0,281.0,12.0
2016,Nanded,Bhokar,478.0,25.0,462.0,423.0,18.0
2016,Nanded,Umari,420.0,40.0,419.0,378.0,34.0
2016,Nanded,Dharmabad,377.0,33.0,375.0,343.0,26.0
2016,Nanded,Biloli,667.0,42.0,662.0,615.0,29.0
2016,Nanded,Naygaon,778.0,54.0,778.0,712.0,44.0
2016,Nanded,Loha,752.0,73.0,751.0,676.0,72.0
2016,Nanded,Kandhar,713.0,80.0,711.0,636.0,74.0
2016,Nanded,Mukhed,778.0,19.0,778.0,760.0,18.0
2016,Nanded,Deglur,556.0,40.0,556.0,518.0,38.0
2017,Nanded,Mahur,294.0,39.0,294.0,274.0,15.0
2017,Nanded,Kinvat,817.0,102.0,817.0,793.0,25.0
2017,Nanded,Himalay Nagar,610.0,33.0,594.0,536.0,19.0
2017,Nanded,Hadgaon,933.0,34.0,930.0,874.0,27.0
2017,Nanded,Andhrapur,463.0,34.0,459.0,367.0,24.0
2017,Nanded,Nanded,758.0,53.0,748.0,715.0,33.0
2017,Nanded,Mudkhed,308.0,17.0,306.0,281.0,12.0
2017,Nanded,Bhokar,478.0,25.0,462.0,423.0,18.0
2017,Nanded,Umari,420.0,40.0,419.0,378.0,34.0
2017,Nanded,Dharmabad,377.0,33.0,375.0,343.0,26.0
2017,Nanded,Biloli,669.0,42.0,662.0,615.0,29.0
2017,Nanded,Naygaon,778.0,54.0,778.0,712.0,44.0
2017,Nanded,Loha,752.0,73.0,751.0,676.0,72.0
2017,Nanded,Kandhar,713.0,80.0,711.0,636.0,74.0
2017,Nanded,Mukhed,790.0,19.0,788.0,760.0,18.0
2017,Nanded,Deglur,561.0,40.0,560.0,518.0,38.0
2018,Nanded,Mahur,328.0,45.0,306.0,304.0,2.0
2018,Nanded,Kinvat,839.0,115.0,820.0,814.0,6.0
2018,Nanded,Himalay Nagar,635.0,90.0,610.0,581.0,29.0
2018,Nanded,Hadgaon,948.0,105.0,944.0,918.0,26.0
2018,Nanded,Andhrapur,463.0,99.0,460.0,392.0,68.0
2018,Nanded,Nanded,758.0,105.0,748.0,715.0,33.0
2018,Nanded,Mudkhed,335.0,89.0,315.0,281.0,34.0
2018,Nanded,Bhokar,551.0,102.0,531.0,488.0,43.0
2018,Nanded,Umari,441.0,78.0,427.0,404.0,23.0
2018,Nanded,Dharmabad,399.0,103.0,380.0,364.0,16.0
2018,Nanded,Biloli,702.0,93.0,695.0,656.0,39.0
2018,Nanded,Naygaon,821.0,95.0,802.0,765.0,37.0
2018,Nanded,Loha,770.0,89.0,759.0,696.0,63.0
2018,Nanded,Kandhar,717.0,95.0,711.0,639.0,72.0
2018,Nanded,Mukhed,799.0,87.0,778.0,766.0,12.0
2018,Nanded,Deglur,561.0,75.0,560.0,558.0,2.0
2019,Nanded,Mahur,371.0,53.0,347.0,345.0,2.0
2019,Nanded,Kinvat,869.0,123.0,850.0,844.0,6.0
2019,Nanded,Himalay Nagar,668.0,98.0,642.0,613.0,29.0
2019,Nanded,Hadgaon,960.0,108.0,955.0,929.0,26.0
2019,Nanded,Andhrapur,501.0,107.0,493.0,425.0,68.0
2019,Nanded,Nanded,821.0,117.0,808.0,775.0,33.0
2019,Nanded,Mudkhed,360.0,94.0,339.0,305.0,34.0
2019,Nanded,Bhokar,611.0,114.0,586.0,543.0,43.0
2019,Nanded,Umari,458.0,82.0,443.0,420.0,23.0
2019,Nanded,Dharmabad,424.0,108.0,405.0,389.0,16.0
2019,Nanded,Biloli,737.0,100.0,726.0,687.0,39.0
2019,Nanded,Naygaon,852.0,101.0,825.0,788.0,37.0
2019,Nanded,Loha,812.0,97.0,799.0,736.0,63.0
2019,Nanded,Kandhar,723.0,97.0,717.0,645.0,72.0
2019,Nanded,Mukhed,802.0,88.0,781.0,769.0,12.0
2019,Nanded,Deglur,616.0,85.0,615.0,613.0,2.0
2020,Nanded,Mahur,381.0,56.0,357.0,342.0,15.0
2020,Nanded,Kinvat,883.0,126.0,864.0,839.0,25.0
2020,Nanded,Himalay Nagar,685.0,105.0,659.0,640.0,19.0
2020,Nanded,Hadgaon,978.0,111.0,1013.0,986.0,27.0
2020,Nanded,Andhrapur,524.0,107.0,514.0,490.0,24.0
2020,Nanded,Nanded,833.0,120.0,820.0,787.0,33.0
2020,Nanded,Mudkhed,375.0,96.0,354.0,342.0,12.0
