District,Year,Type of Court,Regular,Miscellaneous,All Original Cases
Jalgaon,2019,Family Court,,983.0,983.0
Jalgaon,2019,Industrial Court,,8.0,8.0
Jalgaon,2019,Labor Court,25.0,45.0,25.0
Jalgaon,2019,Public Court,17478.0,822.0,255.0
Jalgaon,2020,Civil Court,3938.0,5539.0,9477.0
Jalgaon,2020,Consumer Forum,113.0,5.0,118.0
Jalgaon,2020,Criminal Court,8166.0,5444.0,1361.0
Jalgaon,2020,District Magistrate And Executive Magistrate,53.0,,53.0
Jalgaon,2020,Family Court,,433.0,433.0
Jalgaon,2020,Industrial Court,,6.0,6.0
Jalgaon,2020,Labor Court,376.0,245.0,621.0
Jalgaon,2020,Public Court,328.0,215.0,543.0
Jalgaon,2021,Civil Court,1151.0,826.0,18357.0
Jalgaon,2021,Consumer Forum,152.0,4.0,156.0
Jalgaon,2021,Criminal Court,31571.0,8458.0,429.0
Jalgaon,2021,District Magistrate And Executive Magistrate,1189.0,,1189.0
Jalgaon,2021,Family Court,631.0,921.0,1552.0
Jalgaon,2021,Industrial Court,2.0,4.0,24.0
Jalgaon,2021,Labor Court,1.0,27.0,127.0
Jalgaon,2021,Public Court,234.0,4746.0,678.0
Jalna,2013,Civil Court,956.0,156.0,2462.0
Jalna,2013,Consumer Forum,165.0,31.0,196.0
Jalna,2013,Criminal Court,8258.0,3169.0,11427.0
Jalna,2013,District Magistrate And Executive Magistrate,4873.0,,4873.0
Jalna,2013,"Family Court
",,,
Jalna,2013,Industrial Court,667.0,,667.0
Jalna,2013,Labor Court,119.0,,119.0
Jalna,2013,Public Court,497.0,564.0,161.0
Jalna,2014,Civil Court,973.0,2368.0,3341.0
Jalna,2014,Consumer Forum,,28.0,28.0
Jalna,2014,Criminal Court,6986.0,3357.0,1343.0
Jalna,2014,District Magistrate And Executive Magistrate,2152.0,,2152.0
Jalna,2014,"Family Court
",2152.0,,2152.0
Jalna,2014,Industrial Court,86.0,,86.0
Jalna,2014,Labor Court,121.0,,121.0
Jalna,2014,Public Court,,,
Jalna,2015,Civil Court,973.0,2368.0,3341.0
Jalna,2015,Consumer Forum,136.0,32.0,168.0
Jalna,2015,Criminal Court,6986.0,3357.0,1343.0
Jalna,2015,District Magistrate And Executive Magistrate,2152.0,,2152.0
Jalna,2015,"Family Court
",,,
Jalna,2015,Industrial Court,86.0,,86.0
Jalna,2015,Labor Court,12.0,,12.0
Jalna,2015,Public Court,317.0,76.0,123.0
Jalna,2016,Civil Court,1795.0,257.0,4365.0
Jalna,2016,Consumer Forum,167.0,28.0,195.0
Jalna,2016,Criminal Court,7588.0,4188.0,11776.0
Jalna,2016,District Magistrate And Executive Magistrate,,,
Jalna,2016,Family Court,2723.0,,2723.0
Jalna,2016,Industrial Court,54.0,8.0,62.0
Jalna,2016,Labor Court,275.0,,275.0
Jalna,2016,Public Court,265.0,3.0,565.0
Jalna,2017,Civil Court,1755.0,1767.0,3522.0
Jalna,2017,Consumer Forum,175.0,47.0,222.0
Jalna,2017,Criminal Court,1245.0,4563.0,1713.0
Jalna,2017,District Magistrate And Executive Magistrate,2713.0,,2713.0
Jalna,2017,"Family Court
",,,
Jalna,2017,Industrial Court,726.0,23.0,749.0
Jalna,2017,Labor Court,174.0,,174.0
Jalna,2017,Public Court,337.0,458.0,795.0
Jalna,2018,Civil Court,921.0,3141.0,462.0
Jalna,2018,Consumer Forum,4625.0,198.0,4823.0
Jalna,2018,Criminal Court,5894.0,4291.0,1185.0
Jalna,2018,District Magistrate And Executive Magistrate,2885.0,,2885.0
Jalna,2018,"Family Court
",,,
Jalna,2018,Industrial Court,17.0,13.0,3.0
Jalna,2018,Labor Court,144.0,,144.0
Jalna,2018,Public Court,668.0,15.0,818.0
Jalna,2019,Civil Court,1136.0,33.0,4139.0
Jalna,2019,Consumer Forum,364.0,588.0,952.0
Jalna,2019,Criminal Court,5878.0,427.0,1148.0
Jalna,2019,District Magistrate And Executive Magistrate,518.0,,518.0
Jalna,2019,"Family Court
",4625.0,293.0,4918.0
Jalna,2019,Industrial Court,12.0,2.0,14.0
Jalna,2019,Labor Court,93.0,,93.0
Jalna,2019,Public Court,288.0,431.0,719.0
Jalna,2020,Civil Court,425.0,1257.0,1682.0
Jalna,2020,Consumer Forum,13.0,74.0,177.0
Jalna,2020,Criminal Court,5143.0,4537.0,968.0
Jalna,2020,District Magistrate And Executive Magistrate,333.0,,333.0
Jalna,2020,"Family Court
",333.0,,333.0
Jalna,2020,Industrial Court,57.0,7.0,64.0
Jalna,2020,Labor Court,3.0,15.0,18.0
Jalna,2020,Public Court,12.0,268.0,388.0
Jalna,2021,Civil Court,449.0,3454.0,393.0
Jalna,2021,Consumer Forum,3343.0,328.0,3671.0
Jalna,2021,Criminal Court,1329.0,4386.0,5715.0
Jalna,2021,District Magistrate And Executive Magistrate,3885.0,,3885.0
Jalna,2021,"Family Court
",262.0,33.0,592.0
Jalna,2021,Industrial Court,44.0,1.0,45.0
Jalna,2021,Labor Court,188.0,,188.0
Jalna,2021,Public Court,178.0,138.0,1216.0
Mumbai,2013,Civil Court,1777.0,129.0,27916.0
Mumbai,2013,Consumer Forum,,,
Mumbai,2013,Cooperative Court,999.0,438.0,1437.0
Mumbai,2013,Court Of Chief Judicial Magistrate,15834.0,2526.0,17856.0
Mumbai,2013,Criminal Court,,282.0,282.0
Mumbai,2013,"Family Court
",,1624.0,1624.0
Mumbai,2013,Industrial Court,,223.0,223.0
Mumbai,2013,Labor Court,245.0,694.0,2739.0
Mumbai,2013,Public Court,,,
Mumbai,2013,Small Causes Court,,1288.0,1288.0
Mumbai,2014,Civil Court,11659.0,1916.0,3765.0
Mumbai,2014,Consumer Forum,,,
Mumbai,2014,Cooperative Court,436.0,136.0,572.0
Mumbai,2014,Court Of Chief Judicial Magistrate,19594.0,4126.0,11372.0
Mumbai,2014,Criminal Court,97.0,2887.0,21857.0
Mumbai,2014,Family Court,653.0,1568.0,898.0
Mumbai,2014,Industrial Court,,395.0,395.0
Mumbai,2014,Labor Court,1518.0,499.0,217.0
Mumbai,2014,Public Court,,,
Mumbai,2014,Small Causes Court,3342.0,127.0,4369.0
Mumbai,2015,Civil Court,1299.0,14188.0,24487.0
Mumbai,2015,Consumer Forum,41.0,,41.0
Mumbai,2015,Cooperative Court,,67.0,67.0
Mumbai,2015,Court Of Chief Judicial Magistrate,72882.0,25574.0,746456.0
Mumbai,2015,Criminal Court,196.0,24426.0,25522.0
Mumbai,2015,Family Court,,167.0,167.0
Mumbai,2015,Industrial Court,988.0,368.0,1356.0
Mumbai,2015,Labor Court,,193.0,193.0
Mumbai,2015,Public Court,,,
Mumbai,2015,Small Causes Court,2598.0,163.0,3661.0
Mumbai,2016,Civil Court,,1321.0,1321.0
Mumbai,2016,Consumer Forum,,,
Mumbai,2016,Cooperative Court,2239.0,94.0,3179.0
Mumbai,2016,Court Of Chief Judicial Magistrate,,23517.0,23517.0
Mumbai,2016,Criminal Court,,23699.0,23699.0
Mumbai,2016,Family Court,6571.0,126.0,7831.0
Mumbai,2016,Industrial Court,998.0,462.0,146.0
Mumbai,2016,Labor Court,474.0,143.0,617.0
Mumbai,2016,Public Court,,,
Mumbai,2016,Small Causes Court,,127.0,127.0
Mumbai,2017,Civil Court,,1138.0,1138.0
Mumbai,2017,Consumer Forum,,62.0,62.0
Mumbai,2017,Cooperative Court,2372.0,98.0,328.0
Mumbai,2017,Court Of Chief Judicial Magistrate,,5429.0,5429.0
Mumbai,2017,Criminal Court,2684.0,17167.0,19851.0
Mumbai,2017,"Family Court
",6388.0,121.0,749.0
Mumbai,2017,Industrial Court,634.0,164.0,798.0
Mumbai,2017,Labor Court,1869.0,55.0,2374.0
Mumbai,2017,Public Court,,,
Mumbai,2017,Small Causes Court,,218.0,218.0
Mumbai,2018,Civil Court,,15151.0,15151.0
Mumbai,2018,Consumer Forum,,128.0,128.0
Mumbai,2018,Court Of Chief Judicial Magistrate,,7723.0,7723.0
Mumbai,2018,Criminal Court,3344.0,24647.0,27991.0
Mumbai,2018,Industrial Court,782.0,255.0,137.0
Mumbai,2018,Labor Court,,73.0,73.0
Mumbai,2018,Public Court,,,
Mumbai,2019,Civil Court,812.0,1389.0,221.0
Mumbai,2019,Consumer Forum,528.0,137.0,665.0
Mumbai,2019,Court Of Chief Judicial Magistrate,183498.0,656.0,194.0
Mumbai,2019,Criminal Court,3392.0,27231.0,3623.0
Mumbai,2019,"Family Court
",,927.0,927.0
Mumbai,2019,Industrial Court,,337.0,337.0
Mumbai,2019,Labor Court,,557.0,557.0
Mumbai,2019,Public Court,,,
Mumbai,2020,Civil Court,1824.0,2466.0,429.0
Mumbai,2020,Consumer Forum,798.0,22.0,118.0
Mumbai,2020,Court Of Chief Judicial Magistrate,52697.0,885.0,6152.0
Mumbai,2020,Criminal Court,678.0,127.0,13378.0
Mumbai,2020,"Family Court
",,248.0,248.0
Mumbai,2020,Industrial Court,,174.0,174.0
Mumbai,2020,Labor Court,175.0,17.0,282.0
Mumbai,2020,Public Court,,,
Mumbai,2021,Civil Court,3633.0,663.0,1263.0
Mumbai,2021,Consumer Forum,,1173.0,1173.0
Mumbai,2021,Court Of Chief Judicial Magistrate,39581.0,3429.0,431.0
Mumbai,2021,Criminal Court,,1987.0,1987.0
Mumbai,2021,"Family Court
",,666.0,666.0
Mumbai,2021,Industrial Court,431.0,164.0,595.0
Mumbai,2021,Labor Court,,373.0,373.0
Mumbai,2021,Public Court,,,
Mumbai Suburban,2016,Civil Court,2185.0,4317.0,652.0
Mumbai Suburban,2016,Consumer Forum,2258.0,682.0,294.0
Mumbai Suburban,2016,Cooperative Court,,24.0,24.0
Mumbai Suburban,2016,Criminal Court,,4172.0,4172.0
Mumbai Suburban,2016,District Magistrate And Executive Magistrate,63698.0,5743.0,636441.0
Mumbai Suburban,2016,Family Court,,126.0,126.0
Mumbai Suburban,2016,Industrial Court,474.0,143.0,617.0
Mumbai Suburban,2016,Labor Court,998.0,462.0,146.0
Mumbai Suburban,2016,Public Court,,,
Mumbai Suburban,2016,Small Causes Court,136.0,533.0,1893.0
Mumbai Suburban,2017,Civil Court,,4329.0,4329.0
Mumbai Suburban,2017,Consumer Forum,,669.0,669.0
Mumbai Suburban,2017,Cooperative Court,,32.0,32.0
Mumbai Suburban,2017,Criminal Court,438.0,4687.0,5125.0
Mumbai Suburban,2017,District Magistrate And Executive Magistrate,,13313.0,13313.0
Mumbai Suburban,2017,"Family Court
",,121.0,121.0
Mumbai Suburban,2017,Industrial Court,,226.0,226.0
Mumbai Suburban,2017,Labor Court,1725.0,62.0,2345.0
Mumbai Suburban,2017,Public Court,,,
Mumbai Suburban,2017,Small Causes Court,,388.0,388.0
Mumbai Suburban,2018,Civil Court,,544.0,544.0
Mumbai Suburban,2018,Consumer Forum,16139.0,2157.0,18296.0
Mumbai Suburban,2018,Criminal Court,,5577.0,5577.0
Mumbai Suburban,2018,District Magistrate And Executive Magistrate,625.0,1346.0,613665.0
Mumbai Suburban,2018,"Family Court
",6912.0,1116.0,828.0
Mumbai Suburban,2018,Industrial Court,89.0,27.0,116.0
Mumbai Suburban,2018,Labor Court,2781.0,7.0,3481.0
Mumbai Suburban,2018,Public Court,,,
Mumbai Suburban,2019,Civil Court,,1389.0,1389.0
Mumbai Suburban,2019,Consumer Forum,179.0,54.0,233.0
Mumbai Suburban,2019,Criminal Court,,27231.0,27231.0
Mumbai Suburban,2019,District Magistrate And Executive Magistrate,,6543.0,6543.0
Mumbai Suburban,2019,"Family Court
",658.0,927.0,757.0
Mumbai Suburban,2019,Industrial Court,,337.0,337.0
Mumbai Suburban,2019,Labor Court,3236.0,557.0,3793.0
Mumbai Suburban,2019,Public Court,,,
Mumbai Suburban,2020,Civil Court,,262.0,262.0
Mumbai Suburban,2020,Consumer Forum,,134.0,134.0
Mumbai Suburban,2020,Criminal Court,,5491.0,5491.0
Mumbai Suburban,2020,District Magistrate And Executive Magistrate,,2337.0,2337.0
Mumbai Suburban,2020,"Family Court
",3548.0,248.0,3796.0
Mumbai Suburban,2020,Industrial Court,,17.0,17.0
Mumbai Suburban,2020,Labor Court,,174.0,174.0
Mumbai Suburban,2020,Public Court,,,
Mumbai Suburban,2021,Civil Court,,4697.0,4697.0
Mumbai Suburban,2021,Consumer Forum,16365.0,2177.0,18542.0
Mumbai Suburban,2021,Criminal Court,,721.0,721.0
Mumbai Suburban,2021,District Magistrate And Executive Magistrate,,595.0,595.0
Mumbai Suburban,2021,"Family Court
",,688.0,688.0
Mumbai Suburban,2021,Industrial Court,,164.0,164.0
Mumbai Suburban,2021,Labor Court,1655.0,373.0,228.0
Mumbai Suburban,2021,Public Court,,,
Nagpur,2012,Civil Court,,4766.0,4766.0
Nagpur,2012,Consumer Forum,,84.0,84.0
Nagpur,2012,Criminal Court,,2893.0,2893.0
Nagpur,2012,District Magistrate And Executive Magistrate,5324.0,,5324.0
Nagpur,2012,Family Court,,163.0,163.0
Nagpur,2012,Industrial Court,,,
Nagpur,2012,Labor Court,,,
Nagpur,2012,Public Court,52.0,6.0,58.0
Nagpur,2012,Small Cause Court,,361.0,361.0
Nagpur,2013,Civil Court,,363.0,363.0
Nagpur,2013,Consumer Forum,,166.0,166.0
Nagpur,2013,Criminal Court,,2571.0,2571.0
Nagpur,2013,District Magistrate And Executive Magistrate,,,
Nagpur,2013,"Family Court
",,737.0,737.0
Nagpur,2013,Industrial Court,,,
Nagpur,2013,Labor Court,,,
Nagpur,2013,Public Court,54.0,6.0,6.0
Nagpur,2013,Small Cause Court,,41.0,41.0
Nagpur,2014,Civil Court,,66.0,66.0
Nagpur,2014,Consumer Forum,945.0,291.0,1236.0
Nagpur,2014,Criminal Court,,2833.0,2833.0
Nagpur,2014,District Magistrate And Executive Magistrate,5862.0,,5862.0
Nagpur,2014,"Family Court
",3359.0,167.0,529.0
Nagpur,2014,Industrial Court,,,
Nagpur,2014,Labor Court,,195.0,195.0
Nagpur,2014,Public Court,,6.0,6.0
Nagpur,2014,Small Cause Court,358.0,266.0,624.0
Nagpur,2015,Civil Court,,4442.0,4442.0
Nagpur,2015,Consumer Forum,,25.0,25.0
Nagpur,2015,Criminal Court,,7329.0,7329.0
Nagpur,2015,District Magistrate And Executive Magistrate,,,
Nagpur,2015,"Family Court
",3617.0,2288.0,595.0
Nagpur,2015,Industrial Court,,,
Nagpur,2015,Labor Court,,138.0,138.0
Nagpur,2015,Public Court,,,
Nagpur,2015,Small Cause Court,,168.0,168.0
Nagpur,2016,Civil Court,,5578.0,5578.0
Nagpur,2016,Consumer Forum,,129.0,129.0
Nagpur,2016,Criminal Court,,7753.0,7753.0
Nagpur,2016,District Magistrate And Executive Magistrate,,,
Nagpur,2016,Family Court,3777.0,2352.0,6129.0
Nagpur,2016,Industrial Court,,72.0,72.0
Nagpur,2016,Labor Court,,248.0,248.0
Nagpur,2016,Public Court,,,
Nagpur,2016,Small Cause Court,,331.0,331.0
Nagpur,2017,Civil Court,6818.0,5652.0,1247.0
Nagpur,2017,Consumer Forum,,257.0,257.0
Nagpur,2017,Criminal Court,,7855.0,7855.0
Nagpur,2017,District Magistrate And Executive Magistrate,,,
Nagpur,2017,"Family Court
",,2375.0,2375.0
Nagpur,2017,Industrial Court,,65.0,65.0
Nagpur,2017,Labor Court,,215.0,215.0
Nagpur,2017,Public Court,,,
Nagpur,2017,Small Cause Court,,159.0,159.0
Nagpur,2018,Civil Court,,15.0,15.0
Nagpur,2018,Consumer Forum,,819.0,819.0
Nagpur,2018,Criminal Court,,12221.0,12221.0
Nagpur,2018,District Magistrate And Executive Magistrate,,,
Nagpur,2018,"Family Court
",3997.0,251.0,657.0
Nagpur,2018,Industrial Court,,87.0,87.0
Nagpur,2018,Labor Court,,261.0,261.0
Nagpur,2018,Public Court,35.0,22.0,57.0
Nagpur,2018,Small Cause Court,,,
Nagpur,2019,Civil Court,486.0,212.0,6188.0
Nagpur,2019,Consumer Forum,1788.0,896.0,2684.0
Nagpur,2019,Criminal Court,,1997.0,1997.0
Nagpur,2019,District Magistrate And Executive Magistrate,,,
Nagpur,2019,"Family Court
",,279.0,279.0
Nagpur,2019,Industrial Court,,52.0,52.0
Nagpur,2019,Labor Court,,317.0,317.0
Nagpur,2019,Public Court,,26.0,26.0
Nagpur,2019,Small Cause Court,,,
Nagpur,2020,Civil Court,1616.0,969.0,2585.0
Nagpur,2020,Consumer Forum,,121.0,121.0
Nagpur,2020,Criminal Court,,39256.0,39256.0
Nagpur,2020,District Magistrate And Executive Magistrate,,,
Nagpur,2020,"Family Court
",6572.0,1689.0,8261.0
Nagpur,2020,Industrial Court,,4.0,4.0
Nagpur,2020,Labor Court,,113.0,113.0
Nagpur,2020,Public Court,,84.0,84.0
Nagpur,2021,Civil Court,,1924.0,1924.0
Nagpur,2021,Consumer Forum,,957.0,957.0
Nagpur,2021,Criminal Court,6542.0,65199.0,71741.0
Nagpur,2021,District Magistrate And Executive Magistrate,,,
Nagpur,2021,"Family Court
",,1727.0,1727.0
Nagpur,2021,Industrial Court,,12.0,12.0
Nagpur,2021,Labor Court,393.0,123.0,516.0
Nagpur,2021,Public Court,,149.0,149.0
Nanded,2014,Civil Court,3949.0,1746.0,5695.0
Nanded,2014,Consumer Forum,,65.0,65.0
Nanded,2014,Criminal Court,,3749.0,3749.0
Nanded,2014,District Magistrate And Executive Magistrate,2458.0,,2458.0
Nanded,2014,"Family Court
",,,
Nanded,2014,Industrial Court,,,
Nanded,2014,Labor Court,,,
Nanded,2014,Public Court,,,
Nanded,2015,Civil Court,4389.0,2757.0,7146.0
Nanded,2015,Consumer Forum,,119.0,119.0
Nanded,2015,Criminal Court,23.0,154.0,177.0
Nanded,2015,District Magistrate And Executive Magistrate,,,
Nanded,2015,"Family Court
",,,
Nanded,2015,Industrial Court,,,
Nanded,2015,Labor Court,,,
Nanded,2015,Public Court,,,
Nanded,2016,Civil Court,,3823.0,3823.0
Nanded,2016,Consumer Forum,,39.0,39.0
Nanded,2016,Criminal Court,,3417.0,3417.0
Nanded,2016,District Magistrate And Executive Magistrate,,,
Nanded,2016,Family Court,,,
Nanded,2016,Industrial Court,,,
Nanded,2016,Labor Court,,97.0,97.0
Nanded,2016,Public Court,,,
Nanded,2017,Civil Court,,2154.0,2154.0
Nanded,2017,Consumer Forum,,234.0,234.0
Nanded,2017,Criminal Court,,913.0,913.0
Nanded,2017,District Magistrate And Executive Magistrate,,,
Nanded,2017,"Family Court
",,,
Nanded,2017,Industrial Court,,,
Nanded,2017,Labor Court,,27.0,27.0
Nanded,2017,Public Court,,,
Nanded,2018,Civil Court,,4614.0,4614.0
Nanded,2018,Consumer Forum,,98.0,98.0
Nanded,2018,Criminal Court,,1376.0,1376.0
Nanded,2018,District Magistrate And Executive Magistrate,,,
Nanded,2018,"Family Court
",,313.0,313.0
Nanded,2018,Industrial Court,,,
Nanded,2018,Labor Court,,13.0,13.0
Nanded,2018,Public Court,,,
Nanded,2019,Civil Court,,559.0,559.0
Nanded,2019,Consumer Forum,,696.0,696.0
Nanded,2019,Criminal Court,7198.0,9461.0,16659.0
Nanded,2019,District Magistrate And Executive Magistrate,,,
Nanded,2019,"Family Court
",,75.0,75.0
Nanded,2019,Industrial Court,,,
Nanded,2019,Labor Court,,153.0,153.0
Nanded,2019,Public Court,,,
Nanded,2020,Civil Court,236.0,3566.0,5872.0
Nanded,2020,Consumer Forum,,4.0,4.0
Nanded,2020,Criminal Court,,8175.0,8175.0
Nanded,2020,District Magistrate And Executive Magistrate,,,
Nanded,2020,"Family Court
",,75.0,75.0
Nanded,2020,Industrial Court,,,
Nanded,2020,Labor Court,,2.0,2.0
Nanded,2020,Public Court,,1969.0,1969.0
Nanded,2021,Civil Court,,13.0,13.0
Nanded,2021,Consumer Forum,,697.0,697.0
Nanded,2021,Criminal Court,7246.0,1794.0,184.0
Nanded,2021,District Magistrate And Executive Magistrate,,,
Nanded,2021,"Family Court
",376.0,76.0,452.0
Nanded,2021,Industrial Court,,3.0,3.0
Nanded,2021,Labor Court,,41.0,41.0
Nanded,2021,Public Court,,,
Nandurbar,2006,Civil Court,2.0,,2.0
Nandurbar,2006,Consumer Forum,,,
Nandurbar,2006,Criminal Court,,,
Nandurbar,2006,District Magistrate And Executive Magistrate,3.0,35.0,65.0
Nandurbar,2006,Family Court,,,
Nandurbar,2006,Industrial Court,,3.0,3.0
Nandurbar,2006,Labor Court,,3.0,3.0
Nandurbar,2006,Public Court,,,
Nandurbar,2008,Civil Court,614.0,311.0,925.0
Nandurbar,2008,Consumer Forum,,,
Nandurbar,2008,Criminal Court,5686.0,2319.0,85.0
Nandurbar,2008,District Magistrate And Executive Magistrate,72.0,,72.0
Nandurbar,2008,Family Court,,,
Nandurbar,2008,Industrial Court,6.0,1.0,7.0
Nandurbar,2008,Labor Court,,,
Nandurbar,2008,Public Court,,8.0,8.0
Nandurbar,2009,Civil Court,655.0,413.0,168.0
Nandurbar,2009,Consumer Forum,41.0,8.0,121.0
Nandurbar,2009,Criminal Court,675.0,313.0,988.0
Nandurbar,2009,District Magistrate And Executive Magistrate,19.0,,19.0
Nandurbar,2009,Family Court,,,
Nandurbar,2009,Industrial Court,,5.0,5.0
Nandurbar,2009,Labor Court,2.0,,2.0
Nandurbar,2009,Public Court,282.0,122.0,44.0
Nandurbar,2010,Civil Court,,461.0,461.0
Nandurbar,2010,Consumer Forum,44.0,8.0,52.0
Nandurbar,2010,Criminal Court,642.0,313.0,9523.0
Nandurbar,2010,District Magistrate And Executive Magistrate,19.0,,19.0
Nandurbar,2010,Family Court,,,
Nandurbar,2010,Industrial Court,6.0,5.0,11.0
Nandurbar,2010,Labor Court,,1.0,1.0
Nandurbar,2010,Public Court,361.0,168.0,529.0
Nandurbar,2011,Civil Court,,481.0,481.0
Nandurbar,2011,Consumer Forum,55.0,25.0,8.0
Nandurbar,2011,Criminal Court,715.0,3185.0,129.0
Nandurbar,2011,District Magistrate And Executive Magistrate,189.0,,189.0
Nandurbar,2011,Family Court,,,
Nandurbar,2011,Industrial Court,,9.0,9.0
Nandurbar,2011,Labor Court,198.0,41.0,239.0
Nandurbar,2011,Public Court,1236.0,,1236.0
Nandurbar,2012,Civil Court,,486.0,486.0
Nandurbar,2012,Consumer Forum,71.0,114.0,185.0
Nandurbar,2012,Criminal Court,721.0,389.0,1299.0
Nandurbar,2012,District Magistrate And Executive Magistrate,2242.0,,2242.0
Nandurbar,2012,Family Court,,,
Nandurbar,2012,Industrial Court,,,
Nandurbar,2012,Labor Court,,36.0,36.0
Nandurbar,2012,Public Court,,,
Nandurbar,2013,Civil Court,1531.0,498.0,229.0
Nandurbar,2013,Consumer Forum,44.0,2.0,64.0
Nandurbar,2013,Criminal Court,,3142.0,3142.0
Nandurbar,2013,District Magistrate And Executive Magistrate,224.0,,224.0
Nandurbar,2013,"Family Court
",,,
Nandurbar,2013,Industrial Court,29.0,27.0,56.0
Nandurbar,2013,Labor Court,211.0,2.0,231.0
Nandurbar,2013,Public Court,,,
Nandurbar,2014,Civil Court,,15.0,15.0
Nandurbar,2014,Consumer Forum,61.0,7.0,68.0
Nandurbar,2014,Criminal Court,249.0,5977.0,826.0
Nandurbar,2014,District Magistrate And Executive Magistrate,,47.0,47.0
Nandurbar,2014,"Family Court
",,,
Nandurbar,2014,Industrial Court,9.0,2.0,11.0
Nandurbar,2014,Labor Court,18.0,2.0,2.0
Nandurbar,2014,Public Court,159.0,1135.0,1294.0
Nandurbar,2015,Civil Court,3811.0,52.0,4313.0
Nandurbar,2015,Consumer Forum,89.0,18.0,17.0
Nandurbar,2015,Criminal Court,,5568.0,5568.0
Nandurbar,2015,District Magistrate And Executive Magistrate,875.0,54.0,929.0
Nandurbar,2015,"Family Court
",,,
Nandurbar,2015,Industrial Court,25.0,1.0,26.0
Nandurbar,2015,Labor Court,21.0,,21.0
Nandurbar,2015,Public Court,28.0,1136.0,1164.0
Nandurbar,2016,Civil Court,3114.0,491.0,365.0
Nandurbar,2016,Consumer Forum,82.0,141.0,223.0
Nandurbar,2016,Criminal Court,1522.0,4228.0,575.0
Nandurbar,2016,District Magistrate And Executive Magistrate,873.0,54.0,927.0
Nandurbar,2016,Family Court,,,
Nandurbar,2016,Industrial Court,134.0,,134.0
Nandurbar,2016,Labor Court,15.0,1.0,25.0
Nandurbar,2016,Public Court,95.0,125.0,22.0
Nandurbar,2017,Civil Court,2151.0,357.0,258.0
Nandurbar,2017,Consumer Forum,1239.0,,1239.0
Nandurbar,2017,Criminal Court,,6292.0,6292.0
Nandurbar,2017,District Magistrate And Executive Magistrate,,54.0,54.0
Nandurbar,2017,"Family Court
",,,
Nandurbar,2017,Industrial Court,,,
Nandurbar,2017,Labor Court,,,
Nandurbar,2017,Public Court,,17782.0,17782.0
Nandurbar,2018,Civil Court,941.0,4431.0,5372.0
Nandurbar,2018,Consumer Forum,1429.0,578.0,27.0
Nandurbar,2018,Criminal Court,2931.0,8711.0,11642.0
Nandurbar,2018,District Magistrate And Executive Magistrate,1137.0,31.0,1168.0
Nandurbar,2018,"Family Court
",,,
Nandurbar,2018,Industrial Court,193.0,,193.0
Nandurbar,2018,Labor Court,15.0,556.0,571.0
Nandurbar,2018,Public Court,,12838.0,12838.0
Nandurbar,2019,Civil Court,257.0,449.0,436.0
Nandurbar,2019,Consumer Forum,1488.0,619.0,217.0
Nandurbar,2019,Criminal Court,2225.0,6749.0,8974.0
Nandurbar,2019,District Magistrate And Executive Magistrate,,518.0,518.0
Nandurbar,2019,"Family Court
",,,
Nandurbar,2019,Industrial Court,15.0,,15.0
Nandurbar,2019,Labor Court,15.0,519.0,534.0
Nandurbar,2019,Public Court,3885.0,24768.0,28653.0
Nandurbar,2020,Civil Court,16.0,6917.0,777.0
Nandurbar,2020,Consumer Forum,1535.0,632.0,2167.0
Nandurbar,2020,Criminal Court,1998.0,15688.0,17686.0
Nandurbar,2020,District Magistrate And Executive Magistrate,,,
Nandurbar,2020,"Family Court
",,,
Nandurbar,2020,Industrial Court,,1.0,1.0
Nandurbar,2020,Labor Court,,,
Nandurbar,2020,Public Court,98.0,586.0,684.0
Nandurbar,2021,Civil Court,,6467.0,6641.0
Nandurbar,2021,Consumer Forum,61.0,,61.0
Nandurbar,2021,Criminal Court,3144.0,16.0,19144.0
Nandurbar,2021,District Magistrate And Executive Magistrate,1483.0,,1483.0
Nandurbar,2021,"Family Court
",,,
Nandurbar,2021,Industrial Court,15.0,59.0,164.0
Nandurbar,2021,Labor Court,44.0,,44.0
Nandurbar,2021,Public Court,,,
Nashik,2012,Civil Court,7515.0,2658.0,1173.0
Nashik,2012,Consumer Forum,36.0,,36.0
Nashik,2012,Criminal Court,24689.0,53764.0,78453.0
Nashik,2012,District Magistrate And Executive Magistrate,,,
Nashik,2012,Family Court,259.0,,259.0
Nashik,2012,Industrial Court,1138.0,,1138.0
Nashik,2012,Labor Court,379.0,79.0,458.0
Nashik,2012,Public Court,18153.0,,18153.0
Nashik,2013,Civil Court,4968.0,236.0,7274.0
Nashik,2013,Consumer Forum,148.0,,148.0
Nashik,2013,Criminal Court,1827.0,2877.0,4614.0
Nashik,2013,District Magistrate And Executive Magistrate,11428.0,2968.0,14396.0
Nashik,2013,"Family Court
",259.0,,259.0
Nashik,2013,Industrial Court,726.0,,726.0
Nashik,2013,Labor Court,232.0,175.0,227.0
Nashik,2013,Public Court,18153.0,,18153.0
Nashik,2014,Civil Court,564.0,2243.0,737.0
Nashik,2014,Consumer Forum,,353.0,353.0
Nashik,2014,Criminal Court,17393.0,28917.0,4631.0
Nashik,2014,District Magistrate And Executive Magistrate,123.0,152.0,13352.0
Nashik,2014,"Family Court
",2242.0,24.0,2266.0
Nashik,2014,Industrial Court,651.0,,651.0
Nashik,2014,Labor Court,1472.0,714.0,2186.0
