Year,District,Select Offense,Cases
2020,Amravati,Forgery,15
2020,Amravati,"Forgery, Cheating & Fraud",250
2020,Chhatrapati Sambhaji Nagar,Counterfeiting,3
2020,Chhatrapati Sambhaji Nagar,Cheating,120
2020,Chhatrapati Sambhaji Nagar,Forgery,2
2020,Chhatrapati Sambhaji Nagar,"Forgery, Cheating & Fraud",262
2020,Beed,Counterfeiting,1
2020,Beed,Cheating,60
2020,Beed,Forgery,14
2020,Beed,"Forgery, Cheating & Fraud",103
2020,Bhandara,Counterfeiting,0
2020,Bhandara,Cheating,35
2020,Bhandara,Forgery,1
2020,Bhandara,"Forgery, Cheating & Fraud",60
2020,Buldhana,Counterfeiting,2
2020,Buldhana,Cheating,68
2020,Buldhana,Forgery,2
2020,Buldhana,"Forgery, Cheating & Fraud",100
2020,Chandrapur,Counterfeiting,1
2020,Chandrapur,Cheating,76
2020,Chandrapur,Forgery,0
2020,Chandrapur,"Forgery, Cheating & Fraud",107
2020,Dhule,Counterfeiting,1
2020,Dhule,Cheating,76
2020,Dhule,Forgery,0
2020,Dhule,"Forgery, Cheating & Fraud",76
2020,Gadchiroli,Counterfeiting,0
2020,Gadchiroli,Cheating,28
2020,Gadchiroli,Forgery,4
2020,Gadchiroli,"Forgery, Cheating & Fraud",41
2020,Gondia,Counterfeiting,0
2020,Gondia,Cheating,16
2020,Gondia,Forgery,3
2020,Gondia,"Forgery, Cheating & Fraud",30
2020,Hingoli,Counterfeiting,1
2020,Hingoli,Cheating,16
2020,Hingoli,Forgery,1
2020,Hingoli,"Forgery, Cheating & Fraud",34
2020,Jalgaon,Counterfeiting,2
2020,Jalgaon,Cheating,195
2020,Jalgaon,Forgery,0
2020,Jalgaon,"Forgery, Cheating & Fraud",246
2020,Jalna,Counterfeiting,0
2020,Jalna,Cheating,102
2020,Jalna,Forgery,22
2020,Jalna,"Forgery, Cheating & Fraud",170
2020,Kolhapur,Counterfeiting,2
2020,Kolhapur,Cheating,203
2020,Kolhapur,Forgery,11
2020,Kolhapur,"Forgery, Cheating & Fraud",220
2020,Latur,Counterfeiting,0
2020,Latur,Cheating,64
2020,Latur,Forgery,0
2020,Latur,"Forgery, Cheating & Fraud",94
2020,Mumbai,Counterfeiting,7
2020,Mumbai,Cheating,2134
2020,Mumbai,Forgery,320
2020,Mumbai,"Forgery, Cheating & Fraud",3418
2020,Nagpur,Counterfeiting,7
2020,Nagpur,Cheating,432
2020,Nagpur,Forgery,37
2020,Nagpur,"Forgery, Cheating & Fraud",561
2020,Nanded,Counterfeiting,1
2020,Nanded,Cheating,91
2020,Nanded,Forgery,3
2020,Nanded,"Forgery, Cheating & Fraud",113
2020,Nandurbar,Counterfeiting,0
2020,Nandurbar,Cheating,21
2020,Nandurbar,Forgery,2
2020,Nandurbar,"Forgery, Cheating & Fraud",38
2020,Nasik,Counterfeiting,2
2020,Nasik,Cheating,311
2020,Nasik,Forgery,59
2020,Nasik,"Forgery, Cheating & Fraud",527
2020,Dharashiv,Counterfeiting,0
2020,Dharashiv,Cheating,46
2020,Dharashiv,Forgery,0
2020,Dharashiv,"Forgery, Cheating & Fraud",80
2020,Palghar,Counterfeiting,0
2020,Palghar,Cheating,71
2020,Palghar,Forgery,12
2020,Palghar,"Forgery, Cheating & Fraud",92
2020,Parbhani,Counterfeiting,2
2020,Parbhani,Cheating,10
2020,Parbhani,Forgery,0
2020,Parbhani,"Forgery, Cheating & Fraud",92
2020,Pune,Counterfeiting,7
2020,Pune,Cheating,707
2020,Pune,Forgery,65
2020,Pune,"Forgery, Cheating & Fraud",992
2020,Raigad,Counterfeiting,1
2020,Raigad,Cheating,121
2020,Raigad,Forgery,0
2020,Raigad,"Forgery, Cheating & Fraud",140
2020,Ratnagiri,Counterfeiting,0
2020,Ratnagiri,Cheating,83
2020,Ratnagiri,Forgery,11
2020,Ratnagiri,"Forgery, Cheating & Fraud",113
2020,Sangli,Counterfeiting,0
2020,Sangli,Cheating,132
2020,Sangli,Forgery,21
2020,Sangli,"Forgery, Cheating & Fraud",197
2020,Satara,Counterfeiting,1
2020,Satara,Cheating,141
2020,Satara,Forgery,5
2020,Satara,"Forgery, Cheating & Fraud",182
2020,Sindhudurg,Counterfeiting,3
2020,Sindhudurg,Cheating,9
2020,Sindhudurg,Forgery,7
2020,Sindhudurg,"Forgery, Cheating & Fraud",45
2020,Solapur,Counterfeiting,2
2020,Solapur,Cheating,253
2020,Solapur,Forgery,21
2020,Solapur,"Forgery, Cheating & Fraud",287
2020,Thane,Counterfeiting,4
2020,Thane,Cheating,1204
2020,Thane,Forgery,46
2020,Thane,"Forgery, Cheating & Fraud",1615
2020,Wardha,Counterfeiting,0
2020,Wardha,Cheating,11
2020,Wardha,Forgery,4
2020,Wardha,"Forgery, Cheating & Fraud",88
2020,Washim,Counterfeiting,0
2020,Washim,Cheating,37
2020,Washim,Forgery,2
2020,Washim,"Forgery, Cheating & Fraud",39
2020,Yavatmal,Counterfeiting,0
2020,Yavatmal,Cheating,21
2020,Yavatmal,Forgery,0
2020,Yavatmal,"Forgery, Cheating & Fraud",56
2021,Ahilyanagar,Counterfeiting,1
2021,Ahilyanagar,Cheating,314
2021,Ahilyanagar,Forgery,0
2021,Ahilyanagar,"Forgery, Cheating & Fraud",796
2021,Akola,Counterfeiting,0
2021,Akola,Cheating,72
2021,Akola,Forgery,0
2021,Akola,"Forgery, Cheating & Fraud",89
2021,Amravati,Counterfeiting,1
2021,Amravati,Cheating,93
2021,Amravati,Forgery,44
2021,Amravati,"Forgery, Cheating & Fraud",371
2021,Chhatrapati Sambhaji Nagar,Counterfeiting,1
2021,Chhatrapati Sambhaji Nagar,Cheating,206
2021,Chhatrapati Sambhaji Nagar,Forgery,6
2021,Chhatrapati Sambhaji Nagar,"Forgery, Cheating & Fraud",298
2021,Beed,Counterfeiting,0
2021,Beed,Cheating,78
2021,Beed,Forgery,25
2021,Beed,"Forgery, Cheating & Fraud",231
2021,Bhandara,Counterfeiting,1
2021,Bhandara,Cheating,27
2021,Bhandara,Forgery,0
2021,Bhandara,"Forgery, Cheating & Fraud",125
2021,Buldhana,Counterfeiting,0
2021,Buldhana,Cheating,60
2021,Buldhana,Forgery,14
2021,Buldhana,"Forgery, Cheating & Fraud",247
2021,Chandrapur,Counterfeiting,0
2021,Chandrapur,Cheating,61
2021,Chandrapur,Forgery,0
2021,Chandrapur,"Forgery, Cheating & Fraud",204
2021,Dhule,Counterfeiting,0
2021,Dhule,Cheating,94
2021,Dhule,Forgery,0
2021,Dhule,"Forgery, Cheating & Fraud",194
2021,Gadchiroli,Counterfeiting,0
2021,Gadchiroli,Cheating,36
2021,Gadchiroli,Forgery,1
2021,Gadchiroli,"Forgery, Cheating & Fraud",96
2021,Gondia,Counterfeiting,0
2021,Gondia,Cheating,5
2021,Gondia,Forgery,35
2021,Gondia,"Forgery, Cheating & Fraud",113
2021,Hingoli,Counterfeiting,0
2021,Hingoli,Cheating,25
2021,Hingoli,Forgery,11
2021,Hingoli,"Forgery, Cheating & Fraud",82
2021,Jalgaon,Counterfeiting,2
2021,Jalgaon,Cheating,165
2021,Jalgaon,Forgery,25
2021,Jalgaon,"Forgery, Cheating & Fraud",401
2021,Jalna,Counterfeiting,0
2021,Jalna,Cheating,13
2021,Jalna,Forgery,22
2021,Jalna,"Forgery, Cheating & Fraud",217
2021,Kolhapur,Counterfeiting,2
2021,Kolhapur,Cheating,153
2021,Kolhapur,Forgery,6
2021,Kolhapur,"Forgery, Cheating & Fraud",318
2021,Latur,Counterfeiting,1
2021,Latur,Cheating,43
2021,Latur,Forgery,15
2021,Latur,"Forgery, Cheating & Fraud",196
2021,Mumbai,Counterfeiting,15
2021,Mumbai,Cheating,3546
2021,Mumbai,Forgery,440
2021,Mumbai,"Forgery, Cheating & Fraud",1690
2021,Nagpur,Counterfeiting,7
2021,Nagpur,Cheating,411
2021,Nagpur,Forgery,11
2021,Nagpur,"Forgery, Cheating & Fraud",1036
2021,Nanded,Counterfeiting,1
2021,Nanded,Cheating,97
2021,Nanded,Forgery,1
2021,Nanded,"Forgery, Cheating & Fraud",292
2021,Nandurbar,Counterfeiting,0
2021,Nandurbar,Cheating,26
2021,Nandurbar,Forgery,2
2021,Nandurbar,"Forgery, Cheating & Fraud",137
2021,Nasik,Counterfeiting,2
2021,Nasik,Cheating,184
2021,Nasik,Forgery,48
2021,Nasik,"Forgery, Cheating & Fraud",473
2021,Dharashiv,Counterfeiting,1
2021,Dharashiv,Cheating,49
2021,Dharashiv,Forgery,1
2021,Dharashiv,"Forgery, Cheating & Fraud",194
2021,Palghar,Counterfeiting,1
2021,Palghar,Cheating,36
2021,Palghar,Forgery,18
2021,Palghar,"Forgery, Cheating & Fraud",140
2021,Parbhani,Counterfeiting,0
2021,Parbhani,Cheating,46
2021,Parbhani,Forgery,1
2021,Parbhani,"Forgery, Cheating & Fraud",200
2021,Pune,Counterfeiting,9
2021,Pune,Cheating,1032
2021,Pune,Forgery,99
2021,Pune,"Forgery, Cheating & Fraud",1285
2021,Raigad,Counterfeiting,1
2021,Raigad,Cheating,103
2021,Raigad,Forgery,32
2021,Raigad,"Forgery, Cheating & Fraud",161
2021,Ratnagiri,Counterfeiting,0
2021,Ratnagiri,Cheating,59
2021,Ratnagiri,Forgery,28
2021,Ratnagiri,"Forgery, Cheating & Fraud",111
2021,Sangli,Counterfeiting,1
2021,Sangli,Cheating,238
2021,Sangli,Forgery,9
2021,Sangli,"Forgery, Cheating & Fraud",487
2021,Satara,Counterfeiting,2
2021,Satara,Cheating,93
2021,Satara,Forgery,5
2021,Satara,"Forgery, Cheating & Fraud",322
2021,Sindhudurg,Counterfeiting,1
2021,Sindhudurg,Cheating,10
2021,Sindhudurg,Forgery,9
2021,Sindhudurg,"Forgery, Cheating & Fraud",55
2021,Solapur,Counterfeiting,1
2021,Solapur,Cheating,234
2021,Solapur,Forgery,10
2021,Solapur,"Forgery, Cheating & Fraud",532
2021,Thane,Counterfeiting,6
2021,Thane,Cheating,1487
2021,Thane,Forgery,115
2021,Thane,"Forgery, Cheating & Fraud",1820
2021,Wardha,Counterfeiting,0
2021,Wardha,Cheating,7
2021,Wardha,Forgery,20
2021,Wardha,"Forgery, Cheating & Fraud",129
2021,Washim,Counterfeiting,0
2021,Washim,Cheating,33
2021,Washim,Forgery,0
2021,Washim,"Forgery, Cheating & Fraud",83
2021,Yavatmal,Counterfeiting,0
2021,Yavatmal,Cheating,63
2021,Yavatmal,Forgery,2
2021,Yavatmal,"Forgery, Cheating & Fraud",176
