Year,District,Select Offense,Cases
2021,Amravati,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Amravati,Sale of obscene Books/Objects,0
2021,Amravati,Obscene Acts and Songs at Public Places,291
2021,Amravati,Offences relating to Religion,22
2021,Amravati,Circulate False/Fake News/Rumours,32
2021,Chh. Sambhaji Nagar,Arson,35
2021,Chh. Sambhaji Nagar,Incidence of Rash Driving,624
2021,Chh. Sambhaji Nagar,Offences relating to Elections,1
2021,Chh. Sambhaji Nagar,Disobedience to order duly promulgated by Public Servant,3091
2021,Chh. Sambhaji Nagar,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Chh. Sambhaji Nagar,Sale of obscene Books/Objects,1
2021,Chh. Sambhaji Nagar,Obscene Acts and Songs at Public Places,35
2021,Chh. Sambhaji Nagar,Offences relating to Religion,17
2021,Chh. Sambhaji Nagar,Circulate False/Fake News/Rumours,0
2021,Beed,Arson,35
2021,Beed,Incidence of Rash Driving,305
2021,Beed,Offences relating to Elections,0
2021,Beed,Disobedience to order duly promulgated by Public Servant,276
2021,Beed,Offences relating to Adulteration or Sale of Food/Drugs,4
2021,Beed,Sale of obscene Books/Objects,0
2021,Beed,Obscene Acts and Songs at Public Places,7
2021,Beed,Offences relating to Religion,8
2021,Beed,Circulate False/Fake News/Rumours,1
2021,Bhandara,Arson,20
2021,Bhandara,Incidence of Rash Driving,340
2021,Bhandara,Offences relating to Elections,0
2021,Bhandara,Disobedience to order duly promulgated by Public Servant,44
2021,Bhandara,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Bhandara,Sale of obscene Books/Objects,0
2021,Bhandara,Obscene Acts and Songs at Public Places,83
2021,Bhandara,Offences relating to Religion,3
2021,Bhandara,Circulate False/Fake News/Rumours,0
2021,Buldhana,Arson,67
2021,Buldhana,Incidence of Rash Driving,307
2021,Buldhana,Offences relating to Elections,1
2021,Buldhana,Disobedience to order duly promulgated by Public Servant,2009
2021,Buldhana,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Buldhana,Sale of obscene Books/Objects,0
2021,Buldhana,Obscene Acts and Songs at Public Places,399
2021,Buldhana,Offences relating to Religion,11
2021,Buldhana,Circulate False/Fake News/Rumours,0
2021,Chandrapur,Arson,34
2021,Chandrapur,Incidence of Rash Driving,724
2021,Chandrapur,Offences relating to Elections,0
2021,Chandrapur,Disobedience to order duly promulgated by Public Servant,119
2021,Chandrapur,Offences relating to Adulteration or Sale of Food/Drugs,2
2021,Chandrapur,Sale of obscene Books/Objects,0
2021,Chandrapur,Obscene Acts and Songs at Public Places,369
2021,Chandrapur,Offences relating to Religion,10
2021,Chandrapur,Circulate False/Fake News/Rumours,3
2021,Dhule,Arson,13
2021,Dhule,Incidence of Rash Driving,373
2021,Dhule,Offences relating to Elections,0
2021,Dhule,Disobedience to order duly promulgated by Public Servant,176
2021,Dhule,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Dhule,Sale of obscene Books/Objects,0
2021,Dhule,Obscene Acts and Songs at Public Places,3
2021,Dhule,Offences relating to Religion,6
2021,Dhule,Circulate False/Fake News/Rumours,0
2021,Gadchiroli,Arson,13
2021,Gadchiroli,Incidence of Rash Driving,118
2021,Gadchiroli,Offences relating to Elections,0
2021,Gadchiroli,Disobedience to order duly promulgated by Public Servant,91
2021,Gadchiroli,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Gadchiroli,Sale of obscene Books/Objects,0
2021,Gadchiroli,Obscene Acts and Songs at Public Places,71
2021,Gadchiroli,Offences relating to Religion,4
2021,Gadchiroli,Circulate False/Fake News/Rumours,0
2021,Gondia,Arson,16
2021,Gondia,Incidence of Rash Driving,171
2021,Gondia,Offences relating to Elections,0
2021,Gondia,Disobedience to order duly promulgated by Public Servant,468
2021,Gondia,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Gondia,Sale of obscene Books/Objects,0
2021,Gondia,Obscene Acts and Songs at Public Places,74
2021,Gondia,Offences relating to Religion,6
2021,Gondia,Circulate False/Fake News/Rumours,0
2021,Hingoli,Arson,17
2021,Hingoli,Incidence of Rash Driving,153
2021,Hingoli,Offences relating to Elections,3
2021,Hingoli,Disobedience to order duly promulgated by Public Servant,128
2021,Hingoli,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Hingoli,Sale of obscene Books/Objects,0
2021,Hingoli,Obscene Acts and Songs at Public Places,84
2021,Hingoli,Offences relating to Religion,6
2021,Hingoli,Circulate False/Fake News/Rumours,0
2021,Jalgaon,Arson,26
2021,Jalgaon,Incidence of Rash Driving,333
2021,Jalgaon,Offences relating to Elections,0
2021,Jalgaon,Disobedience to order duly promulgated by Public Servant,433
2021,Jalgaon,Offences relating to Adulteration or Sale of Food/Drugs,6
2021,Jalgaon,Sale of obscene Books/Objects,0
2021,Jalgaon,Obscene Acts and Songs at Public Places,45
2021,Jalgaon,Offences relating to Religion,11
2021,Jalgaon,Circulate False/Fake News/Rumours,0
2021,Jalna,Arson,45
2021,Jalna,Incidence of Rash Driving,122
2021,Jalna,Offences relating to Elections,0
2021,Jalna,Disobedience to order duly promulgated by Public Servant,104
2021,Jalna,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Jalna,Sale of obscene Books/Objects,0
2021,Jalna,Obscene Acts and Songs at Public Places,18
2021,Jalna,Offences relating to Religion,16
2021,Jalna,Circulate False/Fake News/Rumours,0
2021,Kolhapur,Arson,37
2021,Kolhapur,Incidence of Rash Driving,675
2021,Kolhapur,Offences relating to Elections,0
2021,Kolhapur,Disobedience to order duly promulgated by Public Servant,1218
2021,Kolhapur,Offences relating to Adulteration or Sale of Food/Drugs,9
2021,Kolhapur,Sale of obscene Books/Objects,0
2021,Kolhapur,Obscene Acts and Songs at Public Places,18
2021,Kolhapur,Offences relating to Religion,5
2021,Kolhapur,Circulate False/Fake News/Rumours,2
2021,Latur,Arson,42
2021,Latur,Incidence of Rash Driving,388
2021,Latur,Offences relating to Elections,0
2021,Latur,Disobedience to order duly promulgated by Public Servant,584
2021,Latur,Offences relating to Adulteration or Sale of Food/Drugs,6
2021,Latur,Sale of obscene Books/Objects,1
2021,Latur,Obscene Acts and Songs at Public Places,37
2021,Latur,Offences relating to Religion,7
2021,Latur,Circulate False/Fake News/Rumours,5
2021,Mumbai,Arson,35
2021,Mumbai,Incidence of Rash Driving,2283
2021,Mumbai,Offences relating to Elections,0
2021,Mumbai,Disobedience to order duly promulgated by Public Servant,30846
2021,Mumbai,Offences relating to Adulteration or Sale of Food/Drugs,84
2021,Mumbai,Sale of obscene Books/Objects,1
2021,Mumbai,Obscene Acts and Songs at Public Places,51
2021,Mumbai,Offences relating to Religion,20
2021,Mumbai,Circulate False/Fake News/Rumours,8
2021,Nagpur,Arson,63
2021,Nagpur,Incidence of Rash Driving,1421
2021,Nagpur,Offences relating to Elections,0
2021,Nagpur,Disobedience to order duly promulgated by Public Servant,1096
2021,Nagpur,Offences relating to Adulteration or Sale of Food/Drugs,1
2021,Nagpur,Sale of obscene Books/Objects,1
2021,Nagpur,Obscene Acts and Songs at Public Places,743
2021,Nagpur,Offences relating to Religion,3
2021,Nagpur,Circulate False/Fake News/Rumours,0
2021,Nanded,Arson,37
2021,Nanded,Incidence of Rash Driving,432
2021,Nanded,Offences relating to Elections,0
2021,Nanded,Disobedience to order duly promulgated by Public Servant,87
2021,Nanded,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Nanded,Sale of obscene Books/Objects,1
2021,Nanded,Obscene Acts and Songs at Public Places,260
2021,Nanded,Offences relating to Religion,8
2021,Nanded,Circulate False/Fake News/Rumours,5
2021,Nandurbar,Arson,10
2021,Nandurbar,Incidence of Rash Driving,165
2021,Nandurbar,Offences relating to Elections,0
2021,Nandurbar,Disobedience to order duly promulgated by Public Servant,1217
2021,Nandurbar,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Nandurbar,Sale of obscene Books/Objects,0
2021,Nandurbar,Obscene Acts and Songs at Public Places,0
2021,Nandurbar,Offences relating to Religion,3
2021,Nandurbar,Circulate False/Fake News/Rumours,1
2021,Nashik,Arson,34
2021,Nashik,Incidence of Rash Driving,965
2021,Nashik,Offences relating to Elections,2
2021,Nashik,Disobedience to order duly promulgated by Public Servant,13920
2021,Nashik,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Nashik,Sale of obscene Books/Objects,1
2021,Nashik,Obscene Acts and Songs at Public Places,16
2021,Nashik,Offences relating to Religion,7
2021,Nashik,Circulate False/Fake News/Rumours,0
2021,Dharashiv,Arson,19
2021,Dharashiv,Incidence of Rash Driving,371
2021,Dharashiv,Offences relating to Elections,0
2021,Dharashiv,Disobedience to order duly promulgated by Public Servant,237
2021,Dharashiv,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Dharashiv,Sale of obscene Books/Objects,0
2021,Dharashiv,Obscene Acts and Songs at Public Places,4
2021,Dharashiv,Offences relating to Religion,4
2021,Dharashiv,Circulate False/Fake News/Rumours,0
2021,Palghar,Arson,4
2021,Palghar,Incidence of Rash Driving,201
2021,Palghar,Offences relating to Elections,0
2021,Palghar,Disobedience to order duly promulgated by Public Servant,219
2021,Palghar,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Palghar,Sale of obscene Books/Objects,0
2021,Palghar,Obscene Acts and Songs at Public Places,0
2021,Palghar,Offences relating to Religion,3
2021,Palghar,Circulate False/Fake News/Rumours,0
2021,Parbhani,Arson,30
2021,Parbhani,Incidence of Rash Driving,183
2021,Parbhani,Offences relating to Elections,1
2021,Parbhani,Disobedience to order duly promulgated by Public Servant,334
2021,Parbhani,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Parbhani,Sale of obscene Books/Objects,1
2021,Parbhani,Obscene Acts and Songs at Public Places,23
2021,Parbhani,Offences relating to Religion,9
2021,Parbhani,Circulate False/Fake News/Rumours,0
2021,Pune,Arson,104
2021,Pune,Incidence of Rash Driving,2350
2021,Pune,Offences relating to Elections,0
2021,Pune,Disobedience to order duly promulgated by Public Servant,2372
2021,Pune,Offences relating to Adulteration or Sale of Food/Drugs,8
2021,Pune,Sale of obscene Books/Objects,1
2021,Pune,Obscene Acts and Songs at Public Places,19
2021,Pune,Offences relating to Religion,19
2021,Pune,Circulate False/Fake News/Rumours,4
2021,Raigad,Arson,8
2021,Raigad,Incidence of Rash Driving,310
2021,Raigad,Offences relating to Elections,0
2021,Raigad,Disobedience to order duly promulgated by Public Servant,1018
2021,Raigad,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Raigad,Sale of obscene Books/Objects,0
2021,Raigad,Obscene Acts and Songs at Public Places,2
2021,Raigad,Offences relating to Religion,0
2021,Raigad,Circulate False/Fake News/Rumours,0
2021,Ratnagiri,Arson,15
2021,Ratnagiri,Incidence of Rash Driving,221
2021,Ratnagiri,Offences relating to Elections,0
2021,Ratnagiri,Disobedience to order duly promulgated by Public Servant,22
2021,Ratnagiri,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Ratnagiri,Sale of obscene Books/Objects,0
2021,Ratnagiri,Obscene Acts and Songs at Public Places,3
2021,Ratnagiri,Offences relating to Religion,1
2021,Ratnagiri,Circulate False/Fake News/Rumours,1
2021,Sangli,Arson,26
2021,Sangli,Incidence of Rash Driving,623
2021,Sangli,Offences relating to Elections,0
2021,Sangli,Disobedience to order duly promulgated by Public Servant,1037
2021,Sangli,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Sangli,Sale of obscene Books/Objects,0
2021,Sangli,Obscene Acts and Songs at Public Places,7
2021,Sangli,Offences relating to Religion,2
2021,Sangli,Circulate False/Fake News/Rumours,0
2021,Satara,Arson,27
2021,Satara,Incidence of Rash Driving,396
2021,Satara,Offences relating to Elections,1
2021,Satara,Disobedience to order duly promulgated by Public Servant,1285
2021,Satara,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Satara,Sale of obscene Books/Objects,0
2021,Satara,Obscene Acts and Songs at Public Places,2
2021,Satara,Offences relating to Religion,10
2021,Satara,Circulate False/Fake News/Rumours,0
2021,Sindhudurg,Arson,9
2021,Sindhudurg,Incidence of Rash Driving,108
2021,Sindhudurg,Offences relating to Elections,0
2021,Sindhudurg,Disobedience to order duly promulgated by Public Servant,582
2021,Sindhudurg,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Sindhudurg,Sale of obscene Books/Objects,0
2021,Sindhudurg,Obscene Acts and Songs at Public Places,0
2021,Sindhudurg,Offences relating to Religion,2
2021,Sindhudurg,Circulate False/Fake News/Rumours,1
2021,Solapur,Arson,62
2021,Solapur,Incidence of Rash Driving,601
2021,Solapur,Offences relating to Elections,3
2021,Solapur,Disobedience to order duly promulgated by Public Servant,339
2021,Solapur,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Solapur,Sale of obscene Books/Objects,0
2021,Solapur,Obscene Acts and Songs at Public Places,15
2021,Solapur,Offences relating to Religion,11
2021,Solapur,Circulate False/Fake News/Rumours,1
2021,Thane,Arson,91
2021,Thane,Incidence of Rash Driving,1507
2021,Thane,Offences relating to Elections,0
2021,Thane,Disobedience to order duly promulgated by Public Servant,3105
2021,Thane,Offences relating to Adulteration or Sale of Food/Drugs,29
2021,Thane,Sale of obscene Books/Objects,1
2021,Thane,Obscene Acts and Songs at Public Places,109
2021,Thane,Offences relating to Religion,18
2021,Thane,Circulate False/Fake News/Rumours,1
2021,Wardha,Arson,30
2021,Wardha,Incidence of Rash Driving,926
2021,Wardha,Offences relating to Elections,0
2021,Wardha,Disobedience to order duly promulgated by Public Servant,43
2021,Wardha,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Wardha,Sale of obscene Books/Objects,0
2021,Wardha,Obscene Acts and Songs at Public Places,262
2021,Wardha,Offences relating to Religion,1
2021,Wardha,Circulate False/Fake News/Rumours,0
2021,Washim,Arson,24
2021,Washim,Incidence of Rash Driving,149
2021,Washim,Offences relating to Elections,0
2021,Washim,Disobedience to order duly promulgated by Public Servant,2342
2021,Washim,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Washim,Sale of obscene Books/Objects,0
2021,Washim,Obscene Acts and Songs at Public Places,185
2021,Washim,Offences relating to Religion,5
2021,Washim,Circulate False/Fake News/Rumours,1
2021,Yavatmal,Arson,44
2021,Yavatmal,Incidence of Rash Driving,456
2021,Yavatmal,Offences relating to Elections,0
2021,Yavatmal,Disobedience to order duly promulgated by Public Servant,2454
2021,Yavatmal,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Yavatmal,Sale of obscene Books/Objects,1
2021,Yavatmal,Obscene Acts and Songs at Public Places,377
2021,Yavatmal,Offences relating to Religion,14
2021,Yavatmal,Circulate False/Fake News/Rumours,0
