Year,District,Select Offense,Cases
2019,Gondia,Disobedience to order duly promulgated by Public Servant,17
2019,Gondia,Offences relating to Adulteration or Sale of Food/Drugs,0
2019,Gondia,Sale of obscene Books/Objects,0
2019,Gondia,Obscene Acts and Songs at Public Places,132
2019,Gondia,Offences relating to Religion,7
2019,Gondia,Circulate False/Fake News/Rumours,0
2019,Hingoli,Arson,18
2019,Hingoli,Incidence of Rash Driving,332
2019,Hingoli,Offences relating to Elections,2
2019,Hingoli,Disobedience to order duly promulgated by Public Servant,39
2019,Hingoli,Offences relating to Adulteration or Sale of Food/Drugs,4
2019,Hingoli,Sale of obscene Books/Objects,0
2019,Hingoli,Obscene Acts and Songs at Public Places,68
2019,Hingoli,Offences relating to Religion,2
2019,Hingoli,Circulate False/Fake News/Rumours,0
2019,Jalgaon,Arson,29
2019,Jalgaon,Incidence of Rash Driving,424
2019,Jalgaon,Offences relating to Elections,2
2019,Jalgaon,Disobedience to order duly promulgated by Public Servant,26
2019,Jalgaon,Offences relating to Adulteration or Sale of Food/Drugs,26
2019,Jalgaon,Sale of obscene Books/Objects,1
2019,Jalgaon,Obscene Acts and Songs at Public Places,31
2019,Jalgaon,Offences relating to Religion,11
2019,Jalgaon,Circulate False/Fake News/Rumours,0
2019,Jalna,Arson,4
2019,Jalna,Incidence of Rash Driving,70
2019,Jalna,Offences relating to Elections,0
2019,Jalna,Disobedience to order duly promulgated by Public Servant,0
2019,Jalna,Offences relating to Adulteration or Sale of Food/Drugs,0
2019,Jalna,Sale of obscene Books/Objects,0
2019,Jalna,Obscene Acts and Songs at Public Places,0
2019,Jalna,Offences relating to Religion,3
2019,Jalna,Circulate False/Fake News/Rumours,0
2019,Kolhapur,Arson,17
2019,Kolhapur,Incidence of Rash Driving,577
2019,Kolhapur,Offences relating to Elections,1
2019,Kolhapur,Disobedience to order duly promulgated by Public Servant,493
2019,Kolhapur,Offences relating to Adulteration or Sale of Food/Drugs,3
2019,Kolhapur,Sale of obscene Books/Objects,0
2019,Kolhapur,Obscene Acts and Songs at Public Places,5
2019,Kolhapur,Offences relating to Religion,4
2019,Kolhapur,Circulate False/Fake News/Rumours,0
2019,Latur,Arson,43
2019,Latur,Incidence of Rash Driving,474
2019,Latur,Offences relating to Elections,0
2019,Latur,Disobedience to order duly promulgated by Public Servant,24
2019,Latur,Offences relating to Adulteration or Sale of Food/Drugs,4
2019,Latur,Sale of obscene Books/Objects,0
2019,Latur,Obscene Acts and Songs at Public Places,60
2019,Latur,Offences relating to Religion,2
2019,Latur,Circulate False/Fake News/Rumours,0
2019,Mumbai,Arson,34
2019,Mumbai,Incidence of Rash Driving,2997
2019,Mumbai,Offences relating to Elections,2
2019,Mumbai,Disobedience to order duly promulgated by Public Servant,166
2019,Mumbai,Offences relating to Adulteration or Sale of Food/Drugs,63
2019,Mumbai,Sale of obscene Books/Objects,8
2019,Mumbai,Obscene Acts and Songs at Public Places,255
2019,Mumbai,Offences relating to Religion,28
2019,Mumbai,Circulate False/Fake News/Rumours,8
2019,Nagpur,Arson,57
2019,Nagpur,Incidence of Rash Driving,3479
2019,Nagpur,Offences relating to Elections,1
2019,Nagpur,Disobedience to order duly promulgated by Public Servant,107
2019,Nagpur,Offences relating to Adulteration or Sale of Food/Drugs,1
2019,Nagpur,Sale of obscene Books/Objects,0
2019,Nagpur,Obscene Acts and Songs at Public Places,514
2019,Nagpur,Offences relating to Religion,16
2019,Nagpur,Circulate False/Fake News/Rumours,2
2019,Nanded,Arson,41
2019,Nanded,Incidence of Rash Driving,498
2019,Nanded,Offences relating to Elections,0
2019,Nanded,Disobedience to order duly promulgated by Public Servant,42
2019,Nanded,Offences relating to Adulteration or Sale of Food/Drugs,6
2019,Nanded,Sale of obscene Books/Objects,1
2019,Nanded,Obscene Acts and Songs at Public Places,208
2019,Nanded,Offences relating to Religion,15
2019,Nanded,Circulate False/Fake News/Rumours,0
2019,Nandurbar,Arson,15
2019,Nandurbar,Incidence of Rash Driving,374
2019,Nandurbar,Offences relating to Elections,0
2019,Nandurbar,Disobedience to order duly promulgated by Public Servant,36
2019,Nandurbar,Offences relating to Adulteration or Sale of Food/Drugs,1
2019,Nandurbar,Sale of obscene Books/Objects,0
2019,Nandurbar,Obscene Acts and Songs at Public Places,6
2019,Nandurbar,Offences relating to Religion,4
2019,Nandurbar,Circulate False/Fake News/Rumours,0
2019,Nashik,Arson,49
2019,Nashik,Incidence of Rash Driving,1215
2019,Nashik,Offences relating to Elections,0
2019,Nashik,Disobedience to order duly promulgated by Public Servant,479
2019,Nashik,Offences relating to Adulteration or Sale of Food/Drugs,4
2019,Nashik,Sale of obscene Books/Objects,5
2019,Nashik,Obscene Acts and Songs at Public Places,2
2019,Nashik,Offences relating to Religion,2
2019,Nashik,Circulate False/Fake News/Rumours,0
2019,Dharashiv,Arson,21
2019,Dharashiv,Incidence of Rash Driving,482
2019,Dharashiv,Offences relating to Elections,0
2019,Dharashiv,Disobedience to order duly promulgated by Public Servant,43
2019,Dharashiv,Offences relating to Adulteration or Sale of Food/Drugs,0
2019,Dharashiv,Sale of obscene Books/Objects,0
2019,Dharashiv,Obscene Acts and Songs at Public Places,5
2019,Dharashiv,Offences relating to Religion,6
2019,Dharashiv,Circulate False/Fake News/Rumours,0
2019,Palghar,Arson,14
2019,Palghar,Incidence of Rash Driving,420
2019,Palghar,Offences relating to Elections,1
2019,Palghar,Disobedience to order duly promulgated by Public Servant,62
2019,Palghar,Offences relating to Adulteration or Sale of Food/Drugs,17
2019,Palghar,Sale of obscene Books/Objects,0
2019,Palghar,Obscene Acts and Songs at Public Places,6
2019,Palghar,Offences relating to Religion,2
2019,Palghar,Circulate False/Fake News/Rumours,0
2019,Parbhani,Arson,31
2019,Parbhani,Incidence of Rash Driving,456
2019,Parbhani,Offences relating to Elections,3
2019,Parbhani,Disobedience to order duly promulgated by Public Servant,133
2019,Parbhani,Offences relating to Adulteration or Sale of Food/Drugs,12
2019,Parbhani,Sale of obscene Books/Objects,0
2019,Parbhani,Obscene Acts and Songs at Public Places,24
2019,Parbhani,Offences relating to Religion,7
2019,Parbhani,Circulate False/Fake News/Rumours,0
2019,Pune,Arson,109
2019,Pune,Incidence of Rash Driving,9903
2019,Pune,Offences relating to Elections,1
2019,Pune,Disobedience to order duly promulgated by Public Servant,655
2019,Pune,Offences relating to Adulteration or Sale of Food/Drugs,4
2019,Pune,Sale of obscene Books/Objects,3
2019,Pune,Obscene Acts and Songs at Public Places,36
2019,Pune,Offences relating to Religion,13
2019,Pune,Circulate False/Fake News/Rumours,3
2019,Raigad,Arson,8
2019,Raigad,Incidence of Rash Driving,467
2019,Raigad,Offences relating to Elections,0
2019,Raigad,Disobedience to order duly promulgated by Public Servant,8
2019,Raigad,Offences relating to Adulteration or Sale of Food/Drugs,0
2019,Raigad,Sale of obscene Books/Objects,0
2019,Raigad,Obscene Acts and Songs at Public Places,1
2019,Raigad,Offences relating to Religion,2
2019,Raigad,Circulate False/Fake News/Rumours,0
2019,Ratnagiri,Arson,19
2019,Ratnagiri,Incidence of Rash Driving,330
2019,Ratnagiri,Offences relating to Elections,0
2019,Ratnagiri,Disobedience to order duly promulgated by Public Servant,4
2019,Ratnagiri,Offences relating to Adulteration or Sale of Food/Drugs,0
2019,Ratnagiri,Sale of obscene Books/Objects,1
2019,Ratnagiri,Obscene Acts and Songs at Public Places,5
2019,Ratnagiri,Offences relating to Religion,1
2019,Ratnagiri,Circulate False/Fake News/Rumours,0
2019,Sangli,Arson,32
2019,Sangli,Incidence of Rash Driving,919
2019,Sangli,Offences relating to Elections,7
2019,Sangli,Disobedience to order duly promulgated by Public Servant,114
2019,Sangli,Offences relating to Adulteration or Sale of Food/Drugs,5
2019,Sangli,Sale of obscene Books/Objects,0
2019,Sangli,Obscene Acts and Songs at Public Places,9
2019,Sangli,Offences relating to Religion,7
2019,Sangli,Circulate False/Fake News/Rumours,2
2019,Satara,Arson,29
2019,Satara,Incidence of Rash Driving,663
2019,Satara,Offences relating to Elections,4
2019,Satara,Disobedience to order duly promulgated by Public Servant,161
2019,Satara,Offences relating to Adulteration or Sale of Food/Drugs,1
2019,Satara,Sale of obscene Books/Objects,0
2019,Satara,Obscene Acts and Songs at Public Places,0
2019,Satara,Offences relating to Religion,8
2019,Satara,Circulate False/Fake News/Rumours,0
2019,Sindhudurg,Arson,11
2019,Sindhudurg,Incidence of Rash Driving,362
2019,Sindhudurg,Offences relating to Elections,0
2019,Sindhudurg,Disobedience to order duly promulgated by Public Servant,1
2019,Sindhudurg,Offences relating to Adulteration or Sale of Food/Drugs,0
2019,Sindhudurg,Sale of obscene Books/Objects,0
2019,Sindhudurg,Obscene Acts and Songs at Public Places,0
2019,Sindhudurg,Offences relating to Religion,1
2019,Sindhudurg,Circulate False/Fake News/Rumours,0
2019,Solapur,Arson,59
2019,Solapur,Incidence of Rash Driving,1501
2019,Solapur,Offences relating to Elections,1
2019,Solapur,Disobedience to order duly promulgated by Public Servant,451
2019,Solapur,Offences relating to Adulteration or Sale of Food/Drugs,7
2019,Solapur,Sale of obscene Books/Objects,0
2019,Solapur,Obscene Acts and Songs at Public Places,16
2019,Solapur,Offences relating to Religion,15
2019,Solapur,Circulate False/Fake News/Rumours,0
2019,Thane,Arson,49
2019,Thane,Incidence of Rash Driving,1613
2019,Thane,Offences relating to Elections,3
2019,Thane,Disobedience to order duly promulgated by Public Servant,82
2019,Thane,Offences relating to Adulteration or Sale of Food/Drugs,37
2019,Thane,Sale of obscene Books/Objects,1
2019,Thane,Obscene Acts and Songs at Public Places,109
2019,Thane,Offences relating to Religion,13
2019,Thane,Circulate False/Fake News/Rumours,0
2019,Wardha,Arson,24
2019,Wardha,Incidence of Rash Driving,318
2019,Wardha,Offences relating to Elections,0
2019,Wardha,Disobedience to order duly promulgated by Public Servant,5
2019,Wardha,Offences relating to Adulteration or Sale of Food/Drugs,0
2019,Wardha,Sale of obscene Books/Objects,0
2019,Wardha,Obscene Acts and Songs at Public Places,360
2019,Wardha,Offences relating to Religion,5
2019,Wardha,Circulate False/Fake News/Rumours,0
2019,Washim,Arson,14
2019,Washim,Incidence of Rash Driving,156
2019,Washim,Offences relating to Elections,0
2019,Washim,Disobedience to order duly promulgated by Public Servant,33
2019,Washim,Offences relating to Adulteration or Sale of Food/Drugs,0
2019,Washim,Sale of obscene Books/Objects,0
2019,Washim,Obscene Acts and Songs at Public Places,148
2019,Washim,Offences relating to Religion,6
2019,Washim,Circulate False/Fake News/Rumours,0
2019,Yavatmal,Arson,40
2019,Yavatmal,Incidence of Rash Driving,901
2019,Yavatmal,Offences relating to Elections,0
2019,Yavatmal,Disobedience to order duly promulgated by Public Servant,36
2019,Yavatmal,Offences relating to Adulteration or Sale of Food/Drugs,0
2019,Yavatmal,Sale of obscene Books/Objects,0
2019,Yavatmal,Obscene Acts and Songs at Public Places,468
2019,Yavatmal,Offences relating to Religion,9
2019,Yavatmal,Circulate False/Fake News/Rumours,0
2020,Ahilyanagar,Arson,53
2020,Ahilyanagar,Incidence of Rash Driving,685
2020,Ahilyanagar,Offences relating to Elections,0
2020,Ahilyanagar,Disobedience to order duly promulgated by Public Servant,27995
2020,Ahilyanagar,Offences relating to Adulteration or Sale of Food/Drugs,0
2020,Ahilyanagar,Sale of obscene Books/Objects,0
2020,Ahilyanagar,Obscene Acts and Songs at Public Places,0
2020,Ahilyanagar,Offences relating to Religion,0
2020,Ahilyanagar,Circulate False/Fake News/Rumours,0
2020,Akola,Arson,23
2020,Akola,Incidence of Rash Driving,266
2020,Akola,Offences relating to Elections,0
2020,Akola,Disobedience to order duly promulgated by Public Servant,3116
2020,Akola,Offences relating to Adulteration or Sale of Food/Drugs,0
2020,Akola,Sale of obscene Books/Objects,2
2020,Akola,Obscene Acts and Songs at Public Places,192
2020,Akola,Offences relating to Religion,12
2020,Akola,Circulate False/Fake News/Rumours,0
2020,Amravati,Arson,61
2020,Amravati,Incidence of Rash Driving,939
2020,Amravati,Offences relating to Elections,0
2020,Amravati,Disobedience to order duly promulgated by Public Servant,1399
2020,Amravati,Offences relating to Adulteration or Sale of Food/Drugs,0
2020,Amravati,Sale of obscene Books/Objects,0
2020,Amravati,Obscene Acts and Songs at Public Places,291
2020,Amravati,Offences relating to Religion,22
2020,Amravati,Circulate False/Fake News/Rumours,1
2020,Chh. Sambhaji Nagar,Arson,37
2020,Chh. Sambhaji Nagar,Incidence of Rash Driving,572
2020,Chh. Sambhaji Nagar,Offences relating to Elections,0
2020,Chh. Sambhaji Nagar,Disobedience to order duly promulgated by Public Servant,2768
2020,Chh. Sambhaji Nagar,Offences relating to Adulteration or Sale of Food/Drugs,7
2020,Chh. Sambhaji Nagar,Sale of obscene Books/Objects,0
2020,Chh. Sambhaji Nagar,Obscene Acts and Songs at Public Places,20
2020,Chh. Sambhaji Nagar,Offences relating to Religion,18
2020,Chh. Sambhaji Nagar,Circulate False/Fake News/Rumours,2
2020,Beed,Arson,27
2020,Beed,Incidence of Rash Driving,264
2020,Beed,Offences relating to Elections,0
2020,Beed,Disobedience to order duly promulgated by Public Servant,960
2020,Beed,Offences relating to Adulteration or Sale of Food/Drugs,14
2020,Beed,Sale of obscene Books/Objects,0
2020,Beed,Obscene Acts and Songs at Public Places,3
2020,Beed,Offences relating to Religion,17
2020,Beed,Circulate False/Fake News/Rumours,52
2020,Bhandara,Arson,13
2020,Bhandara,Incidence of Rash Driving,252
2020,Bhandara,Offences relating to Elections,0
2020,Bhandara,Disobedience to order duly promulgated by Public Servant,155
2020,Bhandara,Offences relating to Adulteration or Sale of Food/Drugs,1
2020,Bhandara,Sale of obscene Books/Objects,0
2020,Bhandara,Obscene Acts and Songs at Public Places,141
2020,Bhandara,Offences relating to Religion,5
2020,Bhandara,Circulate False/Fake News/Rumours,0
2020,Buldhana,Arson,61
2020,Buldhana,Incidence of Rash Driving,288
2020,Buldhana,Offences relating to Elections,0
2020,Buldhana,Disobedience to order duly promulgated by Public Servant,1189
2020,Buldhana,Offences relating to Adulteration or Sale of Food/Drugs,0
2020,Buldhana,Sale of obscene Books/Objects,0
2020,Buldhana,Obscene Acts and Songs at Public Places,376
2020,Buldhana,Offences relating to Religion,14
2020,Buldhana,Circulate False/Fake News/Rumours,4
2020,Chandrapur,Arson,43
2020,Chandrapur,Incidence of Rash Driving,489
2020,Chandrapur,Offences relating to Elections,0
2020,Chandrapur,Disobedience to order duly promulgated by Public Servant,70
2020,Chandrapur,Offences relating to Adulteration or Sale of Food/Drugs,1
2020,Chandrapur,Sale of obscene Books/Objects,0
2020,Chandrapur,Obscene Acts and Songs at Public Places,362
2020,Chandrapur,Offences relating to Religion,8
2020,Chandrapur,Circulate False/Fake News/Rumours,11
2020,Dhule,Arson,5
2020,Dhule,Incidence of Rash Driving,361
2020,Dhule,Offences relating to Elections,0
2020,Dhule,Disobedience to order duly promulgated by Public Servant,557
2020,Dhule,Offences relating to Adulteration or Sale of Food/Drugs,0
2020,Dhule,Sale of obscene Books/Objects,1
2020,Dhule,Obscene Acts and Songs at Public Places,0
2020,Dhule,Offences relating to Religion,10
2020,Dhule,Circulate False/Fake News/Rumours,0
2020,Gadchiroli,Arson,25
2020,Gadchiroli,Incidence of Rash Driving,96
2020,Gadchiroli,Offences relating to Elections,0
2020,Gadchiroli,Disobedience to order duly promulgated by Public Servant,123
2020,Gadchiroli,Offences relating to Adulteration or Sale of Food/Drugs,4
2020,Gadchiroli,Sale of obscene Books/Objects,0
2020,Gadchiroli,Obscene Acts and Songs at Public Places,83
2020,Gadchiroli,Offences relating to Religion,3
2020,Gadchiroli,Circulate False/Fake News/Rumours,0
2020,Gondia,Arson,10
2020,Gondia,Incidence of Rash Driving,100
2020,Gondia,Offences relating to Elections,0
2020,Gondia,Disobedience to order duly promulgated by Public Servant,513
2020,Gondia,Offences relating to Adulteration or Sale of Food/Drugs,0
2020,Gondia,Sale of obscene Books/Objects,0
2020,Gondia,Obscene Acts and Songs at Public Places,62
2020,Gondia,Offences relating to Religion,7
2020,Gondia,Circulate False/Fake News/Rumours,0
2020,Hingoli,Arson,11
2020,Hingoli,Incidence of Rash Driving,157
2020,Hingoli,Offences relating to Elections,0
2020,Hingoli,Disobedience to order duly promulgated by Public Servant,650
2020,Hingoli,Offences relating to Adulteration or Sale of Food/Drugs,14
2020,Hingoli,Sale of obscene Books/Objects,0
2020,Hingoli,Obscene Acts and Songs at Public Places,77
2020,Hingoli,Offences relating to Religion,14
2020,Hingoli,Circulate False/Fake News/Rumours,0
2020,Jalgaon,Arson,36
2020,Jalgaon,Incidence of Rash Driving,324
2020,Jalgaon,Offences relating to Elections,1
2020,Jalgaon,Disobedience to order duly promulgated by Public Servant,3449
2020,Jalgaon,Offences relating to Adulteration or Sale of Food/Drugs,54
2020,Jalgaon,Sale of obscene Books/Objects,1
2020,Jalgaon,Obscene Acts and Songs at Public Places,54
2020,Jalgaon,Offences relating to Religion,16
2020,Jalgaon,Circulate False/Fake News/Rumours,1
2020,Jalna,Arson,10
2020,Jalna,Incidence of Rash Driving,276
2020,Jalna,Offences relating to Elections,0
2020,Jalna,Disobedience to order duly promulgated by Public Servant,522
2020,Jalna,Offences relating to Adulteration or Sale of Food/Drugs,0
2020,Jalna,Sale of obscene Books/Objects,0
2020,Jalna,Obscene Acts and Songs at Public Places,0
2020,Jalna,Offences relating to Religion,12
2020,Jalna,Circulate False/Fake News/Rumours,0
2020,Kolhapur,Arson,22
2020,Kolhapur,Incidence of Rash Driving,455
2020,Kolhapur,Offences relating to Elections,0
2020,Kolhapur,Disobedience to order duly promulgated by Public Servant,4051
2020,Kolhapur,Offences relating to Adulteration or Sale of Food/Drugs,7
2020,Kolhapur,Sale of obscene Books/Objects,0
2020,Kolhapur,Obscene Acts and Songs at Public Places,32
2020,Kolhapur,Offences relating to Religion,2
2020,Kolhapur,Circulate False/Fake News/Rumours,16
2020,Latur,Arson,49
2020,Latur,Incidence of Rash Driving,366
2020,Latur,Offences relating to Elections,0
2020,Latur,Disobedience to order duly promulgated by Public Servant,942
2020,Latur,Offences relating to Adulteration or Sale of Food/Drugs,5
2020,Latur,Sale of obscene Books/Objects,1
2020,Latur,Obscene Acts and Songs at Public Places,43
2020,Latur,Offences relating to Religion,10
2020,Latur,Circulate False/Fake News/Rumours,6
2020,Mumbai,Arson,23
2020,Mumbai,Incidence of Rash Driving,1605
2020,Mumbai,Offences relating to Elections,0
2020,Mumbai,Disobedience to order duly promulgated by Public Servant,16049
2020,Mumbai,Offences relating to Adulteration or Sale of Food/Drugs,64
2020,Mumbai,Sale of obscene Books/Objects,5
2020,Mumbai,Obscene Acts and Songs at Public Places,67
2020,Mumbai,Offences relating to Religion,31
2020,Mumbai,Circulate False/Fake News/Rumours,6
2020,Nagpur,Arson,47
2020,Nagpur,Incidence of Rash Driving,1582
2020,Nagpur,Offences relating to Elections,0
2020,Nagpur,Disobedience to order duly promulgated by Public Servant,5388
2020,Nagpur,Offences relating to Adulteration or Sale of Food/Drugs,11
2020,Nagpur,Sale of obscene Books/Objects,1
2020,Nagpur,Obscene Acts and Songs at Public Places,683
2020,Nagpur,Offences relating to Religion,24
2020,Nagpur,Circulate False/Fake News/Rumours,8
2020,Nanded,Arson,39
2020,Nanded,Incidence of Rash Driving,406
2020,Nanded,Offences relating to Elections,0
2020,Nanded,Disobedience to order duly promulgated by Public Servant,1364
2020,Nanded,Offences relating to Adulteration or Sale of Food/Drugs,2
2020,Nanded,Sale of obscene Books/Objects,0
2020,Nanded,Obscene Acts and Songs at Public Places,263
2020,Nanded,Offences relating to Religion,9
2020,Nanded,Circulate False/Fake News/Rumours,2
2020,Nandurbar,Arson,8
2020,Nandurbar,Incidence of Rash Driving,86
2020,Nandurbar,Offences relating to Elections,0
2020,Nandurbar,Disobedience to order duly promulgated by Public Servant,2448
2020,Nandurbar,Offences relating to Adulteration or Sale of Food/Drugs,8
2020,Nandurbar,Sale of obscene Books/Objects,0
2020,Nandurbar,Obscene Acts and Songs at Public Places,4
2020,Nandurbar,Offences relating to Religion,3
2020,Nandurbar,Circulate False/Fake News/Rumours,0
2020,Nashik,Arson,55
2020,Nashik,Incidence of Rash Driving,871
2020,Nashik,Offences relating to Elections,0
2020,Nashik,Disobedience to order duly promulgated by Public Servant,16027
2020,Nashik,Offences relating to Adulteration or Sale of Food/Drugs,8
2020,Nashik,Sale of obscene Books/Objects,0
2020,Nashik,Obscene Acts and Songs at Public Places,9
2020,Nashik,Offences relating to Religion,2
2020,Nashik,Circulate False/Fake News/Rumours,1
2020,Dharashiv,Arson,15
2020,Dharashiv,Incidence of Rash Driving,299
2020,Dharashiv,Offences relating to Elections,1
2020,Dharashiv,Disobedience to order duly promulgated by Public Servant,567
2020,Dharashiv,Offences relating to Adulteration or Sale of Food/Drugs,0
2020,Dharashiv,Sale of obscene Books/Objects,0
2020,Dharashiv,Obscene Acts and Songs at Public Places,3
2020,Dharashiv,Offences relating to Religion,3
2020,Dharashiv,Circulate False/Fake News/Rumours,0
2020,Palghar,Arson,16
2020,Palghar,Incidence of Rash Driving,158
2020,Palghar,Offences relating to Elections,0
2020,Palghar,Disobedience to order duly promulgated by Public Servant,126
2020,Palghar,Offences relating to Adulteration or Sale of Food/Drugs,0
2020,Palghar,Sale of obscene Books/Objects,0
2020,Palghar,Obscene Acts and Songs at Public Places,1
2020,Palghar,Offences relating to Religion,0
2020,Palghar,Circulate False/Fake News/Rumours,1
2020,Parbhani,Arson,37
2020,Parbhani,Incidence of Rash Driving,243
2020,Parbhani,Offences relating to Elections,2
2020,Parbhani,Disobedience to order duly promulgated by Public Servant,667
2020,Parbhani,Offences relating to Adulteration or Sale of Food/Drugs,39
2020,Parbhani,Sale of obscene Books/Objects,0
2020,Parbhani,Obscene Acts and Songs at Public Places,25
2020,Parbhani,Offences relating to Religion,16
2020,Parbhani,Circulate False/Fake News/Rumours,0
2020,Pune,Arson,111
2020,Pune,Incidence of Rash Driving,2837
2020,Pune,Offences relating to Elections,1
2020,Pune,Disobedience to order duly promulgated by Public Servant,32851
2020,Pune,Offences relating to Adulteration or Sale of Food/Drugs,25
2020,Pune,Sale of obscene Books/Objects,0
2020,Pune,Obscene Acts and Songs at Public Places,25
2020,Pune,Offences relating to Religion,21
2020,Pune,Circulate False/Fake News/Rumours,3
2020,Raigad,Arson,12
2020,Raigad,Incidence of Rash Driving,246
2020,Raigad,Offences relating to Elections,0
2020,Raigad,Disobedience to order duly promulgated by Public Servant,109
2020,Raigad,Offences relating to Adulteration or Sale of Food/Drugs,0
2020,Raigad,Sale of obscene Books/Objects,0
2020,Raigad,Obscene Acts and Songs at Public Places,5
2020,Raigad,Offences relating to Religion,5
2020,Raigad,Circulate False/Fake News/Rumours,0
2020,Ratnagiri,Arson,9
2020,Ratnagiri,Incidence of Rash Driving,200
2020,Ratnagiri,Offences relating to Elections,0
2020,Ratnagiri,Disobedience to order duly promulgated by Public Servant,85
2020,Ratnagiri,Offences relating to Adulteration or Sale of Food/Drugs,0
2020,Ratnagiri,Sale of obscene Books/Objects,0
2020,Ratnagiri,Obscene Acts and Songs at Public Places,2
2020,Ratnagiri,Offences relating to Religion,1
2020,Ratnagiri,Circulate False/Fake News/Rumours,4
2020,Sangli,Arson,34
2020,Sangli,Incidence of Rash Driving,483
2020,Sangli,Offences relating to Elections,0
2020,Sangli,Disobedience to order duly promulgated by Public Servant,899
2020,Sangli,Offences relating to Adulteration or Sale of Food/Drugs,2
2020,Sangli,Sale of obscene Books/Objects,1
2020,Sangli,Obscene Acts and Songs at Public Places,11
2020,Sangli,Offences relating to Religion,7
2020,Sangli,Circulate False/Fake News/Rumours,1
2020,Satara,Arson,28
2020,Satara,Incidence of Rash Driving,372
2020,Satara,Offences relating to Elections,0
2020,Satara,Disobedience to order duly promulgated by Public Servant,1979
2020,Satara,Offences relating to Adulteration or Sale of Food/Drugs,0
2020,Satara,Sale of obscene Books/Objects,2
2020,Satara,Obscene Acts and Songs at Public Places,1
2020,Satara,Offences relating to Religion,19
2020,Satara,Circulate False/Fake News/Rumours,4
2020,Sindhudurg,Arson,12
2020,Sindhudurg,Incidence of Rash Driving,117
2020,Sindhudurg,Offences relating to Elections,0
2020,Sindhudurg,Disobedience to order duly promulgated by Public Servant,166
2020,Sindhudurg,Offences relating to Adulteration or Sale of Food/Drugs,0
2020,Sindhudurg,Sale of obscene Books/Objects,0
2020,Sindhudurg,Obscene Acts and Songs at Public Places,0
2020,Sindhudurg,Offences relating to Religion,4
2020,Sindhudurg,Circulate False/Fake News/Rumours,1
2020,Solapur,Arson,54
2020,Solapur,Incidence of Rash Driving,634
2020,Solapur,Offences relating to Elections,2
2020,Solapur,Disobedience to order duly promulgated by Public Servant,1459
2020,Solapur,Offences relating to Adulteration or Sale of Food/Drugs,2
2020,Solapur,Sale of obscene Books/Objects,0
2020,Solapur,Obscene Acts and Songs at Public Places,21
2020,Solapur,Offences relating to Religion,4
2020,Solapur,Circulate False/Fake News/Rumours,3
2020,Thane,Arson,60
2020,Thane,Incidence of Rash Driving,1333
2020,Thane,Offences relating to Elections,0
2020,Thane,Disobedience to order duly promulgated by Public Servant,6738
2020,Thane,Offences relating to Adulteration or Sale of Food/Drugs,26
2020,Thane,Sale of obscene Books/Objects,2
2020,Thane,Obscene Acts and Songs at Public Places,48
2020,Thane,Offences relating to Religion,16
2020,Thane,Circulate False/Fake News/Rumours,4
2020,Wardha,Arson,18
2020,Wardha,Incidence of Rash Driving,425
2020,Wardha,Offences relating to Elections,0
2020,Wardha,Disobedience to order duly promulgated by Public Servant,206
2020,Wardha,Offences relating to Adulteration or Sale of Food/Drugs,0
2020,Wardha,Sale of obscene Books/Objects,0
2020,Wardha,Obscene Acts and Songs at Public Places,451
2020,Wardha,Offences relating to Religion,7
2020,Wardha,Circulate False/Fake News/Rumours,1
2020,Washim,Arson,28
2020,Washim,Incidence of Rash Driving,151
2020,Washim,Offences relating to Elections,0
2020,Washim,Disobedience to order duly promulgated by Public Servant,2874
2020,Washim,Offences relating to Adulteration or Sale of Food/Drugs,0
2020,Washim,Sale of obscene Books/Objects,0
2020,Washim,Obscene Acts and Songs at Public Places,263
2020,Washim,Offences relating to Religion,10
2020,Washim,Circulate False/Fake News/Rumours,0
2020,Yavatmal,Arson,31
2020,Yavatmal,Incidence of Rash Driving,425
2020,Yavatmal,Offences relating to Elections,0
2020,Yavatmal,Disobedience to order duly promulgated by Public Servant,1292
2020,Yavatmal,Offences relating to Adulteration or Sale of Food/Drugs,0
2020,Yavatmal,Sale of obscene Books/Objects,0
2020,Yavatmal,Obscene Acts and Songs at Public Places,265
2020,Yavatmal,Offences relating to Religion,10
2020,Yavatmal,Circulate False/Fake News/Rumours,0
2021,Ahilyanagar,Arson,0
2021,Ahilyanagar,Incidence of Rash Driving,690
2021,Ahilyanagar,Offences relating to Elections,0
2021,Ahilyanagar,Disobedience to order duly promulgated by Public Servant,483
2021,Ahilyanagar,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Ahilyanagar,Sale of obscene Books/Objects,0
2021,Ahilyanagar,Obscene Acts and Songs at Public Places,0
2021,Ahilyanagar,Offences relating to Religion,0
2021,Ahilyanagar,Circulate False/Fake News/Rumours,0
2021,Akola,Arson,23
2021,Akola,Incidence of Rash Driving,248
2021,Akola,Offences relating to Elections,0
2021,Akola,Disobedience to order duly promulgated by Public Servant,5884
2021,Akola,Offences relating to Adulteration or Sale of Food/Drugs,0
2021,Akola,Sale of obscene Books/Objects,5
2021,Akola,Obscene Acts and Songs at Public Places,178
2021,Akola,Offences relating to Religion,12
2021,Akola,Circulate False/Fake News/Rumours,0
2021,Amravati,Arson,57
2021,Amravati,Incidence of Rash Driving,670
2021,Amravati,Offences relating to Elections,0
2021,Amravati,Disobedience to order duly promulgated by Public Servant,7063
