Year,District,Select Offense Under,Cases
2018,Latur,Prohibition Act (State),2397
2018,Latur,Indian Railways Act,0
2018,Latur,Essential Commodities Act,14
2018,Latur,"The Antiques and Art Treasures Act, 1972",0
2018,Latur,"The Copy Right Act, 1957",70
2018,Latur,"The Information Technology Act, 2000",51
2018,Latur,"The Electricity Act, 2003",382
2018,Latur,Wildlife Protection Act,5
2018,Latur,Environmental (Protection) Act,10
2018,Latur,The Air & The Water Prevention & Control of Pollution Act,0
2018,Latur,Railway Property (Unlawful Possession) Act,0
2018,Latur,"The Prevention of Damage to Public Property Act, 1984",42
2018,Latur,"The Transplantation of Human Organs Act, 1994",0
2018,Latur,"The Trade Marks Act, 1999",1
2018,Latur,"The Citizenship Act, 1955",0
2018,Latur,"The Representation of the People Act, 1951",0
2018,Latur,Crime Against Women and Related Acts,88
2018,Latur,Children Related Acts,1306
2018,Latur,Scheduled Castes and Scheduled Tribes Related Acts,11
2018,Latur,Information Technology/ Intellectual Property Related Acts,122
2018,Latur,"The Negotiable Instruments Act, 1881",0
2018,Latur,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2018,Latur,"Prevention of Corruption Act, 1988",22
2018,Latur,Finance & Economic Acts,30
2018,Latur,Environment & Pollution Related Acts,96
2018,Latur,Railway Related Acts,0
2018,Latur,Telegraph/ Cinematograph Acts,1
2018,Latur,"Food, Drugs and Essential Commodities Acts",14
2018,Latur,"The Mental Health Act, 1987",0
2018,Mumbai,"The Arms Act, 1959",505
2018,Mumbai,"The Narcotic Drugs & Psychotropic Substances Act, 1985",1193
2018,Mumbai,The Gambling Act,1815
2018,Mumbai,"The Excise Act, 1944",0
2018,Mumbai,Prohibition Act (State),2845
2018,Mumbai,Indian Railways Act,32
2018,Mumbai,Essential Commodities Act,26
2018,Mumbai,"The Antiques and Art Treasures Act, 1972",0
2018,Mumbai,"The Copy Right Act, 1957",2
2018,Mumbai,"The Information Technology Act, 2000",12
2018,Mumbai,"The Electricity Act, 2003",118
2018,Mumbai,Wildlife Protection Act,0
2018,Mumbai,Environmental (Protection) Act,9
2018,Mumbai,The Air & The Water Prevention & Control of Pollution Act,0
2018,Mumbai,Railway Property (Unlawful Possession) Act,0
2018,Mumbai,"The Prevention of Damage to Public Property Act, 1984",79
2018,Mumbai,"The Transplantation of Human Organs Act, 1994",0
2018,Mumbai,"The Trade Marks Act, 1999",0
2018,Mumbai,"The Citizenship Act, 1955",0
2018,Mumbai,"The Representation of the People Act, 1951",0
2018,Mumbai,Crime Against Women and Related Acts,23
2018,Mumbai,Children Related Acts,242
2018,Mumbai,Scheduled Castes and Scheduled Tribes Related Acts,0
2018,Mumbai,Information Technology/ Intellectual Property Related Acts,14
2018,Mumbai,"The Negotiable Instruments Act, 1881",0
2018,Mumbai,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2018,Mumbai,"Prevention of Corruption Act, 1988",26
2018,Mumbai,Finance & Economic Acts,26
2018,Mumbai,Environment & Pollution Related Acts,31
2018,Mumbai,Railway Related Acts,32
2018,Mumbai,Telegraph/ Cinematograph Acts,0
2018,Mumbai,"Food, Drugs and Essential Commodities Acts",26
2018,Mumbai,"The Mental Health Act, 1987",0
2018,Nagpur,"The Arms Act, 1959",18
2018,Nagpur,"The Narcotic Drugs & Psychotropic Substances Act, 1985",4
2018,Nagpur,The Gambling Act,737
2018,Nagpur,"The Excise Act, 1944",0
2018,Nagpur,Prohibition Act (State),3476
2018,Nagpur,Indian Railways Act,0
2018,Nagpur,Essential Commodities Act,7
2018,Nagpur,"The Antiques and Art Treasures Act, 1972",0
2018,Nagpur,"The Copy Right Act, 1957",0
2018,Nagpur,"The Information Technology Act, 2000",6
2018,Nagpur,"The Electricity Act, 2003",116
2018,Nagpur,Wildlife Protection Act,0
2018,Nagpur,Environmental (Protection) Act,0
2018,Nagpur,The Air & The Water Prevention & Control of Pollution Act,0
2018,Nagpur,Railway Property (Unlawful Possession) Act,0
2018,Nagpur,"The Prevention of Damage to Public Property Act, 1984",11
2018,Nagpur,"The Transplantation of Human Organs Act, 1994",0
2018,Nagpur,"The Trade Marks Act, 1999",0
2018,Nagpur,"The Citizenship Act, 1955",0
2018,Nagpur,"The Representation of the People Act, 1951",0
2018,Nagpur,Crime Against Women and Related Acts,4
2018,Nagpur,Children Related Acts,133
2018,Nagpur,Scheduled Castes and Scheduled Tribes Related Acts,0
2018,Nagpur,Information Technology/ Intellectual Property Related Acts,6
2018,Nagpur,"The Negotiable Instruments Act, 1881",0
2018,Nagpur,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2018,Nagpur,"Prevention of Corruption Act, 1988",9
2018,Nagpur,Finance & Economic Acts,9
2018,Nagpur,Environment & Pollution Related Acts,0
2018,Nagpur,Railway Related Acts,0
2018,Nagpur,Telegraph/ Cinematograph Acts,0
2018,Nagpur,"Food, Drugs and Essential Commodities Acts",7
2018,Nagpur,"The Mental Health Act, 1987",0
2018,Nanded,"The Arms Act, 1959",53
2018,Nanded,"The Narcotic Drugs & Psychotropic Substances Act, 1985",5
2018,Nanded,The Gambling Act,713
2018,Nanded,"The Excise Act, 1944",0
2018,Nanded,Prohibition Act (State),1776
2018,Nanded,Indian Railways Act,0
2018,Nanded,Essential Commodities Act,19
2018,Nanded,"The Antiques and Art Treasures Act, 1972",0
2018,Nanded,"The Copy Right Act, 1957",17
2018,Nanded,"The Information Technology Act, 2000",4
2018,Nanded,"The Electricity Act, 2003",25
2018,Nanded,Wildlife Protection Act,0
2018,Nanded,Environmental (Protection) Act,0
2018,Nanded,The Air & The Water Prevention & Control of Pollution Act,0
2018,Nanded,Railway Property (Unlawful Possession) Act,0
2018,Nanded,"The Prevention of Damage to Public Property Act, 1984",20
2018,Nanded,"The Transplantation of Human Organs Act, 1994",0
2018,Nanded,"The Trade Marks Act, 1999",0
2018,Nanded,"The Citizenship Act, 1955",0
2018,Nanded,"The Representation of the People Act, 1951",0
2018,Nanded,Crime Against Women and Related Acts,1
2018,Nanded,Children Related Acts,100
2018,Nanded,Scheduled Castes and Scheduled Tribes Related Acts,13
2018,Nanded,Information Technology/ Intellectual Property Related Acts,21
2018,Nanded,"The Negotiable Instruments Act, 1881",0
2018,Nanded,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2018,Nanded,"Prevention of Corruption Act, 1988",32
2018,Nanded,Finance & Economic Acts,34
2018,Nanded,Environment & Pollution Related Acts,1
2018,Nanded,Railway Related Acts,0
2018,Nanded,Telegraph/ Cinematograph Acts,0
2018,Nanded,"Food, Drugs and Essential Commodities Acts",19
2018,Nanded,"The Mental Health Act, 1987",0
2018,Nandurbar,"The Arms Act, 1959",65
2018,Nandurbar,"The Narcotic Drugs & Psychotropic Substances Act, 1985",10
2018,Nandurbar,The Gambling Act,593
2018,Nandurbar,"The Excise Act, 1944",0
2018,Nandurbar,Prohibition Act (State),1129
2018,Nandurbar,Indian Railways Act,0
2018,Nandurbar,Essential Commodities Act,9
2018,Nandurbar,"The Antiques and Art Treasures Act, 1972",0
2018,Nandurbar,"The Copy Right Act, 1957",0
2018,Nandurbar,"The Information Technology Act, 2000",12
2018,Nandurbar,"The Electricity Act, 2003",50
2018,Nandurbar,Wildlife Protection Act,0
2018,Nandurbar,Environmental (Protection) Act,2
2018,Nandurbar,The Air & The Water Prevention & Control of Pollution Act,0
2018,Nandurbar,Railway Property (Unlawful Possession) Act,0
2018,Nandurbar,"The Prevention of Damage to Public Property Act, 1984",11
2018,Nandurbar,"The Transplantation of Human Organs Act, 1994",0
2018,Nandurbar,"The Trade Marks Act, 1999",0
2018,Nandurbar,"The Citizenship Act, 1955",0
2018,Nandurbar,"The Representation of the People Act, 1951",0
2018,Nandurbar,Crime Against Women and Related Acts,9
2018,Nandurbar,Children Related Acts,124
2018,Nandurbar,Scheduled Castes and Scheduled Tribes Related Acts,0
2018,Nandurbar,Information Technology/ Intellectual Property Related Acts,12
2018,Nandurbar,"The Negotiable Instruments Act, 1881",0
2018,Nandurbar,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2018,Nandurbar,"Prevention of Corruption Act, 1988",25
2018,Nandurbar,Finance & Economic Acts,25
2018,Nandurbar,Environment & Pollution Related Acts,60
2018,Nandurbar,Railway Related Acts,0
2018,Nandurbar,Telegraph/ Cinematograph Acts,0
2018,Nandurbar,"Food, Drugs and Essential Commodities Acts",9
2018,Nandurbar,"The Mental Health Act, 1987",0
2018,Nasik,"The Arms Act, 1959",19
2018,Nasik,"The Narcotic Drugs & Psychotropic Substances Act, 1985",44
2018,Nasik,The Gambling Act,77
2018,Nasik,"The Excise Act, 1944",0
2018,Nasik,Prohibition Act (State),363
2018,Nasik,Indian Railways Act,0
2018,Nasik,Essential Commodities Act,3
2018,Nasik,"The Antiques and Art Treasures Act, 1972",0
2018,Nasik,"The Copy Right Act, 1957",5
2018,Nasik,"The Information Technology Act, 2000",6
2018,Nasik,"The Electricity Act, 2003",62
2018,Nasik,Wildlife Protection Act,2
2018,Nasik,Environmental (Protection) Act,0
2018,Nasik,The Air & The Water Prevention & Control of Pollution Act,0
2018,Nasik,Railway Property (Unlawful Possession) Act,0
2018,Nasik,"The Prevention of Damage to Public Property Act, 1984",1
2018,Nasik,"The Transplantation of Human Organs Act, 1994",0
2018,Nasik,"The Trade Marks Act, 1999",0
2018,Nasik,"The Citizenship Act, 1955",0
2018,Nasik,"The Representation of the People Act, 1951",0
2018,Nasik,Crime Against Women and Related Acts,17
2018,Nasik,Children Related Acts,168
2018,Nasik,Scheduled Castes and Scheduled Tribes Related Acts,2
2018,Nasik,Information Technology/ Intellectual Property Related Acts,11
2018,Nasik,"The Negotiable Instruments Act, 1881",0
2018,Nasik,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2018,Nasik,"Prevention of Corruption Act, 1988",16
2018,Nasik,Finance & Economic Acts,17
2018,Nasik,Environment & Pollution Related Acts,9
2018,Nasik,Railway Related Acts,0
2018,Nasik,Telegraph/ Cinematograph Acts,0
2018,Nasik,"Food, Drugs and Essential Commodities Acts",3
2018,Nasik,"The Mental Health Act, 1987",0
2018,Dharashiv,"The Arms Act, 1959",4
2018,Dharashiv,"The Narcotic Drugs & Psychotropic Substances Act, 1985",0
2018,Dharashiv,The Gambling Act,659
2018,Dharashiv,"The Excise Act, 1944",0
2018,Dharashiv,Prohibition Act (State),1024
2018,Dharashiv,Indian Railways Act,0
2018,Dharashiv,Essential Commodities Act,5
2018,Dharashiv,"The Antiques and Art Treasures Act, 1972",0
2018,Dharashiv,"The Copy Right Act, 1957",2
2018,Dharashiv,"The Information Technology Act, 2000",4
2018,Dharashiv,"The Electricity Act, 2003",33
2018,Dharashiv,Wildlife Protection Act,0
2018,Dharashiv,Environmental (Protection) Act,0
2018,Dharashiv,The Air & The Water Prevention & Control of Pollution Act,0
2018,Dharashiv,Railway Property (Unlawful Possession) Act,0
2018,Dharashiv,"The Prevention of Damage to Public Property Act, 1984",4
2018,Dharashiv,"The Transplantation of Human Organs Act, 1994",0
2018,Dharashiv,"The Trade Marks Act, 1999",0
2018,Dharashiv,"The Citizenship Act, 1955",0
2018,Dharashiv,"The Representation of the People Act, 1951",3
2018,Dharashiv,Crime Against Women and Related Acts,1
2018,Dharashiv,Children Related Acts,83
2018,Dharashiv,Scheduled Castes and Scheduled Tribes Related Acts,6
2018,Dharashiv,Information Technology/ Intellectual Property Related Acts,6
2018,Dharashiv,"The Negotiable Instruments Act, 1881",0
2018,Dharashiv,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2018,Dharashiv,"Prevention of Corruption Act, 1988",30
2018,Dharashiv,Finance & Economic Acts,30
2018,Dharashiv,Environment & Pollution Related Acts,0
2018,Dharashiv,Railway Related Acts,0
2018,Dharashiv,Telegraph/ Cinematograph Acts,0
2018,Dharashiv,"Food, Drugs and Essential Commodities Acts",5
2018,Dharashiv,"The Mental Health Act, 1987",0
2018,Palghar,"The Arms Act, 1959",18
2018,Palghar,"The Narcotic Drugs & Psychotropic Substances Act, 1985",79
2018,Palghar,The Gambling Act,78
2018,Palghar,"The Excise Act, 1944",0
2018,Palghar,Prohibition Act (State),914
2018,Palghar,Indian Railways Act,0
2018,Palghar,Essential Commodities Act,13
2018,Palghar,"The Antiques and Art Treasures Act, 1972",0
2018,Palghar,"The Copy Right Act, 1957",10
2018,Palghar,"The Information Technology Act, 2000",17
2018,Palghar,"The Electricity Act, 2003",41
2018,Palghar,Wildlife Protection Act,1
2018,Palghar,Environmental (Protection) Act,2
2018,Palghar,The Air & The Water Prevention & Control of Pollution Act,1
2018,Palghar,Railway Property (Unlawful Possession) Act,0
2018,Palghar,"The Prevention of Damage to Public Property Act, 1984",4
2018,Palghar,"The Transplantation of Human Organs Act, 1994",0
2018,Palghar,"The Trade Marks Act, 1999",0
2018,Palghar,"The Citizenship Act, 1955",0
2018,Palghar,"The Representation of the People Act, 1951",5
2018,Palghar,Crime Against Women and Related Acts,6
2018,Palghar,Children Related Acts,232
2018,Palghar,Scheduled Castes and Scheduled Tribes Related Acts,2
2018,Palghar,Information Technology/ Intellectual Property Related Acts,27
2018,Palghar,"The Negotiable Instruments Act, 1881",0
2018,Palghar,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2018,Palghar,"Prevention of Corruption Act, 1988",18
2018,Palghar,Finance & Economic Acts,21
2018,Palghar,Environment & Pollution Related Acts,26
2018,Palghar,Railway Related Acts,0
2018,Palghar,Telegraph/ Cinematograph Acts,0
2018,Palghar,"Food, Drugs and Essential Commodities Acts",25
2018,Palghar,"The Mental Health Act, 1987",0
2018,Parbhani,"The Arms Act, 1959",160
2018,Parbhani,"The Narcotic Drugs & Psychotropic Substances Act, 1985",94
2018,Parbhani,The Gambling Act,1082
2018,Parbhani,"The Excise Act, 1944",0
2018,Parbhani,Prohibition Act (State),2461
2018,Parbhani,Indian Railways Act,3
2018,Parbhani,Essential Commodities Act,28
2018,Parbhani,"The Antiques and Art Treasures Act, 1972",0
2018,Parbhani,"The Copy Right Act, 1957",27
2018,Parbhani,"The Information Technology Act, 2000",32
2018,Parbhani,"The Electricity Act, 2003",96
2018,Parbhani,Wildlife Protection Act,11
2018,Parbhani,Environmental (Protection) Act,0
2018,Parbhani,The Air & The Water Prevention & Control of Pollution Act,0
2018,Parbhani,Railway Property (Unlawful Possession) Act,0
2018,Parbhani,"The Prevention of Damage to Public Property Act, 1984",67
2018,Parbhani,"The Transplantation of Human Organs Act, 1994",0
2018,Parbhani,"The Trade Marks Act, 1999",0
2018,Parbhani,"The Citizenship Act, 1955",0
2018,Parbhani,"The Representation of the People Act, 1951",0
2018,Parbhani,Crime Against Women and Related Acts,20
2018,Parbhani,Children Related Acts,405
2018,Parbhani,Scheduled Castes and Scheduled Tribes Related Acts,25
2018,Parbhani,Information Technology/ Intellectual Property Related Acts,59
2018,Parbhani,"The Negotiable Instruments Act, 1881",0
2018,Parbhani,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2018,Parbhani,"Prevention of Corruption Act, 1988",60
2018,Parbhani,Finance & Economic Acts,60
2018,Parbhani,Environment & Pollution Related Acts,32
2018,Parbhani,Railway Related Acts,3
2018,Parbhani,Telegraph/ Cinematograph Acts,0
2018,Parbhani,"Food, Drugs and Essential Commodities Acts",31
2018,Parbhani,"The Mental Health Act, 1987",0
2018,Pune,"The Arms Act, 1959",198
2018,Pune,"The Narcotic Drugs & Psychotropic Substances Act, 1985",101
2018,Pune,The Gambling Act,1129
2018,Pune,"The Excise Act, 1944",0
2018,Pune,Prohibition Act (State),3777
2018,Pune,Indian Railways Act,3
2018,Pune,Essential Commodities Act,29
2018,Pune,"The Antiques and Art Treasures Act, 1972",0
2018,Pune,"The Copy Right Act, 1957",23
2018,Pune,"The Information Technology Act, 2000",56
2018,Pune,"The Electricity Act, 2003",188
2018,Pune,Wildlife Protection Act,11
2018,Pune,Environmental (Protection) Act,0
2018,Pune,The Air & The Water Prevention & Control of Pollution Act,0
2018,Pune,Railway Property (Unlawful Possession) Act,0
2018,Pune,"The Prevention of Damage to Public Property Act, 1984",77
2018,Pune,"The Transplantation of Human Organs Act, 1994",0
2018,Pune,"The Trade Marks Act, 1999",0
2018,Pune,"The Citizenship Act, 1955",0
2018,Pune,"The Representation of the People Act, 1951",0
2018,Pune,Crime Against Women and Related Acts,28
2018,Pune,Children Related Acts,587
2018,Pune,Scheduled Castes and Scheduled Tribes Related Acts,8
2018,Pune,Information Technology/ Intellectual Property Related Acts,79
2018,Pune,"The Negotiable Instruments Act, 1881",0
2018,Pune,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2018,Pune,"Prevention of Corruption Act, 1988",79
2018,Pune,Finance & Economic Acts,79
2018,Pune,Environment & Pollution Related Acts,36
2018,Pune,Railway Related Acts,3
2018,Pune,Telegraph/ Cinematograph Acts,0
2018,Pune,"Food, Drugs and Essential Commodities Acts",35
2018,Pune,"The Mental Health Act, 1987",0
2018,Raigad,"The Arms Act, 1959",6
2018,Raigad,"The Narcotic Drugs & Psychotropic Substances Act, 1985",6
2018,Raigad,The Gambling Act,84
2018,Raigad,"The Excise Act, 1944",0
2018,Raigad,Prohibition Act (State),243
2018,Raigad,Indian Railways Act,0
2018,Raigad,Essential Commodities Act,5
2018,Raigad,"The Antiques and Art Treasures Act, 1972",0
2018,Raigad,"The Copy Right Act, 1957",2
2018,Raigad,"The Information Technology Act, 2000",3
2018,Raigad,"The Electricity Act, 2003",19
2018,Raigad,Wildlife Protection Act,0
2018,Raigad,Environmental (Protection) Act,5
2018,Raigad,The Air & The Water Prevention & Control of Pollution Act,0
2018,Raigad,Railway Property (Unlawful Possession) Act,0
2018,Raigad,"The Prevention of Damage to Public Property Act, 1984",4
2018,Raigad,"The Transplantation of Human Organs Act, 1994",0
2018,Raigad,"The Trade Marks Act, 1999",0
2018,Raigad,"The Citizenship Act, 1955",0
2018,Raigad,"The Representation of the People Act, 1951",0
2018,Raigad,Crime Against Women and Related Acts,4
2018,Raigad,Children Related Acts,59
2018,Raigad,Scheduled Castes and Scheduled Tribes Related Acts,5
2018,Raigad,Information Technology/ Intellectual Property Related Acts,5
2018,Raigad,"The Negotiable Instruments Act, 1881",0
2018,Raigad,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2018,Raigad,"Prevention of Corruption Act, 1988",15
2018,Raigad,Finance & Economic Acts,15
2018,Raigad,Environment & Pollution Related Acts,5
2018,Raigad,Railway Related Acts,0
2018,Raigad,Telegraph/ Cinematograph Acts,0
2018,Raigad,"Food, Drugs and Essential Commodities Acts",5
2018,Raigad,"The Mental Health Act, 1987",0
2018,Ratnagiri,"The Arms Act, 1959",10
2018,Ratnagiri,"The Narcotic Drugs & Psychotropic Substances Act, 1985",10
2018,Ratnagiri,The Gambling Act,53
2018,Ratnagiri,"The Excise Act, 1944",0
2018,Ratnagiri,Prohibition Act (State),299
2018,Ratnagiri,Indian Railways Act,0
2018,Ratnagiri,Essential Commodities Act,1
2018,Ratnagiri,"The Antiques and Art Treasures Act, 1972",0
2018,Ratnagiri,"The Copy Right Act, 1957",1
2018,Ratnagiri,"The Information Technology Act, 2000",3
2018,Ratnagiri,"The Electricity Act, 2003",45
2018,Ratnagiri,Wildlife Protection Act,0
2018,Ratnagiri,Environmental (Protection) Act,0
2018,Ratnagiri,The Air & The Water Prevention & Control of Pollution Act,0
