District,Year,Taluka,Rape,Kidnapping and Abduction,Dowry Cases,Sexual Assault,Unethical Business,Other Crimes against Women,Murder (Womb),Murder (other),Child Rape,Kidnapping and Abduction (Children),Abandonment,Other Crimes against Children
Dhule,2019,Shirpur,5,1,0,21,0,48,0,0,6.0,16,1,4
Dhule,2019,Shindkheda,1,1,0,10,0,40,0,1,3.0,13,0,7
Dhule,2019,Sakri,2,0,0,34,0,34,0,0,4.0,16,0,5
Dhule,2019,Dhule,10,2,2,89,0,237,0,2,11.0,41,1,12
Dhule,2020,Shirpur,0,0,0,15,0,44,0,0,3.0,12,0,0
Dhule,2020,Shindkheda,0,1,1,15,0,42,1,0,4.0,15,0,6
Dhule,2020,Sakri,2,0,0,25,0,22,0,1,8.0,21,0,9
Dhule,2020,Dhule,3,2,1,56,1,170,0,1,6.0,35,0,13
Dhule,2021,Shirpur,1,13,0,9,0,45,0,0,3.0,13,0,2
Dhule,2021,Shindkheda,2,28,0,4,0,54,0,0,4.0,28,1,3
Dhule,2021,Sakri,0,29,0,8,0,31,0,1,8.0,29,0,1
Dhule,2021,Dhule,13,61,0,45,0,231,0,1,10.0,61,0,10
Gadchiroli,2018,Desaiganj,1,7,2,2,0,6,0,,3.0,6,,1
Gadchiroli,2018,Aarmori,1,5,1,0,0,6,0,,3.0,3,,0
Gadchiroli,2018,Kurkheda,2,5,1,0,0,10,1,,1.0,5,,0
Gadchiroli,2018,Korachi,0,2,1,0,0,2,0,,0.0,1,,1
Gadchiroli,2018,Dhanora,1,0,0,0,0,4,0,,2.0,1,,1
Gadchiroli,2018,Gadchiroli,2,13,3,2,0,34,0,,5.0,13,,3
Gadchiroli,2018,Chomoshi,3,6,3,1,0,21,0,,6.0,5,,4
Gadchiroli,2018,Mulchera,0,3,2,0,0,3,0,,1.0,2,,0
Gadchiroli,2018,Etapalli,1,2,0,0,0,5,0,,2.0,2,,0
Gadchiroli,2018,Bhamragad,1,0,0,0,0,4,0,,2.0,1,,0
Gadchiroli,2018,Aheri,2,4,1,0,0,6,0,,4.0,1,,2
Gadchiroli,2018,Sironcha,1,0,1,0,0,13,0,,1.0,0,,0
Gadchiroli,2019,Desaiganj,8,4,1,6,0,13,,,4.0,,,
Gadchiroli,2019,Aarmori,5,5,4,5,0,10,,,3.0,,,
Gadchiroli,2019,Kurkheda,5,8,3,9,0,9,,,3.0,,,
Gadchiroli,2019,Korachi,0,5,2,0,0,1,,,0.0,,,
Gadchiroli,2019,Dhanora,5,4,0,11,0,7,,,2.0,,,
Gadchiroli,2019,Gadchiroli,15,7,7,35,0,35,,,5.0,,,
Gadchiroli,2019,Chomoshi,18,23,5,33,0,54,,,18.0,,,
Gadchiroli,2019,Mulchera,4,0,4,1,0,4,,,4.0,,,
Gadchiroli,2019,Etapalli,3,1,2,2,0,6,,,3.0,,,
Gadchiroli,2019,Bhamragad,5,1,0,1,0,1,,,3.0,,,
Gadchiroli,2019,Aheri,6,4,3,6,0,13,,,4.0,,,
Gadchiroli,2019,Sironcha,6,5,0,4,0,13,,,3.0,,,
Gadchiroli,2020,Desaiganj,3,0,7,5,0,17,0,0,2.0,4,0,4
Gadchiroli,2020,Aarmori,1,0,2,5,0,10,0,0,1.0,4,0,5
Gadchiroli,2020,Kurkheda,0,0,1,6,0,8,0,0,1.0,4,0,0
Gadchiroli,2020,Korachi,0,0,0,0,0,3,0,0,2.0,0,0,0
Gadchiroli,2020,Dhanora,1,0,2,6,0,0,0,0,1.0,0,0,0
Gadchiroli,2020,Gadchiroli,3,0,3,7,0,44,0,0,4.0,3,0,5
Gadchiroli,2020,Chomoshi,2,0,5,11,0,33,0,0,11.0,4,0,2
Gadchiroli,2020,Mulchera,0,0,0,1,0,6,0,0,1.0,2,0,0
Gadchiroli,2020,Etapalli,1,0,0,2,0,2,0,0,1.0,0,0,0
Gadchiroli,2020,Bhamragad,0,0,0,1,0,0,0,0,2.0,0,0,0
Gadchiroli,2020,Aheri,0,0,6,2,0,4,0,0,0.0,1,0,0
Gadchiroli,2020,Sironcha,2,0,2,3,0,10,0,0,0.0,1,0,1
Gadchiroli,2021,Desaiganj,2,0,0,0,0,14,0,0,3.0,3,0,0
Gadchiroli,2021,Aarmori,1,0,0,0,0,7,0,0,9.0,9,0,0
Gadchiroli,2021,Kurkheda,0,0,0,0,0,21,0,0,6.0,0,0,0
Gadchiroli,2021,Korachi,0,0,0,0,0,10,0,0,2.0,3,0,0
Gadchiroli,2021,Dhanora,0,0,0,0,0,6,0,0,3.0,2,0,0
Gadchiroli,2021,Gadchiroli,5,0,0,0,0,87,0,0,6.0,10,0,0
Gadchiroli,2021,Chomoshi,1,0,0,0,0,27,0,0,14.0,8,0,0
Gadchiroli,2021,Mulchera,0,0,0,0,0,12,0,0,1.0,3,0,0
Gadchiroli,2021,Etapalli,1,0,0,0,0,1,0,0,0.0,0,0,0
Gadchiroli,2021,Bhamragad,1,0,0,0,0,0,0,0,1.0,2,0,0
Gadchiroli,2021,Aheri,0,0,0,1,0,9,0,0,6.0,5,0,0
Gadchiroli,2021,Sironcha,2,0,0,0,0,20,1,0,2.0,2,0,0
Gondia,2018,Tiroda,4,0,1,1,0,11,0,0,14.0,6,0,5
Gondia,2018,Goregaon,1,0,1,13,0,4,0,0,12.0,8,0,0
Gondia,2018,Gondia,14,28,10,52,0,40,1,2,14.0,22,1,7
Gondia,2018,Aamgaon,3,0,0,22,0,7,2,0,6.0,6,0,0
Gondia,2018,Salekasa,1,0,1,4,0,5,0,0,9.0,7,0,0
Gondia,2018,Sadak Arjuni,1,0,0,3,0,4,1,0,4.0,1,0,0
Gondia,2018,Arjuni Morgaon,2,3,0,12,0,2,0,0,8.0,5,0,0
Gondia,2018,Devari,4,1,1,5,0,3,0,0,7.0,4,0,1
Gondia,2019,Tiroda,2,0,0,8,0,6,0,0,18.0,12,0,0
Gondia,2019,Goregaon,2,0,1,8,0,3,0,0,2.0,4,0,1
Gondia,2019,Gondia,15,6,2,36,1,30,1,0,29.0,36,0,2
Gondia,2019,Aamgaon,2,0,0,12,0,4,0,0,14.0,10,0,1
Gondia,2019,Salekasa,1,0,0,3,0,3,0,0,1.0,5,0,0
Gondia,2019,Sa/Arguni,1,0,0,15,0,2,0,0,3.0,6,1,0
Gondia,2019,Arguni/Mor,3,0,0,5,0,1,0,0,5.0,7,0,1
Gondia,2019,Devari,2,0,0,7,0,1,0,0,3.0,10,1,0
Gondia,2020,Tiroda,1,0,1,9,0,5,0,0,9.0,9,0,1
Gondia,2020,Goregaon,1,0,1,10,0,2,0,0,3.0,3,0,0
Gondia,2020,Gondia,10,1,1,23,0,15,0,0,23.0,8,0,2
Gondia,2020,Aamgaon,2,0,0,8,0,4,0,0,5.0,3,0,0
Gondia,2020,Salekasa,3,0,0,2,0,2,1,0,3.0,7,0,0
Gondia,2020,Sa/Arguni,1,0,0,3,0,4,1,0,2.0,1,1,0
Gondia,2020,Arguni/Mor,1,0,0,6,0,1,0,0,7.0,3,0,0
Gondia,2020,Devari,1,1,0,4,0,1,0,0,0.0,2,1,0
Gondia,2021,Tiroda,6,0,0,19,0,9,0,1,13.0,11,0,5
Gondia,2021,Goregaon,2,0,0,7,0,3,0,0,1.0,5,0,2
Gondia,2021,Gondia,17,1,0,45,1,14,0,1,8.0,18,0,15
Gondia,2021,Aamgaon,2,0,0,8,0,8,0,0,5.0,6,0,4
Gondia,2021,Salekasa,3,0,0,7,0,11,0,0,1.0,10,0,4
Gondia,2021,Sa/Arguni,1,0,0,3,0,1,0,0,2.0,7,1,0
Gondia,2021,Arguni/Mor,1,0,0,1,0,0,0,0,3.0,3,0,2
Gondia,2021,Devari,0,0,0,8,0,2,0,0,3.0,3,0,2
Hingoli,2018,Sengaon,2, ,1, ,1,12, , ,5.0,3, ,5
Hingoli,2018,Hingoli,2, ,1, , ,35, ,1,4.0,6,1,10
Hingoli,2018,Aundha Na,2, ,1, , ,23, , ,4.0,1, ,2
Hingoli,2018,Kalamanuri,2, , , , ,26, , ,1.0,2, ,2
Hingoli,2018,Vasamat,3,2, , , ,21, , ,2.0,7, ,9
Hingoli,2019,Sengaon,2, ,1,4,1,12, ,1,5.0,1, , 
Hingoli,2019,Hingoli,1, , ,8, ,21, , ,5.0,5, ,3
Hingoli,2019,Aundha Na,3, ,1,2, ,9, , ,1.0,1, ,3
Hingoli,2019,Kalamanuri,1, , ,5, ,17, ,2,1.0,2,1,2
Hingoli,2019,Vasamat,1, , ,6, ,14, , ,1.0, , ,1
Hingoli,2020,Sengaon,3,1,3,12,1,9, , ,3.0,4, ,2
Hingoli,2020,Hingoli,5,0,1,20, ,29, ,1,4.0,10, ,4
Hingoli,2020,Aundha Na,2,1,0,7, ,4, , ,2.0,2, ,3
Hingoli,2020,Kalamanuri,2,0,0,2, ,11, , ,1.0,4,1,1
Hingoli,2020,Vasamat,3,1,3,26, ,44, , ,3.0,5, ,4
Hingoli,2021,Sengaon,0,0,0,15,0,13,0,0,1.0,2,0,0
Hingoli,2021,Hingoli,4,0,1,16,0,52,1,0,2.0,8,2,0
Hingoli,2021,Aundha Na,3,1,1,13,0,9,0,0,3.0,2,0,0
Hingoli,2021,Kalamanuri,2,0,1,8,1,18,0,0,2.0,6,1,0
Hingoli,2021,Vasamat,4,1,0,14,0,25,0,0,2.0,7,1,0
Jalna,2019,Bhokardan,2,1,3,26,,25,,,6.0,8,,
Jalna,2019,Jaffrabad,0,1,2,20,,21,,,3.0,3,,
Jalna,2019,Jalna,19,7,9,95,,121,,,8.0,56,,
Jalna,2019,Badnapur,3,0,3,20,,18,,1,2.0,5,,
Jalna,2019,Ambad,3,3,4,43,,35,,1,2.0,12,,
Jalna,2019,Ghansawangi,1,0,3,24,,26,,,2.0,5,,
Jalna,2019,Partur,2,1,3,20,,30,,,3.0,12,,
Jalna,2019,Mantha,3,2,2,19,,16,,,2.0,3,,
Jalna,2020,Bhokardan,1,0,6,23,1,26,  ,  ,2.0,7,  ,3
Jalna,2020,Jaffrabad,2,0,0,14,1,10,  ,  ,2.0,4,  ,1
Jalna,2020,Jalna,21,0,7,89,  ,96,  ,  ,6.0,40,  ,11
Jalna,2020,Badnapur,2,1,0,9,  ,13,  ,  ,0.0,3,  ,3
Jalna,2020,Ambad,5,1,6,20,  ,37,1,2,2.0,15,  ,2
Jalna,2020,Ghansawangi,4,0,4,19,  ,15,  ,  ,2.0,3,  ,2
Jalna,2020,Partur,4,0,9,31,  ,21,  ,  ,0.0,8,  ,2
Jalna,2020,Mantha,2,1,1,25,  ,5,  ,  ,0.0,5,  ,  
Jalna,2021,Bhokardan,8,  ,2,8,  ,  ,  ,  ,7.0,15,  ,
Jalna,2021,Jaffrabad,2,  ,1,2,  ,  ,  ,  ,5.0,2,  ,
Jalna,2021,Jalna,15,  ,2,15,  ,  ,  ,  ,9.0,34,  ,
Jalna,2021,Badnapur,3,  ,1,3,  ,  ,  ,  ,4.0,10,  ,
Jalna,2021,Ambad,4,  ,5,4,  ,  ,  ,  ,5.0,9,  ,
Jalna,2021,Ghansawangi,3,  ,1,3,  ,  ,  ,  ,3.0,6,  ,
Jalna,2021,Partur,3,  ,2,3,  ,  ,  ,  ,4.0,12,  ,
Jalna,2021,Mantha,1,  ,2,1,  ,  ,  ,1,1.0,6,  ,
Kolhapur,2018,Shahuwadi,8,0,1,4,0,10,0,0,7.0,0,0,1
Kolhapur,2018,Panhala,10,0,0,5,0,19,0,0,7.0,0,0,5
Kolhapur,2018,Hatkanangale,29,0,0,16,0,43,0,0,18.0,0,0,21
Kolhapur,2018,Shirol,9,0,1,10,0,13,0,0,4.0,0,0,3
Kolhapur,2018,Karveer,39,0,0,52,0,79,0,0,19.0,0,0,19
Kolhapur,2018,Gaganbavada,0,0,0,1,0,2,0,0,0.0,0,0,0
Kolhapur,2018,Radhanagari,3,0,0,4,0,1,0,0,2.0,0,0,4
Kolhapur,2018,Kagal,3,0,2,8,0,5,0,0,2.0,0,0,4
Kolhapur,2018,Bhudargad,1,0,1,0,0,6,0,0,1.0,0,0,1
Kolhapur,2018,Ajara,1,0,1,5,0,6,0,0,0.0,0,0,2
Kolhapur,2018,Gadhinglaj,2,0,0,9,0,9,0,0,1.0,0,0,4
Kolhapur,2018,Chandgad,2,0,0,0,0,10,0,0,1.0,0,0,0
Kolhapur,2019,Shahuwadi,3,0,1,19,0,8,0,1,2.0,10,0,0
Kolhapur,2019,Panhala,8,0,0,22,3,8,0,0,8.0,8,1,0
Kolhapur,2019,Hatkanangale,11,0,1,21,1,32,0,1,19.0,52,2,23
Kolhapur,2019,Shirol,5,5,1,15,1,10,0,0,4.0,23,0,3
Kolhapur,2019,Karveer,36,0,3,105,16,83,1,0,37.0,93,2,11
Kolhapur,2019,Gaganbavada,0,0,0,3,0,0,0,0,1.0,3,0,0
Kolhapur,2019,Radhanagari,1,0,0,4,0,3,0,0,3.0,11,0,0
Kolhapur,2019,Kagal,0,2,0,0,0,27,0,1,4.0,7,0,4
Kolhapur,2019,Bhudargad,0,0,0,0,1,2,0,1,2.0,4,0,1
Kolhapur,2019,Ajara,2,5,1,6,0,4,0,0,0.0,1,0,0
Kolhapur,2019,Gadhinglaj,3,0,0,13,0,18,0,0,2.0,7,0,4
Kolhapur,2019,Chandgad,1,5,0,11,0,2,0,0,1.0,1,0,1
Kolhapur,2020,Shahuwadi,2,0,0,22,0,5,0,0,6.0,9,0,2
Kolhapur,2020,Panhala,3,0,0,16,0,23,0,0,9.0,11,1,2
Kolhapur,2020,Hatkanangale,14,0,4,68,6,50,0,1,10.0,40,1,22
Kolhapur,2020,Shirol,3,0,2,24,1,15,0,0,5.0,13,1,3
Kolhapur,2020,Karveer,12,7,1,66,6,56,0,1,25.0,32,0,14
Kolhapur,2020,Gaganbavada,0,2,0,1,0,0,0,0,1.0,2,0,0
Kolhapur,2020,Radhanagari,4,0,0,7,0,8,0,0,4.0,3,0,3
Kolhapur,2020,Kagal,1,1,0,16,0,11,0,1,2.0,8,0,1
Kolhapur,2020,Bhudargad,1,0,0,6,0,2,0,0,1.0,0,0,1
Kolhapur,2020,Ajara,0,0,0,5,0,6,0,0,3.0,1,0,0
Kolhapur,2020,Gadhinglaj,3,0,0,14,0,9,0,1,2.0,4,0,3
Kolhapur,2020,Chandgad,1,0,0,20,0,3,0,0,3.0,6,0,4
Kolhapur,2021,Shahuwadi,5,0,0,23,0,3,0,1,6.0,6,1,2
Kolhapur,2021,Panhala,1,0,1,27,1,16,0,0,7.0,9,0,5
Kolhapur,2021,Hatkanangale,22,6,0,69,3,34,0,2,22.0,67,0,10
Kolhapur,2021,Shirol,4,1,0,18,0,23,0,1,12.0,20,0,8
Kolhapur,2021,Karveer,27,0,0,66,10,117,0,0,50.0,86,2,21
Kolhapur,2021,Gaganbavada,0,2,0,0,2,0,0,0,1.0,0,0,0
Kolhapur,2021,Radhanagari,4,0,1,0,0,2,0,0,5.0,3,1,5
Kolhapur,2021,Kagal,2,0,3,8,0,13,0,1,9.0,12,0,3
Kolhapur,2021,Bhudargad,0,0,0,2,0,1,0,0,0.0,2,0,1
Kolhapur,2021,Ajara,0,0,0,5,0,7,0,0,2.0,7,0,0
Kolhapur,2021,Gadhinglaj,4,7,0,16,1,9,0,0,3.0,3,0,0
Kolhapur,2021,Chandgad,3,0,0,16,0,8,0,0,2.0,4,0,6
Latur,2018,Latur,11,2,7,,,150, ,10,61.0,,,26
Latur,2018,Renapur,2, ,1,,,15, ,1,4.0,,,4
Latur,2018,Ahamadpur,2, ,2,,,43,1,2,10.0,,,2
Latur,2018,Jalkot,1, , ,,,17, ,2,2.0,,, 
Latur,2018,Chakur,3, ,2,,,33, ,3,9.0,,,4
Latur,2018,Shirur-Anantpal,1, , ,,,13, , ,1.0,,, 
Latur,2018,Aosa,4, ,1,,,68,2,6,12.0,,,2
Latur,2018,Nilanga,1, , ,,,33,3,2,5.0,,,1
Latur,2018,Devani,1,1,1,,,9,1, ,6.0,,,1
Latur,2018,Udgir,3, ,3,,,46, ,1,14.0,,,8
Latur,2019,Latur,11,,3,,1,157,1,1,10.0,85,1,17
Latur,2019,Renapur,2,1,1,,,16,,,,3,1,1
Latur,2019,Ahamadpur,2,,,,,35,2,,1.0,8,,5
Latur,2019,Jalkot,,,1,,,18,,1,2.0,,,1
Latur,2019,Chakur,,,,,,28,1,,2.0,8,,1
Latur,2019,Shirur-Anantpal,2,,2,,,13,,,1.0,6,1,
Latur,2019,Aosa,5,1,2,,,38,,,5.0,6,,3
Latur,2019,Nilanga,,,1,,,32,,,,9,,2
Latur,2019,Devani,,,,,,13,,,,5,,1
Latur,2019,Udgir,2,,,,,58,,,2.0,12,,7
Latur,2020,Latur,10,,7,,3,118,,,15.0,41,,7
Latur,2020,Renapur,1,,1,,,18,,,2.0,2,,
Latur,2020,Ahamadpur,4,1,,,,31,,,10.0,6,1,4
Latur,2020,Jalkot,,,,,,19,,,,1,,
Latur,2020,Chakur,3,,1,,,40,,1,1.0,4,,3
Latur,2020,Shirur-Anantpal,,,1,,,8,,,1.0,1,,
Latur,2020,Aosa,1,,,,,27,,1,2.0,5,,3
Latur,2020,Nilanga,,,1,,,29,,,,11,,1
Latur,2020,Devani,1,,,,,8,,,1.0,6,,
Latur,2020,Udgir,4,,,,,38,1,,4.0,14,,5
Latur,2021,Latur,13,,1,,5,206,,1,12.0,50,,
Latur,2021,Renapur,2,,1,,,25,,,1.0,2,,
Latur,2021,Ahamadpur,1,1,2,,,46,,,4.0,4,,
Latur,2021,Jalkot,,,,,,24,,,,1,,
Latur,2021,Chakur,2,,1,,,35,,,5.0,8,,1
Latur,2021,Shirur-Anantpal,,,,,,13,,,1.0,4,1,
Latur,2021,Aosa,1,1,,,1,65,,,5.0,10,,
Latur,2021,Nilanga,1,1,,,,33,,,1.0,6,,
Latur,2021,Devani,1,,,,,12,,,,1,,
Latur,2021,Udgir,7,,,,,69,,,2.0,15,,
Mumbai,2018,Mumbai City,161,248,123,224,34,1,2,1,111.0,279,3,30
Mumbai,2019,Mumbai City,161,248,123,224,34,1,2,1,111.0,279,3,30
Mumbai,2020,Mumbai City,748,680,280,2019,39,726,8,14,656.0,1342,8,283
Mumbai,2021,Mumbai City,410,190,297,2140,72,1029,2,11,623.0,1493,14,415
Nagpur,2018,Narkhed,4,9,1,13,0,1,0,0,4.0,9,0,5
Nagpur,2018,Katol,8,13,0,21,0,4,1,0,7.0,17,0,4
Nagpur,2018,Kalameshwar,4,12,0,16,1,2,0,0,1.0,16,0,8
Nagpur,2018,Sawner,23,25,0,43,0,11,0,0,14.0,28,0,10
Nagpur,2018,Parashivani,6,7,0,14,0,2,0,1,4.0,7,0,5
Nagpur,2018,Ramtech,19,5,0,21,0,1,0,0,5.0,7,0,7
Nagpur,2018,Mauda,7,19,0,20,0,5,0,0,4.0,20,0,4
Nagpur,2018,Kamathi,0,0,0,0,0,0,0,0,0.0,0,0,0
Nagpur,2018,Nagpur (Gra),17,9,0,11,0,5,0,0,8.0,10,0,4
Nagpur,2018,Nagpur (Sh),152,375,2,362,23,138,0,5,199.0,490,0,67
Nagpur,2018,Hingana,1,6,0,6,0,0,0,0,0.0,8,0,3
Nagpur,2018,Umred,7,6,1,16,0,5,0,0,6.0,9,0,5
Nagpur,2018,Kuhi,11,8,0,17,0,1,0,1,9.0,9,0,4
Nagpur,2018,Bhiwapur,3,1,0,7,0,2,0,0,2.0,1,0,12
Nagpur,2019,Narkhed,2,0,0,0,0,15,0,1,2.0,13,0,3
Nagpur,2019,Katol,2,1,0,0,0,18,0,0,7.0,11,0,11
Nagpur,2019,Kalameshwar,3,1,1,24,0,0,0,1,3.0,13,0,17
Nagpur,2019,Sawner,2,0,0,0,0,50,0,0,6.0,25,0,9
Nagpur,2019,Parashivani,6,1,0,0,0,16,0,0,2.0,3,0,4
Nagpur,2019,Ramtech,5,0,0,0,0,15,1,0,11.0,3,0,6
Nagpur,2019,Mauda,4,0,4,32,0,4,0,0,13.0,0,0,0
Nagpur,2019,Kamathi,2,0,0,0,0,20,0,0,7.0,7,0,3
Nagpur,2019,Nagpur (Gra),4,9,0,0,0,2,0,0,1.0,10,0,0
Nagpur,2019,Nagpur (Sh),193,380,5,339,19,313,0,4,101.0,515,4,152
Nagpur,2019,Hingana,2,1,0,0,0,4,0,0,6.0,1,0,2
Nagpur,2019,Umred,5,0,0,0,0,15,0,0,4.0,16,1,6
Nagpur,2019,Kuhi,7,1,0,0,0,19,0,0,5.0,6,0,4
Nagpur,2019,Bhiwapur,0,0,0,0,0,8,0,0,5.0,0,0,4
Nagpur,2020,Narkhed,1,0,2,0,0,9,0,0,5.0,7,0,1
Nagpur,2020,Katol,3,0,0,0,0,3,0,0,11.0,14,0,0
Nagpur,2020,Kalameshwar,0,0,1,0,0,7,0,0,7.0,18,0,1
Nagpur,2020,Sawner,4,0,4,0,0,5,0,0,3.0,16,0,2
Nagpur,2020,Parashivani,0,0,0,0,0,5,0,0,2.0,2,0,2
Nagpur,2020,Ramtech,5,0,1,0,0,2,0,0,7.0,9,0,0
Nagpur,2020,Mauda,3,0,4,0,0,5,0,0,5.0,13,0,0
Nagpur,2020,Kamathi,11,14,1,12,1,3,0,0,14.0,23,1,6
Nagpur,2020,Nagpur (Gra),1,0,1,0,0,6,0,0,1.0,5,0,0
Nagpur,2020,Nagpur (Sh),166,324,7,307,14,36,0,2,90.0,282,8,155
Nagpur,2020,Hingana,5,10,0,7,0,5,0,0,7.0,17,0,4
Nagpur,2020,Umred,0,0,0,0,0,4,0,1,5.0,8,0,1
Nagpur,2020,Kuhi,5,0,0,0,0,5,0,0,10.0,7,0,1
Nagpur,2020,Bhiwapur,2,0,1,0,0,1,0,0,0.0,1,0,0
Nagpur,2021,Narkhed,1,0,0,0,0,1,0,0,6.0,1,0,0
Nagpur,2021,Katol,3,0,0,0,0,10,0,0,13.0,16,0,1
Nagpur,2021,Kalameshwar,2,0,0,0,0,3,0,0,4.0,12,0,0
Nagpur,2021,Sawner,9,0,0,0,0,12,0,0,10.0,17,0,1
Nagpur,2021,Parashivani,2,0,0,0,0,1,0,0,2.0,4,0,0
Nagpur,2021,Ramtech,6,0,0,0,1,7,0,1,5.0,17,1,0
Nagpur,2021,Mauda,2,0,0,0,0,3,0,0,5.0,8,0,0
Nagpur,2021,Kamathi,1,0,1,0,1,1,0,0,2.0,7,0,0
Nagpur,2021,Nagpur (Gra),0,0,0,0,0,0,0,0,0.0,0,0,0
Nagpur,2021,Nagpur (Sh),250,412,169,347,18,73,0,1,108.0,412,2,106
Nagpur,2021,Hingana,4,0,1,0,0,5,0,0,5.0,12,0,0
Nagpur,2021,Umred,6,0,0,0,0,2,0,0,5.0,4,0,1
Nagpur,2021,Kuhi,1,0,1,0,0,1,0,0,6.0,8,0,0
Nagpur,2021,Bhiwapur,0,0,0,0,0,2,0,0,5.0,5,0,0
Nanded,2018,Mahur,4,2,0,18,0,7,0,0,2.0,2,0,2
Nanded,2018,Kinvat,10,8,2,16,0,10,0,0,5.0,9,1,8
Nanded,2018,Himalay Nagar,4,5,1,8,0,10,0,0,3.0,7,0,3
Nanded,2018,Hadgaon,6,7,1,22,0,23,0,1,2.0,11,0,11
Nanded,2018,Andhrapur,3,4,0,7,0,11,0,1,3.0,4,1,1
Nanded,2018,Nanded,31,43,7,65,0,131,0,0,15.0,72,6,13
Nanded,2018,Mudkhed,2,3,0,10,0,8,0,0,1.0,4,0,0
Nanded,2018,Bhokar,4,3,2,13,0,13,0,0,2.0,7,1,3
Nanded,2018,Umari,2,3,1,6,0,3,0,0,1.0,2,0,1
Nanded,2018,Dharmabad,1,1,0,5,0,7,0,0,0.0,4,1,0
Nanded,2018,Biloli,5,2,0,7,0,7,0,0,3.0,2,0,2
Nanded,2018,Naygaon,3,2,0,6,0,11,0,0,2.0,3,0,1
Nanded,2018,Loha,6,6,1,12,0,13,0,0,4.0,5,0,3
Nanded,2018,Kandhar,10,12,0,10,0,19,0,1,4.0,12,0,0
Nanded,2018,Mukhed,2,8,0,18,0,26,0,0,2.0,9,0,0
Nanded,2018,Deglur,5,1,1,8,0,15,0,0,2.0,2,0,5
Nanded,2019,Mahur,8,10,0,3,0,17,0,0,4.0,10,0,3
Nanded,2019,Kinvat,1,2,0,5,0,8,0,0,0.0,2,0,5
Nanded,2019,Himalay Nagar,3,0,1,2,0,9,0,1,2.0,0,0,2
Nanded,2019,Hadgaon,5,6,0,5,0,14,0,0,1.0,5,0,5
Nanded,2019,Andhrapur,3,3,0,0,0,3,0,0,2.0,3,0,0
Nanded,2019,Nanded,23,48,2,18,1,59,0,2,13.0,46,3,18
Nanded,2019,Mudkhed,4,2,0,1,0,5,0,0,3.0,2,0,1
Nanded,2019,Bhokar,2,7,0,2,0,13,0,0,2.0,5,1,2
Nanded,2019,Umari,3,2,0,1,0,7,0,0,1.0,1,0,1
Nanded,2019,Dharmabad,2,1,0,1,0,4,0,0,2.0,0,0,1
Nanded,2019,Biloli,3,4,0,1,0,7,0,1,2.0,4,0,1
Nanded,2019,Naygaon,7,2,0,2,0,1,0,0,5.0,2,0,2
Nanded,2019,Loha,12,10,1,3,0,20,0,0,9.0,5,0,3
Nanded,2019,Kandhar,3,7,0,0,0,3,0,0,2.0,4,1,0
Nanded,2019,Mukhed,5,10,1,2,0,30,0,1,1.0,8,1,2
Nanded,2019,Deglur,6,5,0,4,0,9,0,1,5.0,5,0,4
Nanded,2020,Mahur,4,17,0,11,0,0,0,0,4.0,2,0,0
Nanded,2020,Kinvat,4,2,0,47,0,0,0,0,1.0,1,0,0
Nanded,2020,Himalay Nagar,4,3,2,25,0,0,0,1,1.0,0,0,0
Nanded,2020,Hadgaon,3,16,0,30,0,0,0,0,5.0,3,0,0
Nanded,2020,Andhrapur,1,9,0,7,0,0,0,0,2.0,3,0,0
Nanded,2020,Nanded,24,71,0,115,0,0,0,1,7.0,27,0,0
Nanded,2020,Mudkhed,2,6,0,8,0,0,0,0,4.0,1,0,0
Nanded,2020,Bhokar,2,11,0,26,0,0,0,1,4.0,2,0,0
Nanded,2020,Umari,1,5,0,3,0,0,0,0,1.0,0,0,0
Nanded,2020,Dharmabad,2,2,0,17,0,0,0,0,4.0,0,0,0
Nanded,2020,Biloli,2,10,0,12,0,0,0,1,2.0,3,0,0
Nanded,2020,Naygaon,4,7,0,8,0,0,0,0,4.0,0,0,0
Nanded,2020,Loha,1,6,2,20,0,0,0,0,3.0,5,0,0
Nanded,2020,Kandhar,5,10,0,27,0,0,0,0,3.0,5,0,0
Nanded,2020,Mukhed,4,6,0,31,0,0,0,1,3.0,1,0,0
Nanded,2020,Deglur,3,16,1,33,0,0,0,2,3.0,2,0,0
Nanded,2021,Mahur,12,4,0,13,0,12,0,0,3.0,4,0,0
Nanded,2021,Kinvat,8,11,1,18,0,23,0,0,2.0,4,0,0
Nanded,2021,Himalay Nagar,1,1,1,6,0,9,0,1,0.0,4,0,0
Nanded,2021,Hadgaon,6,0,2,19,0,7,0,0,4.0,10,0,2
Nanded,2021,Andhrapur,4,5,0,8,0,9,0,3,2.0,5,0,0
Nanded,2021,Nanded,40,31,4,68,0,121,0,1,15.0,63,2,9
Nanded,2021,Mudkhed,4,4,0,10,0,4,0,0,3.0,3,0,0
Nanded,2021,Bhokar,3,0,1,27,0,16,0,0,3.0,6,0,1
Nanded,2021,Umari,0,1,0,7,0,8,0,0,4.0,1,0,0
Nanded,2021,Dharmabad,1,0,0,4,0,6,0,0,2.0,1,0,0
Nanded,2021,Biloli,0,0,0,10,0,15,0,0,4.0,0,0,0
Nanded,2021,Naygaon,2,1,0,9,0,3,0,0,2.0,1,0,0
Nanded,2021,Loha,5,7,2,14,0,17,0,0,4.0,5,0,0
Nanded,2021,Kandhar,7,2,1,20,0,13,0,0,5.0,2,0,0
