Year,District,Birth Place,Population,Male,Female,Rural Population,Rural Male,Rural Female,Urban Population,Urban Male,Urban Female
2011,Latur,Born in other districts of the state,211988,61765,150223,121284,23277,98007,90704,38488,52216
2011,Dharashiv,Born in the place of enumeration,976189,652612,323577,839593,569743,269850,136596,82869,53727
2011,Dharashiv,Born elsewhere in the district of enumeration,410157,133913,276244,337818,99255,238563,72339,34658,37681
2011,Dharashiv,Born in other districts of the state,243624,67715,175909,180260,43112,137148,63364,24603,38761
2011,Solapur,Born in the place of enumeration,2510459,1552309,958150,1567858,1033937,533921,942601,518372,424229
2011,Solapur,Born elsewhere in the district of enumeration,1204054,460912,743142,981024,359568,621456,223030,101344,121686
2011,Solapur,Born in other districts of the state,451433,160960,290473,303677,104463,199214,147756,56497,91259
2011,Satara,Born in the place of enumeration,1118481,753822,364659,920096,633820,286276,198385,120002,78383
2011,Satara,Born elsewhere in the district of enumeration,1333149,529271,803878,1133220,432964,700256,199929,96307,103622
2011,Satara,Born in other districts of the state,485601,193029,292572,345497,134589,210908,140104,58440,81664
2011,Ratnagiri,Born in the place of enumeration,806684,492724,313960,696070,430633,265437,110614,62091,48523
2011,Ratnagiri,Born elsewhere in the district of enumeration,608967,178960,430007,521987,140870,381117,86980,38090,48890
2011,Ratnagiri,Born in other districts of the state,156514,65346,91168,108199,44130,64069,48315,21216,27099
2011,Sindhudurg,Born in the place of enumeration,337467,228533,108934,295232,203514,91718,42235,25019,17216
2011,Sindhudurg,Born elsewhere in the district of enumeration,377994,130497,247497,342007,115171,226836,35987,15326,20661
2011,Sindhudurg,Born in other districts of the state,84351,35643,48708,68074,28138,39936,16277,7505,8772
2011,Kolhapur,Born in the place of enumeration,1621701,1054188,567513,1063203,731392,331811,558498,322796,235702
2011,Kolhapur,Born elsewhere in the district of enumeration,1485405,601323,884082,1176941,456507,720434,308464,144816,163648
2011,Kolhapur,Born in other districts of the state,405247,171167,234080,212501,86839,125662,192746,84328,108418
2011,Sangli,Born in the place of enumeration,1172189,762703,409486,847815,573220,274595,324374,189483,134891
2011,Sangli,Born elsewhere in the district of enumeration,993049,419953,573096,816362,335498,480864,176687,84455,92232
2011,Sangli,Born in other districts of the state,468618,177747,290871,328218,120978,207240,140400,56769,83631
