Year,District,Rural/Urban,Location,Tap,Handpump,Tubewell,Well,All Others
2011,Amravati,Rural,Near premises,104341,29791,1634,16221,2537
2011,Amravati,Rural,Within premises,190032,2216,2465,10476,0
2011,Amravati,Total,Away,35402,24129,1135,19632,2007
2011,Amravati,Total,Near premises,135656,40056,2516,18951,3724
2011,Amravati,Total,Within premises,325088,3283,7467,18400,0
2011,Amravati,Urban,Away,10169,4901,529,1223,633
2011,Amravati,Urban,Near premises,31315,10265,882,2730,1187
2011,Amravati,Urban,Within premises,135056,1067,5002,7924,0
2011,Chhatrapati Sambhaji Nagar,Rural,Away,15605,13283,3122,50394,5703
2011,Chhatrapati Sambhaji Nagar,Rural,Near premises,66276,26221,6155,59649,5698
2011,Chhatrapati Sambhaji Nagar,Rural,Within premises,118176,7719,9162,31957,0
2011,Chhatrapati Sambhaji Nagar,Total,Away,27794,16554,6379,52272,13411
2011,Chhatrapati Sambhaji Nagar,Total,Near premises,85414,31091,10141,62004,9361
2011,Chhatrapati Sambhaji Nagar,Total,Within premises,346639,11136,31094,33297,0
2011,Chhatrapati Sambhaji Nagar,Urban,Away,12189,3271,3257,1878,7708
2011,Chhatrapati Sambhaji Nagar,Urban,Near premises,19138,4870,3986,2355,3663
2011,Chhatrapati Sambhaji Nagar,Urban,Within premises,228463,3417,21932,1340,0
2011,Bhandara,Rural,Away,6402,24588,3492,15768,421
2011,Bhandara,Rural,Near premises,22457,47248,5745,23933,616
2011,Bhandara,Rural,Within premises,41553,6129,2983,21964,0
2011,Bhandara,Total,Away,8748,25565,4052,17048,587
2011,Bhandara,Total,Near premises,27899,48838,6504,25035,956
2011,Bhandara,Total,Within premises,68052,6510,7232,28747,0
2011,Bhandara,Urban,Away,2346,977,560,1280,166
2011,Bhandara,Urban,Near premises,5442,1590,759,1102,340
2011,Bhandara,Urban,Within premises,26499,381,4249,6783,0
2011,Beed,Rural,Away,11783,35260,12514,47936,6566
2011,Beed,Rural,Near premises,51144,68515,21704,47619,5412
2011,Beed,Rural,Within premises,90780,15340,17972,13569,0
2011,Beed,Total,Away,15042,36310,15043,49085,7408
2011,Beed,Total,Near premises,62614,69928,24822,48246,6751
2011,Beed,Total,Within premises,153273,16438,25675,14438,0
2011,Beed,Urban,Away,3259,1050,2529,1149,842
2011,Beed,Urban,Near premises,11470,1413,3118,627,1339
2011,Beed,Urban,Within premises,62493,1098,7703,869,0
2011,Buldana,Rural,Away,19648,26340,2483,58073,4479
2011,Buldana,Rural,Near premises,59040,42121,3728,46994,2336
2011,Buldana,Rural,Within premises,143937,7594,7950,20524,0
2011,Buldana,Total,Away,25418,31240,3531,60482,6502
2011,Buldana,Total,Near premises,72612,48774,4844,48839,3121
2011,Buldana,Total,Within premises,201400,8527,13564,24177,0
2011,Buldana,Urban,Away,5770,4900,1048,2409,2023
2011,Buldana,Urban,Near premises,13572,6653,1116,1845,785
2011,Buldana,Urban,Within premises,57463,933,5614,3653,0
2011,Chandrapur,Rural,Away,11066,41941,5212,39189,1406
2011,Chandrapur,Rural,Near premises,30569,74455,8347,46900,722
2011,Chandrapur,Rural,Within premises,57131,10504,11821,13380,0
2011,Chandrapur,Total,Away,21012,46971,6882,40653,2761
2011,Chandrapur,Total,Near premises,48718,83372,11326,49023,1612
2011,Chandrapur,Total,Within premises,145398,15311,34967,21606,0
2011,Chandrapur,Urban,Away,9946,5030,1670,1464,1355
2011,Chandrapur,Urban,Near premises,18149,8917,2979,2123,890
2011,Chandrapur,Urban,Within premises,88267,4807,23146,8226,0
2011,Dhule,Rural,Away,11650,5367,923,9882,2565
2011,Dhule,Rural,Near premises,82377,13434,1654,10244,2150
2011,Dhule,Rural,Within premises,148523,4010,1730,4406,0
2011,Dhule,Total,Away,15344,5592,1048,10473,3664
2011,Dhule,Total,Near premises,96708,13879,1887,10861,3217
2011,Dhule,Total,Within premises,230978,4108,3224,7717,0
2011,Dhule,Urban,Away,3694,225,125,591,1099
2011,Dhule,Urban,Near premises,14331,445,233,617,1067
2011,Dhule,Urban,Within premises,82455,98,1494,3311,0
2011,Gadchiroli,Rural,Away,4039,37959,1788,25043,1292
2011,Gadchiroli,Rural,Near premises,8052,50623,2585,39976,760
2011,Gadchiroli,Rural,Within premises,17665,5894,3227,20032,0
2011,Gadchiroli,Total,Away,5104,38945,1905,25494,1541
2011,Gadchiroli,Total,Near premises,9898,52341,2718,40584,984
2011,Gadchiroli,Total,Within premises,32918,6151,4102,23060,0
2011,Gadchiroli,Urban,Away,1065,986,117,451,249
2011,Gadchiroli,Urban,Near premises,1846,1718,133,608,224
2011,Gadchiroli,Urban,Within premises,15253,257,875,3028,0
2011,Gondia,Rural,Away,2369,32501,2872,17499,221
2011,Gondia,Rural,Near premises,11164,63755,5405,39268,348
2011,Gondia,Rural,Within premises,17013,6718,3371,39298,0
2011,Gondia,Total,Away,3634,34841,3550,19302,321
2011,Gondia,Total,Near premises,14176,69997,6588,41972,477
2011,Gondia,Total,Within premises,32892,7191,7459,47031,0
2011,Gondia,Urban,Away,1265,2340,678,1803,100
2011,Gondia,Urban,Near premises,3012,6242,1183,2704,129
2011,Gondia,Urban,Within premises,15879,473,4088,7733,0
2011,Hingoli,Rural,Away,5452,15124,5236,23763,2481
2011,Hingoli,Rural,Near premises,20003,30705,9060,18766,1374
2011,Hingoli,Rural,Within premises,38515,9377,11566,3721,0
2011,Hingoli,Total,Away,6814,16745,6187,24333,3413
2011,Hingoli,Total,Near premises,22647,32776,9903,18969,1705
2011,Hingoli,Total,Within premises,52021,10392,17259,3877,0
2011,Hingoli,Urban,Away,1362,1621,951,570,932
2011,Hingoli,Urban,Near premises,2644,2071,843,203,331
2011,Hingoli,Urban,Within premises,13506,1015,5693,156,0
2011,Jalgaon,Rural,Away,34353,5724,1120,15303,5674
2011,Jalgaon,Rural,Near premises,153178,13909,2632,14625,8166
2011,Jalgaon,Rural,Within premises,351380,2750,3253,6247,0
2011,Jalgaon,Total,Away,45868,7313,1952,16020,7829
2011,Jalgaon,Total,Near premises,191507,16416,4591,16038,10607
2011,Jalgaon,Total,Within premises,553535,3913,7867,8201,0
2011,Jalgaon,Urban,Away,11515,1589,832,717,2155
2011,Jalgaon,Urban,Near premises,38329,2507,1959,1413,2441
2011,Jalgaon,Urban,Within premises,202155,1163,4614,1954,0
2011,Jalna,Rural,Away,9534,15468,2543,54569,4068
2011,Jalna,Rural,Near premises,42255,38329,4248,39415,3359
2011,Jalna,Rural,Within premises,75535,9377,8551,11312,0
2011,Jalna,Total,Away,11391,20343,5062,55923,7209
2011,Jalna,Total,Near premises,45883,41821,6475,40067,4247
2011,Jalna,Total,Within premises,103252,11056,23561,11826,0
2011,Jalna,Urban,Away,1857,4875,2519,1354,3141
2011,Jalna,Urban,Near premises,3628,3492,2227,652,888
2011,Jalna,Urban,Within premises,27717,1679,15010,514,0
2011,Kolhapur,Rural,Away,19765,4285,5496,8469,4117
2011,Kolhapur,Rural,Near premises,79094,10292,12829,17031,8042
2011,Kolhapur,Rural,Within premises,353111,4914,17235,11948,0
2011,Kolhapur,Total,Away,24428,4495,6497,8898,4618
2011,Kolhapur,Total,Near premises,106171,10763,14977,18250,10395
2011,Kolhapur,Total,Within premises,570994,5274,22757,12966,0
2011,Kolhapur,Urban,Away,4663,210,1001,429,501
2011,Kolhapur,Urban,Near premises,27077,471,2148,1219,2353
2011,Kolhapur,Urban,Within premises,217883,360,5522,1018,0
2011,Latur,Rural,Away,12491,16190,20409,22901,4758
2011,Latur,Rural,Near premises,51828,29731,32481,23757,4339
2011,Latur,Rural,Within premises,118757,5749,11634,4833,0
2011,Latur,Total,Away,15714,17019,22115,23714,6155
2011,Latur,Total,Near premises,61290,30609,35848,24444,5584
2011,Latur,Total,Within premises,199745,6303,20242,5367,0
2011,Latur,Urban,Away,3223,829,1706,813,1397
2011,Latur,Urban,Near premises,9462,878,3367,687,1245
2011,Latur,Urban,Within premises,80988,554,8608,534,0
2011,Mumbai,Rural,Away,0,0,0,0,0
2011,Mumbai,Rural,Near premises,0,0,0,0,0
2011,Mumbai,Rural,Within premises,0,0,0,0,0
2011,Mumbai,Total,Away,8241,566,50,192,1840
2011,Mumbai,Total,Near premises,76744,4630,87,145,3919
2011,Mumbai,Total,Within premises,538483,2236,138,467,0
2011,Mumbai,Urban,Away,8241,566,50,192,1840
2011,Mumbai,Urban,Near premises,76744,4630,87,145,3919
2011,Mumbai,Urban,Within premises,538483,2236,138,467,0
2011,Mumbai Suburban,Rural,Away,0,0,0,0,0
2011,Mumbai Suburban,Rural,Near premises,0,0,0,0,0
2011,Mumbai Suburban,Rural,Within premises,0,0,0,0,0
2011,Mumbai Suburban,Total,Away,48215,2694,1251,2914,16714
2011,Mumbai Suburban,Total,Near premises,348559,4180,2866,2360,32955
2011,Mumbai Suburban,Total,Within premises,1560098,1728,1389,1820,0
2011,Mumbai Suburban,Urban,Away,48215,2694,1251,2914,16714
2011,Mumbai Suburban,Urban,Near premises,348559,4180,2866,2360,32955
2011,Mumbai Suburban,Urban,Within premises,1560098,1728,1389,1820,0
2011,Nagpur,Rural,Away,14594,13977,1550,14215,1221
2011,Nagpur,Rural,Near premises,56719,31486,3329,25176,1256
2011,Nagpur,Rural,Within premises,136619,3946,4314,16166,0
2011,Nagpur,Total,Away,28884,22104,3693,20829,3762
2011,Nagpur,Total,Near premises,102057,51899,8555,38274,5235
2011,Nagpur,Total,Within premises,629734,7213,15372,58197,0
2011,Nagpur,Urban,Away,14290,8127,2143,6614,2541
2011,Nagpur,Urban,Near premises,45338,20413,5226,13098,3979
2011,Nagpur,Urban,Within premises,493115,3267,11058,42031,0
2011,Nanded,Rural,Away,23740,31316,27902,51333,12605
2011,Nanded,Rural,Near premises,74638,50971,32787,40537,4174
2011,Nanded,Rural,Within premises,94919,10882,23508,8312,0
2011,Nanded,Total,Away,31485,36296,32354,53136,14679
2011,Nanded,Total,Near premises,96871,55980,38142,41830,5678
2011,Nanded,Total,Within premises,180393,14457,45966,9036,0
2011,Nanded,Urban,Away,7745,4980,4452,1803,2074
2011,Nanded,Urban,Near premises,22233,5009,5355,1293,1504
2011,Nanded,Urban,Within premises,85474,3575,22458,724,0
2011,Nandurbar,Rural,Away,9788,17183,1140,8152,10574
2011,Nandurbar,Rural,Near premises,66576,49191,3065,8924,11814
2011,Nandurbar,Rural,Within premises,64935,14149,2754,2288,0
2011,Nandurbar,Total,Away,12092,17805,1877,8213,10926
2011,Nandurbar,Total,Near premises,74036,50189,5033,9024,12458
2011,Nandurbar,Total,Within premises,95415,14352,5792,2411,0
2011,Nandurbar,Urban,Away,2304,622,737,61,352
2011,Nandurbar,Urban,Near premises,7460,998,1968,100,644
2011,Nandurbar,Urban,Within premises,30480,203,3038,123,0
2011,Nashik,Rural,Away,14945,14873,2431,75051,9405
2011,Nashik,Rural,Near premises,91837,32060,7889,125278,9607
2011,Nashik,Rural,Within premises,162535,10996,10956,94114,0
2011,Nashik,Total,Away,33726,18300,8920,77154,12654
2011,Nashik,Total,Near premises,147535,35855,14355,128529,13342
2011,Nashik,Total,Within premises,564437,12413,15181,97892,0
2011,Nashik,Urban,Away,18781,3427,6489,2103,3249
2011,Nashik,Urban,Near premises,55698,3795,6466,3251,3735
2011,Nashik,Urban,Within premises,401902,1417,4225,3778,0
2011,Dharashiv,Rural,Away,11561,16280,13055,14198,4321
2011,Dharashiv,Rural,Near premises,49476,28658,24299,13027,7142
2011,Dharashiv,Rural,Within premises,93990,6461,7744,4604,0
2011,Dharashiv,Total,Away,15241,16999,14797,14470,5334
2011,Dharashiv,Total,Near premises,56421,29509,26182,13206,8056
2011,Dharashiv,Total,Within premises,125709,6600,11476,4760,0
2011,Dharashiv,Urban,Away,3680,719,1742,272,1013
2011,Dharashiv,Urban,Near premises,6945,851,1883,179,914
2011,Dharashiv,Urban,Within premises,31719,139,3732,156,0
2011,Parbhani,Rural,Away,7239,25925,6383,24414,3165
2011,Parbhani,Rural,Near premises,26545,46441,8616,19611,2890
2011,Parbhani,Rural,Within premises,53620,17530,9582,4102,0
2011,Parbhani,Total,Away,11942,29956,7660,25018,5860
2011,Parbhani,Total,Near premises,36142,52286,9635,19933,4331
2011,Parbhani,Total,Within premises,100360,31027,21495,4541,0
2011,Parbhani,Urban,Away,4703,4031,1277,604,2695
2011,Parbhani,Urban,Near premises,9597,5845,1019,322,1441
2011,Parbhani,Urban,Within premises,46740,13497,11913,439,0
2011,Pune,Rural,Away,19150,20334,8797,51380,11516
2011,Pune,Rural,Near premises,88945,36089,21112,75865,11781
2011,Pune,Rural,Within premises,274039,17888,54598,52620,0
2011,Pune,Total,Away,35771,20630,10269,52354,14474
2011,Pune,Total,Near premises,203184,37003,25786,77681,23533
2011,Pune,Total,Within premises,1435186,19096,66348,55292,0
2011,Pune,Urban,Away,16621,296,1472,974,2958
2011,Pune,Urban,Near premises,114239,914,4674,1816,11752
2011,Pune,Urban,Within premises,1161147,1208,11750,2672,0
2011,Raigad,Rural,Away,16163,7753,4135,31697,6640
2011,Raigad,Rural,Near premises,93821,14699,9670,33626,4864
2011,Raigad,Rural,Within premises,124156,4105,16743,8448,0
2011,Raigad,Total,Away,21646,8073,4445,32337,7267
2011,Raigad,Total,Near premises,115963,15493,10971,34896,6698
2011,Raigad,Total,Within premises,303108,4727,21308,9582,0
2011,Raigad,Urban,Away,5483,320,310,640,627
2011,Raigad,Urban,Near premises,22142,794,1301,1270,1834
2011,Raigad,Urban,Within premises,178952,622,4565,1134,0
2011,Ratnagiri,Rural,Away,15099,1089,1730,31951,11242
2011,Ratnagiri,Rural,Near premises,84249,2977,4344,38535,8936
2011,Ratnagiri,Rural,Within premises,97645,728,6216,28904,0
2011,Ratnagiri,Total,Away,16908,1103,1760,32942,11635
2011,Ratnagiri,Total,Near premises,87930,3034,4450,40256,9167
2011,Ratnagiri,Total,Within premises,133014,766,9844,40570,0
2011,Ratnagiri,Urban,Away,1809,14,30,991,393
2011,Ratnagiri,Urban,Near premises,3681,57,106,1721,231
2011,Ratnagiri,Urban,Within premises,35369,38,3628,11666,0
2011,Sangli,Rural,Away,14424,9451,7191,22709,3223
2011,Sangli,Rural,Near premises,46751,16497,16083,32178,5801
2011,Sangli,Rural,Within premises,198785,8977,26583,23926,0
2011,Sangli,Total,Away,19683,10326,8259,23215,4410
2011,Sangli,Total,Near premises,63926,18337,17514,32956,7370
2011,Sangli,Total,Within premises,310381,11527,32252,25071,0
2011,Sangli,Urban,Away,5259,875,1068,506,1187
2011,Sangli,Urban,Near premises,17175,1840,1431,778,1569
2011,Sangli,Urban,Within premises,111596,2550,5669,1145,0
2011,Satara,Rural,Away,15746,9076,3051,16492,5205
2011,Satara,Rural,Near premises,84300,22471,10364,27139,8269
2011,Satara,Rural,Within premises,264526,12037,21385,18126,0
2011,Satara,Total,Away,18743,9605,3495,17154,5826
2011,Satara,Total,Near premises,93681,23275,11201,28407,9441
2011,Satara,Total,Within premises,357606,13088,29083,19394,0
2011,Satara,Urban,Away,2997,529,444,662,621
2011,Satara,Urban,Near premises,9381,804,837,1268,1172
2011,Satara,Urban,Within premises,93080,1051,7698,1268,0
2011,Sindhudurg,Rural,Away,2882,398,830,22738,3244
2011,Sindhudurg,Rural,Near premises,9329,770,1324,42496,3773
2011,Sindhudurg,Rural,Within premises,42669,327,2954,46760,0
2011,Sindhudurg,Total,Away,3314,398,837,23796,3319
2011,Sindhudurg,Total,Near premises,9906,799,1377,45501,3890
2011,Sindhudurg,Total,Within premises,49727,439,3696,58120,0
2011,Sindhudurg,Urban,Away,432,0,7,1058,75
2011,Sindhudurg,Urban,Near premises,577,29,53,3005,117
2011,Sindhudurg,Urban,Within premises,7058,112,742,11360,0
2011,Solapur,Rural,Away,16906,30645,9453,43829,6227
2011,Solapur,Rural,Near premises,74750,58923,22724,66098,11034
2011,Solapur,Rural,Within premises,150268,22678,30944,39227,0
2011,Solapur,Total,Away,27402,34296,10368,44540,8750
2011,Solapur,Total,Near premises,133476,64485,24819,67044,15846
2011,Solapur,Total,Within premises,328820,24266,34774,40095,0
2011,Solapur,Urban,Away,10496,3651,915,711,2523
2011,Solapur,Urban,Near premises,58726,5562,2095,946,4812
2011,Solapur,Urban,Within premises,178552,1588,3830,868,0
2011,Thane,Rural,Away,8561,20821,7398,72486,7594
2011,Thane,Rural,Near premises,48241,53939,17304,92241,6652
2011,Thane,Rural,Within premises,127174,18489,26273,19224,0
2011,Thane,Total,Away,61272,25540,12090,78324,15282
2011,Thane,Total,Near premises,265031,69854,33239,99554,22215
2011,Thane,Total,Within premises,1638261,29714,45546,34694,0
2011,Thane,Urban,Away,52711,4719,4692,5838,7688
2011,Thane,Urban,Near premises,216790,15915,15935,7313,15563
2011,Thane,Urban,Within premises,1511087,11225,19273,15470,0
2011,Wardha,Rural,Away,8697,8582,862,10738,341
2011,Wardha,Rural,Near premises,36221,18740,1735,19160,800
2011,Wardha,Rural,Within premises,85400,3591,5584,9833,0
2011,Wardha,Total,Away,10856,11125,1159,11936,532
2011,Wardha,Total,Near premises,44507,23633,2624,22092,1234
2011,Wardha,Total,Within premises,136712,4357,11835,20078,0
2011,Wardha,Urban,Away,2159,2543,297,1198,191
2011,Wardha,Urban,Near premises,8286,4893,889,2932,434
2011,Wardha,Urban,Within premises,51312,766,6251,10245,0
2011,Washim,Rural,Away,8364,11018,1835,52405,1954
2011,Washim,Rural,Near premises,20977,14703,2053,34251,570
2011,Washim,Rural,Within premises,52300,2477,7364,7219,0
2011,Washim,Total,Away,10106,14127,2252,53972,2590
2011,Washim,Total,Near premises,24532,19101,2602,35144,802
2011,Washim,Total,Within premises,71479,2906,10603,7676,0
2011,Washim,Urban,Away,1742,3109,417,1567,636
2011,Washim,Urban,Near premises,3555,4398,549,893,232
2011,Washim,Urban,Within premises,19179,429,3239,457,0
2011,Yavatmal,Rural,Away,19597,39461,3166,91268,5950
2011,Yavatmal,Rural,Near premises,68668,62358,4681,71296,3118
2011,Yavatmal,Rural,Within premises,102621,12139,16117,12601,0
2011,Yavatmal,Total,Away,26404,43764,4062,93218,7432
2011,Yavatmal,Total,Near premises,84398,68410,5607,74637,3820
2011,Yavatmal,Total,Within premises,170635,13530,26077,18391,0
2011,Yavatmal,Urban,Away,6807,4303,896,1950,1482
2011,Yavatmal,Urban,Near premises,15730,6052,926,3341,702
2011,Yavatmal,Urban,Within premises,68014,1391,9960,5790,0
