Year,District,Birth Place,Population,Male,Female,Rural Population,Rural Male,Rural Female,Urban Population,Urban Male,Urban Female,Unnamed: 12,Unnamed: 13
2011,Chh. Sambhaji Nagar,Countries in Oceania,317,157,160,118,52,66,199,105,94,,
2011,Nashik,Countries in Asia beyond India,4958,2685,2273,1188,598,590,3770,2087,1683,,
2011,Nashik,Countries in Europe,197,95,102,77,37,40,120,58,62,,
2011,Nashik,Countries in Africa,606,281,325,224,93,131,382,188,194,,
2011,Nashik,Countries in the Americas,563,278,285,238,105,133,325,173,152,,
2011,Nashik,Countries in Oceania,61,29,32,9,4,5,52,25,27,,
2011,Thane,Countries in Asia beyond India,35980,19442,16538,2025,1072,953,33955,18370,15585,,
2011,Thane,Countries in Europe,609,290,319,33,11,22,576,279,297,,
2011,Thane,Countries in Africa,3786,2005,1781,223,97,126,3563,1908,1655,,
2011,Thane,Countries in the Americas,1431,734,697,80,46,34,1351,688,663,,
2011,Thane,Countries in Oceania,627,323,304,53,24,29,574,299,275,,
2011,Mumbai Suburban,Countries in Asia beyond India,47708,26274,21434,0,0,0,47708,26274,21434,,
2011,Mumbai Suburban,Countries in Europe,1607,764,843,0,0,0,1607,764,843,,
2011,Mumbai Suburban,Countries in Africa,3814,1833,1981,0,0,0,3814,1833,1981,,
2011,Mumbai Suburban,Countries in the Americas,4170,2157,2013,0,0,0,4170,2157,2013,,
2011,Mumbai Suburban,Countries in Oceania,306,153,153,0,0,0,306,153,153,,
2011,Mumbai,Countries in Asia beyond India,14998,8081,6917,0,0,0,14998,8081,6917,,
2011,Mumbai,Countries in Europe,819,382,437,0,0,0,819,382,437,,
2011,Mumbai,Countries in Africa,1522,695,827,0,0,0,1522,695,827,,
2011,Mumbai,Countries in the Americas,1639,816,823,0,0,0,1639,816,823,,
2011,Mumbai,Countries in Oceania,148,70,78,0,0,0,148,70,78,,
2011,Raigad,Countries in Asia beyond India,3615,1994,1621,1458,778,680,2157,1216,941,,
2011,Raigad,Countries in Europe,113,58,55,31,16,15,82,42,40,,
2011,Raigad,Countries in Africa,786,345,441,297,120,177,489,225,264,,
2011,Raigad,Countries in the Americas,286,132,154,89,43,46,197,89,108,,
2011,Raigad,Countries in Oceania,78,45,33,27,12,15,51,33,18,,
2011,Pune,Countries in Asia beyond India,26450,14366,12084,3616,1791,1825,22834,12575,10259,,
2011,Pune,Countries in Europe,1321,581,740,83,36,47,1238,545,693,,
2011,Pune,Countries in Africa,2678,1247,1431,597,247,350,2081,1000,1081,,
2011,Pune,Countries in the Americas,4200,2039,2161,548,239,309,3652,1800,1852,,
2011,Pune,Countries in Oceania,812,354,458,158,59,99,654,295,359,,
2011,Ahilyanagar,Countries in Asia beyond India,6599,2593,4006,4555,1707,2848,2044,886,1158,,
2011,Ahilyanagar,Countries in Europe,91,40,51,54,25,29,37,15,22,,
2011,Ahilyanagar,Countries in Africa,1628,603,1025,1061,385,676,567,218,349,,
2011,Ahilyanagar,Countries in the Americas,762,297,465,498,193,305,264,104,160,,
2011,Ahilyanagar,Countries in Oceania,252,84,168,157,48,109,95,36,59,,
2011,Beed,Countries in Asia beyond India,370,160,210,222,83,139,148,77,71,,
2011,Beed,Countries in Europe,16,9,7,15,8,7,1,1,0,,
2011,Beed,Countries in Africa,69,22,47,36,7,29,33,15,18,,
2011,Beed,Countries in the Americas,76,24,52,40,10,30,36,14,22,,
2011,Beed,Countries in Oceania,5,2,3,3,1,2,2,1,1,,
2011,Latur,Countries in Asia beyond India,252,124,128,128,58,70,124,66,58,,
2011,Latur,Countries in Europe,21,12,9,11,5,6,10,7,3,,
2011,Latur,Countries in Africa,52,24,28,14,6,8,38,18,20,,
2011,Latur,Countries in the Americas,295,168,127,205,126,79,90,42,48,,
2011,Latur,Countries in Oceania,15,8,7,7,1,6,8,7,1,,
2011,Dharashiv,Countries in Asia beyond India,271,127,144,184,83,101,87,44,43,,
2011,Dharashiv,Countries in Europe,16,9,7,15,8,7,1,1,0,,
2011,Dharashiv,Countries in Africa,27,6,21,20,4,16,7,2,5,,
2011,Dharashiv,Countries in the Americas,221,136,85,183,118,65,38,18,20,,
2011,Dharashiv,Countries in Oceania,86,45,41,66,32,34,20,13,7,,
2011,Solapur,Countries in Asia beyond India,1842,807,1035,1165,473,692,677,334,343,,
2011,Solapur,Countries in Europe,22,9,13,11,5,6,11,4,7,,
2011,Solapur,Countries in Africa,109,54,55,59,30,29,50,24,26,,
2011,Solapur,Countries in the Americas,239,109,130,140,54,86,99,55,44,,
2011,Solapur,Countries in Oceania,409,193,216,281,117,164,128,76,52,,
2011,Satara,Countries in Asia beyond India,1190,631,559,755,381,374,435,250,185,,
2011,Satara,Countries in Europe,28,12,16,14,6,8,14,6,8,,
2011,Satara,Countries in Africa,295,124,171,225,92,133,70,32,38,,
2011,Satara,Countries in the Americas,350,170,180,247,117,130,103,53,50,,
2011,Satara,Countries in Oceania,92,50,42,68,38,30,24,12,12,,
2011,Ratnagiri,Countries in Asia beyond India,1258,865,393,959,702,257,299,163,136,,
2011,Ratnagiri,Countries in Europe,17,12,5,11,8,3,6,4,2,,
2011,Ratnagiri,Countries in Africa,244,101,143,177,67,110,67,34,33,,
2011,Ratnagiri,Countries in the Americas,35,20,15,26,14,12,9,6,3,,
2011,Ratnagiri,Countries in Oceania,13,10,3,12,10,2,1,0,1,,
2011,Sindhudurg,Countries in Asia beyond India,589,340,249,484,284,200,105,56,49,,
2011,Sindhudurg,Countries in Europe,29,11,18,19,8,11,10,3,7,,
2011,Sindhudurg,Countries in Africa,89,42,47,77,35,42,12,7,5,,
2011,Sindhudurg,Countries in the Americas,100,68,32,81,57,24,19,11,8,,
2011,Sindhudurg,Countries in Oceania,18,4,14,16,4,12,2,0,2,,
2011,Kolhapur,Countries in Asia beyond India,1534,808,726,492,284,208,1042,524,518,,
2011,Kolhapur,Countries in Europe,64,27,37,37,12,25,27,15,12,,
2011,Kolhapur,Countries in Africa,78,29,49,40,14,26,38,15,23,,
2011,Kolhapur,Countries in the Americas,117,64,53,49,27,22,68,37,31,,
2011,Kolhapur,Countries in Oceania,11,4,7,3,1,2,8,3,5,,
2011,Sangli,Countries in Asia beyond India,650,344,306,259,141,118,391,203,188,,
2011,Sangli,Countries in Europe,42,16,26,19,5,14,23,11,12,,
2011,Sangli,Countries in Africa,113,45,68,74,32,42,39,13,26,,
2011,Sangli,Countries in the Americas,250,108,142,175,76,99,75,32,43,,
2011,Sangli,Countries in Oceania,30,6,24,18,3,15,12,3,9,,
