Year,District,Mother Tongue,Male,Female,Unnamed: 5,Unnamed: 6
2001,Nandurbar,Bengali,161.0,60.0,,
2001,Nandurbar,Bhili/Bhilodi,383241.0,387411.0,,
2001,Nandurbar,Dogri,5.0,10.0,,
2001,Nandurbar,English,6.0,4.0,,
2001,Nandurbar,Gondi,19.0,23.0,,
2001,Nandurbar,Gujarati,32202.0,31096.0,,
2001,Nandurbar,Halabi,3.0,3.0,,
2001,Nandurbar,Hindi,42285.0,38233.0,,
2001,Nandurbar,Ho,0.0,1.0,,
2001,Nandurbar,Kannada,38.0,28.0,,
2001,Nandurbar,Kashmiri,1.0,10.0,,
2001,Nandurbar,Khandeshi,86211.0,82306.0,,
2001,Nandurbar,Koch,1.0,0.0,,
2001,Nandurbar,Kolami,1.0,0.0,,
2001,Nandurbar,Konkani,20269.0,19712.0,,
2001,Nandurbar,Korku,62.0,54.0,,
2001,Nandurbar,Lahnda,1.0,0.0,,
2001,Nandurbar,Maithili,4.0,0.0,,
2001,Nandurbar,Malayalam,128.0,96.0,,
2001,Nandurbar,Manipuri,1.0,0.0,,
2001,Nandurbar,Marathi,59050.0,55099.0,,
2001,Nandurbar,Nepali,104.0,56.0,,
2001,Nandurbar,Oriya,52.0,18.0,,
2001,Nandurbar,Others,9105.0,9266.0,,
2001,Nandurbar,Paite,1.0,3.0,,
2001,Nandurbar,Punjabi,78.0,44.0,,
2001,Nandurbar,Sindhi,2703.0,2432.0,,
2001,Nandurbar,Tamang,0.0,2.0,,
2001,Nandurbar,Tamil,74.0,56.0,,
2001,Nandurbar,Telugu,1640.0,1575.0,,
2001,Nandurbar,Urdu,26058.0,20586.0,,
2001,Nashik,Adi,3.0,0.0,,
2001,Nashik,Anal,1.0,0.0,,
2001,Nashik,Arabic/Arbi,52.0,38.0,,
2001,Nashik,Assamese,179.0,19.0,,
2001,Nashik,Bengali,4469.0,2416.0,,
2001,Nashik,Bhili/Bhilodi,45656.0,45341.0,,
2001,Nashik,Bhotia,6.0,0.0,,
2001,Nashik,Bodo,11.0,0.0,,
2001,Nashik,Coorgi/Kodagu,2.0,2.0,,
2001,Nashik,Dimasa,2.0,0.0,,
2001,Nashik,Dogri,103.0,38.0,,
2001,Nashik,English,627.0,643.0,,
2001,Nashik,Gondi,582.0,518.0,,
2001,Nashik,Gujarati,22629.0,21070.0,,
2001,Nashik,Halabi,148.0,144.0,,
2001,Nashik,Hindi,162774.0,121013.0,,
2001,Nashik,Ho,13.0,6.0,,
2001,Nashik,Kannada,3541.0,2602.0,,
2001,Nashik,Kashmiri,38.0,28.0,,
2001,Nashik,Khandeshi,196315.0,187327.0,,
2001,Nashik,Kharia,3.0,3.0,,
2001,Nashik,Khasi,6.0,10.0,,
2001,Nashik,Konda,10.0,0.0,,
2001,Nashik,Konkani,53963.0,53025.0,,
2001,Nashik,Korku,8.0,7.0,,
2001,Nashik,Korwa,31.0,24.0,,
2001,Nashik,Kuki,2.0,0.0,,
2001,Nashik,Kurukh/Oraon,55.0,57.0,,
2001,Nashik,Ladakhi,0.0,1.0,,
2001,Nashik,Lahnda,6.0,3.0,,
2001,Nashik,Lushai/Mizo,9.0,2.0,,
2001,Nashik,Maithili,426.0,212.0,,
2001,Nashik,Malayalam,6917.0,4878.0,,
2001,Nashik,Manipuri,77.0,30.0,,
2001,Nashik,Marathi,1840225.0,1726934.0,,
2001,Nashik,Mishmi,1.0,0.0,,
2001,Nashik,Munda,9.0,7.0,,
2001,Nashik,Mundari,6.0,13.0,,
2001,Nashik,Nepali,1589.0,866.0,,
2001,Nashik,Nicobarese,1.0,1.0,,
2001,Nashik,Nissi/Dafla,1.0,0.0,,
2001,Nashik,Oriya,1286.0,591.0,,
2001,Nashik,Others,1797.0,1632.0,,
2001,Nashik,Paite,1.0,0.0,,
2001,Nashik,Persian,9.0,6.0,,
2001,Nashik,Phom,2.0,2.0,,
2001,Nashik,Punjabi,5943.0,4436.0,,
2001,Nashik,Rabha,0.0,1.0,,
2001,Nashik,Sanskrit,6.0,3.0,,
2001,Nashik,Santali,12.0,3.0,,
2001,Nashik,Sindhi,7995.0,7506.0,,
2001,Nashik,Tamil,4000.0,2475.0,,
2001,Nashik,Telugu,13121.0,11665.0,,
2001,Nashik,Tibetan,19.0,9.0,,
2001,Nashik,Tripuri,4.0,6.0,,
2001,Nashik,Tulu,283.0,234.0,,
2001,Nashik,Urdu,215938.0,207037.0,,
2001,Parbhani,Adi,0.0,2.0,,
2001,Parbhani,Arabic/Arbi,38.0,35.0,,
2001,Parbhani,Assamese,1.0,0.0,,
2001,Parbhani,Bengali,115.0,41.0,,
2001,Parbhani,Bhili/Bhilodi,670.0,662.0,,
2001,Parbhani,English,15.0,11.0,,
2001,Parbhani,Garo,3.0,0.0,,
2001,Parbhani,Gondi,51.0,31.0,,
2001,Parbhani,Gujarati,1213.0,1203.0,,
2001,Parbhani,Hindi,50272.0,48208.0,,
2001,Parbhani,Kannada,184.0,214.0,,
2001,Parbhani,Kashmiri,1.0,1.0,,
2001,Parbhani,Khandeshi,36.0,29.0,,
2001,Parbhani,Khasi,2.0,4.0,,
2001,Parbhani,Kinnauri,0.0,2.0,,
2001,Parbhani,Koch,1.0,0.0,,
2001,Parbhani,Konkani,18.0,16.0,,
2001,Parbhani,Korku,5.0,2.0,,
2001,Parbhani,Kurukh/Oraon,0.0,1.0,,
2001,Parbhani,Maithili,3.0,5.0,,
2001,Parbhani,Malayalam,85.0,72.0,,
2001,Parbhani,Manipuri,1.0,0.0,,
2001,Parbhani,Marathi,619302.0,593878.0,,
2001,Parbhani,Nepali,35.0,17.0,,
2001,Parbhani,Oriya,21.0,9.0,,
2001,Parbhani,Others,386.0,378.0,,
2001,Parbhani,Punjabi,104.0,67.0,,
2001,Parbhani,Rabha,2.0,0.0,,
2001,Parbhani,Sindhi,731.0,665.0,,
2001,Parbhani,Tamil,513.0,464.0,,
2001,Parbhani,Telugu,4481.0,4401.0,,
2001,Parbhani,Tulu,1.0,2.0,,
2001,Parbhani,Urdu,101901.0,97104.0,,
2001,Pune,Adi,19.0,15.0,,
2001,Pune,Afghani/Kabuli/Pashto,1.0,0.0,,
2001,Pune,Anal,1.0,1.0,,
2001,Pune,Angami,9.0,8.0,,
2001,Pune,Ao,10.0,6.0,,
2001,Pune,Arabic/Arbi,348.0,104.0,,
2001,Pune,Assamese,547.0,196.0,,
2001,Pune,Bengali,14501.0,8138.0,,
2001,Pune,Bhili/Bhilodi,1715.0,1586.0,,
2001,Pune,Bhotia,5.0,7.0,,
2001,Pune,Bhumij,6.0,4.0,,
2001,Pune,Bishnupuriya,8.0,5.0,,
2001,Pune,Bodo,27.0,8.0,,
2001,Pune,Chakhesang,0.0,1.0,,
2001,Pune,Chang,1.0,0.0,,
2001,Pune,Coorgi/Kodagu,20.0,27.0,,
2001,Pune,Deori,1.0,0.0,,
2001,Pune,Dimasa,1.0,0.0,,
2001,Pune,Dogri,311.0,152.0,,
2001,Pune,English,4199.0,4539.0,,
2001,Pune,Gadaba,2.0,2.0,,
2001,Pune,Garo,11.0,2.0,,
2001,Pune,Gondi,146.0,135.0,,
2001,Pune,Gujarati,44389.0,41363.0,,
2001,Pune,Halabi,106.0,89.0,,
2001,Pune,Hindi,387040.0,302840.0,,
2001,Pune,Hmar,3.0,1.0,,
2001,Pune,Ho,25.0,25.0,,
2001,Pune,Jatapu,1.0,0.0,,
2001,Pune,Kabui,3.0,2.0,,
2001,Pune,Kannada,63189.0,55801.0,,
2001,Pune,Karbi,9.0,4.0,,
2001,Pune,Kashmiri,697.0,663.0,,
2001,Pune,Khandeshi,909.0,742.0,,
2001,Pune,Kharia,9.0,3.0,,
2001,Pune,Khasi,51.0,35.0,,
2001,Pune,Kinnauri,24.0,22.0,,
2001,Pune,Koch,0.0,1.0,,
2001,Pune,Kolami,18.0,22.0,,
2001,Pune,Konkani,10102.0,10093.0,,
2001,Pune,Korku,172.0,11.0,,
2001,Pune,Korwa,78.0,2.0,,
2001,Pune,Kuki,10.0,7.0,,
2001,Pune,Kurukh/Oraon,38.0,31.0,,
2001,Pune,Ladakhi,5.0,2.0,,
2001,Pune,Lahauli,2.0,0.0,,
2001,Pune,Lahnda,10.0,4.0,,
2001,Pune,Lepcha,0.0,1.0,,
2001,Pune,Lotha,1.0,1.0,,
2001,Pune,Lushai/Mizo,143.0,93.0,,
2001,Pune,Maithili,836.0,430.0,,
2001,Pune,Malayalam,26384.0,21915.0,,
2001,Pune,Manipuri,441.0,188.0,,
2001,Pune,Marathi,2962501.0,2787656.0,,
2001,Pune,Maring,1.0,0.0,,
2001,Pune,Miri/Mishing,0.0,1.0,,
2001,Pune,Mishmi,2.0,3.0,,
2001,Pune,Monpa,1.0,0.0,,
2001,Pune,Munda,11.0,18.0,,
2001,Pune,Mundari,32.0,23.0,,
2001,Pune,Nepali,5748.0,3340.0,,
2001,Pune,Nicobarese,2.0,0.0,,
2001,Pune,Nissi/Dafla,14.0,4.0,,
2001,Pune,Oriya,5216.0,2046.0,,
2001,Pune,Others,4115.0,3719.0,,
2001,Pune,Paite,4.0,1.0,,
2001,Pune,Persian,223.0,229.0,,
2001,Pune,Pochury,1.0,0.0,,
2001,Pune,Punjabi,16077.0,12663.0,,
2001,Pune,Rabha,6.0,4.0,,
2001,Pune,Rai,3.0,0.0,,
2001,Pune,Rengma,8.0,3.0,,
2001,Pune,Sanskrit,27.0,18.0,,
2001,Pune,Santali,76.0,26.0,,
2001,Pune,Savara,4.0,0.0,,
2001,Pune,Sema,2.0,6.0,,
2001,Pune,Sindhi,21542.0,21593.0,,
2001,Pune,Tamang,5.0,37.0,,
2001,Pune,Tamil,26307.0,24137.0,,
2001,Pune,Tangkhul,4.0,2.0,,
2001,Pune,Telugu,79312.0,74489.0,,
2001,Pune,Thado,9.0,4.0,,
2001,Pune,Tibetan,77.0,66.0,,
2001,Pune,Tripuri,8.0,3.0,,
2001,Pune,Tulu,2505.0,2037.0,,
2001,Pune,Urdu,88693.0,81966.0,,
2001,Pune,Vaiphei,3.0,0.0,,
2001,Pune,Zeliang,1.0,0.0,,
2001,Pune,Zou,4.0,6.0,,
2001,Raigad,Arabic/Arbi,18.0,10.0,,
2001,Raigad,Assamese,215.0,83.0,,
2001,Raigad,Bengali,4188.0,2355.0,,
2001,Raigad,Bhili/Bhilodi,95.0,79.0,,
2001,Raigad,Bhotia,20.0,19.0,,
2001,Raigad,Bhumij,3.0,1.0,,
2001,Raigad,Bodo,13.0,1.0,,
2001,Raigad,Coorgi/Kodagu,1.0,1.0,,
2001,Raigad,Dogri,54.0,6.0,,
2001,Raigad,English,284.0,212.0,,
2001,Raigad,Gondi,95.0,99.0,,
2001,Raigad,Gujarati,9050.0,8511.0,,
2001,Raigad,Halabi,20.0,0.0,,
2001,Raigad,Halam,3.0,1.0,,
2001,Raigad,Hindi,75859.0,47117.0,,
2001,Raigad,Ho,5.0,2.0,,
2001,Raigad,Jatapu,3.0,0.0,,
2001,Raigad,Kannada,11348.0,9387.0,,
2001,Raigad,Kashmiri,50.0,27.0,,
2001,Raigad,Khandeshi,285.0,247.0,,
2001,Raigad,Kharia,3.0,0.0,,
2001,Raigad,Khasi,3.0,6.0,,
2001,Raigad,Kolami,3.0,7.0,,
2001,Raigad,Konkani,2751.0,2747.0,,
2001,Raigad,Korku,44.0,41.0,,
2001,Raigad,Korwa,7.0,4.0,,
2001,Raigad,Kurukh/Oraon,26.0,26.0,,
2001,Raigad,Lahnda,2.0,1.0,,
2001,Raigad,Lushai/Mizo,11.0,2.0,,
2001,Raigad,Maithili,909.0,380.0,,
2001,Raigad,Malayalam,6969.0,4698.0,,
2001,Raigad,Manipuri,50.0,20.0,,
2001,Raigad,Marathi,918137.0,930289.0,,
2001,Raigad,Mogh,1.0,1.0,,
2001,Raigad,Munda,4.0,1.0,,
2001,Raigad,Mundari,46.0,13.0,,
2001,Raigad,Nepali,1544.0,613.0,,
2001,Raigad,Oriya,2613.0,1000.0,,
2001,Raigad,Others,1264.0,1070.0,,
2001,Raigad,Persian,1.0,1.0,,
2001,Raigad,Punjabi,2803.0,2117.0,,
2001,Raigad,Sangtam,2.0,0.0,,
2001,Raigad,Sanskrit,3.0,2.0,,
2001,Raigad,Santali,23.0,1.0,,
2001,Raigad,Sindhi,1303.0,1193.0,,
2001,Raigad,Tamil,3196.0,2329.0,,
2001,Raigad,Telugu,7879.0,7047.0,,
2001,Raigad,Tibetan,1.0,0.0,,
2001,Raigad,Tripuri,1.0,2.0,,
2001,Raigad,Tulu,502.0,401.0,,
2001,Raigad,Urdu,65918.0,68131.0,,
2001,Ratnagiri,Adi,1.0,0.0,,
2001,Ratnagiri,Afghani/Kabuli/Pashto,1.0,0.0,,
2001,Ratnagiri,Angami,4.0,0.0,,
2001,Ratnagiri,Arabic/Arbi,9.0,5.0,,
2001,Ratnagiri,Assamese,2.0,0.0,,
2001,Ratnagiri,Bengali,1823.0,345.0,,
2001,Ratnagiri,Bhili/Bhilodi,108.0,119.0,,
2001,Ratnagiri,Bodo,4.0,0.0,,
2001,Ratnagiri,Dogri,4.0,3.0,,
2001,Ratnagiri,English,224.0,48.0,,
2001,Ratnagiri,Gondi,4.0,4.0,,
2001,Ratnagiri,Gujarati,2431.0,2130.0,,
2001,Ratnagiri,Halabi,2.0,3.0,,
2001,Ratnagiri,Hindi,23880.0,16489.0,,
2001,Ratnagiri,Kannada,12983.0,9248.0,,
2001,Ratnagiri,Kashmiri,17.0,9.0,,
2001,Ratnagiri,Khandeshi,56.0,51.0,,
2001,Ratnagiri,Kinnauri,2.0,2.0,,
2001,Ratnagiri,Konkani,7214.0,8718.0,,
2001,Ratnagiri,Korwa,11.0,12.0,,
2001,Ratnagiri,Kurukh/Oraon,3.0,0.0,,
2001,Ratnagiri,Maithili,76.0,12.0,,
2001,Ratnagiri,Malayalam,1633.0,718.0,,
2001,Ratnagiri,Manipuri,8.0,0.0,,
2001,Ratnagiri,Marathi,680787.0,796018.0,,
2001,Ratnagiri,Munda,1.0,0.0,,
2001,Ratnagiri,Mundari,21.0,15.0,,
2001,Ratnagiri,Nepali,640.0,47.0,,
2001,Ratnagiri,Nissi/Dafla,1.0,0.0,,
2001,Ratnagiri,Oriya,862.0,39.0,,
2001,Ratnagiri,Others,309.0,185.0,,
2001,Ratnagiri,Punjabi,479.0,69.0,,
2001,Ratnagiri,Sanskrit,3.0,3.0,,
2001,Ratnagiri,Santali,7.0,0.0,,
2001,Ratnagiri,Sindhi,268.0,238.0,,
2001,Ratnagiri,Tamil,646.0,246.0,,
2001,Ratnagiri,Telugu,4331.0,3677.0,,
2001,Ratnagiri,Tulu,99.0,19.0,,
2001,Ratnagiri,Urdu,55542.0,63807.0,,
2001,Ratnagiri,Zeliang,2.0,0.0,,
2001,Sangli,Arabic/Arbi,8.0,7.0,,
2001,Sangli,Assamese,1.0,2.0,,
2001,Sangli,Bengali,555.0,127.0,,
2001,Sangli,Bhili/Bhilodi,345.0,344.0,,
2001,Sangli,Bodo,3.0,1.0,,
2001,Sangli,Dogri,1.0,0.0,,
2001,Sangli,English,75.0,60.0,,
2001,Sangli,Gondi,8.0,6.0,,
2001,Sangli,Gujarati,5640.0,5334.0,,
2001,Sangli,Halabi,2.0,1.0,,
2001,Sangli,Hindi,47660.0,42580.0,,
2001,Sangli,Kannada,73379.0,70451.0,,
2001,Sangli,Kashmiri,28.0,17.0,,
2001,Sangli,Khandeshi,31.0,24.0,,
2001,Sangli,Kharia,2.0,0.0,,
2001,Sangli,Khasi,8.0,0.0,,
2001,Sangli,Konkani,438.0,400.0,,
2001,Sangli,Korku,4.0,6.0,,
2001,Sangli,Kurukh/Oraon,2.0,0.0,,
2001,Sangli,Lushai/Mizo,1.0,0.0,,
2001,Sangli,Maithili,10.0,2.0,,
2001,Sangli,Malayalam,989.0,616.0,,
2001,Sangli,Marathi,1117717.0,1074405.0,,
2001,Sangli,Munda,1.0,0.0,,
2001,Sangli,Mundari,2.0,0.0,,
2001,Sangli,Nepali,142.0,57.0,,
2001,Sangli,Oriya,487.0,103.0,,
2001,Sangli,Others,2685.0,2614.0,,
2001,Sangli,Persian,2.0,5.0,,
2001,Sangli,Punjabi,296.0,236.0,,
2001,Sangli,Rabha,1.0,0.0,,
2001,Sangli,Santali,19.0,4.0,,
2001,Sangli,Sindhi,2063.0,1891.0,,
2001,Sangli,Tamil,1429.0,1162.0,,
2001,Sangli,Telugu,11359.0,10527.0,,
2001,Sangli,Tibetan,9.0,5.0,,
2001,Sangli,Tulu,308.0,259.0,,
2001,Sangli,Urdu,54378.0,52190.0,,
2001,Satara,Arabic/Arbi,44.0,10.0,,
2001,Satara,Bengali,617.0,124.0,,
2001,Satara,Bhili/Bhilodi,155.0,163.0,,
2001,Satara,Coorgi/Kodagu,2.0,0.0,,
2001,Satara,English,123.0,125.0,,
2001,Satara,Gondi,16.0,11.0,,
2001,Satara,Gujarati,6997.0,6062.0,,
2001,Satara,Halabi,5.0,4.0,,
2001,Satara,Hindi,63807.0,57225.0,,
2001,Satara,Kannada,15224.0,13807.0,,
2001,Satara,Kashmiri,8.0,7.0,,
2001,Satara,Khandeshi,32.0,47.0,,
2001,Satara,Khasi,1.0,0.0,,
2001,Satara,Kom,0.0,1.0,,
2001,Satara,Konkani,426.0,440.0,,
2001,Satara,Kurukh/Oraon,47.0,26.0,,
2001,Satara,Lushai/Mizo,1.0,1.0,,
2001,Satara,Maithili,17.0,2.0,,
2001,Satara,Malayalam,987.0,474.0,,
2001,Satara,Manipuri,11.0,9.0,,
2001,Satara,Marathi,1288974.0,1295284.0,,
2001,Satara,Nepali,180.0,88.0,,
2001,Satara,Nicobarese,0.0,1.0,,
2001,Satara,Oriya,1350.0,748.0,,
2001,Satara,Others,1677.0,1600.0,,
2001,Satara,Persian,13.0,11.0,,
2001,Satara,Punjabi,254.0,183.0,,
2001,Satara,Santali,5.0,2.0,,
2001,Satara,Savara,3.0,2.0,,
2001,Satara,Sema,1.0,0.0,,
2001,Satara,Sindhi,703.0,556.0,,
2001,Satara,Tamang,1.0,0.0,,
2001,Satara,Tamil,685.0,503.0,,
2001,Satara,Telugu,11009.0,9228.0,,
2001,Satara,Tibetan,18.0,14.0,,
2001,Satara,Tulu,79.0,51.0,,
2001,Satara,Urdu,14854.0,13859.0,,
2001,Sindhudurg,Afghani/Kabuli/Pashto,2.0,2.0,,
2001,Sindhudurg,Arabic/Arbi,2.0,1.0,,
2001,Sindhudurg,Bengali,176.0,31.0,,
2001,Sindhudurg,Bhili/Bhilodi,35.0,37.0,,
2001,Sindhudurg,English,10.0,4.0,,
2001,Sindhudurg,Gujarati,712.0,678.0,,
2001,Sindhudurg,Hindi,10117.0,8823.0,,
2001,Sindhudurg,Kannada,6662.0,5341.0,,
2001,Sindhudurg,Khandeshi,25.0,20.0,,
2001,Sindhudurg,Konkani,24538.0,27689.0,,
2001,Sindhudurg,Kurukh/Oraon,82.0,113.0,,
2001,Sindhudurg,Malayalam,712.0,305.0,,
2001,Sindhudurg,Marathi,367158.0,400568.0,,
2001,Sindhudurg,Nepali,59.0,24.0,,
2001,Sindhudurg,Oriya,239.0,42.0,,
2001,Sindhudurg,Others,71.0,62.0,,
2001,Sindhudurg,Punjabi,64.0,26.0,,
2001,Sindhudurg,Sindhi,94.0,75.0,,
2001,Sindhudurg,Tamil,277.0,175.0,,
2001,Sindhudurg,Telugu,1196.0,1004.0,,
2001,Sindhudurg,Tulu,28.0,14.0,,
2001,Sindhudurg,Urdu,5631.0,5901.0,,
2001,Solapur,Arabic/Arbi,52.0,39.0,,
2001,Solapur,Bengali,204.0,74.0,,
2001,Solapur,Bhili/Bhilodi,1820.0,1493.0,,
2001,Solapur,English,73.0,91.0,,
2001,Solapur,Gondi,44.0,40.0,,
2001,Solapur,Gujarati,5603.0,5297.0,,
2001,Solapur,Halabi,2.0,1.0,,
2001,Solapur,Hindi,121362.0,113033.0,,
2001,Solapur,Kannada,200376.0,190561.0,,
2001,Solapur,Kashmiri,9.0,2.0,,
2001,Solapur,Khandeshi,110.0,86.0,,
2001,Solapur,Konkani,774.0,652.0,,
2001,Solapur,Kurukh/Oraon,7.0,4.0,,
2001,Solapur,Lahnda,9.0,6.0,,
2001,Solapur,Lushai/Mizo,1.0,0.0,,
2001,Solapur,Malayalam,293.0,234.0,,
2001,Solapur,Marathi,1441062.0,1336498.0,,
2001,Solapur,Nepali,71.0,54.0,,
2001,Solapur,Oriya,123.0,56.0,,
2001,Solapur,Others,2031.0,1955.0,,
2001,Solapur,Persian,3.0,1.0,,
2001,Solapur,Punjabi,301.0,299.0,,
2001,Solapur,Sanskrit,2.0,2.0,,
2001,Solapur,Santali,2.0,1.0,,
2001,Solapur,Savara,2.0,3.0,,
2001,Solapur,Sindhi,1288.0,1157.0,,
2001,Solapur,Tamil,1690.0,1518.0,,
2001,Solapur,Telugu,102900.0,101713.0,,
2001,Solapur,Tibetan,18.0,15.0,,
2001,Solapur,Tulu,32.0,29.0,,
2001,Solapur,Urdu,109359.0,105006.0,,
2001,Thane,Adi,43.0,54.0,,
2001,Thane,Afghani/Kabuli/Pashto,27.0,18.0,,
2001,Thane,Anal,1.0,1.0,,
2001,Thane,Angami,4.0,0.0,,
2001,Thane,Arabic/Arbi,128.0,94.0,,
2001,Thane,Assamese,247.0,96.0,,
2001,Thane,Bengali,43101.0,30132.0,,
2001,Thane,Bhili/Bhilodi,115201.0,119754.0,,
2001,Thane,Bhotia,4.0,2.0,,
2001,Thane,Bhumij,6.0,12.0,,
2001,Thane,Bodo,14.0,2.0,,
2001,Thane,Chakhesang,3.0,0.0,,
2001,Thane,Chang,1.0,3.0,,
2001,Thane,Coorgi/Kodagu,52.0,55.0,,
2001,Thane,Dogri,197.0,81.0,,
2001,Thane,English,8054.0,8375.0,,
2001,Thane,Gadaba,2.0,0.0,,
2001,Thane,Gondi,253.0,214.0,,
2001,Thane,Gujarati,223332.0,207844.0,,
2001,Thane,Halabi,274.0,289.0,,
2001,Thane,Hindi,838347.0,508469.0,,
2001,Thane,Hmar,1.0,0.0,,
2001,Thane,Ho,12.0,4.0,,
2001,Thane,Kannada,65991.0,57115.0,,
2001,Thane,Kashmiri,588.0,455.0,,
2001,Thane,Khandeshi,2286.0,2111.0,,
2001,Thane,Kharia,24.0,9.0,,
2001,Thane,Khasi,4.0,2.0,,
2001,Thane,Kinnauri,8.0,8.0,,
2001,Thane,Koch,1.0,0.0,,
2001,Thane,Koda/Kora,5.0,2.0,,
2001,Thane,Kolami,2.0,2.0,,
2001,Thane,Konda,2.0,1.0,,
2001,Thane,Konkani,40799.0,41483.0,,
2001,Thane,Korku,426.0,473.0,,
2001,Thane,Kurukh/Oraon,1279.0,1326.0,,
2001,Thane,Lahnda,470.0,504.0,,
2001,Thane,Lushai/Mizo,12.0,3.0,,
2001,Thane,Maithili,8533.0,3188.0,,
2001,Thane,Malayalam,80130.0,67437.0,,
2001,Thane,Manipuri,108.0,46.0,,
2001,Thane,Marathi,2256368.0,2135424.0,,
2001,Thane,Maring,1.0,0.0,,
2001,Thane,Miri/Mishing,1.0,0.0,,
2001,Thane,Mishmi,1.0,2.0,,
2001,Thane,Munda,78.0,54.0,,
2001,Thane,Mundari,80.0,40.0,,
2001,Thane,Nepali,9887.0,5303.0,,
2001,Thane,Nicobarese,3.0,0.0,,
2001,Thane,Nissi/Dafla,4.0,2.0,,
2001,Thane,Oriya,15481.0,6411.0,,
2001,Thane,Others,14781.0,13939.0,,
2001,Thane,Parji,5.0,4.0,,
2001,Thane,Pawi,0.0,1.0,,
2001,Thane,Persian,132.0,136.0,,
2001,Thane,Phom,2.0,0.0,,
2001,Thane,Punjabi,24394.0,22004.0,,
2001,Thane,Rabha,4.0,1.0,,
2001,Thane,Rai,9.0,3.0,,
2001,Thane,Sanskrit,42.0,19.0,,
2001,Thane,Santali,39.0,9.0,,
2001,Thane,Sindhi,114591.0,111478.0,,
2001,Thane,Tamil,53888.0,46257.0,,
2001,Thane,Telugu,81982.0,69665.0,,
2001,Thane,Thado,5.0,7.0,,
2001,Thane,Tibetan,6.0,9.0,,
2001,Thane,Tripuri,6.0,2.0,,
2001,Thane,Tulu,16858.0,14736.0,,
2001,Thane,Urdu,359120.0,278930.0,,
2001,Thane,Wancho,1.0,1.0,,
2001,Thane,Yimchungre,3.0,1.0,,
2001,Thane,Zeliang,3.0,0.0,,
2001,Wardha,Ao,9.0,7.0,,
2001,Wardha,Arabic/Arbi,31.0,35.0,,
2001,Wardha,Assamese,3.0,8.0,,
2001,Wardha,Bengali,420.0,269.0,,
2001,Wardha,Bhili/Bhilodi,630.0,560.0,,
2001,Wardha,Dogri,2.0,3.0,,
2001,Wardha,English,17.0,15.0,,
2001,Wardha,Gadaba,0.0,1.0,,
2001,Wardha,Gondi,4001.0,3852.0,,
2001,Wardha,Gujarati,2126.0,1972.0,,
2001,Wardha,Halabi,76.0,71.0,,
2001,Wardha,Hindi,54806.0,49643.0,,
2001,Wardha,Kannada,85.0,70.0,,
2001,Wardha,Kashmiri,10.0,10.0,,
2001,Wardha,Khandeshi,15.0,9.0,,
2001,Wardha,Kharia,0.0,1.0,,
2001,Wardha,Khasi,3.0,0.0,,
2001,Wardha,Kinnauri,1.0,0.0,,
2001,Wardha,Kolami,1899.0,1847.0,,
2001,Wardha,Konkani,47.0,16.0,,
2001,Wardha,Korku,45.0,50.0,,
2001,Wardha,Kuki,1.0,0.0,,
2001,Wardha,Kurukh/Oraon,1.0,5.0,,
2001,Wardha,Liangmei,4.0,5.0,,
2001,Wardha,Lotha,1.0,2.0,,
2001,Wardha,Lushai/Mizo,2.0,1.0,,
2001,Wardha,Maithili,19.0,11.0,,
2001,Wardha,Malayalam,385.0,423.0,,
2001,Wardha,Manipuri,17.0,18.0,,
2001,Wardha,Marathi,556454.0,522333.0,,
2001,Wardha,Nepali,165.0,84.0,,
2001,Wardha,Oriya,232.0,179.0,,
2001,Wardha,Others,262.0,210.0,,
2001,Wardha,Paite,2.0,2.0,,
2001,Wardha,Punjabi,747.0,604.0,,
2001,Wardha,Santali,2.0,1.0,,
2001,Wardha,Sindhi,3749.0,3493.0,,
2001,Wardha,Tamil,236.0,184.0,,
2001,Wardha,Telugu,1900.0,1670.0,,
2001,Wardha,Tripuri,1.0,0.0,,
2001,Wardha,Tulu,1.0,0.0,,
2001,Wardha,Urdu,10583.0,10082.0,,
2001,Washim,Afghani/Kabuli/Pashto,13.0,4.0,,
2001,Washim,Anal,2.0,2.0,,
2001,Washim,Arabic/Arbi,22.0,19.0,,
2001,Washim,Bengali,62.0,16.0,,
2001,Washim,Bhili/Bhilodi,1589.0,1550.0,,
2001,Washim,Gondi,109.0,84.0,,
2001,Washim,Gujarati,779.0,743.0,,
2001,Washim,Halabi,7.0,5.0,,
2001,Washim,Hindi,79827.0,73826.0,,
2001,Washim,Kannada,24.0,25.0,,
2001,Washim,Khandeshi,33.0,30.0,,
2001,Washim,Konkani,24.0,10.0,,
2001,Washim,Korku,39.0,27.0,,
2001,Washim,Korwa,1.0,2.0,,
2001,Washim,Maithili,38.0,10.0,,
2001,Washim,Malayalam,161.0,196.0,,
2001,Washim,Manipuri,0.0,8.0,,
2001,Washim,Marathi,396417.0,373280.0,,
2001,Washim,Nepali,26.0,10.0,,
2001,Washim,Oriya,26.0,31.0,,
2001,Washim,Others,595.0,582.0,,
2001,Washim,Punjabi,118.0,113.0,,
2001,Washim,Sindhi,1620.0,1441.0,,
2001,Washim,Tamil,113.0,97.0,,
2001,Washim,Telugu,3254.0,3070.0,,
2001,Washim,Urdu,41195.0,38941.0,,
2001,Yavatmal,Adi,3.0,1.0,,
2001,Yavatmal,Afghani/Kabuli/Pashto,2.0,3.0,,
2001,Yavatmal,Anal,0.0,2.0,,
