Year,District,Mother Tongue,Male,Female,Unnamed: 5,Unnamed: 6
2001,Yavatmal,Arabic/Arbi,94.0,85.0,,
2001,Yavatmal,Assamese,5.0,0.0,,
2001,Yavatmal,Bengali,372.0,203.0,,
2001,Yavatmal,Bhili/Bhilodi,2860.0,2746.0,,
2001,Yavatmal,Bodo,1.0,0.0,,
2001,Yavatmal,Chakhesang,1.0,0.0,,
2001,Yavatmal,Chakru/Chokri,1.0,0.0,,
2001,Yavatmal,Dogri,9.0,7.0,,
2001,Yavatmal,English,43.0,27.0,,
2001,Yavatmal,Gondi,35855.0,34557.0,,
2001,Yavatmal,Gujarati,5847.0,5413.0,,
2001,Yavatmal,Halabi,85.0,75.0,,
2001,Yavatmal,Hindi,258552.0,238551.0,,
2001,Yavatmal,Ho,4.0,2.0,,
2001,Yavatmal,Kabui,1.0,1.0,,
2001,Yavatmal,Kannada,120.0,90.0,,
2001,Yavatmal,Kashmiri,41.0,28.0,,
2001,Yavatmal,Khandeshi,73.0,66.0,,
2001,Yavatmal,Koch,0.0,1.0,,
2001,Yavatmal,Kolami,40886.0,40817.0,,
2001,Yavatmal,Konkani,143.0,116.0,,
2001,Yavatmal,Korku,25.0,22.0,,
2001,Yavatmal,Korwa,16.0,15.0,,
2001,Yavatmal,Koya,1.0,1.0,,
2001,Yavatmal,Kurukh/Oraon,1.0,0.0,,
2001,Yavatmal,Lahnda,385.0,388.0,,
2001,Yavatmal,Lushai/Mizo,8.0,1.0,,
2001,Yavatmal,Maithili,37.0,12.0,,
2001,Yavatmal,Malayalam,163.0,154.0,,
2001,Yavatmal,Malto,6.0,0.0,,
2001,Yavatmal,Manipuri,4.0,3.0,,
2001,Yavatmal,Marathi,823724.0,777771.0,,
2001,Yavatmal,Munda,1.0,0.0,,
2001,Yavatmal,Nepali,65.0,20.0,,
2001,Yavatmal,Oriya,356.0,268.0,,
2001,Yavatmal,Others,1104.0,1037.0,,
2001,Yavatmal,Paite,8.0,7.0,,
2001,Yavatmal,Persian,12.0,9.0,,
2001,Yavatmal,Punjabi,723.0,576.0,,
2001,Yavatmal,Sanskrit,4.0,0.0,,
2001,Yavatmal,Santali,1.0,0.0,,
2001,Yavatmal,Sema,0.0,1.0,,
2001,Yavatmal,Sindhi,2983.0,2718.0,,
2001,Yavatmal,Tamil,326.0,222.0,,
2001,Yavatmal,Telugu,27511.0,26517.0,,
2001,Yavatmal,Thado,3.0,2.0,,
2001,Yavatmal,Urdu,63216.0,60055.0,,
2011,Ahilyanagar,Adi,2.0,0.0,,
2011,Ahilyanagar,Angami,0.0,2.0,,
2011,Ahilyanagar,Ao,2.0,1.0,,
2011,Ahilyanagar,Arabic/Arbi,16.0,16.0,,
2011,Ahilyanagar,Assamese,168.0,53.0,,
2011,Ahilyanagar,Bengali,1213.0,716.0,,
2011,Ahilyanagar,Bhili/Bhilodi,4697.0,4635.0,,
2011,Ahilyanagar,Bodo,9.0,3.0,,
2011,Ahilyanagar,Dimasa,3.0,0.0,,
2011,Ahilyanagar,Dogri,127.0,63.0,,
2011,Ahilyanagar,English,90.0,110.0,,
2011,Ahilyanagar,Gondi,695.0,701.0,,
2011,Ahilyanagar,Gujarati,5953.0,5558.0,,
2011,Ahilyanagar,Halabi,79.0,55.0,,
2011,Ahilyanagar,Hindi,141311.0,128920.0,,
2011,Ahilyanagar,Hmar,0.0,1.0,,
2011,Ahilyanagar,Ho,7.0,6.0,,
2011,Ahilyanagar,Kannada,1308.0,1121.0,,
2011,Ahilyanagar,Karbi/Mikir,2.0,2.0,,
2011,Ahilyanagar,Kashmiri,16.0,12.0,,
2011,Ahilyanagar,Khandeshi,1127.0,1053.0,,
2011,Ahilyanagar,Kharia,1.0,0.0,,
2011,Ahilyanagar,Kolami,2.0,1.0,,
2011,Ahilyanagar,Konkani,1089.0,833.0,,
2011,Ahilyanagar,Korku,3.0,7.0,,
2011,Ahilyanagar,Korwa,12.0,14.0,,
2011,Ahilyanagar,Kurukh/Oraon,1.0,2.0,,
2011,Ahilyanagar,Lahnda,31.0,50.0,,
2011,Ahilyanagar,Lotha,1.0,0.0,,
2011,Ahilyanagar,Lushai/Mizo,2.0,0.0,,
2011,Ahilyanagar,Maithili,70.0,39.0,,
2011,Ahilyanagar,Malayalam,932.0,749.0,,
2011,Ahilyanagar,Manipuri,60.0,29.0,,
2011,Ahilyanagar,Marathi,2081162.0,1957052.0,,
2011,Ahilyanagar,Munda,4.0,0.0,,
2011,Ahilyanagar,Nepali,608.0,448.0,,
2011,Ahilyanagar,Odia,333.0,232.0,,
2011,Ahilyanagar,Others,583.0,551.0,,
2011,Ahilyanagar,Punjabi,4191.0,3566.0,,
2011,Ahilyanagar,Rabha,2.0,0.0,,
2011,Ahilyanagar,Sanskrit,8.0,5.0,,
2011,Ahilyanagar,Santali,23.0,3.0,,
2011,Ahilyanagar,Savara,2.0,2.0,,
2011,Ahilyanagar,Sherpa,1.0,0.0,,
2011,Ahilyanagar,Sindhi,3435.0,3463.0,,
2011,Ahilyanagar,Tamil,1658.0,1290.0,,
2011,Ahilyanagar,Telugu,28477.0,27908.0,,
2011,Ahilyanagar,Tripuri,1.0,0.0,,
2011,Ahilyanagar,Tulu,64.0,42.0,,
2011,Ahilyanagar,Urdu,63244.0,61020.0,,
2011,Akola,Adi,4.0,4.0,,
2011,Akola,Arabic/Arbi,5.0,5.0,,
2011,Akola,Assamese,14.0,1.0,,
2011,Akola,Bengali,302.0,195.0,,
2011,Akola,Bhili/Bhilodi,1438.0,1312.0,,
2011,Akola,Coorgi/Kodagu,0.0,2.0,,
2011,Akola,English,23.0,37.0,,
2011,Akola,Gondi,398.0,387.0,,
2011,Akola,Gujarati,5723.0,5457.0,,
2011,Akola,Halabi,6.0,10.0,,
2011,Akola,Hindi,87771.0,81945.0,,
2011,Akola,Ho,3.0,0.0,,
2011,Akola,Kannada,109.0,94.0,,
2011,Akola,Kashmiri,12.0,9.0,,
2011,Akola,Khandeshi,38.0,40.0,,
2011,Akola,Khasi,1.0,0.0,,
2011,Akola,Konkani,991.0,943.0,,
2011,Akola,Korku,5419.0,5347.0,,
2011,Akola,Korwa,6.0,7.0,,
2011,Akola,Kurukh/Oraon,1.0,1.0,,
2011,Akola,Lahnda,19.0,23.0,,
2011,Akola,Maithili,4.0,6.0,,
2011,Akola,Malayalam,107.0,109.0,,
2011,Akola,Marathi,655836.0,620949.0,,
2011,Akola,Nepali,33.0,13.0,,
2011,Akola,Odia,116.0,88.0,,
2011,Akola,Others,1344.0,1298.0,,
2011,Akola,Punjabi,483.0,458.0,,
2011,Akola,Sanskrit,20.0,12.0,,
2011,Akola,Santali,1.0,2.0,,
2011,Akola,Sindhi,7957.0,7297.0,,
2011,Akola,Tamil,214.0,208.0,,
2011,Akola,Telugu,2473.0,2361.0,,
2011,Akola,Tulu,3.0,3.0,,
2011,Akola,Urdu,161459.0,152949.0,,
2011,Akola,Vaiphei,1.0,0.0,,
2011,Amravati,Adi,1.0,0.0,,
2011,Amravati,Arabic/Arbi,3.0,5.0,,
2011,Amravati,Assamese,22.0,3.0,,
2011,Amravati,Bengali,651.0,298.0,,
2011,Amravati,Bhili/Bhilodi,4752.0,4898.0,,
2011,Amravati,Bodo,1.0,0.0,,
2011,Amravati,English,58.0,54.0,,
2011,Amravati,Gondi,27292.0,26246.0,,
2011,Amravati,Gujarati,4518.0,4350.0,,
2011,Amravati,Halabi,468.0,442.0,,
2011,Amravati,Hindi,133325.0,125130.0,,
2011,Amravati,Ho,238.0,226.0,,
2011,Amravati,Kannada,515.0,443.0,,
2011,Amravati,Kashmiri,29.0,10.0,,
2011,Amravati,Khandeshi,33.0,27.0,,
2011,Amravati,Kharia,0.0,1.0,,
2011,Amravati,Khond/Kondh,1.0,1.0,,
2011,Amravati,Koch,18.0,24.0,,
2011,Amravati,Koda/Kora,8.0,8.0,,
2011,Amravati,Kolami,68.0,59.0,,
2011,Amravati,Konda,0.0,1.0,,
2011,Amravati,Konkani,934.0,855.0,,
2011,Amravati,Korku,120299.0,116591.0,,
2011,Amravati,Korwa,90.0,102.0,,
2011,Amravati,Kurukh/Oraon,26.0,44.0,,
2011,Amravati,Lahnda,131.0,90.0,,
2011,Amravati,Lushai/Mizo,5.0,3.0,,
2011,Amravati,Maithili,21.0,1.0,,
2011,Amravati,Malayalam,97.0,162.0,,
2011,Amravati,Manipuri,5.0,1.0,,
2011,Amravati,Marathi,989456.0,940845.0,,
2011,Amravati,Munda,7.0,13.0,,
2011,Amravati,Mundari,0.0,1.0,,
2011,Amravati,Nepali,67.0,39.0,,
2011,Amravati,Nissi/Dafla,2.0,1.0,,
2011,Amravati,Nocte,1.0,0.0,,
2011,Amravati,Odia,435.0,340.0,,
2011,Amravati,Others,2210.0,2019.0,,
2011,Amravati,Punjabi,612.0,523.0,,
2011,Amravati,Rabha,1.0,1.0,,
2011,Amravati,Sanskrit,15.0,12.0,,
2011,Amravati,Santali,3.0,3.0,,
2011,Amravati,Sindhi,16147.0,15231.0,,
2011,Amravati,Tamil,149.0,110.0,,
2011,Amravati,Telugu,1967.0,1936.0,,
2011,Amravati,Thado,3.0,1.0,,
2011,Amravati,Tibetan,0.0,1.0,,
2011,Amravati,Tulu,7.0,4.0,,
2011,Amravati,Urdu,176075.0,166521.0,,
2011,Amravati,Zemi,2.0,1.0,,
2011,Beed,Arabic/Arbi,12.0,12.0,,
2011,Beed,Assamese,2.0,3.0,,
2011,Beed,Bengali,254.0,163.0,,
2011,Beed,Bhili/Bhilodi,1375.0,1509.0,,
2011,Beed,Bhotia,2.0,2.0,,
2011,Beed,English,7.0,10.0,,
2011,Beed,Gondi,48.0,58.0,,
2011,Beed,Gujarati,1092.0,1007.0,,
2011,Beed,Halabi,3.0,3.0,,
2011,Beed,Hindi,92435.0,85359.0,,
2011,Beed,Kannada,254.0,243.0,,
2011,Beed,Kashmiri,66.0,75.0,,
2011,Beed,Khandeshi,120.0,100.0,,
2011,Beed,Kharia,1.0,0.0,,
2011,Beed,Kolami,11.0,7.0,,
2011,Beed,Konkani,2265.0,2016.0,,
2011,Beed,Korku,3.0,2.0,,
2011,Beed,Lahnda,784.0,685.0,,
2011,Beed,Maithili,2.0,2.0,,
2011,Beed,Malayalam,89.0,88.0,,
2011,Beed,Marathi,1127533.0,1027778.0,,
2011,Beed,Mogh,1.0,0.0,,
2011,Beed,Nepali,79.0,49.0,,
2011,Beed,Odia,31.0,23.0,,
2011,Beed,Others,248.0,270.0,,
2011,Beed,Punjabi,212.0,194.0,,
2011,Beed,Sanskrit,13.0,9.0,,
2011,Beed,Santali,17.0,18.0,,
2011,Beed,Sindhi,215.0,240.0,,
2011,Beed,Tamil,1317.0,1237.0,,
2011,Beed,Telugu,6494.0,6027.0,,
2011,Beed,Tripuri,6.0,0.0,,
2011,Beed,Tulu,1.0,2.0,,
2011,Beed,Urdu,114114.0,108752.0,,
2011,Bhandara,Adi,0.0,1.0,,
2011,Bhandara,Arabic/Arbi,2.0,6.0,,
2011,Bhandara,Assamese,2.0,1.0,,
2011,Bhandara,Bengali,626.0,555.0,,
2011,Bhandara,Bhili/Bhilodi,8.0,13.0,,
2011,Bhandara,English,7.0,9.0,,
2011,Bhandara,Gondi,2908.0,2855.0,,
2011,Bhandara,Gujarati,790.0,741.0,,
2011,Bhandara,Halabi,1438.0,1424.0,,
2011,Bhandara,Hindi,29987.0,28921.0,,
2011,Bhandara,Ho,10.0,8.0,,
2011,Bhandara,Kannada,205.0,197.0,,
2011,Bhandara,Kashmiri,9.0,6.0,,
2011,Bhandara,Khandeshi,1.0,0.0,,
2011,Bhandara,Kharia,1.0,1.0,,
2011,Bhandara,Kolami,1.0,0.0,,
2011,Bhandara,Konkani,13.0,10.0,,
2011,Bhandara,Korku,2.0,2.0,,
2011,Bhandara,Lahnda,43.0,25.0,,
2011,Bhandara,Lushai/Mizo,4.0,2.0,,
2011,Bhandara,Maithili,8.0,8.0,,
2011,Bhandara,Malayalam,189.0,177.0,,
2011,Bhandara,Marathi,563827.0,554711.0,,
2011,Bhandara,Munda,4.0,2.0,,
2011,Bhandara,Nepali,37.0,20.0,,
2011,Bhandara,Odia,196.0,169.0,,
2011,Bhandara,Others,338.0,306.0,,
2011,Bhandara,Punjabi,373.0,314.0,,
2011,Bhandara,Sanskrit,3.0,0.0,,
2011,Bhandara,Santali,44.0,65.0,,
2011,Bhandara,Sindhi,1540.0,1484.0,,
2011,Bhandara,Tamil,105.0,71.0,,
2011,Bhandara,Telugu,475.0,461.0,,
2011,Bhandara,Tulu,0.0,2.0,,
2011,Bhandara,Urdu,2324.0,2247.0,,
2011,Buldhana,Adi,1.0,1.0,,
2011,Buldhana,Assamese,13.0,7.0,,
2011,Buldhana,Bengali,192.0,140.0,,
2011,Buldhana,Bhili/Bhilodi,11757.0,11337.0,,
2011,Buldhana,Bodo,2.0,0.0,,
2011,Buldhana,Chang,1.0,0.0,,
2011,Buldhana,Dogri,7.0,7.0,,
2011,Buldhana,English,11.0,2.0,,
2011,Buldhana,Garo,0.0,2.0,,
2011,Buldhana,Gondi,529.0,454.0,,
2011,Buldhana,Gujarati,2721.0,2600.0,,
2011,Buldhana,Halabi,7.0,5.0,,
2011,Buldhana,Hindi,99534.0,92523.0,,
2011,Buldhana,Ho,18.0,19.0,,
2011,Buldhana,Kannada,90.0,79.0,,
2011,Buldhana,Kashmiri,8.0,5.0,,
2011,Buldhana,Khandeshi,528.0,519.0,,
2011,Buldhana,Kharia,4.0,0.0,,
2011,Buldhana,Khasi,5.0,1.0,,
2011,Buldhana,Kolami,5.0,3.0,,
2011,Buldhana,Konkani,5686.0,5072.0,,
2011,Buldhana,Korku,2491.0,2364.0,,
2011,Buldhana,Korwa,2.0,3.0,,
2011,Buldhana,Kuki,6.0,6.0,,
2011,Buldhana,Kurukh/Oraon,0.0,2.0,,
2011,Buldhana,Lahnda,36.0,73.0,,
2011,Buldhana,Maithili,11.0,11.0,,
2011,Buldhana,Malayalam,106.0,93.0,,
2011,Buldhana,Manipuri,3.0,1.0,,
2011,Buldhana,Marathi,1052758.0,981754.0,,
2011,Buldhana,Mundari,3.0,5.0,,
2011,Buldhana,Nepali,58.0,36.0,,
2011,Buldhana,Nissi/Dafla,2.0,1.0,,
2011,Buldhana,Odia,94.0,61.0,,
2011,Buldhana,Others,2686.0,2479.0,,
2011,Buldhana,Paite,2.0,1.0,,
2011,Buldhana,Punjabi,397.0,319.0,,
2011,Buldhana,Rabha,1.0,0.0,,
2011,Buldhana,Sanskrit,11.0,12.0,,
2011,Buldhana,Sindhi,3350.0,3137.0,,
2011,Buldhana,Tamil,291.0,301.0,,
2011,Buldhana,Telugu,7674.0,7583.0,,
2011,Buldhana,Tulu,1.0,0.0,,
2011,Buldhana,Urdu,146458.0,137679.0,,
2011,Buldhana,Vaiphei,0.0,1.0,,
2011,Chandrapur,Arabic/Arbi,15.0,9.0,,
2011,Chandrapur,Assamese,6.0,9.0,,
2011,Chandrapur,Bengali,8847.0,8353.0,,
2011,Chandrapur,Bhili/Bhilodi,296.0,253.0,,
2011,Chandrapur,Chang,0.0,5.0,,
2011,Chandrapur,Dogri,13.0,1.0,,
2011,Chandrapur,English,74.0,84.0,,
2011,Chandrapur,Garo,1.0,0.0,,
2011,Chandrapur,Gondi,17630.0,17514.0,,
2011,Chandrapur,Gujarati,2819.0,2690.0,,
2011,Chandrapur,Halabi,1352.0,1311.0,,
2011,Chandrapur,Hindi,100279.0,90700.0,,
2011,Chandrapur,Kannada,1457.0,1408.0,,
2011,Chandrapur,Kashmiri,6.0,6.0,,
2011,Chandrapur,Khandeshi,20.0,27.0,,
2011,Chandrapur,Khasi,1.0,3.0,,
2011,Chandrapur,Kolami,3045.0,3003.0,,
2011,Chandrapur,Konkani,1436.0,1399.0,,
2011,Chandrapur,Korku,44.0,30.0,,
2011,Chandrapur,Koya,2.0,2.0,,
2011,Chandrapur,Kurukh/Oraon,41.0,44.0,,
2011,Chandrapur,Lahnda,56.0,65.0,,
2011,Chandrapur,Lakher,0.0,1.0,,
2011,Chandrapur,Maithili,110.0,86.0,,
2011,Chandrapur,Malayalam,1018.0,1042.0,,
2011,Chandrapur,Manipuri,11.0,9.0,,
2011,Chandrapur,Marathi,937172.0,906241.0,,
2011,Chandrapur,Munda,16.0,12.0,,
2011,Chandrapur,Mundari,4.0,6.0,,
2011,Chandrapur,Nepali,210.0,141.0,,
2011,Chandrapur,Odia,1143.0,1079.0,,
2011,Chandrapur,Others,1242.0,1238.0,,
2011,Chandrapur,Punjabi,2525.0,2329.0,,
2011,Chandrapur,Sanskrit,20.0,14.0,,
2011,Chandrapur,Santali,66.0,47.0,,
2011,Chandrapur,Sindhi,1774.0,1662.0,,
2011,Chandrapur,Tamil,1178.0,1091.0,,
2011,Chandrapur,Tangkhul,3.0,3.0,,
2011,Chandrapur,Telugu,28758.0,28077.0,,
2011,Chandrapur,Tulu,7.0,8.0,,
2011,Chandrapur,Urdu,11137.0,10471.0,,
2011,Chh. Sambhaji Nagar,Adi,8.0,6.0,,
2011,Chh. Sambhaji Nagar,Afghani/Kabuli/Pashto,1.0,0.0,,
2011,Chh. Sambhaji Nagar,Angami,1.0,0.0,,
2011,Chh. Sambhaji Nagar,Arabic/Arbi,80.0,44.0,,
2011,Chh. Sambhaji Nagar,Assamese,65.0,23.0,,
2011,Chh. Sambhaji Nagar,Bengali,1575.0,1202.0,,
2011,Chh. Sambhaji Nagar,Bhili/Bhilodi,4755.0,4578.0,,
2011,Chh. Sambhaji Nagar,Bhotia,1.0,0.0,,
2011,Chh. Sambhaji Nagar,Bishnupuriya,1.0,0.0,,
2011,Chh. Sambhaji Nagar,Bodo,3.0,1.0,,
2011,Chh. Sambhaji Nagar,Dogri,13.0,17.0,,
2011,Chh. Sambhaji Nagar,English,174.0,183.0,,
2011,Chh. Sambhaji Nagar,Garo,1.0,0.0,,
2011,Chh. Sambhaji Nagar,Gondi,280.0,278.0,,
2011,Chh. Sambhaji Nagar,Gujarati,5865.0,5731.0,,
2011,Chh. Sambhaji Nagar,Halabi,17.0,13.0,,
2011,Chh. Sambhaji Nagar,Hindi,271619.0,248420.0,,
2011,Chh. Sambhaji Nagar,Ho,6.0,12.0,,
2011,Chh. Sambhaji Nagar,Kannada,1333.0,1247.0,,
2011,Chh. Sambhaji Nagar,Kashmiri,40.0,37.0,,
2011,Chh. Sambhaji Nagar,Khandeshi,1537.0,1415.0,,
2011,Chh. Sambhaji Nagar,Kharia,2.0,2.0,,
2011,Chh. Sambhaji Nagar,Koda/Kora,4.0,1.0,,
2011,Chh. Sambhaji Nagar,Kolami,6.0,5.0,,
2011,Chh. Sambhaji Nagar,Konkani,1274.0,1148.0,,
2011,Chh. Sambhaji Nagar,Konyak,1.0,0.0,,
2011,Chh. Sambhaji Nagar,Korku,3.0,3.0,,
2011,Chh. Sambhaji Nagar,Kurukh/Oraon,120.0,101.0,,
2011,Chh. Sambhaji Nagar,Lahnda,35.0,35.0,,
2011,Chh. Sambhaji Nagar,Lotha,1.0,0.0,,
2011,Chh. Sambhaji Nagar,Lushai/Mizo,1.0,0.0,,
2011,Chh. Sambhaji Nagar,Maithili,138.0,123.0,,
2011,Chh. Sambhaji Nagar,Malayalam,1223.0,1128.0,,
2011,Chh. Sambhaji Nagar,Manipuri,6.0,3.0,,
2011,Chh. Sambhaji Nagar,Marathi,1342112.0,1236222.0,,
2011,Chh. Sambhaji Nagar,Mishmi,1.0,0.0,,
2011,Chh. Sambhaji Nagar,Munda,4.0,6.0,,
2011,Chh. Sambhaji Nagar,Mundari,3.0,2.0,,
2011,Chh. Sambhaji Nagar,Nepali,226.0,174.0,,
2011,Chh. Sambhaji Nagar,Odia,361.0,284.0,,
2011,Chh. Sambhaji Nagar,Others,1071.0,990.0,,
2011,Chh. Sambhaji Nagar,Punjabi,2339.0,1890.0,,
2011,Chh. Sambhaji Nagar,Rai,1.0,0.0,,
2011,Chh. Sambhaji Nagar,Sanskrit,29.0,26.0,,
2011,Chh. Sambhaji Nagar,Santali,2.0,4.0,,
2011,Chh. Sambhaji Nagar,Savara,1.0,0.0,,
2011,Chh. Sambhaji Nagar,Sema,3.0,0.0,,
2011,Chh. Sambhaji Nagar,Sindhi,2219.0,2086.0,,
2011,Chh. Sambhaji Nagar,Tamil,1291.0,1170.0,,
2011,Chh. Sambhaji Nagar,Telugu,7874.0,7725.0,,
2011,Chh. Sambhaji Nagar,Tulu,69.0,63.0,,
2011,Chh. Sambhaji Nagar,Urdu,276674.0,260415.0,,
2011,Dharashiv,Arabic/Arbi,6.0,5.0,,
2011,Dharashiv,Bengali,207.0,161.0,,
2011,Dharashiv,Bhili/Bhilodi,3443.0,3234.0,,
2011,Dharashiv,Dogri,5.0,0.0,,
2011,Dharashiv,English,6.0,7.0,,
2011,Dharashiv,Gondi,200.0,213.0,,
2011,Dharashiv,Gujarati,589.0,589.0,,
2011,Dharashiv,Hindi,69055.0,64666.0,,
2011,Dharashiv,Kannada,6204.0,6360.0,,
2011,Dharashiv,Kashmiri,61.0,56.0,,
2011,Dharashiv,Khandeshi,22.0,18.0,,
2011,Dharashiv,Konkani,208.0,212.0,,
2011,Dharashiv,Korku,1.0,2.0,,
2011,Dharashiv,Kuki,8.0,7.0,,
2011,Dharashiv,Maithili,1.0,0.0,,
2011,Dharashiv,Malayalam,20.0,12.0,,
2011,Dharashiv,Marathi,737381.0,678512.0,,
2011,Dharashiv,Nepali,29.0,15.0,,
2011,Dharashiv,Odia,38.0,47.0,,
2011,Dharashiv,Others,30.0,33.0,,
2011,Dharashiv,Punjabi,26.0,19.0,,
2011,Dharashiv,Sanskrit,8.0,2.0,,
2011,Dharashiv,Sindhi,64.0,65.0,,
2011,Dharashiv,Tamil,307.0,257.0,,
2011,Dharashiv,Telugu,7622.0,7125.0,,
2011,Dharashiv,Tibetan,1.0,0.0,,
2011,Dharashiv,Tulu,3.0,3.0,,
2011,Dharashiv,Urdu,35990.0,34421.0,,
2011,Dhule,Adi,3.0,2.0,,
2011,Dhule,Angami,9.0,12.0,,
2011,Dhule,Arabic/Arbi,1.0,0.0,,
2011,Dhule,Assamese,180.0,153.0,,
2011,Dhule,Bengali,205.0,138.0,,
2011,Dhule,Bhili/Bhilodi,214778.0,212030.0,,
2011,Dhule,Coorgi/Kodagu,2.0,3.0,,
2011,Dhule,English,24.0,31.0,,
2011,Dhule,Gondi,71.0,71.0,,
2011,Dhule,Gujarati,7820.0,7191.0,,
2011,Dhule,Hindi,64889.0,59887.0,,
2011,Dhule,Ho,21.0,18.0,,
2011,Dhule,Kannada,330.0,271.0,,
2011,Dhule,Kashmiri,45.0,35.0,,
2011,Dhule,Khandeshi,301258.0,287263.0,,
2011,Dhule,Khasi,1.0,0.0,,
2011,Dhule,Kolami,1.0,1.0,,
2011,Dhule,Kom,1.0,0.0,,
2011,Dhule,Konkani,20374.0,19807.0,,
2011,Dhule,Korku,30.0,22.0,,
2011,Dhule,Kurukh/Oraon,19.0,12.0,,
2011,Dhule,Lahnda,984.0,930.0,,
2011,Dhule,Maithili,17.0,6.0,,
2011,Dhule,Malayalam,251.0,196.0,,
2011,Dhule,Manipuri,3.0,1.0,,
2011,Dhule,Marathi,362028.0,330808.0,,
2011,Dhule,Nepali,96.0,55.0,,
2011,Dhule,Odia,133.0,98.0,,
2011,Dhule,Others,2735.0,2561.0,,
2011,Dhule,Pawi,0.0,1.0,,
2011,Dhule,Punjabi,473.0,419.0,,
2011,Dhule,Sanskrit,12.0,9.0,,
2011,Dhule,Santali,2.0,6.0,,
2011,Dhule,Sindhi,4295.0,4054.0,,
2011,Dhule,Tamil,101.0,95.0,,
2011,Dhule,Telugu,2681.0,2532.0,,
2011,Dhule,Tripuri,2.0,1.0,,
2011,Dhule,Tulu,1.0,2.0,,
2011,Dhule,Urdu,70155.0,68110.0,,
2011,Gadchiroli,Arabic/Arbi,25.0,17.0,,
2011,Gadchiroli,Assamese,79.0,2.0,,
2011,Gadchiroli,Bengali,28519.0,26450.0,,
2011,Gadchiroli,Bhili/Bhilodi,131.0,153.0,,
2011,Gadchiroli,Bhotia,3.0,0.0,,
2011,Gadchiroli,Bodo,6.0,0.0,,
2011,Gadchiroli,Chang,5.0,3.0,,
2011,Gadchiroli,Dogri,15.0,0.0,,
2011,Gadchiroli,English,23.0,13.0,,
2011,Gadchiroli,Gondi,75731.0,76712.0,,
2011,Gadchiroli,Gujarati,615.0,567.0,,
2011,Gadchiroli,Halabi,1063.0,1143.0,,
2011,Gadchiroli,Hindi,24131.0,22333.0,,
2011,Gadchiroli,Kannada,269.0,207.0,,
2011,Gadchiroli,Kashmiri,10.0,3.0,,
2011,Gadchiroli,Khandeshi,5.0,5.0,,
2011,Gadchiroli,Kharia,21.0,16.0,,
2011,Gadchiroli,Konda,1.0,0.0,,
2011,Gadchiroli,Konkani,5.0,6.0,,
2011,Gadchiroli,Korku,18.0,3.0,,
2011,Gadchiroli,Korwa,0.0,1.0,,
2011,Gadchiroli,Kurukh/Oraon,2897.0,2909.0,,
2011,Gadchiroli,Lahnda,23.0,29.0,,
2011,Gadchiroli,Maithili,4.0,0.0,,
2011,Gadchiroli,Malayalam,102.0,67.0,,
2011,Gadchiroli,Manipuri,13.0,1.0,,
2011,Gadchiroli,Marathi,305677.0,299239.0,,
2011,Gadchiroli,Munda,2.0,0.0,,
2011,Gadchiroli,Mundari,1.0,0.0,,
2011,Gadchiroli,Nepali,34.0,27.0,,
2011,Gadchiroli,Nissi/Dafla,1.0,2.0,,
2011,Gadchiroli,Odia,146.0,44.0,,
2011,Gadchiroli,Others,234.0,209.0,,
2011,Gadchiroli,Punjabi,201.0,126.0,,
2011,Gadchiroli,Santali,50794.0,50763.0,,
2011,Gadchiroli,Sindhi,790.0,790.0,,
2011,Gadchiroli,Tamil,293.0,127.0,,
2011,Gadchiroli,Tangkhul,1.0,0.0,,
2011,Gadchiroli,Telugu,47492.0,47708.0,,
2011,Gadchiroli,Tulu,14.0,12.0,,
2011,Gadchiroli,Urdu,1934.0,1927.0,,
2011,Gondia,Arabic/Arbi,4.0,7.0,,
2011,Gondia,Assamese,86.0,2.0,,
2011,Gondia,Bengali,4599.0,4330.0,,
2011,Gondia,Bhili/Bhilodi,323.0,310.0,,
2011,Gondia,Bhotia,6.0,15.0,,
2011,Gondia,Bodo,5.0,2.0,,
2011,Gondia,Chang,0.0,3.0,,
2011,Gondia,English,10.0,10.0,,
2011,Gondia,Gadaba,0.0,1.0,,
2011,Gondia,Gondi,22509.0,23243.0,,
2011,Gondia,Gujarati,1777.0,1759.0,,
2011,Gondia,Halabi,153.0,134.0,,
2011,Gondia,Hindi,137170.0,137134.0,,
2011,Gondia,Ho,29.0,43.0,,
2011,Gondia,Kannada,575.0,591.0,,
2011,Gondia,Kashmiri,18.0,13.0,,
2011,Gondia,Khandeshi,3.0,3.0,,
2011,Gondia,Kharia,9.0,4.0,,
2011,Gondia,Konda,0.0,2.0,,
2011,Gondia,Konkani,25.0,3.0,,
2011,Gondia,Lakher,8.0,8.0,,
2011,Gondia,Lotha,6.0,4.0,,
2011,Gondia,Lushai/Mizo,1.0,0.0,,
2011,Gondia,Maithili,14.0,13.0,,
2011,Gondia,Malayalam,128.0,123.0,,
2011,Gondia,Mao,3.0,2.0,,
2011,Gondia,Marathi,485073.0,484495.0,,
2011,Gondia,Munda,3.0,7.0,,
2011,Gondia,Nepali,17.0,14.0,,
2011,Gondia,Odia,459.0,485.0,,
2011,Gondia,Others,369.0,384.0,,
2011,Gondia,Pochury,1.0,0.0,,
2011,Gondia,Punjabi,812.0,779.0,,
2011,Gondia,Rabha,0.0,1.0,,
2011,Gondia,Sanskrit,10.0,7.0,,
2011,Gondia,Santali,29.0,26.0,,
2011,Gondia,Savara,0.0,2.0,,
