Year,District,Rural/Urban,Age Group,Population,Male,Female
1991,Jalgaon,Rural,40-44,112460.0,57930.0,54530.0
1991,Jalgaon,Rural,45-49,103030.0,50890.0,52140.0
1991,Jalgaon,Rural,50-54,89240.0,43860.0,45380.0
1991,Jalgaon,Rural,55-59,74894.0,37704.0,37190.0
1991,Jalgaon,Rural,60-64,73080.0,34590.0,38490.0
1991,Jalgaon,Rural,65-69,49620.0,23230.0,26390.0
1991,Jalgaon,Rural,70-74,31630.0,14870.0,16760.0
1991,Jalgaon,Rural,75-79,14820.0,7200.0,7620.0
1991,Jalgaon,Rural,80+,16260.0,7470.0,8790.0
1991,Jalgaon,Urban,0-4,99750.0,52210.0,47540.0
1991,Jalgaon,Urban,5-9,108344.0,56734.0,51610.0
1991,Jalgaon,Urban,10-14,108439.0,55901.0,52538.0
1991,Jalgaon,Urban,15-19,89538.0,49161.0,40377.0
1991,Jalgaon,Urban,20-24,83289.0,43889.0,39400.0
1991,Jalgaon,Urban,25-29,70181.0,33907.0,36274.0
1991,Jalgaon,Urban,30-34,63214.0,32449.0,30765.0
1991,Jalgaon,Urban,35-39,56836.0,29783.0,27053.0
1991,Jalgaon,Urban,40-44,44454.0,24478.0,19976.0
1991,Jalgaon,Urban,45-49,37724.0,19899.0,17825.0
1991,Jalgaon,Urban,50-54,29343.0,15538.0,13805.0
1991,Jalgaon,Urban,55-59,23545.0,12100.0,11445.0
1991,Jalgaon,Urban,60-64,22103.0,10710.0,11393.0
1991,Jalgaon,Urban,65-69,14219.0,7119.0,7100.0
1991,Jalgaon,Urban,70-74,9740.0,4540.0,5200.0
1991,Jalgaon,Urban,75-79,4380.0,2230.0,2150.0
1991,Jalgaon,Urban,80+,5200.0,2410.0,2790.0
1991,Jalna,Rural,0-4,166750.0,85260.0,81490.0
1991,Jalna,Rural,5-9,120810.0,64460.0,56350.0
1991,Jalna,Rural,10-14,169888.0,85815.0,84073.0
1991,Jalna,Rural,15-19,79697.0,45637.0,34060.0
1991,Jalna,Rural,20-24,86055.0,41070.0,44985.0
1991,Jalna,Rural,25-29,86261.0,40841.0,45420.0
1991,Jalna,Rural,30-34,78227.0,37960.0,40267.0
1991,Jalna,Rural,35-39,70292.0,36784.0,33508.0
1991,Jalna,Rural,40-44,60000.0,31060.0,28940.0
1991,Jalna,Rural,45-49,51270.0,26460.0,24810.0
1991,Jalna,Rural,50-54,43968.0,23010.0,20958.0
1991,Jalna,Rural,55-59,29963.0,14820.0,15143.0
1991,Jalna,Rural,60-64,33826.0,16226.0,17600.0
1991,Jalna,Rural,65-69,19730.0,9770.0,9960.0
1991,Jalna,Rural,70-74,15477.0,7247.0,8230.0
1991,Jalna,Rural,75-79,6303.0,3110.0,3193.0
1991,Jalna,Rural,80+,9500.0,4190.0,5310.0
1991,Jalna,Urban,0-4,32570.0,16730.0,15840.0
1991,Jalna,Urban,5-9,27016.0,14160.0,12856.0
1991,Jalna,Urban,10-14,33350.0,17288.0,16062.0
1991,Jalna,Urban,15-19,21081.0,11381.0,9700.0
1991,Jalna,Urban,20-24,21124.0,10620.0,10504.0
1991,Jalna,Urban,25-29,19688.0,9412.0,10276.0
1991,Jalna,Urban,30-34,16635.0,8790.0,7845.0
1991,Jalna,Urban,35-39,14321.0,7641.0,6680.0
1991,Jalna,Urban,40-44,10723.0,5676.0,5047.0
1991,Jalna,Urban,45-49,8867.0,5043.0,3824.0
1991,Jalna,Urban,50-54,7085.0,3652.0,3433.0
1991,Jalna,Urban,55-59,4832.0,2412.0,2420.0
1991,Jalna,Urban,60-64,5131.0,2901.0,2230.0
1991,Jalna,Urban,65-69,2625.0,1192.0,1433.0
1991,Jalna,Urban,70-74,2310.0,1010.0,1300.0
1991,Jalna,Urban,75-79,860.0,400.0,460.0
1991,Jalna,Urban,80+,1460.0,600.0,860.0
1991,Kolhapur,Rural,0-4,241760.0,125180.0,116580.0
1991,Kolhapur,Rural,5-9,246230.0,128530.0,117700.0
1991,Kolhapur,Rural,10-14,250797.0,127524.0,123273.0
1991,Kolhapur,Rural,15-19,195160.0,109690.0,85470.0
1991,Kolhapur,Rural,20-24,186607.0,93434.0,93173.0
1991,Kolhapur,Rural,25-29,177516.0,83479.0,94037.0
1991,Kolhapur,Rural,30-34,160165.0,76315.0,83850.0
1991,Kolhapur,Rural,35-39,149267.0,73530.0,75737.0
1991,Kolhapur,Rural,40-44,125371.0,62551.0,62820.0
1991,Kolhapur,Rural,45-49,111272.0,56380.0,54892.0
1991,Kolhapur,Rural,50-54,96423.0,49033.0,47390.0
1991,Kolhapur,Rural,55-59,71972.0,37642.0,34330.0
1991,Kolhapur,Rural,60-64,74840.0,36070.0,38770.0
1991,Kolhapur,Rural,65-69,46170.0,21980.0,24190.0
1991,Kolhapur,Rural,70-74,34245.0,16460.0,17785.0
1991,Kolhapur,Rural,75-79,13050.0,6040.0,7010.0
1991,Kolhapur,Rural,80+,17160.0,7370.0,9790.0
1991,Kolhapur,Urban,0-4,77969.0,40750.0,37219.0
1991,Kolhapur,Urban,5-9,85080.0,43560.0,41520.0
1991,Kolhapur,Urban,10-14,91103.0,47654.0,43449.0
1991,Kolhapur,Urban,15-19,78343.0,42773.0,35570.0
1991,Kolhapur,Urban,20-24,82817.0,43249.0,39568.0
1991,Kolhapur,Urban,25-29,75425.0,37140.0,38285.0
1991,Kolhapur,Urban,30-34,63099.0,33012.0,30087.0
1991,Kolhapur,Urban,35-39,57546.0,30605.0,26941.0
1991,Kolhapur,Urban,40-44,45244.0,24892.0,20352.0
1991,Kolhapur,Urban,45-49,33910.0,18443.0,15467.0
1991,Kolhapur,Urban,50-54,27517.0,15165.0,12352.0
1991,Kolhapur,Urban,55-59,19920.0,10130.0,9790.0
1991,Kolhapur,Urban,60-64,19340.0,9550.0,9790.0
1991,Kolhapur,Urban,65-69,11138.0,5330.0,5808.0
1991,Kolhapur,Urban,70-74,8120.0,3930.0,4190.0
1991,Kolhapur,Urban,75-79,3611.0,1781.0,1830.0
1991,Kolhapur,Urban,80+,4500.0,1930.0,2570.0
1991,Latur,Rural,0-4,190890.0,97950.0,92940.0
1991,Latur,Rural,5-9,162510.0,86030.0,76480.0
1991,Latur,Rural,10-14,180090.0,89363.0,90727.0
1991,Latur,Rural,15-19,114840.0,64860.0,49980.0
1991,Latur,Rural,20-24,103600.0,50660.0,52940.0
1991,Latur,Rural,25-29,94459.0,45510.0,48949.0
1991,Latur,Rural,30-34,85856.0,42446.0,43410.0
1991,Latur,Rural,35-39,76440.0,39030.0,37410.0
1991,Latur,Rural,40-44,69645.0,35585.0,34060.0
1991,Latur,Rural,45-49,56350.0,28230.0,28120.0
1991,Latur,Rural,50-54,54100.0,28410.0,25690.0
1991,Latur,Rural,55-59,34740.0,18770.0,15970.0
1991,Latur,Rural,60-64,40532.0,20961.0,19571.0
1991,Latur,Rural,65-69,21670.0,10990.0,10680.0
1991,Latur,Rural,70-74,19910.0,9540.0,10370.0
1991,Latur,Rural,75-79,6980.0,3430.0,3550.0
1991,Latur,Rural,80+,12521.0,5931.0,6590.0
1991,Latur,Urban,0-4,48090.0,24820.0,23270.0
1991,Latur,Urban,5-9,41648.0,21984.0,19664.0
1991,Latur,Urban,10-14,48300.0,24770.0,23530.0
1991,Latur,Urban,15-19,34746.0,19686.0,15060.0
1991,Latur,Urban,20-24,30678.0,16079.0,14599.0
1991,Latur,Urban,25-29,25894.0,12221.0,13673.0
1991,Latur,Urban,30-34,23834.0,12164.0,11670.0
1991,Latur,Urban,35-39,21068.0,11294.0,9774.0
1991,Latur,Urban,40-44,16366.0,9230.0,7136.0
1991,Latur,Urban,45-49,11550.0,6630.0,4920.0
1991,Latur,Urban,50-54,10490.0,5927.0,4563.0
1991,Latur,Urban,55-59,5555.0,2843.0,2712.0
1991,Latur,Urban,60-64,7264.0,3814.0,3450.0
1991,Latur,Urban,65-69,3630.0,1940.0,1690.0
1991,Latur,Urban,70-74,3200.0,1600.0,1600.0
1991,Latur,Urban,75-79,1150.0,620.0,530.0
1991,Latur,Urban,80+,2250.0,1090.0,1160.0
1991,Mumbai,Rural,0-4,0.0,0.0,0.0
1991,Mumbai,Rural,5-9,0.0,0.0,0.0
1991,Mumbai,Rural,10-14,0.0,0.0,0.0
1991,Mumbai,Rural,15-19,0.0,0.0,0.0
1991,Mumbai,Rural,20-24,0.0,0.0,0.0
1991,Mumbai,Rural,25-29,0.0,0.0,0.0
1991,Mumbai,Rural,30-34,0.0,0.0,0.0
1991,Mumbai,Rural,35-39,0.0,0.0,0.0
1991,Mumbai,Rural,40-44,0.0,0.0,0.0
1991,Mumbai,Rural,45-49,0.0,0.0,0.0
1991,Mumbai,Rural,50-54,0.0,0.0,0.0
1991,Mumbai,Rural,55-59,0.0,0.0,0.0
1991,Mumbai,Rural,60-64,0.0,0.0,0.0
1991,Mumbai,Rural,65-69,0.0,0.0,0.0
1991,Mumbai,Rural,70-74,0.0,0.0,0.0
1991,Mumbai,Rural,75-79,0.0,0.0,0.0
1991,Mumbai,Rural,80+,0.0,0.0,0.0
1991,Mumbai,Urban,0-4,921960.0,478270.0,443690.0
1991,Mumbai,Urban,5-9,987800.0,516640.0,471160.0
1991,Mumbai,Urban,10-14,1018423.0,526217.0,492206.0
1991,Mumbai,Urban,15-19,945925.0,523264.0,422661.0
1991,Mumbai,Urban,20-24,1089173.0,614230.0,474943.0
1991,Mumbai,Urban,25-29,1031851.0,567192.0,464659.0
1991,Mumbai,Urban,30-34,863645.0,492355.0,371290.0
1991,Mumbai,Urban,35-39,776200.0,438600.0,337600.0
1991,Mumbai,Urban,40-44,593482.0,351721.0,241761.0
1991,Mumbai,Urban,45-49,480320.0,280430.0,199890.0
1991,Mumbai,Urban,50-54,372346.0,218750.0,153596.0
1991,Mumbai,Urban,55-59,265566.0,149806.0,115760.0
1991,Mumbai,Urban,60-64,213630.0,115090.0,98540.0
1991,Mumbai,Urban,65-69,127580.0,68170.0,59410.0
1991,Mumbai,Urban,70-74,81910.0,41530.0,40380.0
1991,Mumbai,Urban,75-79,42190.0,21220.0,20970.0
1991,Mumbai,Urban,80+,49830.0,22610.0,27220.0
1991,Mumbai Suburban,Rural,0-4,0.0,0.0,0.0
1991,Mumbai Suburban,Rural,5-9,0.0,0.0,0.0
1991,Mumbai Suburban,Rural,10-14,0.0,0.0,0.0
1991,Mumbai Suburban,Rural,15-19,0.0,0.0,0.0
1991,Mumbai Suburban,Rural,20-24,0.0,0.0,0.0
1991,Mumbai Suburban,Rural,25-29,0.0,0.0,0.0
1991,Mumbai Suburban,Rural,30-34,0.0,0.0,0.0
1991,Mumbai Suburban,Rural,35-39,0.0,0.0,0.0
1991,Mumbai Suburban,Rural,40-44,0.0,0.0,0.0
1991,Mumbai Suburban,Rural,45-49,0.0,0.0,0.0
1991,Mumbai Suburban,Rural,50-54,0.0,0.0,0.0
1991,Mumbai Suburban,Rural,55-59,0.0,0.0,0.0
1991,Mumbai Suburban,Rural,60-64,0.0,0.0,0.0
1991,Mumbai Suburban,Rural,65-69,0.0,0.0,0.0
1991,Mumbai Suburban,Rural,70-74,0.0,0.0,0.0
1991,Mumbai Suburban,Rural,75-79,0.0,0.0,0.0
1991,Mumbai Suburban,Rural,80+,0.0,0.0,0.0
1991,Mumbai Suburban,Urban,0-4,921960.0,478270.0,443690.0
1991,Mumbai Suburban,Urban,5-9,987800.0,516640.0,471160.0
1991,Mumbai Suburban,Urban,10-14,1018423.0,526217.0,492206.0
1991,Mumbai Suburban,Urban,15-19,945925.0,523264.0,422661.0
1991,Mumbai Suburban,Urban,20-24,1089173.0,614230.0,474943.0
1991,Mumbai Suburban,Urban,25-29,1031851.0,567192.0,464659.0
1991,Mumbai Suburban,Urban,30-34,863645.0,492355.0,371290.0
1991,Mumbai Suburban,Urban,35-39,776200.0,438600.0,337600.0
1991,Mumbai Suburban,Urban,40-44,593482.0,351721.0,241761.0
1991,Mumbai Suburban,Urban,45-49,480320.0,280430.0,199890.0
1991,Mumbai Suburban,Urban,50-54,372346.0,218750.0,153596.0
1991,Mumbai Suburban,Urban,55-59,265566.0,149806.0,115760.0
1991,Mumbai Suburban,Urban,60-64,213630.0,115090.0,98540.0
1991,Mumbai Suburban,Urban,65-69,127580.0,68170.0,59410.0
1991,Mumbai Suburban,Urban,70-74,81910.0,41530.0,40380.0
1991,Mumbai Suburban,Urban,75-79,42190.0,21220.0,20970.0
1991,Mumbai Suburban,Urban,80+,49830.0,22610.0,27220.0
1991,Nagpur,Rural,0-4,150870.0,76730.0,74140.0
1991,Nagpur,Rural,5-9,148880.0,74520.0,74360.0
1991,Nagpur,Rural,10-14,139577.0,71589.0,67988.0
1991,Nagpur,Rural,15-19,123335.0,64040.0,59295.0
1991,Nagpur,Rural,20-24,112889.0,61759.0,51130.0
1991,Nagpur,Rural,25-29,96425.0,48775.0,47650.0
1991,Nagpur,Rural,30-34,83827.0,43360.0,40467.0
1991,Nagpur,Rural,35-39,78470.0,40800.0,37670.0
1991,Nagpur,Rural,40-44,65337.0,33640.0,31697.0
1991,Nagpur,Rural,45-49,57818.0,29940.0,27878.0
1991,Nagpur,Rural,50-54,52712.0,27572.0,25140.0
1991,Nagpur,Rural,55-59,37010.0,19720.0,17290.0
1991,Nagpur,Rural,60-64,41274.0,20844.0,20430.0
1991,Nagpur,Rural,65-69,24311.0,13621.0,10690.0
1991,Nagpur,Rural,70-74,20160.0,10510.0,9650.0
1991,Nagpur,Rural,75-79,7650.0,3860.0,3790.0
1991,Nagpur,Rural,80+,11040.0,5890.0,5150.0
1991,Nagpur,Urban,0-4,221260.0,113560.0,107700.0
1991,Nagpur,Urban,5-9,226171.0,115731.0,110440.0
1991,Nagpur,Urban,10-14,226079.0,115818.0,110261.0
1991,Nagpur,Urban,15-19,213491.0,109620.0,103871.0
1991,Nagpur,Urban,20-24,220785.0,116026.0,104759.0
1991,Nagpur,Urban,25-29,184793.0,94783.0,90010.0
1991,Nagpur,Urban,30-34,152869.0,81781.0,71088.0
1991,Nagpur,Urban,35-39,133245.0,71880.0,61365.0
1991,Nagpur,Urban,40-44,104568.0,58791.0,45777.0
1991,Nagpur,Urban,45-49,86369.0,47270.0,39099.0
1991,Nagpur,Urban,50-54,73989.0,39705.0,34284.0
1991,Nagpur,Urban,55-59,51227.0,27010.0,24217.0
1991,Nagpur,Urban,60-64,50739.0,25519.0,25220.0
1991,Nagpur,Urban,65-69,30630.0,15820.0,14810.0
1991,Nagpur,Urban,70-74,23149.0,11500.0,11649.0
1991,Nagpur,Urban,75-79,10570.0,5410.0,5160.0
1991,Nagpur,Urban,80+,14760.0,6990.0,7770.0
1991,Nanded,Rural,0-4,270530.0,138220.0,132310.0
1991,Nanded,Rural,5-9,212209.0,112130.0,100079.0
1991,Nanded,Rural,10-14,277151.0,141636.0,135515.0
1991,Nanded,Rural,15-19,146240.0,83280.0,62960.0
1991,Nanded,Rural,20-24,141563.0,67486.0,74077.0
1991,Nanded,Rural,25-29,137398.0,66047.0,71351.0
1991,Nanded,Rural,30-34,120749.0,61499.0,59250.0
1991,Nanded,Rural,35-39,105383.0,54580.0,50803.0
1991,Nanded,Rural,40-44,93200.0,48940.0,44260.0
1991,Nanded,Rural,45-49,72508.0,36930.0,35578.0
1991,Nanded,Rural,50-54,68813.0,35643.0,33170.0
1991,Nanded,Rural,55-59,42500.0,20850.0,21650.0
1991,Nanded,Rural,60-64,54220.0,27000.0,27220.0
1991,Nanded,Rural,65-69,27320.0,13300.0,14020.0
1991,Nanded,Rural,70-74,25930.0,12650.0,13280.0
1991,Nanded,Rural,75-79,8380.0,3730.0,4650.0
1991,Nanded,Rural,80+,15690.0,6720.0,8970.0
1991,Nanded,Urban,0-4,68130.0,34480.0,33650.0
1991,Nanded,Urban,5-9,63619.0,34089.0,29530.0
1991,Nanded,Urban,10-14,73168.0,37526.0,35642.0
1991,Nanded,Urban,15-19,51931.0,29078.0,22853.0
1991,Nanded,Urban,20-24,47178.0,24836.0,22342.0
1991,Nanded,Urban,25-29,39407.0,19261.0,20146.0
1991,Nanded,Urban,30-34,33767.0,17564.0,16203.0
1991,Nanded,Urban,35-39,30640.0,16116.0,14524.0
1991,Nanded,Urban,40-44,24288.0,13758.0,10530.0
1991,Nanded,Urban,45-49,18280.0,10170.0,8110.0
1991,Nanded,Urban,50-54,15796.0,8176.0,7620.0
1991,Nanded,Urban,55-59,9952.0,4740.0,5212.0
1991,Nanded,Urban,60-64,12371.0,6181.0,6190.0
1991,Nanded,Urban,65-69,5620.0,2920.0,2700.0
1991,Nanded,Urban,70-74,4963.0,2250.0,2713.0
1991,Nanded,Urban,75-79,1810.0,840.0,970.0
1991,Nanded,Urban,80+,2990.0,1350.0,1640.0
1991,Nandurbar,Rural,0-4,,,
1991,Nandurbar,Rural,5-9,,,
1991,Nandurbar,Rural,10-14,,,
1991,Nandurbar,Rural,15-19,,,
1991,Nandurbar,Rural,20-24,,,
1991,Nandurbar,Rural,25-29,,,
1991,Nandurbar,Rural,30-34,,,
1991,Nandurbar,Rural,35-39,,,
1991,Nandurbar,Rural,40-44,,,
1991,Nandurbar,Rural,45-49,,,
1991,Nandurbar,Rural,50-54,,,
1991,Nandurbar,Rural,55-59,,,
1991,Nandurbar,Rural,60-64,,,
1991,Nandurbar,Rural,65-69,,,
1991,Nandurbar,Rural,70-74,,,
1991,Nandurbar,Rural,75-79,,,
1991,Nandurbar,Rural,80+,,,
1991,Nandurbar,Urban,0-4,,,
1991,Nandurbar,Urban,5-9,,,
1991,Nandurbar,Urban,10-14,,,
1991,Nandurbar,Urban,15-19,,,
1991,Nandurbar,Urban,20-24,,,
1991,Nandurbar,Urban,25-29,,,
1991,Nandurbar,Urban,30-34,,,
1991,Nandurbar,Urban,35-39,,,
1991,Nandurbar,Urban,40-44,,,
1991,Nandurbar,Urban,45-49,,,
1991,Nandurbar,Urban,50-54,,,
1991,Nandurbar,Urban,55-59,,,
1991,Nandurbar,Urban,60-64,,,
1991,Nandurbar,Urban,65-69,,,
1991,Nandurbar,Urban,70-74,,,
1991,Nandurbar,Urban,75-79,,,
1991,Nandurbar,Urban,80+,,,
1991,Nashik,Rural,0-4,333760.0,171010.0,162750.0
1991,Nashik,Rural,5-9,303049.0,158954.0,144095.0
1991,Nashik,Rural,10-14,351101.0,180219.0,170882.0
1991,Nashik,Rural,15-19,210748.0,118460.0,92288.0
1991,Nashik,Rural,20-24,197500.0,98677.0,98823.0
1991,Nashik,Rural,25-29,191795.0,93605.0,98190.0
1991,Nashik,Rural,30-34,165330.0,81960.0,83370.0
1991,Nashik,Rural,35-39,148871.0,77081.0,71790.0
1991,Nashik,Rural,40-44,122450.0,61670.0,60780.0
1991,Nashik,Rural,45-49,115058.0,57580.0,57478.0
1991,Nashik,Rural,50-54,91440.0,45100.0,46340.0
1991,Nashik,Rural,55-59,76205.0,39192.0,37013.0
1991,Nashik,Rural,60-64,67690.0,33670.0,34020.0
1991,Nashik,Rural,65-69,44600.0,22430.0,22170.0
1991,Nashik,Rural,70-74,28550.0,13770.0,14780.0
1991,Nashik,Rural,75-79,12620.0,6150.0,6470.0
1991,Nashik,Rural,80+,14490.0,6610.0,7880.0
1991,Nashik,Urban,0-4,171050.0,88080.0,82970.0
1991,Nashik,Urban,5-9,164878.0,85358.0,79520.0
1991,Nashik,Urban,10-14,179903.0,93332.0,86571.0
1991,Nashik,Urban,15-19,133911.0,71101.0,62810.0
1991,Nashik,Urban,20-24,135716.0,68471.0,67245.0
1991,Nashik,Urban,25-29,122389.0,62189.0,60200.0
1991,Nashik,Urban,30-34,101851.0,55679.0,46172.0
1991,Nashik,Urban,35-39,89701.0,48146.0,41555.0
1991,Nashik,Urban,40-44,68275.0,38231.0,30044.0
1991,Nashik,Urban,45-49,52242.0,28228.0,24014.0
1991,Nashik,Urban,50-54,40413.0,21595.0,18818.0
1991,Nashik,Urban,55-59,31184.0,15653.0,15531.0
1991,Nashik,Urban,60-64,28718.0,14648.0,14070.0
1991,Nashik,Urban,65-69,17807.0,8897.0,8910.0
1991,Nashik,Urban,70-74,12380.0,6100.0,6280.0
1991,Nashik,Urban,75-79,5407.0,2767.0,2640.0
1991,Nashik,Urban,80+,7200.0,3460.0,3740.0
1991,Parbhani,Rural,0-4,241510.0,123290.0,118220.0
1991,Parbhani,Rural,5-9,178050.0,96110.0,81940.0
1991,Parbhani,Rural,10-14,237777.0,120246.0,117531.0
1991,Parbhani,Rural,15-19,123200.0,70670.0,52530.0
1991,Parbhani,Rural,20-24,126050.0,59250.0,66800.0
1991,Parbhani,Rural,25-29,126898.0,60990.0,65908.0
1991,Parbhani,Rural,30-34,114792.0,56572.0,58220.0
1991,Parbhani,Rural,35-39,100968.0,52780.0,48188.0
1991,Parbhani,Rural,40-44,86631.0,44540.0,42091.0
1991,Parbhani,Rural,45-49,70732.0,35880.0,34852.0
1991,Parbhani,Rural,50-54,64730.0,33940.0,30790.0
1991,Parbhani,Rural,55-59,42140.0,20900.0,21240.0
1991,Parbhani,Rural,60-64,50893.0,24863.0,26030.0
1991,Parbhani,Rural,65-69,27480.0,13200.0,14280.0
1991,Parbhani,Rural,70-74,22630.0,10580.0,12050.0
1991,Parbhani,Rural,75-79,8475.0,3885.0,4590.0
1991,Parbhani,Rural,80+,13470.0,5940.0,7530.0
1991,Parbhani,Urban,0-4,66530.0,34260.0,32270.0
1991,Parbhani,Urban,5-9,56670.0,29810.0,26860.0
1991,Parbhani,Urban,10-14,69481.0,36033.0,33448.0
1991,Parbhani,Urban,15-19,45202.0,25267.0,19935.0
1991,Parbhani,Urban,20-24,41433.0,21256.0,20177.0
1991,Parbhani,Urban,25-29,37471.0,18265.0,19206.0
1991,Parbhani,Urban,30-34,33122.0,16813.0,16309.0
1991,Parbhani,Urban,35-39,30399.0,16221.0,14178.0
1991,Parbhani,Urban,40-44,24417.0,13281.0,11136.0
1991,Parbhani,Urban,45-49,17860.0,9768.0,8092.0
1991,Parbhani,Urban,50-54,15350.0,7940.0,7410.0
1991,Parbhani,Urban,55-59,9370.0,4580.0,4790.0
1991,Parbhani,Urban,60-64,11333.0,5443.0,5890.0
1991,Parbhani,Urban,65-69,6340.0,3060.0,3280.0
1991,Parbhani,Urban,70-74,5210.0,2620.0,2590.0
1991,Parbhani,Urban,75-79,1720.0,920.0,800.0
1991,Parbhani,Urban,80+,3431.0,1551.0,1880.0
1991,Pune,Rural,0-4,339730.0,174560.0,165170.0
1991,Pune,Rural,5-9,308341.0,157681.0,150660.0
1991,Pune,Rural,10-14,331508.0,169313.0,162195.0
1991,Pune,Rural,15-19,230693.0,128383.0,102310.0
1991,Pune,Rural,20-24,233730.0,117680.0,116050.0
1991,Pune,Rural,25-29,216576.0,103316.0,113260.0
1991,Pune,Rural,30-34,190606.0,95242.0,95364.0
1991,Pune,Rural,35-39,174504.0,89040.0,85464.0
1991,Pune,Rural,40-44,143769.0,72240.0,71529.0
1991,Pune,Rural,45-49,129480.0,63620.0,65860.0
1991,Pune,Rural,50-54,112500.0,57540.0,54960.0
1991,Pune,Rural,55-59,86326.0,45076.0,41250.0
1991,Pune,Rural,60-64,83990.0,42730.0,41260.0
1991,Pune,Rural,65-69,51740.0,25420.0,26320.0
1991,Pune,Rural,70-74,40330.0,20240.0,20090.0
1991,Pune,Rural,75-79,16580.0,7910.0,8670.0
1991,Pune,Rural,80+,24690.0,11910.0,12780.0
1991,Pune,Urban,0-4,297830.0,153290.0,144540.0
1991,Pune,Urban,5-9,292740.0,150210.0,142530.0
1991,Pune,Urban,10-14,315549.0,163238.0,152311.0
1991,Pune,Urban,15-19,267942.0,142812.0,125130.0
1991,Pune,Urban,20-24,298319.0,154352.0,143967.0
1991,Pune,Urban,25-29,274465.0,140055.0,134410.0
1991,Pune,Urban,30-34,230358.0,124093.0,106265.0
1991,Pune,Urban,35-39,207577.0,110410.0,97167.0
1991,Pune,Urban,40-44,158504.0,89404.0,69100.0
1991,Pune,Urban,45-49,122037.0,67937.0,54100.0
1991,Pune,Urban,50-54,93171.0,51500.0,41671.0
1991,Pune,Urban,55-59,68831.0,35702.0,33129.0
1991,Pune,Urban,60-64,66730.0,34020.0,32710.0
1991,Pune,Urban,65-69,39300.0,19580.0,19720.0
1991,Pune,Urban,70-74,29036.0,14506.0,14530.0
1991,Pune,Urban,75-79,12730.0,6360.0,6370.0
1991,Pune,Urban,80+,17120.0,8390.0,8730.0
1991,Raigad,Rural,0-4,182660.0,93290.0,89370.0
1991,Raigad,Rural,5-9,181392.0,95862.0,85530.0
1991,Raigad,Rural,10-14,181064.0,90151.0,90913.0
1991,Raigad,Rural,15-19,148593.0,72223.0,76370.0
1991,Raigad,Rural,20-24,130243.0,60000.0,70243.0
1991,Raigad,Rural,25-29,117210.0,53100.0,64110.0
1991,Raigad,Rural,30-34,103417.0,49904.0,53513.0
1991,Raigad,Rural,35-39,93274.0,46150.0,47124.0
1991,Raigad,Rural,40-44,76588.0,37328.0,39260.0
1991,Raigad,Rural,45-49,71064.0,34329.0,36735.0
1991,Raigad,Rural,50-54,58420.0,28780.0,29640.0
1991,Raigad,Rural,55-59,48370.0,24800.0,23570.0
1991,Raigad,Rural,60-64,41648.0,20548.0,21100.0
1991,Raigad,Rural,65-69,25310.0,12040.0,13270.0
1991,Raigad,Rural,70-74,17633.0,8223.0,9410.0
1991,Raigad,Rural,75-79,7830.0,3520.0,4310.0
1991,Raigad,Rural,80+,10600.0,4800.0,5800.0
1991,Raigad,Urban,0-4,35290.0,18200.0,17090.0
1991,Raigad,Urban,5-9,36398.0,19948.0,16450.0
1991,Raigad,Urban,10-14,36799.0,19454.0,17345.0
1991,Raigad,Urban,15-19,32433.0,17548.0,14885.0
1991,Raigad,Urban,20-24,35514.0,18178.0,17336.0
1991,Raigad,Urban,25-29,32305.0,16220.0,16085.0
1991,Raigad,Urban,30-34,28254.0,15464.0,12790.0
1991,Raigad,Urban,35-39,24870.0,13530.0,11340.0
1991,Raigad,Urban,40-44,17660.0,10180.0,7480.0
1991,Raigad,Urban,45-49,14300.0,7530.0,6770.0
1991,Raigad,Urban,50-54,10250.0,5480.0,4770.0
1991,Raigad,Urban,55-59,7450.0,3630.0,3820.0
1991,Raigad,Urban,60-64,6787.0,2927.0,3860.0
1991,Raigad,Urban,65-69,4130.0,1920.0,2210.0
1991,Raigad,Urban,70-74,3060.0,1150.0,1910.0
1991,Raigad,Urban,75-79,1420.0,500.0,920.0
1991,Raigad,Urban,80+,1550.0,560.0,990.0
1991,Ratnagiri,Rural,0-4,153690.0,78600.0,75090.0
1991,Ratnagiri,Rural,5-9,172580.0,89270.0,83310.0
1991,Ratnagiri,Rural,10-14,155415.0,76015.0,79400.0
1991,Ratnagiri,Rural,15-19,147053.0,64822.0,82231.0
1991,Ratnagiri,Rural,20-24,110212.0,43848.0,66364.0
1991,Ratnagiri,Rural,25-29,96820.0,36712.0,60108.0
1991,Ratnagiri,Rural,30-34,81997.0,32770.0,49227.0
1991,Ratnagiri,Rural,35-39,84197.0,33090.0,51107.0
1991,Ratnagiri,Rural,40-44,71438.0,29236.0,42202.0
1991,Ratnagiri,Rural,45-49,71170.0,29560.0,41610.0
1991,Ratnagiri,Rural,50-54,63940.0,27100.0,36840.0
1991,Ratnagiri,Rural,55-59,56420.0,26050.0,30370.0
1991,Ratnagiri,Rural,60-64,53019.0,23969.0,29050.0
1991,Ratnagiri,Rural,65-69,36040.0,16640.0,19400.0
1991,Ratnagiri,Rural,70-74,25860.0,11510.0,14350.0
1991,Ratnagiri,Rural,75-79,11460.0,4890.0,6570.0
1991,Ratnagiri,Rural,80+,13890.0,6080.0,7810.0
1991,Ratnagiri,Urban,0-4,12850.0,6750.0,6100.0
1991,Ratnagiri,Urban,5-9,14740.0,7340.0,7400.0
