Year,District,Rural/Urban,Age Group,Population,Male,Female
1991,Ratnagiri,Urban,10-14,14102.0,7154.0,6948.0
1991,Ratnagiri,Urban,15-19,15040.0,7920.0,7120.0
1991,Ratnagiri,Urban,20-24,14291.0,7540.0,6751.0
1991,Ratnagiri,Urban,25-29,12943.0,6476.0,6467.0
1991,Ratnagiri,Urban,30-34,10702.0,5545.0,5157.0
1991,Ratnagiri,Urban,35-39,9653.0,4900.0,4753.0
1991,Ratnagiri,Urban,40-44,7560.0,3860.0,3700.0
1991,Ratnagiri,Urban,45-49,6060.0,3100.0,2960.0
1991,Ratnagiri,Urban,50-54,5619.0,2730.0,2889.0
1991,Ratnagiri,Urban,55-59,4142.0,1942.0,2200.0
1991,Ratnagiri,Urban,60-64,3913.0,1720.0,2193.0
1991,Ratnagiri,Urban,65-69,2311.0,931.0,1380.0
1991,Ratnagiri,Urban,70-74,2070.0,880.0,1190.0
1991,Ratnagiri,Urban,75-79,780.0,310.0,470.0
1991,Ratnagiri,Urban,80+,1150.0,480.0,670.0
1991,Sangli,Rural,0-4,195530.0,102740.0,92790.0
1991,Sangli,Rural,5-9,181870.0,93510.0,88360.0
1991,Sangli,Rural,10-14,202467.0,102988.0,99479.0
1991,Sangli,Rural,15-19,141580.0,78620.0,62960.0
1991,Sangli,Rural,20-24,142144.0,72190.0,69954.0
1991,Sangli,Rural,25-29,131640.0,61180.0,70460.0
1991,Sangli,Rural,30-34,118161.0,56162.0,61999.0
1991,Sangli,Rural,35-39,111209.0,54905.0,56304.0
1991,Sangli,Rural,40-44,99382.0,49632.0,49750.0
1991,Sangli,Rural,45-49,84249.0,41619.0,42630.0
1991,Sangli,Rural,50-54,76701.0,38691.0,38010.0
1991,Sangli,Rural,55-59,56960.0,30370.0,26590.0
1991,Sangli,Rural,60-64,58320.0,30150.0,28170.0
1991,Sangli,Rural,65-69,36583.0,18990.0,17593.0
1991,Sangli,Rural,70-74,31530.0,16200.0,15330.0
1991,Sangli,Rural,75-79,13830.0,7350.0,6480.0
1991,Sangli,Rural,80+,19615.0,10380.0,9235.0
1991,Sangli,Urban,0-4,54020.0,28040.0,25980.0
1991,Sangli,Urban,5-9,51370.0,26760.0,24610.0
1991,Sangli,Urban,10-14,59230.0,31038.0,28192.0
1991,Sangli,Urban,15-19,48497.0,25100.0,23397.0
1991,Sangli,Urban,20-24,50389.0,25186.0,25203.0
1991,Sangli,Urban,25-29,44506.0,20924.0,23582.0
1991,Sangli,Urban,30-34,39201.0,20341.0,18860.0
1991,Sangli,Urban,35-39,35866.0,19258.0,16608.0
1991,Sangli,Urban,40-44,27793.0,15253.0,12540.0
1991,Sangli,Urban,45-49,22370.0,11760.0,10610.0
1991,Sangli,Urban,50-54,17542.0,9200.0,8342.0
1991,Sangli,Urban,55-59,13914.0,7574.0,6340.0
1991,Sangli,Urban,60-64,14130.0,7300.0,6830.0
1991,Sangli,Urban,65-69,7889.0,4130.0,3759.0
1991,Sangli,Urban,70-74,6110.0,3180.0,2930.0
1991,Sangli,Urban,75-79,2730.0,1560.0,1170.0
1991,Sangli,Urban,80+,4230.0,2180.0,2050.0
1991,Satara,Rural,0-4,258170.0,133750.0,124420.0
1991,Satara,Rural,5-9,252640.0,132020.0,120620.0
1991,Satara,Rural,10-14,243304.0,122500.0,120804.0
1991,Satara,Rural,15-19,194080.0,105580.0,88500.0
1991,Satara,Rural,20-24,173469.0,80479.0,92990.0
1991,Satara,Rural,25-29,158281.0,68358.0,89923.0
1991,Satara,Rural,30-34,136550.0,59410.0,77140.0
1991,Satara,Rural,35-39,132250.0,59840.0,72410.0
1991,Satara,Rural,40-44,115084.0,54530.0,60554.0
1991,Satara,Rural,45-49,104700.0,48830.0,55870.0
1991,Satara,Rural,50-54,93177.0,43987.0,49190.0
1991,Satara,Rural,55-59,75910.0,38880.0,37030.0
1991,Satara,Rural,60-64,72997.0,35077.0,37920.0
1991,Satara,Rural,65-69,47660.0,23600.0,24060.0
1991,Satara,Rural,70-74,37450.0,18370.0,19080.0
1991,Satara,Rural,75-79,15670.0,7690.0,7980.0
1991,Satara,Rural,80+,22990.0,10910.0,12080.0
1991,Satara,Urban,0-4,31250.0,16310.0,14940.0
1991,Satara,Urban,5-9,37620.0,20450.0,17170.0
1991,Satara,Urban,10-14,34629.0,18516.0,16113.0
1991,Satara,Urban,15-19,34341.0,19121.0,15220.0
1991,Satara,Urban,20-24,30948.0,15988.0,14960.0
1991,Satara,Urban,25-29,26863.0,12643.0,14220.0
1991,Satara,Urban,30-34,23260.0,11506.0,11754.0
1991,Satara,Urban,35-39,22388.0,11060.0,11328.0
1991,Satara,Urban,40-44,17800.0,9610.0,8190.0
1991,Satara,Urban,45-49,14851.0,7770.0,7081.0
1991,Satara,Urban,50-54,11456.0,5900.0,5556.0
1991,Satara,Urban,55-59,8690.0,4400.0,4290.0
1991,Satara,Urban,60-64,7754.0,3580.0,4174.0
1991,Satara,Urban,65-69,5440.0,2670.0,2770.0
1991,Satara,Urban,70-74,4070.0,2010.0,2060.0
1991,Satara,Urban,75-79,2100.0,1130.0,970.0
1991,Satara,Urban,80+,2230.0,1200.0,1030.0
1991,Sindhudurg,Rural,0-4,72940.0,37390.0,35550.0
1991,Sindhudurg,Rural,5-9,83920.0,42450.0,41470.0
1991,Sindhudurg,Rural,10-14,73590.0,38097.0,35493.0
1991,Sindhudurg,Rural,15-19,84900.0,38830.0,46070.0
1991,Sindhudurg,Rural,20-24,65070.0,28590.0,36480.0
1991,Sindhudurg,Rural,25-29,54323.0,24372.0,29951.0
1991,Sindhudurg,Rural,30-34,42622.0,19642.0,22980.0
1991,Sindhudurg,Rural,35-39,46181.0,19800.0,26381.0
1991,Sindhudurg,Rural,40-44,40575.0,18625.0,21950.0
1991,Sindhudurg,Rural,45-49,41413.0,17617.0,23796.0
1991,Sindhudurg,Rural,50-54,37360.0,16930.0,20430.0
1991,Sindhudurg,Rural,55-59,33851.0,15020.0,18831.0
1991,Sindhudurg,Rural,60-64,35430.0,15220.0,20210.0
1991,Sindhudurg,Rural,65-69,23147.0,10040.0,13107.0
1991,Sindhudurg,Rural,70-74,17160.0,7520.0,9640.0
1991,Sindhudurg,Rural,75-79,6850.0,3040.0,3810.0
1991,Sindhudurg,Rural,80+,8130.0,3670.0,4460.0
1991,Sindhudurg,Urban,0-4,5200.0,2690.0,2510.0
1991,Sindhudurg,Urban,5-9,6410.0,3130.0,3280.0
1991,Sindhudurg,Urban,10-14,5727.0,2907.0,2820.0
1991,Sindhudurg,Urban,15-19,6676.0,3396.0,3280.0
1991,Sindhudurg,Urban,20-24,6270.0,3170.0,3100.0
1991,Sindhudurg,Urban,25-29,5948.0,3076.0,2872.0
1991,Sindhudurg,Urban,30-34,4901.0,2500.0,2401.0
1991,Sindhudurg,Urban,35-39,4622.0,2322.0,2300.0
1991,Sindhudurg,Urban,40-44,3660.0,1930.0,1730.0
1991,Sindhudurg,Urban,45-49,3180.0,1720.0,1460.0
1991,Sindhudurg,Urban,50-54,2811.0,1350.0,1461.0
1991,Sindhudurg,Urban,55-59,2460.0,1160.0,1300.0
1991,Sindhudurg,Urban,60-64,1976.0,880.0,1096.0
1991,Sindhudurg,Urban,65-69,1099.0,400.0,699.0
1991,Sindhudurg,Urban,70-74,940.0,390.0,550.0
1991,Sindhudurg,Urban,75-79,540.0,320.0,220.0
1991,Sindhudurg,Urban,80+,470.0,150.0,320.0
1991,Solapur,Rural,0-4,298290.0,153770.0,144520.0
1991,Solapur,Rural,5-9,257488.0,135969.0,121519.0
1991,Solapur,Rural,10-14,308207.0,160224.0,147983.0
1991,Solapur,Rural,15-19,186020.0,109280.0,76740.0
1991,Solapur,Rural,20-24,194697.0,97440.0,97257.0
1991,Solapur,Rural,25-29,178328.0,85780.0,92548.0
1991,Solapur,Rural,30-34,158682.0,78710.0,79972.0
1991,Solapur,Rural,35-39,141720.0,72450.0,69270.0
1991,Solapur,Rural,40-44,119918.0,61144.0,58774.0
1991,Solapur,Rural,45-49,104436.0,54256.0,50180.0
1991,Solapur,Rural,50-54,91536.0,46210.0,45326.0
1991,Solapur,Rural,55-59,69710.0,37710.0,32000.0
1991,Solapur,Rural,60-64,71280.0,37070.0,34210.0
1991,Solapur,Rural,65-69,44800.0,23400.0,21400.0
1991,Solapur,Rural,70-74,36942.0,19132.0,17810.0
1991,Solapur,Rural,75-79,14240.0,7350.0,6890.0
1991,Solapur,Rural,80+,19810.0,9640.0,10170.0
1991,Solapur,Urban,0-4,109630.0,57040.0,52590.0
1991,Solapur,Urban,5-9,107170.0,55390.0,51780.0
1991,Solapur,Urban,10-14,112780.0,58675.0,54105.0
1991,Solapur,Urban,15-19,93372.0,49472.0,43900.0
1991,Solapur,Urban,20-24,91051.0,45311.0,45740.0
1991,Solapur,Urban,25-29,78019.0,36963.0,41056.0
1991,Solapur,Urban,30-34,67501.0,33447.0,34054.0
1991,Solapur,Urban,35-39,61686.0,32437.0,29249.0
1991,Solapur,Urban,40-44,48730.0,26053.0,22677.0
1991,Solapur,Urban,45-49,37654.0,19651.0,18003.0
1991,Solapur,Urban,50-54,33128.0,17206.0,15922.0
1991,Solapur,Urban,55-59,23360.0,12420.0,10940.0
1991,Solapur,Urban,60-64,25096.0,12596.0,12500.0
1991,Solapur,Urban,65-69,14360.0,7800.0,6560.0
1991,Solapur,Urban,70-74,11286.0,6080.0,5206.0
1991,Solapur,Urban,75-79,4970.0,2620.0,2350.0
1991,Solapur,Urban,80+,6350.0,2950.0,3400.0
1991,Thane,Rural,0-4,237810.0,120250.0,117560.0
1991,Thane,Rural,5-9,208482.0,108492.0,99990.0
1991,Thane,Rural,10-14,242340.0,124631.0,117709.0
1991,Thane,Rural,15-19,165232.0,85402.0,79830.0
1991,Thane,Rural,20-24,164713.0,80152.0,84561.0
1991,Thane,Rural,25-29,165238.0,80873.0,84365.0
1991,Thane,Rural,30-34,140197.0,71477.0,68720.0
1991,Thane,Rural,35-39,127284.0,68900.0,58384.0
1991,Thane,Rural,40-44,95971.0,51390.0,44581.0
1991,Thane,Rural,45-49,85050.0,44660.0,40390.0
1991,Thane,Rural,50-54,64080.0,34160.0,29920.0
1991,Thane,Rural,55-59,49955.0,25865.0,24090.0
1991,Thane,Rural,60-64,42630.0,20660.0,21970.0
1991,Thane,Rural,65-69,26617.0,13057.0,13560.0
1991,Thane,Rural,70-74,15840.0,7640.0,8200.0
1991,Thane,Rural,75-79,6920.0,3290.0,3630.0
1991,Thane,Rural,80+,9600.0,4410.0,5190.0
1991,Thane,Urban,0-4,386480.0,198960.0,187520.0
1991,Thane,Urban,5-9,346611.0,182843.0,163768.0
1991,Thane,Urban,10-14,392676.0,203372.0,189304.0
1991,Thane,Urban,15-19,298876.0,164042.0,134834.0
1991,Thane,Urban,20-24,360461.0,193140.0,167321.0
1991,Thane,Urban,25-29,370014.0,191982.0,178032.0
1991,Thane,Urban,30-34,322694.0,182088.0,140606.0
1991,Thane,Urban,35-39,270417.0,157998.0,112419.0
1991,Thane,Urban,40-44,185367.0,114108.0,71259.0
1991,Thane,Urban,45-49,134175.0,79995.0,54180.0
1991,Thane,Urban,50-54,99124.0,56905.0,42219.0
1991,Thane,Urban,55-59,66120.0,36600.0,29520.0
1991,Thane,Urban,60-64,57150.0,30050.0,27100.0
1991,Thane,Urban,65-69,32610.0,15750.0,16860.0
1991,Thane,Urban,70-74,21990.0,11280.0,10710.0
1991,Thane,Urban,75-79,9942.0,4532.0,5410.0
1991,Thane,Urban,80+,14690.0,6850.0,7840.0
1991,Wardha,Rural,0-4,85600.0,43920.0,41680.0
1991,Wardha,Rural,5-9,89337.0,43627.0,45710.0
1991,Wardha,Rural,10-14,88282.0,46541.0,41741.0
1991,Wardha,Rural,15-19,77936.0,39700.0,38236.0
1991,Wardha,Rural,20-24,67576.0,37990.0,29586.0
1991,Wardha,Rural,25-29,59407.0,29040.0,30367.0
1991,Wardha,Rural,30-34,52462.0,26725.0,25737.0
1991,Wardha,Rural,35-39,48400.0,25570.0,22830.0
1991,Wardha,Rural,40-44,40050.0,20250.0,19800.0
1991,Wardha,Rural,45-49,36913.0,18233.0,18680.0
1991,Wardha,Rural,50-54,34772.0,17262.0,17510.0
1991,Wardha,Rural,55-59,26290.0,13600.0,12690.0
1991,Wardha,Rural,60-64,28730.0,15540.0,13190.0
1991,Wardha,Rural,65-69,17625.0,9415.0,8210.0
1991,Wardha,Rural,70-74,14530.0,7670.0,6860.0
1991,Wardha,Rural,75-79,5420.0,2900.0,2520.0
1991,Wardha,Rural,80+,7970.0,4270.0,3700.0
1991,Wardha,Urban,0-4,27410.0,13810.0,13600.0
1991,Wardha,Urban,5-9,33844.0,16844.0,17000.0
1991,Wardha,Urban,10-14,30641.0,15781.0,14860.0
1991,Wardha,Urban,15-19,31980.0,15924.0,16056.0
1991,Wardha,Urban,20-24,28941.0,15323.0,13618.0
1991,Wardha,Urban,25-29,23738.0,12180.0,11558.0
1991,Wardha,Urban,30-34,20042.0,10760.0,9282.0
1991,Wardha,Urban,35-39,18563.0,9642.0,8921.0
1991,Wardha,Urban,40-44,13813.0,7612.0,6201.0
1991,Wardha,Urban,45-49,12590.0,6960.0,5630.0
1991,Wardha,Urban,50-54,10431.0,5451.0,4980.0
1991,Wardha,Urban,55-59,8440.0,4490.0,3950.0
1991,Wardha,Urban,60-64,8017.0,3990.0,4027.0
1991,Wardha,Urban,65-69,5387.0,2690.0,2697.0
1991,Wardha,Urban,70-74,4520.0,2420.0,2100.0
1991,Wardha,Urban,75-79,1770.0,1150.0,620.0
1991,Wardha,Urban,80+,2200.0,1250.0,950.0
1991,Washim,Rural,0-4,,,
1991,Washim,Rural,5-9,,,
1991,Washim,Rural,10-14,,,
1991,Washim,Rural,15-19,,,
1991,Washim,Rural,20-24,,,
1991,Washim,Rural,25-29,,,
1991,Washim,Rural,30-34,,,
1991,Washim,Rural,35-39,,,
1991,Washim,Rural,40-44,,,
1991,Washim,Rural,45-49,,,
1991,Washim,Rural,50-54,,,
1991,Washim,Rural,55-59,,,
1991,Washim,Rural,60-64,,,
1991,Washim,Rural,65-69,,,
1991,Washim,Rural,70-74,,,
1991,Washim,Rural,75-79,,,
1991,Washim,Rural,80+,,,
1991,Washim,Urban,0-4,,,
1991,Washim,Urban,5-9,,,
1991,Washim,Urban,10-14,,,
1991,Washim,Urban,15-19,,,
1991,Washim,Urban,20-24,,,
1991,Washim,Urban,25-29,,,
1991,Washim,Urban,30-34,,,
1991,Washim,Urban,35-39,,,
1991,Washim,Urban,40-44,,,
1991,Washim,Urban,45-49,,,
1991,Washim,Urban,50-54,,,
1991,Washim,Urban,55-59,,,
1991,Washim,Urban,60-64,,,
1991,Washim,Urban,65-69,,,
1991,Washim,Urban,70-74,,,
1991,Washim,Urban,75-79,,,
1991,Washim,Urban,80+,,,
1991,Yavatmal,Rural,0-4,218900.0,111930.0,106970.0
1991,Yavatmal,Rural,5-9,206281.0,105571.0,100710.0
1991,Yavatmal,Rural,10-14,227437.0,117359.0,110078.0
1991,Yavatmal,Rural,15-19,157362.0,84306.0,73056.0
1991,Yavatmal,Rural,20-24,146202.0,74660.0,71542.0
1991,Yavatmal,Rural,25-29,131773.0,62900.0,68873.0
1991,Yavatmal,Rural,30-34,112950.0,57290.0,55660.0
1991,Yavatmal,Rural,35-39,102223.0,53384.0,48839.0
1991,Yavatmal,Rural,40-44,85097.0,43037.0,42060.0
1991,Yavatmal,Rural,45-49,76070.0,38430.0,37640.0
1991,Yavatmal,Rural,50-54,67120.0,34190.0,32930.0
1991,Yavatmal,Rural,55-59,53055.0,28540.0,24515.0
1991,Yavatmal,Rural,60-64,52834.0,26620.0,26214.0
1991,Yavatmal,Rural,65-69,33039.0,16930.0,16109.0
1991,Yavatmal,Rural,70-74,24450.0,11990.0,12460.0
1991,Yavatmal,Rural,75-79,9470.0,4320.0,5150.0
1991,Yavatmal,Rural,80+,12850.0,5920.0,6930.0
1991,Yavatmal,Urban,0-4,39971.0,20340.0,19631.0
1991,Yavatmal,Urban,5-9,45929.0,24029.0,21900.0
1991,Yavatmal,Urban,10-14,42814.0,21950.0,20864.0
1991,Yavatmal,Urban,15-19,38525.0,20026.0,18499.0
1991,Yavatmal,Urban,20-24,36310.0,19683.0,16627.0
1991,Yavatmal,Urban,25-29,29613.0,14560.0,15053.0
1991,Yavatmal,Urban,30-34,25120.0,13269.0,11851.0
1991,Yavatmal,Urban,35-39,22635.0,11609.0,11026.0
1991,Yavatmal,Urban,40-44,18116.0,10080.0,8036.0
1991,Yavatmal,Urban,45-49,15025.0,8231.0,6794.0
1991,Yavatmal,Urban,50-54,11575.0,6040.0,5535.0
1991,Yavatmal,Urban,55-59,8190.0,4090.0,4100.0
1991,Yavatmal,Urban,60-64,8137.0,3957.0,4180.0
1991,Yavatmal,Urban,65-69,5451.0,2881.0,2570.0
1991,Yavatmal,Urban,70-74,4430.0,2180.0,2250.0
1991,Yavatmal,Urban,75-79,1910.0,870.0,1040.0
1991,Yavatmal,Urban,80+,2380.0,1170.0,1210.0
2001,Ahilyanagar,Rural,0-4,341100.0,181413.0,159687.0
2001,Ahilyanagar,Rural,5-9,409017.0,213790.0,195227.0
2001,Ahilyanagar,Rural,10-14,352028.0,182582.0,169446.0
2001,Ahilyanagar,Rural,15-19,308925.0,173176.0,135749.0
2001,Ahilyanagar,Rural,20-24,267490.0,140779.0,126711.0
2001,Ahilyanagar,Rural,25-29,240416.0,116776.0,123640.0
2001,Ahilyanagar,Rural,30-34,228335.0,112115.0,116220.0
2001,Ahilyanagar,Rural,35-39,218942.0,108160.0,110782.0
2001,Ahilyanagar,Rural,40-44,176987.0,92263.0,84724.0
2001,Ahilyanagar,Rural,45-49,146463.0,75806.0,70657.0
2001,Ahilyanagar,Rural,50-54,111414.0,58670.0,52744.0
2001,Ahilyanagar,Rural,55-59,92427.0,44856.0,47571.0
2001,Ahilyanagar,Rural,60-64,100803.0,42062.0,58741.0
2001,Ahilyanagar,Rural,65-69,113877.0,54525.0,59352.0
2001,Ahilyanagar,Rural,70-74,64840.0,33987.0,30853.0
2001,Ahilyanagar,Rural,75-79,26187.0,13009.0,13178.0
2001,Ahilyanagar,Rural,80+,31894.0,14565.0,17329.0
2001,Ahilyanagar,Urban,0-4,73860.0,39483.0,34377.0
2001,Ahilyanagar,Urban,5-9,96396.0,51156.0,45240.0
2001,Ahilyanagar,Urban,10-14,81871.0,42832.0,39039.0
2001,Ahilyanagar,Urban,15-19,86325.0,48398.0,37927.0
2001,Ahilyanagar,Urban,20-24,80296.0,43974.0,36322.0
2001,Ahilyanagar,Urban,25-29,67075.0,33131.0,33944.0
2001,Ahilyanagar,Urban,30-34,62032.0,31187.0,30845.0
2001,Ahilyanagar,Urban,35-39,60512.0,30702.0,29810.0
2001,Ahilyanagar,Urban,40-44,47742.0,26486.0,21256.0
2001,Ahilyanagar,Urban,45-49,37953.0,20300.0,17653.0
2001,Ahilyanagar,Urban,50-54,27184.0,14996.0,12188.0
2001,Ahilyanagar,Urban,55-59,19797.0,10127.0,9670.0
2001,Ahilyanagar,Urban,60-64,19059.0,8358.0,10701.0
2001,Ahilyanagar,Urban,65-69,19962.0,8563.0,11399.0
2001,Ahilyanagar,Urban,70-74,11702.0,5697.0,6005.0
2001,Ahilyanagar,Urban,75-79,5071.0,2503.0,2568.0
2001,Ahilyanagar,Urban,80+,5564.0,2522.0,3042.0
2001,Akola,Rural,0-4,105368.0,54245.0,51123.0
2001,Akola,Rural,5-9,126167.0,65518.0,60649.0
2001,Akola,Rural,10-14,105954.0,54679.0,51275.0
2001,Akola,Rural,15-19,103607.0,55637.0,47970.0
2001,Akola,Rural,20-24,84052.0,47059.0,36993.0
2001,Akola,Rural,25-29,76422.0,38294.0,38128.0
2001,Akola,Rural,30-34,69967.0,34841.0,35126.0
2001,Akola,Rural,35-39,69481.0,34660.0,34821.0
2001,Akola,Rural,40-44,55528.0,30229.0,25299.0
2001,Akola,Rural,45-49,43941.0,23640.0,20301.0
2001,Akola,Rural,50-54,32100.0,17472.0,14628.0
2001,Akola,Rural,55-59,26500.0,12431.0,14069.0
2001,Akola,Rural,60-64,32459.0,13033.0,19426.0
2001,Akola,Rural,65-69,35054.0,17149.0,17905.0
2001,Akola,Rural,70-74,20327.0,10743.0,9584.0
2001,Akola,Rural,75-79,7529.0,3889.0,3640.0
2001,Akola,Rural,80+,7596.0,3566.0,4030.0
2001,Akola,Urban,0-4,60429.0,31339.0,29090.0
2001,Akola,Urban,5-9,77349.0,40328.0,37021.0
2001,Akola,Urban,10-14,64923.0,33595.0,31328.0
2001,Akola,Urban,15-19,67158.0,35429.0,31729.0
2001,Akola,Urban,20-24,59283.0,31541.0,27742.0
2001,Akola,Urban,25-29,51942.0,25591.0,26351.0
2001,Akola,Urban,30-34,46963.0,23843.0,23120.0
2001,Akola,Urban,35-39,44753.0,22400.0,22353.0
2001,Akola,Urban,40-44,36311.0,20013.0,16298.0
2001,Akola,Urban,45-49,29093.0,15587.0,13506.0
2001,Akola,Urban,50-54,21994.0,12079.0,9915.0
2001,Akola,Urban,55-59,16462.0,8254.0,8208.0
2001,Akola,Urban,60-64,16294.0,7516.0,8778.0
2001,Akola,Urban,65-69,15188.0,7000.0,8188.0
2001,Akola,Urban,70-74,9686.0,4816.0,4870.0
2001,Akola,Urban,75-79,4181.0,1960.0,2221.0
2001,Akola,Urban,80+,4728.0,2070.0,2658.0
2001,Amravati,Rural,0-4,173573.0,88958.0,84615.0
2001,Amravati,Rural,5-9,206612.0,106309.0,100303.0
2001,Amravati,Rural,10-14,177251.0,91030.0,86221.0
2001,Amravati,Rural,15-19,169434.0,87614.0,81820.0
2001,Amravati,Rural,20-24,145824.0,79493.0,66331.0
2001,Amravati,Rural,25-29,133701.0,67829.0,65872.0
2001,Amravati,Rural,30-34,122449.0,61819.0,60630.0
2001,Amravati,Rural,35-39,117008.0,59089.0,57919.0
2001,Amravati,Rural,40-44,93830.0,51436.0,42394.0
2001,Amravati,Rural,45-49,74970.0,40438.0,34532.0
2001,Amravati,Rural,50-54,57423.0,31442.0,25981.0
2001,Amravati,Rural,55-59,47106.0,22642.0,24464.0
2001,Amravati,Rural,60-64,55827.0,23686.0,32141.0
2001,Amravati,Rural,65-69,60589.0,29760.0,30829.0
2001,Amravati,Rural,70-74,37965.0,20735.0,17230.0
2001,Amravati,Rural,75-79,14701.0,8130.0,6571.0
2001,Amravati,Rural,80+,15568.0,7784.0,7784.0
2001,Amravati,Urban,0-4,78855.0,40662.0,38193.0
2001,Amravati,Urban,5-9,106218.0,54942.0,51276.0
2001,Amravati,Urban,10-14,85669.0,44351.0,41318.0
2001,Amravati,Urban,15-19,96689.0,50153.0,46536.0
2001,Amravati,Urban,20-24,88897.0,46991.0,41906.0
2001,Amravati,Urban,25-29,77239.0,38576.0,38663.0
2001,Amravati,Urban,30-34,69187.0,35375.0,33812.0
2001,Amravati,Urban,35-39,65043.0,32908.0,32135.0
2001,Amravati,Urban,40-44,52861.0,29185.0,23676.0
2001,Amravati,Urban,45-49,42858.0,22865.0,19993.0
2001,Amravati,Urban,50-54,33319.0,18512.0,14807.0
2001,Amravati,Urban,55-59,25279.0,13016.0,12263.0
2001,Amravati,Urban,60-64,24336.0,11713.0,12623.0
2001,Amravati,Urban,65-69,22475.0,10650.0,11825.0
2001,Amravati,Urban,70-74,15249.0,7736.0,7513.0
2001,Amravati,Urban,75-79,6775.0,3462.0,3313.0
2001,Amravati,Urban,80+,7247.0,3365.0,3882.0
2001,Beed,Rural,0-4,191161.0,101166.0,89995.0
2001,Beed,Rural,5-9,243127.0,129508.0,113619.0
2001,Beed,Rural,10-14,219743.0,114099.0,105644.0
2001,Beed,Rural,15-19,160006.0,94108.0,65898.0
2001,Beed,Rural,20-24,124110.0,65999.0,58111.0
2001,Beed,Rural,25-29,116717.0,56418.0,60299.0
2001,Beed,Rural,30-34,118371.0,57323.0,61048.0
2001,Beed,Rural,35-39,113258.0,56128.0,57130.0
2001,Beed,Rural,40-44,91887.0,49163.0,42724.0
2001,Beed,Rural,45-49,72098.0,37679.0,34419.0
2001,Beed,Rural,50-54,56380.0,29679.0,26701.0
2001,Beed,Rural,55-59,47420.0,22004.0,25416.0
2001,Beed,Rural,60-64,61011.0,24169.0,36842.0
2001,Beed,Rural,65-69,72390.0,34501.0,37889.0
2001,Beed,Rural,70-74,45226.0,24317.0,20909.0
2001,Beed,Rural,75-79,17312.0,8283.0,9029.0
2001,Beed,Rural,80+,22020.0,9425.0,12595.0
2001,Beed,Urban,0-4,39149.0,20679.0,18470.0
2001,Beed,Urban,5-9,52084.0,27678.0,24406.0
2001,Beed,Urban,10-14,46946.0,24480.0,22466.0
2001,Beed,Urban,15-19,42882.0,23834.0,19048.0
2001,Beed,Urban,20-24,33600.0,17806.0,15794.0
2001,Beed,Urban,25-29,29956.0,14504.0,15452.0
2001,Beed,Urban,30-34,28060.0,14128.0,13932.0
2001,Beed,Urban,35-39,27014.0,13426.0,13588.0
2001,Beed,Urban,40-44,20862.0,11720.0,9142.0
2001,Beed,Urban,45-49,16073.0,8852.0,7221.0
2001,Beed,Urban,50-54,11367.0,6300.0,5067.0
2001,Beed,Urban,55-59,8270.0,4190.0,4080.0
2001,Beed,Urban,60-64,8927.0,3759.0,5168.0
2001,Beed,Urban,65-69,9880.0,4233.0,5647.0
2001,Beed,Urban,70-74,6245.0,3075.0,3170.0
2001,Beed,Urban,75-79,2296.0,1102.0,1194.0
2001,Beed,Urban,80+,3137.0,1337.0,1800.0
2001,Bhandara,Rural,0-4,94244.0,48003.0,46241.0
2001,Bhandara,Rural,5-9,108692.0,55121.0,53571.0
2001,Bhandara,Rural,10-14,94465.0,48219.0,46246.0
2001,Bhandara,Rural,15-19,99151.0,50341.0,48810.0
2001,Bhandara,Rural,20-24,83523.0,44187.0,39336.0
2001,Bhandara,Rural,25-29,75638.0,39061.0,36577.0
2001,Bhandara,Rural,30-34,69794.0,35565.0,34229.0
2001,Bhandara,Rural,35-39,69012.0,33770.0,35242.0
2001,Bhandara,Rural,40-44,58335.0,29896.0,28439.0
2001,Bhandara,Rural,45-49,50046.0,25561.0,24485.0
2001,Bhandara,Rural,50-54,38693.0,20104.0,18589.0
2001,Bhandara,Rural,55-59,32053.0,15175.0,16878.0
2001,Bhandara,Rural,60-64,32818.0,13880.0,18938.0
2001,Bhandara,Rural,65-69,26967.0,12150.0,14817.0
2001,Bhandara,Rural,70-74,16194.0,7599.0,8595.0
2001,Bhandara,Rural,75-79,5557.0,2658.0,2899.0
2001,Bhandara,Rural,80+,4960.0,2324.0,2636.0
2001,Bhandara,Urban,0-4,14200.0,7317.0,6883.0
2001,Bhandara,Urban,5-9,20341.0,10591.0,9750.0
2001,Bhandara,Urban,10-14,15839.0,8180.0,7659.0
2001,Bhandara,Urban,15-19,19054.0,9742.0,9312.0
2001,Bhandara,Urban,20-24,17714.0,9144.0,8570.0
2001,Bhandara,Urban,25-29,15401.0,7791.0,7610.0
2001,Bhandara,Urban,30-34,13663.0,7043.0,6620.0
2001,Bhandara,Urban,35-39,12783.0,6262.0,6521.0
2001,Bhandara,Urban,40-44,10759.0,5744.0,5015.0
2001,Bhandara,Urban,45-49,9383.0,4817.0,4566.0
2001,Bhandara,Urban,50-54,7544.0,4100.0,3444.0
2001,Bhandara,Urban,55-59,5640.0,3030.0,2610.0
2001,Bhandara,Urban,60-64,4780.0,2211.0,2569.0
2001,Bhandara,Urban,65-69,3856.0,1666.0,2190.0
2001,Bhandara,Urban,70-74,2595.0,1104.0,1491.0
2001,Bhandara,Urban,75-79,1070.0,482.0,588.0
2001,Bhandara,Urban,80+,1023.0,408.0,615.0
2001,Buldhana,Rural,0-4,187862.0,98393.0,89469.0
